name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"2,289,529,000","2,418,997,000","2,429,732,000","2,331,697,000","2,322,810,000","2,289,988,000","2,305,688,000","2,285,741,000","2,272,323,000","1,405,882,000","1,384,907,000","1,387,595,000","1,346,691,000","1,294,516,000","1,299,439,000","1,312,529,000","1,334,339,000","1,350,395,000","1,376,260,000","1,434,968,000","1,466,153,000","1,480,450,000","1,468,919,000","1,334,169,000","1,096,651,000","1,074,159,000","1,050,089,000","1,058,706,000","1,035,937,000","1,037,626,000","1,001,767,000","962,183,000","954,336,000","898,013,000","900,227,000","914,931,000","891,858,000","829,630,000","872,709,000","891,520,000","866,707,000","826,140,000","810,505,000","809,328,000","847,847,000","887,728,000","914,195,000","798,771,000","752,667,000","744,267,000","805,356,000","777,369,000","741,002,000","724,372,000","727,811,000","730,671,000","719,803,000","681,359,000","700,674,000","690,170,000","663,973,000","612,399,000","613,002,000","596,841,000","573,360,000","556,500,000","544,472,000","553,404,000","536,128,000","534,920,000","538,788,000","534,566,000","553,563,000","555,850,000","583,585,000","578,854,000","603,713,000","608,561,000","585,738,000","594,667,000","562,169,000","552,100,000","553,200,000","574,300,000","603,200,000","585,400,000","615,000,000","606,100,000","591,500,000","566,700,000","553,700,000","394,100,000","397,800,000","384,000,000","394,500,000","404,100,000","408,000,000","390,300,000","377,600,000","359,200,000","369,200,000","358,300,000","361,500,000","343,500,000","345,600,000","345,600,000","338,700,000","315,900,000","328,900,000","329,100,000","331,300,000","330,600,000","340,600,000","343,400,000","343,600,000","327,900,000","337,600,000","353,900,000","380,900,000","380,200,000","259,900,000","257,000,000","251,400,000","223,000,000","223,200,000","231,900,000"
	CurrentAssets,"1,162,519,000","1,142,555,000","1,144,923,000","1,148,138,000","1,125,770,000","1,081,783,000","1,089,083,000","1,058,020,000","1,051,240,000","903,511,000","876,879,000","882,542,000","836,111,000","782,432,000","777,361,000","781,626,000","803,841,000","780,824,000","813,906,000","859,305,000","886,017,000","877,757,000","874,760,000","836,148,000","774,511,000","750,479,000","733,736,000","737,280,000","702,881,000","697,944,000","687,095,000","665,762,000","649,000,000","609,951,000","605,213,000","618,914,000","592,483,000","528,969,000","571,215,000","618,860,000","590,488,000","546,854,000","528,401,000","525,594,000","540,461,000","574,873,000","597,625,000","606,197,000","569,115,000","559,201,000","628,230,000","600,533,000","569,679,000","551,480,000","555,166,000","558,444,000","548,675,000","517,961,000","536,674,000","527,501,000","514,181,000","463,014,000","460,622,000","443,033,000","418,278,000","399,260,000","386,947,000","400,494,000","384,451,000","383,205,000","389,442,000","381,058,000","397,743,000","396,889,000","412,536,000","406,460,000","430,262,000","432,154,000","405,752,000","414,991,000","389,697,000","374,300,000","374,200,000","389,200,000","417,100,000","396,500,000","427,400,000","414,900,000","408,900,000","393,700,000","386,500,000","285,500,000","293,300,000","280,800,000","287,600,000","295,100,000","304,300,000","290,400,000","281,700,000","265,400,000","277,300,000","266,900,000","268,000,000","249,200,000","250,100,000","252,100,000","244,100,000","221,200,000","234,100,000","235,500,000","236,800,000","233,900,000","244,500,000","249,800,000","250,800,000","235,200,000","252,400,000","270,900,000","300,400,000","300,400,000","192,000,000","191,900,000","187,400,000","167,300,000","168,600,000","177,500,000"
		CashCashEquivalentsAndShortTermInvestments,"165,464,000","128,149,000","98,204,000","108,219,000","47,367,000","79,827,000","56,408,000","54,150,000","43,523,000","85,324,000","77,769,000","105,057,000","67,313,000","62,857,000","58,022,000","59,861,000","62,932,000","55,634,000","63,966,000","69,470,000","55,165,000","33,184,000","52,033,000","71,189,000","69,086,000","66,584,000","76,877,000","73,164,000","43,083,000","51,845,000","56,673,000","78,442,000","79,408,000","70,512,000","73,218,000","91,092,000","88,559,000","53,915,000","94,593,000","175,777,000","156,266,000","104,203,000","65,687,000","27,642,000","48,216,000","46,620,000","56,749,000","101,830,000","70,580,000","79,995,000","143,654,000","119,665,000","85,018,000","84,410,000","102,276,000","106,428,000","76,225,000","55,110,000","96,791,000","127,136,000","83,374,000","57,305,000","63,192,000","69,667,000","33,386,000","24,401,000","37,088,000","55,079,000","23,925,000","25,479,000","44,044,000","23,060,000","24,713,000","20,993,000","26,069,000","13,981,000","12,162,000","14,415,000","12,986,000","12,349,000","15,265,000","13,000,000","15,300,000","19,200,000","21,100,000","13,800,000","19,700,000","9,300,000","17,700,000","14,300,000","13,300,000","22,400,000","15,500,000","6,900,000","14,100,000","9,200,000","13,200,000","7,000,000","8,000,000","4,800,000","7,000,000","4,900,000","7,300,000","10,900,000","6,900,000","7,900,000","4,700,000","4,600,000","9,700,000","5,700,000","11,600,000","9,300,000","8,000,000","9,500,000","6,700,000","8,400,000","2,200,000","4,400,000","3,600,000","5,700,000","7,100,000","8,300,000","7,100,000","2,300,000","22,100,000","11,000,000"
			CashAndCashEquivalents,"165,464,000","128,149,000","98,204,000","108,219,000","47,367,000","79,827,000","56,408,000","54,150,000","43,523,000","85,324,000","77,769,000","105,057,000","67,313,000","62,857,000","58,022,000","59,861,000","62,932,000","55,634,000","63,966,000","69,470,000","55,165,000","33,184,000","52,033,000","71,189,000","69,086,000","66,584,000","76,877,000","73,164,000","43,083,000","51,845,000","56,673,000","78,442,000","79,408,000","70,512,000","73,218,000","91,092,000","88,559,000","53,915,000","94,593,000","175,777,000","156,266,000","104,203,000","65,687,000","27,642,000","48,216,000","46,620,000","56,749,000","101,830,000","70,580,000","79,995,000","143,654,000","119,665,000","85,018,000","84,410,000","102,276,000","106,428,000","76,225,000","55,110,000","96,791,000","127,136,000","83,374,000","57,305,000","63,192,000","69,667,000","33,386,000","24,401,000","37,088,000","55,079,000","23,925,000","25,479,000","44,044,000","23,060,000","24,713,000","20,993,000","26,069,000","13,981,000","12,162,000","14,415,000","12,986,000","12,349,000","15,265,000","13,000,000","15,300,000","19,200,000","21,100,000","13,800,000","19,700,000","9,300,000","17,700,000","14,300,000","13,300,000","22,400,000","15,500,000","6,900,000","14,100,000","9,200,000","13,200,000","7,000,000","8,000,000","4,800,000","7,000,000","4,900,000","7,300,000","10,900,000","6,900,000","7,900,000","4,700,000","4,600,000","9,700,000","5,700,000","11,600,000","9,300,000","8,000,000","9,500,000","6,700,000","8,400,000","2,200,000","4,400,000","3,600,000","5,700,000","7,100,000","8,300,000","7,100,000","2,300,000","22,100,000","11,000,000"
		Receivables,"524,081,000","502,894,000","529,330,000","540,902,000","574,468,000","512,034,000","565,462,000","548,811,000","533,533,000","393,706,000","405,572,000","390,931,000","390,874,000","336,716,000","347,286,000","347,857,000","354,553,000","329,287,000","356,606,000","376,305,000","394,408,000","385,326,000","403,521,000","375,732,000","344,096,000","305,936,000","320,281,000","329,880,000","336,245,000","304,628,000","325,753,000","307,043,000","307,660,000","280,700,000","289,450,000","290,751,000","280,706,000","250,671,000","261,042,000","246,402,000","238,713,000","211,920,000","203,191,000","198,792,000","209,193,000","221,727,000","265,536,000","245,119,000","244,863,000","221,029,000","249,251,000","248,698,000","250,336,000","220,460,000","240,647,000","231,524,000","235,960,000","212,743,000","215,020,000","202,226,000","214,867,000","190,904,000","201,043,000","190,815,000","190,932,000","170,074,000","173,218,000","173,915,000","178,689,000","164,483,000","174,707,000","180,904,000","184,289,000","160,185,000","188,052,000","190,935,000","198,576,000","198,162,000","213,283,000","212,254,000","203,377,000","186,400,000","194,600,000","195,700,000","195,500,000","186,200,000","195,900,000","206,300,000","195,400,000","174,700,000","186,600,000","153,100,000","152,300,000","136,500,000","140,700,000","155,500,000","156,100,000","140,700,000","147,900,000","145,700,000","144,400,000","130,900,000","133,200,000","129,800,000","126,900,000","110,300,000","111,000,000","113,000,000","109,900,000","100,900,000","106,800,000","110,000,000","108,200,000","101,000,000","108,900,000","104,200,000","105,900,000","104,900,000","115,300,000","128,800,000","85,700,000","76,600,000","79,100,000","70,400,000","62,700,000","60,300,000"
			AccountsReceivable,"524,081,000","502,894,000","529,330,000","540,902,000","574,468,000","512,034,000","565,462,000","548,811,000","533,533,000","393,706,000","405,572,000","390,931,000","390,874,000","336,716,000","347,286,000","347,857,000","354,553,000","329,287,000","356,606,000","376,305,000","394,408,000","385,326,000","403,521,000","375,732,000","344,096,000","305,936,000","320,281,000","329,880,000","336,245,000","304,628,000","325,753,000","307,043,000","307,660,000","280,700,000","289,450,000","290,751,000","280,706,000","250,671,000","261,042,000","246,402,000","238,713,000","211,920,000","203,191,000","198,792,000","209,193,000","221,727,000","265,536,000","245,119,000","244,863,000","221,029,000","249,251,000","248,698,000","250,336,000","220,460,000","240,647,000","231,524,000","235,960,000","212,743,000","215,020,000","202,226,000","214,867,000","190,904,000","201,043,000","190,815,000","190,932,000","170,074,000","173,218,000","173,915,000","178,689,000","164,483,000","174,707,000","180,904,000","184,289,000","160,185,000","188,052,000","190,935,000","198,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"537,361,000","513,224,000",,"551,400,000","587,523,000","526,016,000","579,794,000","562,377,000","545,073,000","403,356,000","414,754,000","400,559,000","401,344,000","347,299,000","358,914,000","358,891,000","366,032,000","341,181,000","368,359,000","386,926,000","404,856,000",,"414,034,000","386,117,000","352,575,000","313,271,000","327,863,000","337,617,000","344,762,000",,"333,992,000","315,375,000","316,230,000","288,076,000","296,878,000","297,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,280,000","-10,330,000",,"-10,498,000","-13,055,000","-13,982,000","-14,332,000","-13,566,000","-11,540,000","-9,650,000","-9,182,000","-9,628,000","-10,470,000","-10,583,000","-11,628,000","-11,034,000","-11,479,000","-11,894,000","-11,753,000","-10,621,000","-10,448,000",,"-10,513,000","-10,385,000","-8,479,000","-7,335,000","-7,582,000","-7,737,000","-8,517,000",,"-8,239,000","-8,332,000","-8,570,000","-7,376,000","-7,428,000","-7,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"421,201,000","463,609,000","465,165,000","447,555,000","454,555,000","445,881,000","431,658,000","422,069,000","432,449,000","386,943,000","364,979,000","345,145,000","344,743,000","349,020,000","342,044,000","338,221,000","346,979,000","359,726,000","350,807,000","362,419,000","381,085,000","401,474,000","367,291,000","335,747,000","320,045,000","323,257,000","302,404,000","281,417,000","281,198,000","294,651,000","268,960,000","228,506,000","230,035,000","222,626,000","215,013,000","204,066,000","196,427,000","194,991,000","190,758,000","173,253,000","174,330,000","201,872,000","226,028,000","254,690,000","249,217,000","265,659,000","239,387,000","210,723,000","219,265,000","229,673,000","207,138,000","199,886,000","206,991,000","215,208,000","192,523,000","190,537,000","208,086,000","217,898,000","200,935,000","175,533,000","186,007,000","192,121,000","173,367,000","159,594,000","178,209,000","191,249,000","163,998,000","159,798,000","171,463,000","181,791,000","159,834,000","166,083,000","178,074,000","205,019,000","187,580,000","191,570,000","210,313,000","212,673,000","172,412,000","182,102,000","163,656,000","168,600,000","158,300,000","169,700,000","192,600,000","187,600,000","202,900,000","192,000,000","190,200,000","189,500,000","168,000,000","103,100,000","118,200,000","133,100,000","130,200,000","127,900,000","132,300,000","140,300,000","123,200,000","112,600,000","122,600,000","129,100,000","125,500,000","106,200,000","114,200,000","131,700,000","126,000,000","95,000,000","102,100,000","117,100,000","105,900,000","101,700,000","117,400,000","129,000,000","126,300,000","111,200,000","134,600,000","151,800,000","171,600,000","155,400,000","94,500,000","103,600,000","96,700,000","92,500,000","81,500,000","93,600,000"
			OtherInventories,,,,"599,209,000",,,,"561,232,000",,,,"482,718,000",,,,"485,465,000",,,,,,,,"487,160,000",,,,"427,125,000",,,,"373,262,000",,,,"341,712,000",,,,"316,424,000",,,,"421,578,000",,,,"360,818,000",,,,"341,230,000",,,,"328,166,000",,,,,,,,,,,,"274,375,000",,,,,,,,"300,465,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
