name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
TotalAssets,"7,140,029,000","6,062,084,000","5,042,639,000","4,681,693,000","5,243,286,000","8,725,293,000","7,253,135,000","6,305,152,000","5,428,577,000","4,358,247,000","3,444,537,000","4,164,933,000","5,362,794,000","4,829,750,000","4,180,335,000","1,105,446,000","805,508,000","674,286,000"
	CurrentAssets,"621,486,000","1,424,139,000","935,635,000","969,304,000","1,077,930,000","931,804,000","469,139,000","470,137,000","457,895,000","561,767,000","407,258,000","514,944,000","564,577,000","416,757,000","429,028,000","236,447,000","123,204,000","87,545,000"
		CashCashEquivalentsAndShortTermInvestments,"94,722,000","800,666,000","400,534,000","652,876,000","779,382,000","405,862,000","4,531,000","69,538,000","2,406,000","119,857,000","3,782,000","3,715,000","137,441,000","5,048,000","61,647,000","115,746,000","40,420,000","20,261,000"
			CashAndCashEquivalents,"94,722,000","800,666,000","400,534,000","652,876,000","779,382,000","405,862,000","4,531,000","69,538,000","2,406,000","114,126,000","2,544,000","1,213,000","123,050,000","5,048,000","61,647,000","115,746,000","40,420,000","20,261,000"
			OtherShortTermInvestments,,,,,,,,,"0","5,731,000","1,238,000","2,502,000","14,391,000",,,,,
		Receivables,"448,584,000","454,200,000","460,174,000","274,597,000","225,398,000","412,108,000","367,754,000","302,974,000","359,409,000","310,968,000","227,896,000","259,082,000","315,327,000","306,458,000","289,184,000","103,989,000","68,293,000","58,276,000"
			AccountsReceivable,"448,584,000","454,200,000","460,174,000","274,570,000","225,360,000","411,672,000","367,222,000","302,535,000","359,409,000","310,968,000","227,896,000","259,082,000","315,327,000","306,458,000","66,965,000","22,465,000","15,847,000","7,524,000"
			OtherReceivables,,,,"27,000","38,000","436,000","532,000","439,000",,,,,,,"222,219,000","81,524,000","52,446,000","50,752,000"
		Inventory,"47,893,000","55,553,000","49,722,000","33,342,000","54,579,000","89,780,000","66,772,000","81,029,000","85,141,000","81,871,000","145,153,000","186,062,000","29,642,000","39,397,000","34,784,000","9,742,000","6,700,000","3,986,000"
			RawMaterials,"47,893,000","55,553,000","49,722,000","33,342,000","54,579,000","89,780,000","66,772,000","81,029,000","85,141,000","81,871,000","145,153,000","186,062,000",,,,,,
		PrepaidAssets,"10,759,000","7,554,000","8,518,000","7,335,000","7,036,000","9,356,000","7,867,000","7,420,000","7,393,000","33,886,000",,,,,,,,
		RestrictedCash,,,,,,,"818,000",,,"699,000","593,000","502,000",,,,,,
		CurrentDeferredAssets,,,,,"0","13,475,000","16,854,000","8,477,000","2,723,000","4,293,000","15,837,000","2,435,000","5,697,000","1,498,000","17,959,000","2,149,000","1,631,000","2,073,000"
			CurrentDeferredTaxesAssets,,,,,"0","13,475,000","16,854,000","8,477,000","2,723,000","4,293,000","15,837,000","2,435,000","5,697,000","1,498,000","17,959,000","2,149,000","1,631,000","2,073,000"
		HedgingAssetsCurrent,"17,944,000","101,939,000","15,151,000","0","10,745,000","0","4,268,000",,"0",,,,,,,,,
		OtherCurrentAssets,"1,584,000","4,227,000","1,536,000","1,154,000","790,000","1,223,000","275,000","699,000","823,000","10,193,000","13,997,000","63,148,000","76,470,000","64,356,000","25,454,000","4,821,000","6,160,000","2,949,000"
	TotalNonCurrentAssets,"6,518,543,000","4,637,945,000","4,107,004,000","3,712,389,000","4,165,356,000","7,793,489,000","6,783,996,000","5,835,015,000","4,970,682,000","3,796,480,000","3,037,279,000","3,649,989,000","4,798,217,000","4,412,993,000","3,751,307,000","868,999,000","682,304,000","586,741,000"
		NetPPE,"5,729,989,000","3,973,016,000","3,452,452,000","3,059,536,000","3,506,155,000","7,114,742,000","6,112,555,000","5,157,374,000","4,244,423,000","3,078,937,000","2,312,153,000","2,928,121,000","4,062,316,000","3,676,634,000","2,963,875,000","802,293,000","624,304,000","530,718,000"
			GrossPPE,"22,842,991,000","19,585,399,000","18,491,399,000","17,156,138,000","16,424,296,000","15,547,697,000","13,763,915,000","12,201,561,000","10,777,229,000","9,223,022,000","8,076,822,000","7,704,738,000","6,050,808,000","5,170,951,000","4,095,723,000","1,668,953,000","1,370,465,000","1,196,429,000"
				MineralProperties,"21,934,242,000","19,003,082,000","17,990,363,000","16,703,772,000","15,987,114,000","15,161,213,000","13,449,322,000","11,903,826,000","10,540,736,000",,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,"5,910,595,000","5,082,027,000","3,991,636,000","1,668,953,000","1,370,465,000","1,196,429,000"
				OtherProperties,"908,749,000","582,317,000","501,036,000","452,366,000","437,182,000","386,484,000","314,593,000","297,735,000","236,493,000",,,,"140,213,000","88,924,000","104,087,000",,,
