name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"16,244,274,000","16,244,274,000","14,934,780,000","14,024,573,000","13,101,753,000","14,728,131,000","13,918,517,000","9,180,214,000","8,532,217,000","7,776,165,000","6,901,113,000","5,617,311,000","5,458,778,000","7,920,094,000","7,421,326,000","6,816,130,000","5,544,325,000","4,279,442,000","3,762,323,000","2,303,129,505","2,116,420,800","1,747,238,250","1,444,619,000"
	OperatingRevenue,"15,780,157,000","15,780,157,000","13,804,238,000","13,107,596,000","13,897,268,000","13,775,516,000","12,815,171,000","8,891,963,000","8,318,954,000","7,776,165,000","6,901,113,000","5,617,311,000","8,305,395,000","7,920,094,000","7,421,326,000","6,816,130,000","5,544,325,000","4,279,442,000","3,762,323,000","2,303,129,505","2,116,420,800","1,747,238,250","1,444,619,000"
CostOfRevenue,"11,760,176,000","11,760,176,000","11,501,688,000","10,665,890,000","10,234,115,000","11,799,316,000","11,165,077,000","7,037,998,000","6,578,971,000","5,457,015,000","4,976,143,000","3,766,110,000","3,473,442,000","2,497,968,000","3,976,223,000","1,967,128,000","1,275,036,000","1,327,995,000","2,389,876,000","803,806,776.5","764,072,400","755,079,510","474,562,000"
	FuelAndPurchasePower,"585,233,000","585,233,000","412,618,000","309,542,000","325,413,000","1,176,090,000","1,469,842,000","295,671,000","247,770,000","2,339,476,000","1,972,275,000","1,681,876,000",,,"1,439,744,000",,,,"799,287,000",,,,
	OtherCostofRevenue,"11,174,943,000","11,174,943,000","11,089,070,000","10,356,348,000","9,908,702,000","10,623,226,000","9,695,235,000","6,742,327,000","6,331,201,000","3,117,539,000","2,970,205,000","2,084,234,000",,,"2,536,479,000",,,,"1,590,589,000",,,,
GrossProfit,"4,484,098,000","4,484,098,000","3,433,092,000","3,358,683,000","2,867,638,000","2,928,815,000","2,753,440,000","2,142,216,000","1,953,246,000","2,319,150,000","1,924,970,000","1,851,201,000","1,985,336,000","5,422,126,000","3,445,103,000","4,849,002,000","4,269,289,000","2,951,447,000","1,372,447,000","1,499,322,728.5","1,352,348,400","992,158,740","970,057,000"
OperatingExpense,"1,400,173,000","1,400,173,000","1,174,933,000","1,319,041,000","1,045,231,000","1,112,622,000","1,203,481,000","1,029,629,000","963,767,000","960,002,000","419,922,000","437,622,000","286,681,000","3,814,846,000","1,867,863,000","4,029,402,000","3,667,986,000","2,876,050,000","918,974,000","804,238,840","785,631,600","650,711,290","625,207,000"
	SellingGeneralAndAdministration,"803,264,000","803,264,000","742,631,000","694,517,000","762,053,000","749,793,000","511,762,000","471,609,000","487,648,000","575,216,000","416,092,000","409,671,000","286,681,000","3,392,797,000","1,495,468,000","1,737,902,000","1,740,525,000","1,295,088,000","636,584,000","521,225,695","419,224,650","329,347,600","378,730,000"
		GeneralAndAdministrativeExpense,"596,205,000","596,205,000","593,922,000","525,467,000","511,605,000","466,396,000","390,775,000","375,994,000","421,989,000","461,452,000","353,626,000","364,115,000","256,912,000","3,392,797,000","1,495,468,000","1,737,902,000","1,740,525,000","1,295,088,000","636,584,000",,,,
			SalariesAndWages,"433,069,000","433,069,000","425,648,000","398,592,000","375,348,000","345,528,000","301,113,000","280,153,000","333,290,000",,,"643,516,000",,"635,866,000","769,571,000","674,455,000","558,438,000","526,620,000","450,788,000",,,,
