name,ttm,03/31/2020,12/31/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
MarketCap,"3,248,033,238","3,202,711,844","5,710,495,646","6,960,609,765","7,230,633,420","10,635,493,404","9,910,346,127","10,000,989,536","11,330,426,212","13,700,509,327","13,245,265,658","12,262,632,648","10,856,553,491","10,282,045,507","7,989,952,239","9,064,775,636","7,212,934,713","8,483,889,015","11,117,657,135","11,051,836,273","11,892,102,600","14,896,285,195","15,113,332,295","13,873,000,384","12,994,267,185","11,756,358,608","11,125,427,019","12,345,632,535","9,979,639,076","8,721,396,511","7,046,218,309","8,124,614,276","5,426,208,236","3,166,889,144","8,618,748,938","8,949,468,374","10,320,527,854","8,188,494,245","8,937,408,019","9,073,555,790","10,504,351,561","11,237,372,587","8,123,611,452","5,226,957,212","7,643,902,227","14,401,312,512","20,656,934,904","21,844,499,583","19,212,581,653","21,928,367,993","27,044,009,992","24,002,474,992","24,830,651,992","23,091,127,822","21,866,714,628","25,056,330,190","22,772,550,095","9,685,003,532","7,855,408,219","6,712,837,056","6,744,317,947","4,991,493,498","5,161,778,991","5,289,493,110","4,647,374,899","4,155,796,933","3,712,734,013","2,904,893,728","3,582,813,308","3,205,597,516","4,052,736,236","4,541,647,512","3,797,518,401","3,157,936,354","4,074,260,632","3,305,532,211","2,777,108,294","2,968,537,947","3,458,584,185","3,347,613,570","4,124,407,879"
EnterpriseValue,"1,861,449,238","13,605,711,844","16,306,495,646","16,622,387,011","6,926,401,190","10,327,360,381","20,152,810,485","20,243,453,894","22,105,766,163","13,282,200,254","25,370,333,230","24,387,700,220","10,266,173,641","9,668,513,189","22,352,768,241","23,101,855,479","6,756,383,433","7,992,276,243","26,191,957,169","26,126,136,307","10,887,905,826","30,841,843,978","14,268,072,859","29,851,049,574","12,098,215,225","27,597,709,209","26,474,059,519","27,694,265,035","25,328,271,576","25,378,430,310","6,036,411,707","21,997,968,534","4,690,737,009","2,431,417,917","8,618,748,938","25,917,259,140","26,090,095,468","24,294,338,297","8,189,222,911","9,073,555,790","26,069,709,561","11,237,372,587","8,123,611,452","4,458,637,502","25,417,237,498","13,011,308,396","34,888,613,904","21,131,037,583","38,282,581,653","25,096,055,993","31,553,493,992","29,964,474,992","24,060,834,992","30,132,216,822","28,907,803,628","32,667,636,190","22,260,064,095","9,172,517,532","6,590,601,219","14,325,454,056","12,331,523,947","8,344,664,498","8,514,949,991","4,973,982,110","10,228,268,899","3,747,118,933","3,001,869,013","2,549,529,728","8,984,724,308","2,869,281,516","3,645,320,236","9,492,415,512","8,748,286,401","2,583,829,354","3,783,578,632","8,671,076,211","5,242,734,294","5,749,720,947","6,239,767,185","6,321,171,570","8,189,923,879"
PeRatio,"56.944","58.889","25.746","13.817","17.104","21.545","23.755","16.669","12.442","14.993","17.292","20.206","17.666","37.391","42.661","419.075",,,,,,,,,,,,,,,,,,,"0.517",,,"11.816",,"11.76","98.5","1,008.257",,,"41.91","8.574","8.103","8.081","8.038","9.507","21.866","9.932","10.853","12.219","11.571","10.116","3.817","3.364","3.249","4.094","4.666","3.861","3.416","4.997","6.722","5.081","6.106","12.726","6.252","6.109","3.245","3.597","3.007","2.227","3.614","2.968","2.932","3.179","3.704","2.414","3.61"
ForwardPeRatio,"8.475","5.794","9.625","13.661",,"11.614","13.87","13.889","18.727","19.342","23.529","26.954","18.45","50.761","32.68","14.306","14.62","40.486","47.393","41.152","64.516","67.114","45.872","40.161",,,,"14.025","70.922","51.546",,,,,"55.866","65.79",,,,,,,,"9.872","16.639","31.348",,"47.619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.154","0.106","0.473","0.466",,"0.393","0.452","0.429","0.52","0.504","0.575","0.649","0.177","0.497","0.319","0.141",,,,,,,,,,,,,,,,,,,"0.861","1.176",,,,,,,,"0.987","1.664","3.135",,"4.756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.943","0.255","0.442","0.527","0.531","0.823","0.747","0.813","0.97","1.083","1.083","1.186","0.833","0.793","0.685","0.84","0.559","0.629","0.796","0.96","0.764","1.251","0.99","1.184","0.875","1.082","927,489.2","1,029,213.604","831,968.736","0.872","0.573","0.599","0.424","0.249","0.585","0.646","0.712","0.605","0.672","0.617","0.722","0.47","0.519","0.326","0.396","1.386","0.86","0.959","0.887","1.153","1.425","1.29","1.378","1.258","1.191","1.37","0.776","0.684","0.645","0.695","0.748","0.627","0.521","0.671","0.589","0.732","0.597","0.439","0.493","0.47","0.558","0.612","0.512","0.457","0.63","0.528","0.81","0.773","0.901","0.546","0.727"
PbRatio,"1.329","1.374","2.39","0.725","0.736","1.118","1.045","1.094","1.19","1.47","1.531","1.514","1.273","1.25","0.976","1.091","0.876","0.968","1.319","1.242","1.171","1.421","1.469","1.355","1.208","1.093","1.012","1.123","0.908","0.776","0.612","0.729","0.388","0.226","0.554","0.561","0.655","0.508","0.559","0.563","0.647","0.708","0.584","0.389","0.551","0.712","1.252","1.114","1.286","1.578","2.062","1.867","2.066","2.093","1.982","2.451","2.396","1.019","0.887","0.829","0.861","0.703","0.727","0.829","0.745","0.671","0.618","0.527","0.624","0.541","0.6","0.734","0.614","0.534","0.773","0.629","0.545","0.608","0.709","0.664","0.792"
EnterprisesValueRevenueRatio,"0.142","4.41","5.55","5.372","2.297","2.743","5.41","5.848","8.774","3.784","6.934","7.307","4.589","2.757","6.184","6.986","2.171","2.232","6.929","7.782","4.144","7.562","3.435","8.205","3.074","6.867","7.092","8.155","6.719","6.371","1.601","6.226","1.277","0.673","2.127","7.564","6.977","6.338","2.211","2.89","9.157","2.694","1.912","1.182","2.09","2.097","5.496","3.913","6.299","4.113","6.423","6.967","4.986","6.478","6.266","8.315","5.489","2.134","1.506","5.541","5.45","4.076","4.159","2.75","5.428","2.043","1.618","1.597","5.616","1.667","2.093","6.042","4.99","1.47","2.084","5.483","3.383","4.125","4.586","4.77","6.415"
EnterprisesValueEBITDARatio,"1.938","57.332","61.534","69.056","44.048","24.552","34.44","70.887","85.74","24.168","54.594","44.32","19.566","15.383","38.882","38.192","22.788","26.685","50.693","49.017","-472.463","61.546","21.754","123.257","46.483","65.997","41.951","54.146","253.626","92.508","11.514","29.349","12.009","-8.01","19.194","50.931","70.859","96.736","115.556","19.554","83.505","31.303","20.042","185.931","-22.101","10.597","38.821","25.346","60.918","26.703","39.168","53.713","35.91","36.715","33.558","58.753","42.559","11.897","8.771","32.541","25.947","16.849","17.193","12.662","28.275","9.259","7.698","8.484","35.653","8.105","9.035","29.66","22.401","6.306","8.238","22.235","12.819","13.234","15.006","15.924","23.321"
