name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"4,654,147,902","6,989,428,442","6,410,946,674","7,408,388,991","7,913,318,296","4,914,783,199","8,806,641,239","8,746,321,779","7,446,569,024","4,760,728,843","6,094,821,975","7,187,767,078","6,625,736,589","3,526,675,393","4,317,203,283","1,939,863,341","2,156,682,884","3,073,848,737","2,360,975,687","3,040,936,685","2,002,107,383","2,266,536,660"
EnterpriseValue,"4,654,147,902","6,989,428,442","6,410,946,674","7,408,388,991","7,913,318,296","4,914,783,199","8,806,641,239","8,746,321,779","7,446,569,024","4,760,728,843","6,094,821,975","7,187,767,078","6,625,736,589","3,526,675,393","4,317,203,283","1,939,863,341","2,156,682,884","3,073,848,737","2,360,975,687","3,040,936,685","2,002,107,383","2,266,536,660"
PeRatio,"11.651","19.898","21.262","23.348","19.555","11.91","22.716","25.753","23.411","15.892","23.689","33.46","46.955","59.76","160.08","167.842","186.607",,,,,
ForwardPeRatio,"9.99","9.94","9.737","12.97","13.699","8.764","13.514","17.762","16.051","11.547","13.316","23.753",,,,,,,,,,
PsRatio,"2.089","3.26","3.219","3.739","4.162","2.785","5.802","6.308","5.678","4.14","6.37","9.6","12.44","11.114","19.967","13.025","16.771","27.601","27.772","46.381","10.109","79.263"
PbRatio,"2.43","3.899","4.058","4.921","4.848","3.315","6.638","7.788","6.985","5.25","7.567","9.905","10.513","6.756","8.753","4.15","4.593","6.845","5.351","6.818","4.55","14.774"
EnterprisesValueRevenueRatio,"0.274","1.491","1.44","1.784","2.126","1.476","2.389","2.67","2.722","1.988","2.58","3.392","3.625","1.967","4.121","2.952","6.549","11.461","9.899","15.933","12.25","19.464"
EnterprisesValueEBITDARatio,"1.082","4.823","5.444","6.643","14.113","6.583","10.829","8.437","7.758","6.894","9.886","13.863","10.321","5.463","16.453","18.206","47.712","83.368","-564.622","449.963","51.342","-169.766"
