name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
MarketCap,"2,077,653,178","6,242,716,528","6,728,333,490","5,683,184,677","6,427,043,166","6,058,495,167","5,728,375,085","6,053,518,162","9,390,074,557","8,617,160,644","8,007,777,318","6,711,113,935","7,652,301,122","4,618,203,878","4,356,051,208","3,608,720,807","3,818,276,635","2,895,952,770","2,588,741,148","3,878,170,696","4,444,405,139","6,358,987,036","6,213,023,704","7,350,712,402","8,358,610,456","8,654,932,869","7,306,586,458","8,254,381,479","10,515,545,486","11,208,761,651","12,142,747,894","8,655,702,866","9,776,015,958","7,808,401,609","7,128,619,619","6,085,993,303","5,967,972,719","6,134,956,876","6,043,619,658","5,582,279,910","5,631,003,986","5,785,645,937","4,431,191,975","4,036,452,587","2,795,492,356","2,724,006,328","3,857,599,024","3,465,071,404","4,778,008,616","4,537,754,642","5,376,729,264","5,695,034,349","4,394,071,510","3,498,038,059","2,430,450,874","2,075,226,225","2,499,327,467","2,390,272,862","1,979,564,291","2,228,923,066","2,270,376,571","2,053,542,853","1,542,708,125","1,230,850,219","1,154,320,672","1,116,055,898","704,709,581","510,196,982","338,005,500","376,270,274","220,022,448","327,801,561","414,535,048","482,773,894","420,912,510","596,292,723","538,895,562","506,242,955","418,552,849","462,366,015","573,971,605","482,327,472","501,682,762","457,916,913","290,689,326","302,602,301","219,020,360","517,609,199","875,954,029"
EnterpriseValue,"10,977,563,178","15,346,420,528","15,925,940,490","14,694,891,677","12,276,165,166","12,451,232,167","12,035,279,085","12,217,134,162","15,660,026,557","15,216,427,644","14,925,692,318","13,651,315,935","14,624,235,122","12,309,126,878","12,030,290,208","11,486,914,807","11,477,400,635","10,159,956,770","9,675,690,148","11,206,345,696","11,665,850,139","5,082,961,036","13,118,037,704","5,380,754,402","16,709,625,456","17,005,947,869","6,425,824,458","7,373,619,479","18,947,301,486","19,640,517,651","11,685,200,894","8,479,133,866","12,721,431,958","7,574,940,609","6,895,158,619","5,880,622,303","5,762,601,719","5,929,585,876","5,395,984,658","4,934,644,910","4,973,809,986","7,768,675,937","3,793,032,975","3,336,712,587","2,795,492,356","4,369,487,328","5,391,455,024","4,893,568,404","6,109,454,616","4,776,177,642","6,651,371,264","6,911,903,349","4,493,842,510","4,566,832,059","2,519,340,874","2,164,116,225","2,588,217,467","2,884,974,862","2,474,266,291","2,507,213,066","2,549,662,571","2,014,133,853","2,068,441,125","1,756,583,219","1,694,461,672","971,326,898","1,307,874,581","1,199,467,982","1,027,276,500","418,542,274","905,858,448","1,013,637,561","347,618,048","415,856,894","353,583,510","528,963,723","471,566,562","895,048,955","807,358,849","851,172,015","594,906,605","503,262,472","911,282,762","867,516,913","700,289,326","712,202,301","336,320,360","634,909,199","993,254,029"
PeRatio,"10.731","27.301","38.546","191.381","35.264","62.187","27.389","32.66","60.094","56.797",,"233.495","100.039",,,,,,,,,,,,,,,,"817.099","885.504","25.961","29.625","30.91","21.218","18.854","25.313","20.2","24.893","27.446","20.096","23.505","24.485","18.806","15.405","9.382","8.122","11.985","10.88","15.497","14.718","19.205","19.205","18.21","17.753","14.302","12.212","16.881","17.043","14.115","14.24","13.991","12.556","9.928","8.93","10.519","13.357","13.927","15.293","9.581","12.213","9.073","64.335","38.234","44.528","9.314","13.01","11.137","10.639","9.165","10.125","13.932","10.137","12.101","11.58","6.905","9.489","3.27","7.729","13.08"
ForwardPeRatio,"22.883","19.342","21.142",,"10.893",,"18.248","19.763","17.094","17.241","17.921","15.949","17.637","11.628","13.947","51.814","12.361","15.674","15.291","7.013","6.128","12.69","12.547","13.193","13.699","20.04","14.472","14.577","20","21.008","13.967","14.368","20.921","17.699","14.577","18.762","18.416","20.661",,,"19.418",,,"12.563",,,,,"20.243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,"1.825","1.978","1.71",,"1.793","1.595","1.762","1.163","1.394","5.177",,"1.567","1.53","0.701","0.613","2.537","1.254","1.319","1.371","2.003","1.447","1.457","1.999","2.1","1.396","1.437","2.46","1.77","1.458","2.085","2.047","2.067",,,"1.143",,,"1.256",,,,,"2.026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.203","0.619","0.691","0.585","0.648","0.633","0.571","0.608","0.971","0.873","0.823","0.682","0.77","0.503","0.507","0.388","0.392","0.282","0.241","0.328","0.364","0.526","0.466","0.583","0.562","0.609","0.745","0.835","0.921","0.998","2","1.536","3.443","1.448","1.286","1.926","1.837","2.38","2.36","1.537","1.561","1.535","1.185","1.005","0.645","0.601","0.877","0.876","1.285","1.287","1.688","1.7","1.447","1.212","0.885","0.756","0.958","1.011","0.837","0.972","1.038","0.991","0.776","0.67","0.665","0.68","0.45","0.321","0.205","0.236","0.144","0.241","0.295","0.344","0.289","0.408","0.373","0.359","0.306","0.338","0.435","0.385","0.406","0.388","0.254","0.273","0.216","0.511","0.865"
PbRatio,"0.653","2.165","2.221","1.739","1.75","1.776","1.594","1.42","2.235","1.971","2.016","1.583","1.875","1.437","1.284","1.128","1.337","1.035","0.708","1.033","0.999","1.372","1.115","1.337","1.777","1.926","1.366","1.53","2.042","2.235","2.329","5.852","6.855","11.798","5.25","7.454","6.688","8.032","8.812","5.54","5.136","5.134","4.389","4.086","3.251","2.437","3.491","3.091","4.427","4.593","5.278","7.994","7.016","5.826","4.835","4.128","4.972","4.9","4.058","4.454","4.721","4.726","3.627","2.894","2.881","3.166","2.068","1.544","1.023","1.218","0.723","1.077","1.437","1.673","1.46","2.068","1.869","1.846","1.527","1.686","2.197","1.846","2.211","2.018","1.281","1.334","1.02","2.411","4.08"
EnterprisesValueRevenueRatio,"1.09","5.565","6.144","6.42","5.049","4.718","5.044","5.415","5.991","5.826","5.976","6.365","6.197","5.083","5.085","5.841","5.137","4.396","3.993","4.848","4.331","1.864","4.176","1.811","5.259","5.128","1.965","2.379","5.558","5.762","3.585","5.352","8.447","5.043","4.737","4.416","4.222","4.711","4.808","4.774","4.806","7.134","4.134","4.25","3.169","3.705","4.476","4.563","5.668","4.566","7.576","8.982","5.406","5.351","3.305","3.052","3.65","4.085","3.978","4.396","4.196","3.539","3.634","3.796","3.445","2.032","3.241","3.318","2.595","1.135","2.458","2.75","1.003","1.193","1.021","1.556","1.199","2.348","2.333","2.603","1.603","1.44","2.997","3.175","2.291","2.395","1.318","2.676","3.618"
EnterprisesValueEBITDARatio,"15.432","43.64","80.278","196.975","135.275","39.918","99.038","-415.111","65.523","67.508","48.579","2,971.553","65.86","91.026","73.914","166.937","39.299","537.706","-114.642","299.451","257.342","16.978","-1,191.574","111.168","159.352","161.376","28.636","-263.635","104.376","276.514","130.319","36.987","102.11","44.127","46.163","39.917","22.971","25.333","32.254","25.276","21.916","45.831","21.353","29.072","14.388","20.919","32.793","41.822","146.872","8.115","414.881","-26.92","156.782","-2.094","-104.986","3.052","3.65","-1.46","-30.89","-28.847","-51.936","-0.591","3.634","-28.506","-45.192","-0.747","-18.293","3.318","-10.703","-0.156","2.458","2.75","10.404","-0.233","1.021","1.556","1.199","-0.487","2.333","36.736","1.603","-0.331","2.997","3.175","2.291","-0.968","1.318","2.676","3.618"
