name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
TotalAssets,"6,282,878,000","47,705,000","29,759,000","17,369,000","1,041,000"
	CurrentAssets,"108,558,000","2,909,000","5,987,000","9,826,000","72,000"
		CashCashEquivalentsAndShortTermInvestments,"1,235,000","2,822,000","5,987,000","9,609,000","72,000"
			CashAndCashEquivalents,"1,235,000","2,822,000","5,987,000","9,609,000","72,000"
				CashFinancial,,"2,822,000","5,987,000","9,609,000","72,000"
		Receivables,"105,603,000",,"0","217,000",
			AccountsReceivable,"105,603,000",,"0","217,000",
		PrepaidAssets,,"87,000",,,
		OtherCurrentAssets,"1,720,000",,,,
	TotalNonCurrentAssets,"6,174,320,000","44,796,000","23,772,000","7,543,000","969,000"
		NetPPE,"3,273,410,000",,,,
			GrossPPE,"3,361,058,000",,,,
				LandAndImprovements,"23,549,000",,,,
				MachineryFurnitureEquipment,"3,032,682,000",,,,
				OtherProperties,"4,662,000",,,,
				ConstructionInProgress,"300,165,000",,,,
			AccumulatedDepreciation,"-87,648,000",,,,
		GoodwillAndOtherIntangibleAssets,"2,073,580,000",,,,
			Goodwill,"575,461,000",,,,
			OtherIntangibleAssets,"1,498,119,000",,,,
		InvestmentsAndAdvances,"709,639,000","43,492,000","23,772,000","7,543,000","969,000"
			LongTermEquityInvestment,"709,639,000",,,,
				InvestmentsinAssociatesatCost,"709,639,000",,,,
			OtherInvestments,,"43,492,000","23,772,000","7,543,000","969,000"
		NonCurrentDeferredAssets,"103,231,000","1,304,000",,,
			NonCurrentDeferredTaxesAssets,"103,231,000","1,304,000",,,
		OtherNonCurrentAssets,"14,460,000",,,,
TotalLiabilitiesNetMinorityInterest,"3,139,464,000","16,844,000","14,151,000","7,100,000","483,000"
	CurrentLiabilities,"242,084,000","16,844,000","14,151,000","7,100,000","115,000"
		PayablesAndAccruedExpenses,"113,979,000","16,844,000","14,151,000","7,100,000","115,000"
			Payables,"9,791,000","16,844,000","14,151,000","6,674,000","115,000"
				AccountsPayable,"9,791,000","1,166,000","293,000",,
				TotalTaxPayable,"0","15,678,000","13,858,000","6,674,000","115,000"
					IncomeTaxPayable,,,"13,858,000",,
			CurrentAccruedExpenses,"104,188,000",,,"426,000",
				InterestPayable,"44,440,000",,,,
		OtherCurrentLiabilities,"128,105,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,897,380,000","0","0","0","368,000"
		LongTermDebtAndCapitalLeaseObligation,"2,892,249,000",,,,
			LongTermDebt,"2,892,249,000",,,,
		NonCurrentDeferredLiabilities,,,,,"368,000"
			NonCurrentDeferredTaxesLiabilities,,,,,"368,000"
		OtherNonCurrentLiabilities,"5,131,000",,,,
TotalEquityGrossMinorityInterest,"3,143,414,000","30,861,000","15,608,000","10,269,000","558,000"
	TotalPartnershipCapital,,"30,861,000","15,608,000","10,269,000","558,000"
		LimitedPartnershipCapital,,"-41,969,000","-19,866,000",,
		GeneralPartnershipCapital,,"72,830,000","35,474,000","10,269,000","558,000"
	StockholdersEquity,"3,143,414,000","0","0","0","0"
		CapitalStock,"4,840,000",,,,
			PreferredStock,"0",,,,
			CommonStock,"4,840,000",,,,
		RetainedEarnings,"-341,565,000",,,,
		AdditionalPaidInCapital,"3,480,139,000",,,,
		OtherEquityInterest,,"72,830,000","35,474,000","10,269,000","558,000"
TotalCapitalization,"6,035,663,000","30,861,000","15,608,000","10,269,000","558,000"
CommonStockEquity,"3,143,414,000","30,861,000","15,608,000","10,269,000","558,000"
NetTangibleAssets,"1,069,834,000","0","0","0","0"
WorkingCapital,"-133,526,000","-13,935,000","-8,164,000","2,726,000","-43,000"
InvestedCapital,"6,035,663,000","30,861,000","15,608,000","10,269,000","558,000"
TangibleBookValue,"1,069,834,000","30,861,000","15,608,000","10,269,000","558,000"
TotalDebt,"2,892,249,000",,,,
NetDebt,"2,891,014,000",,,,
ShareIssued,"484,042,327","186,219,438","186,181,975","186,170,213","186,170,213"
OrdinarySharesNumber,"484,042,327","186,219,438","186,181,975","186,170,213","186,170,213"
