name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994
TotalAssets,"2,169,163,000","2,368,003,000","2,247,124,000","1,883,635,000","1,882,591,000","1,511,529,000","1,476,233,000","985,145,000","982,810,000","1,013,776,000","1,066,668,000","1,114,847,000","971,410,000","888,916,000","780,001,000","692,975,000","712,078,000","743,352,000","809,960,000","438,139,000","364,700,000","351,100,000","305,600,000","269,600,000","250,100,000","257,300,000"
	CurrentAssets,"427,621,000","458,735,000","400,624,000","380,003,000","366,635,000","306,960,000","261,271,000","191,841,000","174,626,000","161,274,000","175,283,000","180,626,000","173,609,000","216,626,000","141,655,000","106,778,000","124,351,000","124,580,000","157,374,000","189,211,000","125,900,000","131,300,000","75,000,000","84,000,000","66,600,000","62,200,000"
		CashCashEquivalentsAndShortTermInvestments,"8,601,000","9,315,000","6,561,000","5,391,000","7,514,000","6,482,000","3,897,000","6,481,000","1,874,000","1,416,000","17,798,000","18,960,000","17,215,000","54,766,000","7,221,000","3,536,000","13,599,000","11,403,000","8,747,000","96,170,000","49,600,000","62,100,000","4,800,000","20,800,000","2,500,000","2,300,000"
			CashAndCashEquivalents,"8,601,000","9,315,000","6,561,000","5,391,000","7,514,000","6,482,000","3,897,000","6,481,000","1,874,000","1,416,000","17,798,000","18,960,000","17,215,000","54,766,000","7,221,000","3,536,000","13,599,000","11,403,000","8,747,000","96,170,000","49,600,000","62,100,000","4,800,000","20,800,000","2,500,000","2,300,000"
		Receivables,"134,202,000","147,435,000","136,313,000","125,844,000","113,577,000","102,917,000","89,986,000","57,330,000","52,943,000","49,721,000","44,261,000","62,949,000","77,486,000","94,061,000","70,952,000","54,352,000","52,498,000","58,957,000","92,619,000","54,459,000","43,200,000","36,700,000","38,700,000","33,500,000","32,600,000","30,400,000"
			AccountsReceivable,"128,722,000","141,685,000","136,313,000","120,221,000","113,577,000","102,917,000","87,543,000","56,197,000","43,855,000",,,"62,949,000","77,486,000","94,061,000","70,952,000","54,352,000","52,498,000","58,957,000","92,619,000",,,,,,,
				GrossAccountsReceivable,"138,622,000","150,285,000","147,013,000","130,421,000","120,677,000","108,717,000","92,643,000","61,197,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-9,900,000","-8,600,000","-10,700,000","-10,200,000","-7,100,000","-5,800,000","-5,100,000","-5,000,000",,,,,,,,,,,,,,,,,,
			TaxesReceivable,"5,480,000","5,750,000","0","5,623,000","0","0","2,443,000","1,133,000","9,088,000",,,,,,,,,,,,,,,,,
		Inventory,"275,194,000","258,159,000","252,846,000","243,595,000","235,464,000","187,096,000","156,380,000","123,606,000","115,237,000","105,871,000","107,063,000","98,717,000","78,908,000","67,799,000","63,482,000","48,890,000","58,254,000","54,220,000","56,008,000","38,582,000","33,000,000","32,500,000","31,500,000","29,700,000","31,500,000","29,500,000"
