name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,09/30/2008,03/31/2008,09/30/2007,03/31/2007,09/30/2006,03/31/2006,09/30/2005,03/31/2005,09/30/2004,03/31/2004,09/30/2003,03/31/2003,09/30/2002,03/31/2002
	MinorityInterest,,,"3,204,500,000",,"3,049,300,000","2,483,600,000",,"2,329,700,000",,"2,048,700,000",,"1,847,500,000",,"1,612,700,000",,"1,485,000,000",,"1,382,800,000",,"1,315,500,000",,"742,100,000",,"1,094,000,000",,"933,500,000",,"1,903,600,000",,"1,668,300,000",,"1,537,500,000",,"1,374,400,000",,"1,338,100,000",,"1,041,700,000",,"872,500,000",,"714,500,000",,"556,100,000","502,400,000","460,000,000","353,104,563","324,016,050","288,003,933","222,796,550",,,,,,,,
TotalCapitalization,"3,156,145,600,000","2,768,679,600,000","2,684,286,300,000","2,565,322,100,000","2,677,128,300,000","2,511,424,900,000","2,286,943,800,000","2,107,069,900,000","2,049,293,700,000","2,018,105,400,000","1,802,694,300,000","1,756,974,300,000","1,571,458,400,000","1,700,894,900,000","1,452,656,200,000","1,391,623,700,000","1,320,416,600,000","1,252,774,100,000","1,119,097,300,000","1,208,186,500,000","913,312,900,000","980,016,400,000","846,660,100,000","927,115,300,000","867,397,900,000","765,588,700,000","775,493,200,000","763,694,000,000","670,207,500,000","675,478,800,000","576,681,300,000","573,421,800,000","539,140,700,000","519,021,300,000","486,314,200,000","439,778,900,000","384,881,300,000","407,501,400,000","340,192,600,000","381,436,100,000","287,220,500,000","321,403,000,000","187,703,900,000","317,095,800,000","260,869,200,000","151,860,000,000","141,170,410,794","99,343,320,930","86,958,901,802","72,426,702,474","56,819,477,997","54,427,944,768","37,467,890,208","37,288,505,025","30,205,949,400","28,142,183,106","25,309,179,402","24,168,596,960"
CommonStockEquity,"1,709,860,200,000","1,635,907,600,000","1,730,839,000,000","1,556,380,900,000","1,632,575,300,000","1,459,456,400,000","1,076,700,700,000","1,174,163,600,000","1,010,625,900,000","1,097,137,700,000","942,577,300,000","1,026,053,600,000","850,246,900,000","946,878,200,000","763,655,700,000","869,310,200,000","720,065,600,000","795,335,200,000","649,667,700,000","750,252,100,000","516,727,700,000","573,795,000,000","460,478,300,000","531,906,700,000","428,913,400,000","476,770,300,000","384,099,500,000","468,474,300,000","354,361,100,000","421,680,100,000","316,039,800,000","395,055,200,000","294,878,100,000","358,526,100,000","266,527,300,000","346,491,700,000","250,525,300,000","320,057,400,000","225,275,400,000","305,581,700,000","210,829,700,000","251,600,800,000","157,212,400,000","249,497,000,000","222,777,500,000","119,192,000,000","108,514,189,917","65,662,932,586","58,103,650,610","55,369,398,606","51,799,918,635","49,393,010,532","32,426,605,764","31,206,075,235","28,105,262,919","26,033,178,141","23,169,082,728","22,014,863,118"
NetTangibleAssets,"1,709,860,200,000","1,635,907,600,000","1,655,901,100,000","1,556,380,900,000","1,557,637,400,000","1,384,518,000,000","1,076,700,700,000","1,099,224,700,000","1,010,625,900,000","1,022,198,300,000","942,577,300,000","951,113,700,000","850,246,900,000","871,936,800,000","763,655,700,000","794,367,300,000","720,065,600,000","720,388,800,000","649,667,700,000","675,302,200,000","516,727,700,000","498,836,600,000","460,478,300,000","456,737,800,000","428,913,400,000","400,897,100,000","384,099,500,000","391,766,900,000","354,361,100,000","343,823,400,000","316,039,800,000","316,043,300,000","294,878,100,000","278,351,000,000","266,527,300,000","265,150,900,000","250,525,300,000","237,536,800,000","225,275,400,000","221,682,300,000","210,829,700,000","165,821,400,000","157,212,400,000","161,828,100,000","133,206,900,000","119,192,000,000","108,514,189,917","65,662,932,586","58,103,650,610","55,369,398,606","51,799,918,635","49,393,010,532","32,426,605,764","31,206,075,235","28,105,262,919","26,033,178,141","23,169,082,728","22,014,863,118"
InvestedCapital,"3,156,145,600,000","2,768,679,600,000","3,111,522,600,000","2,565,322,100,000","3,331,186,300,000","3,113,222,400,000","2,286,943,800,000","2,886,271,600,000","2,049,293,700,000","2,563,638,700,000","1,802,694,300,000","2,079,239,900,000","1,571,458,400,000","1,945,160,600,000","1,452,656,200,000","1,645,186,100,000","1,320,416,600,000","1,478,249,600,000","1,119,097,300,000","1,422,378,400,000","913,312,900,000","1,084,588,300,000","846,660,100,000","1,077,890,800,000","867,397,900,000","977,888,300,000","775,493,200,000","909,311,200,000","670,207,500,000","792,928,600,000","576,681,300,000","686,064,600,000","539,140,700,000","614,567,400,000","486,314,200,000","516,465,600,000","384,881,300,000","483,243,600,000","340,192,600,000","479,601,100,000","287,220,500,000","370,473,000,000","187,703,900,000","344,332,800,000","371,487,900,000","281,272,000,000","204,070,632,612","195,040,381,244","158,909,598,651","148,239,912,508","121,207,853,736","116,576,413,152","68,142,202,380","61,344,905,300","61,240,274,079","49,658,773,086","34,458,938,094","45,720,553,483"
TangibleBookValue,"1,709,860,200,000","1,635,907,600,000","1,655,901,100,000","1,556,380,900,000","1,557,637,400,000","1,384,518,000,000","1,076,700,700,000","1,099,224,700,000","1,010,625,900,000","1,022,198,300,000","942,577,300,000","951,113,700,000","850,246,900,000","871,936,800,000","763,655,700,000","794,367,300,000","720,065,600,000","720,388,800,000","649,667,700,000","675,302,200,000","516,727,700,000","498,836,600,000","460,478,300,000","456,737,800,000","428,913,400,000","400,897,100,000","384,099,500,000","391,766,900,000","354,361,100,000","343,823,400,000","316,039,800,000","316,043,300,000","294,878,100,000","278,351,000,000","266,527,300,000","265,150,900,000","250,525,300,000","237,536,800,000","225,275,400,000","221,682,300,000","210,829,700,000","165,821,400,000","157,212,400,000","161,828,100,000","133,206,900,000","119,192,000,000","108,514,189,917","65,662,932,586","58,103,650,610","55,369,398,606","51,799,918,635","49,393,010,532","32,426,605,764","31,206,075,235","28,105,262,919","26,033,178,141","23,169,082,728","22,014,863,118"
TotalDebt,"1,446,285,400,000","1,132,772,000,000","1,380,683,600,000","1,008,941,200,000","1,698,611,000,000","1,653,766,000,000","1,210,243,100,000","1,712,108,000,000","1,038,667,800,000","1,466,501,000,000","860,117,000,000","1,053,186,300,000","721,211,500,000","998,282,400,000","689,000,500,000","775,875,900,000","600,351,000,000","682,914,400,000","469,429,600,000","672,126,300,000","396,585,200,000","510,793,300,000","386,181,800,000","545,984,100,000","438,484,500,000","501,118,000,000","391,393,700,000","440,836,900,000","315,846,400,000","371,248,500,000","260,641,500,000","291,009,400,000","244,262,600,000","256,041,300,000","219,786,900,000","169,973,900,000","134,356,000,000","163,186,200,000","114,917,200,000","174,019,400,000","76,390,800,000","118,872,200,000","30,491,500,000","94,835,800,000","148,710,400,000","162,080,000,000","95,556,442,695","129,377,448,658","100,805,948,041","92,870,513,902","69,407,935,101","67,183,402,620","35,715,596,616","30,138,830,065","33,135,011,160","23,625,594,945","11,289,855,366","23,705,690,365"
NetDebt,"580,098,200,000","108,710,800,000","653,628,100,000","167,261,900,000","843,197,100,000","1,115,274,400,000","695,304,500,000","993,077,000,000","638,592,700,000","885,200,400,000","290,411,100,000","486,473,700,000","180,188,300,000","473,424,000,000","286,128,300,000","244,677,600,000","274,231,100,000","204,712,100,000","82,713,400,000","156,780,400,000","66,197,500,000","88,984,000,000","85,241,300,000",,"86,578,100,000","63,640,500,000","137,227,400,000","19,438,100,000","68,646,800,000",,"20,968,900,000",,"54,325,400,000",,"42,633,200,000",,,,,,,,,,,"9,028,000,000",,"35,792,972,990","35,808,489,003","21,303,806,111","22,689,111,582","29,563,317,240","16,045,871,688",,"18,713,958,651",,,
ShareIssued,"5,481,869,304","5,477,027,068","5,470,763,894","5,465,624,542","5,446,613,220","5,434,352,374","5,208,315,734","5,190,180,534","5,190,180,534","5,167,993,234","5,125,091,434","5,125,091,434","5,125,091,434","5,091,267,434","5,056,373,034","5,056,373,034","5,056,373,034","5,036,386,434","5,012,990,634","5,012,990,634","5,012,990,634","4,828,644,310","4,798,100,870","4,798,100,870","4,798,100,870","4,782,496,320","4,777,466,370","4,758,838,060","4,758,838,060","4,723,396,480","4,693,376,540","4,693,376,540","4,682,630,040","4,682,630,040","4,652,256,840","4,652,256,840","4,643,299,610","4,626,048,500","4,577,432,720","4,577,432,720","4,577,432,720","4,273,575,240","4,253,841,090","4,253,841,090","4,250,294,760","3,544,329,200",,"3,193,896,080","3,131,424,080",,,"3,098,753,080",,"2,828,444,380",,"2,797,189,380",,"2,790,328,380"
OrdinarySharesNumber,"5,481,869,304","5,477,027,068","5,470,763,894","5,465,624,542","5,446,613,220","5,434,352,374","5,208,315,734","5,190,180,534","5,190,180,534","5,167,993,234","5,125,091,434","5,125,091,434","5,125,091,434","5,091,267,434","5,056,373,034","5,056,373,034","5,056,373,034","5,036,386,434","5,012,990,634","5,012,990,634","5,012,990,634","4,828,644,310","4,798,100,870","4,798,100,870","4,798,100,870","4,782,496,320","4,777,466,370","4,758,838,060","4,758,838,060","4,723,396,480","4,693,376,540","4,693,376,540","4,682,630,040","4,682,630,040","4,652,256,840","4,652,256,840","4,643,299,610","4,626,048,500","4,577,432,720","4,577,432,720","4,577,432,720","4,273,575,240","4,253,841,090","4,253,841,090","4,250,294,760","3,544,329,200",,"3,193,896,080","3,131,424,080",,,"3,098,753,080",,"2,828,444,380",,"2,797,189,380",,"2,790,328,380"
