name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
MarketCap,"4,718,660,394","6,606,532,597","7,470,028,016","7,221,873,000","8,519,220,000","5,257,584,672","5,652,035,240","4,123,966,789"
EnterpriseValue,"7,223,660,394","9,156,532,597","9,317,028,016","8,858,873,000","12,470,220,000","9,574,584,672","11,053,035,240","9,669,966,789"
PeRatio,"10.789","14.923","27.058","22.223","7.567","18.631","120.125",
ForwardPeRatio,"10.929","12.854","12.048","13.004","14.144","9.381","14.472","16.695"
PegRatio,"3.731","2.882","0.988","1.626","3.537","0.423","0.327",
PsRatio,"0.791","1.118","1.339","1.007","1.114","0.56","0.632","0.478"
PbRatio,"3.49","4.975","4.669","4.834","9.445",,,
EnterprisesValueRevenueRatio,"1.175","1.49","1.541","1.73","1.676","1.296","1.244","1.139"
EnterprisesValueEBITDARatio,"8.641","10.953","12.227","14.22","17.465","12.451","14.957","15.423"
