name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
				MachineryFurnitureEquipment,,"7,131,000,000",,,,"7,211,000,000",,,,"6,641,000,000",,,,"6,612,000,000",,,,"6,150,000,000",,,,"8,452,000,000",,,,"6,159,000,000",,,,"5,635,000,000",,,,,,,,"4,165,165,000",,,,"3,601,325,000",,,,"3,443,381,000",,,,"2,228,969,000",,,,"1,517,557,000",,,,"895,520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"3,485,000,000","1,027,000,000","3,627,000,000","3,552,000,000","3,487,000,000",,"2,726,000,000","2,759,000,000","2,853,000,000",,"2,790,000,000","2,858,000,000","2,950,000,000",,"3,062,000,000","3,070,000,000","3,079,000,000",,"4,112,400,000","4,286,000,000","4,354,000,000",,,"3,407,000,000","3,344,000,000",,"2,979,000,000","2,922,000,000","3,020,000,000",,,,,,,,,"303,781,000",,,,"254,971,000",,,,"222,662,000",,,,"130,300,000",,,,"144,927,000",,,,"115,128,000",,,,"1,080,337,000",,,,"973,200,000",,,,,,,,"794,934,000",,,,"900,258,000",,,,,,,,,
				ConstructionInProgress,,"355,000,000",,,,"284,000,000",,,,"206,000,000",,,,"250,000,000",,,,"431,000,000",,,,"490,000,000",,,,"403,000,000",,,,"322,000,000",,,,,,,,"206,808,000",,,,"152,234,000",,,,"310,475,000",,,,"381,984,000",,,,"231,638,000",,,,"156,090,000",,,,"81,361,000",,,,"36,548,000",,,,,,,,"56,763,000",,,,"74,840,000",,,,,,,,,
				Leases,,"177,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-4,952,000,000",,,,"-4,706,000,000",,,,"-4,158,000,000",,,,"-3,990,000,000",,,,"-3,555,000,000",,,,"-4,533,000,000",,,,"-3,514,000,000",,,,"-2,948,000,000",,,,,,,,"-1,973,955,000",,,,"-1,398,100,000",,,,"-1,267,896,000","-740,014,000","-740,014,000","-740,014,000","-740,014,000","-668,743,000","-668,743,000","-668,743,000","-668,743,000","-525,337,000","-525,337,000","-525,337,000","-525,337,000","-668,401,000","-668,401,000","-616,427,000","-616,427,000","-763,883,000","-763,883,000","-545,864,000","-545,864,000","-360,239,000","-360,239,000","-360,239,000","-360,239,000",,,,"-360,239,000",,"-421,440,000",,"-421,440,000","-215,291,000","-215,291,000","-215,291,000","-145,600,000","-96,500,000","-60,600,000","-31,400,000","-16,900,000","-10,900,000"
		GoodwillAndOtherIntangibleAssets,"3,105,000,000","3,219,000,000","3,178,000,000","2,687,000,000","2,361,000,000","2,374,000,000","1,233,000,000","1,260,000,000","1,304,000,000","1,265,000,000","1,270,000,000","1,274,000,000","1,314,000,000","1,359,000,000","1,381,000,000","1,413,000,000","1,407,000,000","1,413,000,000","5,175,200,000","5,291,000,000","5,339,000,000","5,503,000,000",,"5,338,000,000","5,235,000,000","2,543,000,000","2,550,000,000","2,501,000,000","2,459,000,000","2,419,000,000","2,216,000,000","2,192,700,000","2,167,573,000","2,170,353,000","2,163,035,000","2,199,817,000","2,232,176,000","2,282,845,000","2,272,391,000","1,024,844,000","1,043,272,000","1,044,837,000","1,067,265,000","1,059,515,000","1,039,307,000","990,350,000","412,764,000","453,848,000","476,826,000","467,502,000","484,083,000","492,746,000","476,559,000","482,775,000","424,649,000","413,893,000","418,818,000","373,253,000","340,990,000","542,834,000","317,753,000","317,968,000","83,611,000","93,760,000","80,885,000","85,615,000","94,576,000","36,809,000","45,656,000","84,021,000","187,822,000","207,185,000","212,056,000","237,828,000","291,594,000","311,597,000","291,195,000","290,963,000","293,779,000","347,032,000","346,016,000","352,100,000",,,,,
			Goodwill,,"1,711,000,000",,,,"1,077,000,000",,,,"599,000,000",,,,"615,000,000",,,,"644,000,000",,,,"3,066,000,000",,,,"1,422,000,000",,,,"1,508,000,000",,,,,,,,,,,,"547,986,000",,,,"507,295,000",,,,"183,857,000",,,,"196,178,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"1,508,000,000",,,,"1,297,000,000",,,,"666,000,000",,,,"744,000,000",,,,"769,000,000",,,,"2,437,000,000",,,,"1,121,000,000",,,,"911,000,000","2,216,000,000","2,192,700,000","2,167,573,000",,"2,163,035,000","2,199,817,000","2,232,176,000","2,282,845,000","2,272,391,000",,,"496,851,000","1,067,265,000","1,059,515,000","1,039,307,000","483,055,000","412,764,000","453,848,000","476,826,000","283,645,000","484,083,000","492,746,000","476,559,000","286,597,000","424,649,000","413,893,000","418,818,000","373,253,000","340,990,000","542,834,000","317,753,000","317,968,000","83,611,000","93,760,000","80,885,000","85,615,000","94,576,000","36,809,000","45,656,000","84,021,000","187,822,000","207,185,000","212,056,000","237,828,000","291,594,000","311,597,000","291,195,000","290,963,000","293,779,000","347,032,000","346,016,000","352,100,000",,,,,
		InvestmentsAndAdvances,"2,862,000,000","2,822,000,000","3,035,000,000","3,051,000,000","3,027,000,000","3,036,000,000","3,036,000,000","3,028,000,000","3,247,000,000","3,208,000,000","3,188,000,000","3,157,000,000","3,139,000,000","3,276,000,000","3,343,000,000","3,491,000,000","3,622,000,000","3,583,000,000","200,700,000","201,000,000","253,000,000","274,000,000",,"362,000,000","293,000,000","122,000,000","56,000,000","64,000,000","178,000,000","193,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"2,862,000,000","2,822,000,000","3,035,000,000","3,051,000,000","3,027,000,000","3,036,000,000","3,036,000,000","3,028,000,000","3,247,000,000","3,208,000,000","3,188,000,000","3,157,000,000","3,139,000,000","3,276,000,000","3,343,000,000","3,491,000,000","3,622,000,000","3,583,000,000","200,700,000","201,000,000","253,000,000","274,000,000",,"362,000,000","293,000,000","122,000,000","56,000,000","64,000,000","178,000,000","193,000,000","191,000,000",,,"62,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"24,000,000","25,000,000","112,000,000","122,000,000","128,000,000","169,000,000","188,000,000","203,000,000","227,000,000","241,000,000","288,000,000","300,000,000","318,000,000","331,000,000","391,000,000","396,000,000","382,000,000","363,000,000","147,500,000","140,000,000","170,000,000","185,000,000",,"334,000,000","265,000,000","122,000,000","56,000,000","64,000,000","178,000,000","193,000,000","191,000,000",,,"62,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"2,838,000,000","2,797,000,000","2,923,000,000","2,929,000,000","2,899,000,000","2,867,000,000","2,848,000,000","2,825,000,000","3,020,000,000","2,967,000,000","2,900,000,000","2,857,000,000","2,821,000,000","2,945,000,000","2,952,000,000","3,095,000,000","3,240,000,000","3,220,000,000","53,200,000","61,000,000","83,000,000","89,000,000",,"28,000,000","28,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"0",,,,"0",,,,"0","0","19,000,000","30,000,000","32,000,000","24,000,000","26,000,000","20,000,000","26,000,000","24,700,000","24,000,000",,"74,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"5,000,000","5,000,000","5,000,000","5,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",,,,,,,,,,"27,300,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,"0","27,300,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"180,000,000","200,000,000","196,000,000","210,000,000","215,000,000","202,000,000","207,000,000","204,000,000","195,000,000","180,000,000","170,000,000","165,000,000","167,000,000","166,000,000","202,000,000","200,000,000","196,000,000","188,000,000","248,900,000","271,000,000","280,000,000","294,000,000",,"314,000,000","307,000,000","313,000,000","242,000,000","239,000,000","254,000,000","259,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,,,,,
			NonCurrentDeferredTaxesAssets,"180,000,000","200,000,000","196,000,000","210,000,000","215,000,000","202,000,000","207,000,000","204,000,000","195,000,000","180,000,000","170,000,000","165,000,000","167,000,000","166,000,000","202,000,000","200,000,000","196,000,000","188,000,000","248,900,000","271,000,000","280,000,000","294,000,000",,"314,000,000","307,000,000","313,000,000","242,000,000","239,000,000","254,000,000","259,000,000","305,000,000","309,592,000","336,408,000","316,966,000","264,119,000","30,579,000","27,164,000","23,959,000","22,416,000","23,089,000","22,806,000","19,930,000","17,017,000","16,149,000","14,767,000","14,221,000","102,524,000","104,601,000","115,686,000","97,544,000","7,728,000","3,442,000","6,114,000","3,706,000","3,129,000","3,092,000","2,306,000","4,817,000","6,090,000","6,037,000","6,009,000","5,883,000","3,727,000","4,792,000","5,146,000","5,226,000","6,179,000","7,044,000","7,879,000","8,470,000","1,175,000","2,416,000","3,785,000","3,785,000","691,000","642,000",,"712,000",,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,"40,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"94,000,000","-134,000,000","95,000,000","97,000,000","99,000,000","127,000,000","129,000,000","133,000,000","129,000,000","74,000,000","61,000,000","61,000,000","57,000,000","71,000,000","79,000,000","75,000,000","60,000,000","75,000,000","80,600,000","134,000,000","159,000,000","115,000,000","11,505,000,000","126,000,000","112,000,000","85,000,000","72,000,000","141,000,000","129,000,000","133,000,000","92,000,000","160,062,000","145,754,000","37,359,000","84,349,000","86,953,000","82,701,000","252,427,000","134,463,000","135,451,000","146,898,000","139,574,000","469,717,000","417,736,000","40,951,000","64,845,000","32,985,000","32,651,000","29,957,000","31,089,000","28,889,000","30,292,000","32,795,000","440,136,000","15,802,000","15,545,000","273,370,000","268,261,000","649,340,000","372,031,000","398,826,000","435,441,000","406,927,000","541,641,000","464,455,000","537,307,000","419,228,000","313,733,000","266,457,000","259,239,000","372,866,000","456,648,000","656,865,000","772,064,000","487,160,000","45,143,000","43,572,000","41,793,000","1,068,532,000","511,757,000","578,165,000","324,900,000","475,200,000","312,700,000","198,000,000","179,000,000","150,200,000"
TotalLiabilitiesNetMinorityInterest,"10,296,000,000","10,175,000,000","9,544,000,000","9,081,000,000","8,534,000,000","7,525,000,000","5,987,000,000","6,075,000,000","6,208,000,000","6,184,000,000","6,585,000,000","6,403,000,000","6,230,000,000","6,259,000,000","6,409,000,000","6,478,000,000","6,619,000,000","6,672,000,000","9,513,100,000","9,639,000,000","9,782,000,000","9,550,000,000","9,740,000,000","9,211,000,000","9,154,000,000","7,066,000,000","5,845,000,000","5,610,000,000","5,754,000,000","5,875,000,000","5,572,000,000","4,960,913,000","4,914,197,000","4,836,392,000","3,630,158,000","3,745,781,000","3,747,843,000","3,836,106,000","4,386,752,000","3,698,011,000","3,624,222,000","3,680,888,000","3,761,139,000","3,683,591,000","3,625,638,000","3,568,731,000","3,141,215,000","3,058,550,000","3,026,899,000","3,045,490,000","2,767,266,000","2,584,408,000","2,425,703,000","2,738,606,000","1,917,450,000","2,122,639,000","2,294,765,000","2,225,872,000","2,118,384,000","2,056,924,000","1,918,133,000","1,762,435,000","1,483,059,000","1,802,751,000","1,551,021,000","1,581,558,000","1,425,848,000","1,199,615,000","1,412,349,000","1,474,645,000","1,717,477,000","1,741,426,000","1,777,292,000","1,791,774,000","1,858,193,000","1,867,242,000","1,817,397,000","1,773,704,000","1,647,771,000","1,619,762,000","1,340,337,000","1,319,500,000","1,158,800,000","914,400,000","307,900,000","214,400,000","151,400,000"
	CurrentLiabilities,"2,099,000,000","2,407,000,000","2,615,000,000","2,630,000,000","2,790,000,000","2,683,000,000","2,007,000,000","2,177,000,000","1,950,000,000","2,067,000,000","2,586,000,000","2,282,000,000","1,864,000,000","1,897,000,000","1,847,000,000","2,034,000,000","2,433,000,000","2,458,000,000","4,115,300,000","4,431,000,000","4,826,000,000","4,574,000,000","4,682,000,000","4,576,000,000","4,617,000,000","3,006,000,000","2,896,000,000","2,492,000,000","2,923,000,000","2,998,000,000","2,881,000,000","2,615,679,000","2,661,461,000","2,698,845,000","1,648,236,000","1,764,990,000","1,691,754,000","1,684,831,000","2,179,112,000","1,491,533,000","1,529,957,000","1,613,354,000","1,565,668,000","1,540,385,000","1,796,545,000","1,749,079,000","1,477,275,000","1,800,033,000","2,004,615,000","2,002,269,000","1,176,874,000","1,018,047,000","984,761,000","901,851,000","801,010,000","1,053,875,000","970,088,000","909,008,000","496,608,000","516,701,000","528,100,000","502,543,000","471,510,000","536,883,000","468,381,000","403,413,000","353,165,000","291,769,000","340,174,000","375,862,000","504,387,000","464,798,000","500,807,000","469,191,000","686,285,000","690,790,000","703,081,000","651,034,000","564,826,000","568,232,000","357,045,000","354,200,000","262,000,000","172,000,000","146,800,000","90,200,000","111,900,000"
		PayablesAndAccruedExpenses,"1,134,000,000","1,394,000,000","1,476,000,000","1,480,000,000","1,337,000,000","1,491,000,000","1,395,000,000","1,363,000,000","1,213,000,000","1,396,000,000","1,245,000,000","1,219,000,000","1,248,000,000","1,401,000,000","1,140,000,000","1,284,000,000","1,570,000,000","1,809,000,000","1,278,200,000","1,345,000,000","1,328,000,000","1,488,000,000",,"1,372,000,000","1,229,000,000","1,441,000,000","1,081,000,000","976,000,000","1,134,000,000","1,262,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Payables,"753,000,000","962,000,000","1,026,000,000","1,021,000,000","897,000,000","1,108,000,000","1,005,000,000","990,000,000","838,000,000","1,043,000,000","865,000,000","835,000,000","869,000,000","1,025,000,000","691,000,000","865,000,000","1,136,000,000","1,384,000,000","735,300,000","818,000,000","792,000,000","987,000,000",,"906,000,000","798,000,000","1,048,000,000","653,000,000","591,000,000","777,000,000","921,000,000","177,000,000","638,056,000","697,095,000","1,019,281,000","827,157,000","838,609,000","863,063,000","807,049,000","816,313,000","531,647,000","652,233,000","925,400,000","615,020,000","661,960,000","855,237,000","240,576,000","256,135,000","252,042,000","234,326,000","238,252,000","659,249,000","513,454,000","448,561,000","428,304,000","321,057,000","271,417,000","201,852,000","210,540,000","181,612,000","182,226,000","179,127,000","173,969,000","169,395,000","192,371,000","147,129,000","112,764,000","93,688,000","86,485,000","88,538,000","91,294,000","106,101,000","117,022,000","113,836,000","109,739,000","121,222,000","138,856,000","136,675,000","126,349,000","125,776,000","123,546,000","77,707,000","80,000,000","70,300,000","38,500,000","23,700,000","18,500,000","20,700,000"
				AccountsPayable,"280,000,000","289,000,000","265,000,000","255,000,000","257,000,000","282,000,000","233,000,000","256,000,000","250,000,000","288,000,000","237,000,000","242,000,000","287,000,000","297,000,000","224,000,000","238,000,000","245,000,000","334,000,000","267,600,000","323,000,000","319,000,000","386,000,000",,"211,000,000","231,000,000","277,000,000","216,000,000","221,000,000","273,000,000","259,000,000","80,000,000","168,087,000","204,693,000","224,089,000","190,777,000","178,429,000","186,969,000","202,707,000","189,118,000","183,948,000","530,883,000","194,691,000","269,417,000","233,487,000","736,935,000","240,576,000","256,135,000","252,042,000","234,326,000","238,252,000","659,249,000","513,454,000","448,561,000","428,304,000","321,057,000","271,417,000","201,852,000","210,540,000","181,612,000","182,226,000","179,127,000","173,969,000","169,395,000","192,371,000","147,129,000","112,764,000","93,688,000","86,485,000","88,538,000","91,294,000","106,101,000","117,022,000","113,836,000","109,739,000","121,222,000","138,856,000","136,675,000","126,349,000","125,776,000","123,546,000","77,707,000","80,000,000","70,300,000","38,500,000","23,700,000","18,500,000","20,700,000"
				TotalTaxPayable,"78,000,000","164,000,000","69,000,000","47,000,000","67,000,000","143,000,000","63,000,000","63,000,000","86,000,000","155,000,000","72,000,000","65,000,000","81,000,000","129,000,000","94,000,000","79,000,000","80,000,000","184,000,000","164,800,000","169,000,000","167,000,000","226,000,000",,"126,000,000","161,000,000","231,000,000","113,000,000","119,000,000","207,000,000","232,000,000","97,000,000","95,002,000","173,151,000","105,217,000","100,702,000","53,781,000","108,657,000",,"80,541,000","64,074,000","121,350,000","93,364,000","73,199,000","83,877,000","118,302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"78,000,000","75,000,000","69,000,000","47,000,000","67,000,000","58,000,000","63,000,000","63,000,000","86,000,000","81,000,000","72,000,000","65,000,000","81,000,000","68,000,000","94,000,000","79,000,000","80,000,000","124,000,000","164,800,000","169,000,000","167,000,000","143,000,000",,"126,000,000","161,000,000","153,000,000","113,000,000","119,000,000","207,000,000","161,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,"134,000,000","134,000,000",,,"133,000,000","133,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","134,747,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,"606,000,000",,,,"5,000,000",,,"187,000,000","58,000,000","87,000,000","22,000,000","7,000,000","19,000,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"395,000,000","509,000,000","558,000,000","585,000,000","573,000,000","683,000,000","576,000,000","538,000,000","502,000,000","600,000,000","556,000,000","528,000,000","501,000,000","599,000,000","373,000,000","548,000,000","205,000,000","866,000,000","302,900,000","326,000,000","301,000,000","375,000,000",,"382,000,000","348,000,000","453,000,000","302,000,000","244,000,000","278,000,000","411,000,000",,"374,967,000","319,251,000","689,975,000","535,678,000","606,399,000","567,437,000","604,342,000","546,654,000","283,625,000",,"502,598,000","272,404,000","344,596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"381,000,000","432,000,000","450,000,000","459,000,000","440,000,000","383,000,000","390,000,000","373,000,000","375,000,000","353,000,000","380,000,000","384,000,000","379,000,000","376,000,000","449,000,000","419,000,000","434,000,000","425,000,000","542,900,000","527,000,000","536,000,000","501,000,000",,"466,000,000","431,000,000","393,000,000","428,000,000","385,000,000","357,000,000","341,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,"381,000,000","432,000,000","450,000,000","459,000,000","440,000,000","383,000,000","390,000,000","373,000,000","375,000,000","353,000,000","380,000,000","384,000,000","379,000,000","376,000,000","449,000,000","419,000,000","434,000,000","425,000,000","542,900,000","527,000,000","536,000,000","501,000,000",,"466,000,000","431,000,000","393,000,000","428,000,000","385,000,000","357,000,000","341,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"452,000,000","39,000,000","453,000,000","457,000,000","470,000,000","34,000,000","412,000,000","402,000,000","396,000,000","25,000,000","414,000,000","461,000,000","456,000,000","22,000,000","454,000,000","473,000,000","480,000,000","18,000,000","467,200,000","489,000,000","529,000,000","8,000,000",,"460,000,000","442,000,000","14,000,000","345,000,000","351,000,000","347,000,000","23,000,000",,"338,875,000","322,089,000","303,335,000","285,875,000","276,642,000","240,973,000","242,457,000","222,690,000","222,395,000",,"210,385,000","194,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"180,000,000","283,000,000","356,000,000","360,000,000","660,000,000","457,000,000","139,000,000","351,000,000","124,000,000","185,000,000","685,000,000","453,000,000","83,000,000","80,000,000","253,000,000","266,000,000","246,000,000","221,000,000","191,400,000","336,000,000","707,000,000","362,000,000",,"280,000,000","355,000,000","471,000,000","720,000,000","514,000,000","760,000,000","693,000,000","805,000,000","628,884,000","567,096,000","621,426,000","535,204,000","649,739,000","587,718,000","555,464,000","1,140,109,000","536,289,000","476,359,000","433,987,000","563,472,000","536,553,000","548,033,000","496,543,000","274,057,000","656,182,000","819,454,000","889,085,000","136,752,000","157,687,000","155,398,000","134,661,000","115,946,000","469,026,000","432,830,000","411,699,000","80,060,000","75,450,000","81,910,000","88,511,000","100,212,000","129,501,000","123,743,000","132,664,000","105,616,000","82,685,000","94,123,000","156,666,000","201,726,000","155,457,000","170,747,000","153,898,000","325,055,000","341,759,000","376,435,000","370,484,000","315,374,000","310,386,000","178,124,000","150,700,000","122,300,000","92,800,000","84,000,000","45,600,000","69,700,000"
			CurrentDebt,"83,000,000","186,000,000","256,000,000","262,000,000","575,000,000","457,000,000","139,000,000","351,000,000","124,000,000","182,000,000","685,000,000","453,000,000","83,000,000","75,000,000","253,000,000","266,000,000","246,000,000","212,000,000","191,400,000","336,000,000","707,000,000","352,000,000",,"280,000,000","355,000,000","455,000,000","720,000,000","514,000,000","760,000,000","661,000,000","805,000,000","628,884,000","567,096,000",,"535,204,000","649,739,000","587,718,000","555,464,000","1,140,109,000","536,289,000","476,359,000","433,987,000","563,472,000","536,553,000","548,033,000","496,543,000","274,057,000","656,182,000","819,454,000","889,085,000","136,752,000","157,687,000","155,398,000","134,661,000","115,946,000","469,026,000","432,830,000","411,699,000","80,060,000","75,450,000","81,910,000","88,511,000","100,212,000","129,501,000","123,743,000","132,664,000","105,616,000","82,685,000","94,123,000","156,666,000","201,726,000","155,457,000","170,747,000","153,898,000","325,055,000","341,759,000","376,435,000","370,484,000","315,374,000","310,386,000","178,124,000","150,700,000","122,300,000","92,800,000","84,000,000","45,600,000","69,700,000"
				OtherCurrentBorrowings,"83,000,000","186,000,000","256,000,000","262,000,000","575,000,000","457,000,000","139,000,000","351,000,000","124,000,000","182,000,000","685,000,000","453,000,000",,"75,000,000",,,,"212,000,000","191,400,000","336,000,000","707,000,000","352,000,000",,"280,000,000","355,000,000","455,000,000","720,000,000","514,000,000","760,000,000","661,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"97,000,000","97,000,000","100,000,000","98,000,000","85,000,000","0",,,,"3,000,000",,,,"5,000,000",,,,"9,000,000",,,,"10,000,000",,,,"16,000,000",,,,"32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"78,000,000","314,000,000","73,000,000","80,000,000","84,000,000","334,000,000","60,000,000","59,000,000","68,000,000","243,000,000",,,,"260,000,000",,,,"259,000,000",,,,"203,000,000",,,,"248,000,000",,,,"220,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"78,000,000","314,000,000","73,000,000","80,000,000","84,000,000","334,000,000","60,000,000","59,000,000","68,000,000","243,000,000",,,,"260,000,000",,,,"259,000,000",,,,"203,000,000",,,,"248,000,000",,,,"220,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"255,000,000","377,000,000","257,000,000","253,000,000","239,000,000","367,000,000","1,000,000","2,000,000","149,000,000","218,000,000","242,000,000","149,000,000","77,000,000","134,000,000",,"11,000,000","137,000,000","151,000,000","2,178,500,000","2,261,000,000","2,262,000,000","2,513,000,000","4,682,000,000","2,464,000,000","2,591,000,000","832,000,000","750,000,000","651,000,000","682,000,000","800,000,000","1,144,000,000","719,898,000","809,196,000",,,,,"79,861,000",,,"206,775,000","43,582,000",,"188,179,000","217,140,000","772,751,000","783,287,000","733,312,000","292,873,000","663,574,000","230,785,000","209,037,000","242,517,000","225,570,000","263,112,000","237,597,000","250,535,000","225,533,000","164,737,000","193,933,000","200,200,000","184,860,000","138,742,000","155,819,000","140,889,000","113,312,000","98,620,000","80,456,000","86,522,000","85,157,000","79,383,000","141,895,000","135,052,000","85,250,000","109,877,000","103,736,000","189,971,000","8,347,000","123,676,000","134,300,000","101,214,000","123,500,000","69,400,000","40,700,000","39,100,000","26,100,000","21,500,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,197,000,000","7,768,000,000","6,929,000,000","6,451,000,000","5,744,000,000","4,842,000,000","3,980,000,000","3,898,000,000","4,258,000,000","4,117,000,000","3,999,000,000","4,121,000,000","4,366,000,000","4,362,000,000","4,562,000,000","4,444,000,000","4,186,000,000","4,214,000,000","5,397,800,000","5,208,000,000","4,956,000,000","4,976,000,000","5,058,000,000","4,635,000,000","4,537,000,000","4,060,000,000","2,949,000,000","3,118,000,000","2,831,000,000","2,877,000,000","2,691,000,000","2,345,234,000","2,252,736,000","2,137,547,000","1,981,922,000","1,980,791,000","2,056,089,000","2,151,275,000","2,207,640,000","2,206,478,000","2,094,265,000","2,067,534,000","2,195,471,000","2,143,206,000","1,829,093,000","1,819,652,000","1,663,940,000","1,258,517,000","1,022,284,000","1,043,221,000","1,590,392,000","1,566,361,000","1,440,942,000","1,836,755,000","1,116,440,000","1,068,764,000","1,324,677,000","1,316,864,000","1,621,776,000","1,540,223,000","1,390,033,000","1,259,892,000","1,011,549,000","1,265,868,000","1,082,640,000","1,178,145,000","1,072,683,000","907,846,000","1,072,175,000","1,098,783,000","1,213,090,000","1,276,628,000","1,276,485,000","1,322,583,000","1,171,908,000","1,176,452,000","1,114,316,000","1,122,670,000","1,082,945,000","1,051,530,000","983,292,000","965,300,000","896,800,000","742,400,000","161,100,000","124,200,000","39,500,000"
