name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"4,070,143,000","1,057,273,000","932,500,000","956,677,000","1,123,693,000","518,700,000","1,052,236,000","952,071,000","803,375,000","924,360,000","872,750,000","834,093,000","779,797,000","839,391,000","823,142,000","800,448,000","764,970,000","843,523,000","699,859,000","717,506,000","756,567,000","777,198,000","746,170,000","754,786,000","772,436,000","815,001,000","785,504,000","773,660,000","745,045,000","753,355,000","760,068,000","730,962,000","742,675,000","774,808,000","733,344,000","762,414,000","765,105,000","783,359,000","790,456,000","750,569,000","752,286,000","789,645,000","780,347,000","727,790,000","651,997,000","512,744,000","550,629,000","731,189,000","726,436,000","727,519,000","774,201,000","821,716,000","750,948,000","844,107,000","762,410,000","759,097,000","748,817,000","795,409,000","752,484,000","735,439,000","762,142,000","601,791,000","766,472,000","781,417,000","729,656,000","757,967,000","671,173,000","635,100,000","620,500,000","524,124,000","580,571,000","551,723,000","584,926,000","553,960,000","545,597,000","581,327,000","447,443,000","423,542,000","474,894,000","453,554,000","485,540,000","482,552,000","438,641,000","445,260,000","543,100,000","435,700,000","430,500,000","439,900,000","446,600,000","455,000,000","429,700,000","435,400,000","429,100,000","417,000,000","397,700,000","380,400,000","377,400,000","404,800,000","363,600,000","354,400,000","350,300,000","362,100,000","360,100,000","353,600,000","320,300,000","327,100,000","320,300,000","350,800,000","341,600,000","349,400,000","335,800,000","321,300,000","318,900,000","304,600,000","311,400,000","287,100,000","297,000,000","297,600,000","282,100,000","264,400,000","259,600,000","240,500,000","269,500,000","268,900,000","255,600,000","194,000,000","252,500,000","248,700,000","239,400,000","230,100,000","218,600,000","232,000,000","220,700,000","210,200,000","205,600,000","216,100,000","202,100,000","199,000,000","193,700,000"
	OperatingRevenue,"4,070,143,000","1,057,273,000","932,500,000","956,677,000","1,123,693,000","518,700,000","1,052,236,000","952,071,000","803,375,000","924,360,000","872,750,000","834,093,000","779,797,000","839,391,000","823,142,000","800,448,000","764,970,000","843,523,000","699,859,000","717,506,000","756,567,000","777,198,000","746,170,000","754,786,000","772,436,000","815,001,000","785,504,000","773,660,000","745,045,000","753,355,000","760,068,000","730,962,000","742,675,000","774,808,000","733,344,000","762,414,000","765,105,000","783,359,000","790,456,000","750,569,000","752,286,000","789,645,000","780,347,000","727,790,000","651,997,000","512,744,000","550,629,000","731,189,000","726,436,000","727,519,000","774,201,000","821,716,000","750,948,000","844,107,000","762,410,000","759,097,000","748,817,000","795,409,000","752,484,000","735,439,000","762,142,000","601,791,000","766,472,000","781,417,000","729,656,000","757,967,000","671,173,000","635,100,000","620,500,000","524,124,000","580,571,000","551,723,000","584,926,000","553,960,000","545,597,000","581,327,000","447,443,000","423,542,000","474,894,000","453,554,000","485,540,000","482,552,000","438,641,000","445,260,000","543,100,000","435,700,000","430,500,000","439,900,000","446,600,000","455,000,000","429,700,000","435,400,000","429,100,000","417,000,000","397,700,000","380,400,000","377,400,000","404,800,000","363,600,000","354,400,000","350,300,000","362,100,000","360,100,000","353,600,000","320,300,000","327,100,000","320,300,000","350,800,000","341,600,000","349,400,000","335,800,000","321,300,000","318,900,000","304,600,000","311,400,000","287,100,000","297,000,000","297,600,000","282,100,000","264,400,000","259,600,000","240,500,000","269,500,000","268,900,000","255,600,000","194,000,000","252,500,000","248,700,000","239,400,000","230,100,000","218,600,000","232,000,000","220,700,000","210,200,000","205,600,000","216,100,000","202,100,000","199,000,000","193,700,000"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-72,662,000","-80,930,000","-74,095,000","-76,873,000","-74,768,000","-73,007,000","-72,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,662,000","80,930,000","74,095,000","76,873,000","74,768,000","73,007,000","72,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"51,401,000","18,759,000","10,730,000","10,374,000","11,538,000","10,557,000","12,177,000","11,283,000","10,513,000","10,639,000","9,554,000","8,948,000","8,845,000","11,585,000","7,544,000","8,135,000","7,984,000","7,989,000","7,950,000","9,748,000","8,710,000","9,378,000","9,647,000","9,720,000","7,340,000","7,674,000","11,911,000","10,551,000","6,961,000","7,905,000","8,160,000","7,940,000","6,875,000","5,138,000","7,238,000","7,121,000","6,286,000","-133,895,000","49,226,000","55,689,000","52,885,000","-129,540,000","51,911,000","56,927,000","52,545,000","-121,355,000","55,369,000","53,286,000","51,481,000","-490,372,000","251,115,000","236,908,000","244,397,000","-602,987,000","263,534,000","232,003,000","263,918,000","-578,597,000","255,188,000","250,422,000","260,115,000","-538,647,000","231,728,000","256,622,000","229,732,000","-404,588,000","198,832,000","192,676,000","180,574,000","-325,899,000","168,997,000","145,120,000","179,889,000","159,320,000","158,481,000","213,282,000","155,921,000","110,203,000","172,661,000","164,129,000","201,834,000","201,311,000","162,710,000","155,314,000","259,600,000","156,600,000","158,500,000","169,700,000","179,200,000","187,200,000","169,300,000","172,700,000","179,200,000","172,600,000","158,800,000","145,200,000","144,000,000","178,000,000","134,700,000","129,200,000","128,300,000",,,"134,200,000","102,200,000","110,800,000","102,100,000","134,500,000","128,600,000","136,300,000","118,700,000","111,400,000","115,200,000","98,000,000","113,100,000","97,200,000","112,000,000","116,100,000","99,600,000","95,200,000","95,100,000",,"105,300,000","106,000,000","100,400,000",,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,625,000","40,617,000","28,702,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,625,000","-40,617,000","-28,702,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"694,377,000","221,409,000","84,366,000","103,904,000","284,698,000","-164,168,000","183,267,000","101,275,000","20,784,000","142,026,000","90,567,000","33,901,000","42,763,000","87,667,000","47,722,000","40,280,000","23,508,000","81,262,000","46,660,000","49,407,000","91,359,000","93,581,000","94,775,000","65,922,000","74,468,000","95,248,000","120,864,000","84,210,000","62,148,000","100,349,000","89,385,000","18,640,000","63,371,000","77,752,000","75,093,000","38,134,000","62,732,000","52,810,000","79,634,000","30,542,000","42,669,000","41,810,000","35,067,000","-12,519,000","-76,780,000","-153,797,000","-187,930,000","-12,744,000","53,363,000","348,976,000","0","0","0","404,897,000","0","0","0","342,869,000","0","0","0","375,006,000","0","0","0","271,725,000","0","0","0","26,835,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,
TaxProvision,"165,417,000","53,617,000","22,475,000","21,948,000","67,377,000","-40,920,000","19,219,000","21,957,000","1,189,000","-159,614,000","36,351,000","10,515,000","13,072,000","45,300,000","22,590,000","9,890,000","-4,070,000","24,686,000","18,134,000","15,048,000","25,886,000","26,367,000","26,749,000","21,558,000","21,487,000","27,762,000","35,759,000","24,803,000","11,317,000","33,329,000","27,654,000","-2,384,000","16,983,000","19,993,000","19,054,000","4,831,000","16,898,000","10,628,000","31,257,000","4,261,000","10,093,000","6,763,000","3,229,000","-10,776,000","-31,023,000","-61,968,000","-63,502,000","-10,908,000","14,338,000","22,484,000","37,694,000","26,361,000","21,664,000","43,981,000","24,080,000","25,603,000","38,002,000","24,871,000","6,154,000","27,998,000","47,967,000","30,432,000","25,030,000","31,819,000","32,132,000","34,661,000","23,733,000","11,442,000","19,724,000","-10,263,000","-2,534,000","755,000","22,022,000","-1,118,000","1,936,000","21,101,000","18,269,000","-304,000","18,933,000","18,375,000","29,764,000","34,469,000","22,924,000","9,842,000","54,800,000","11,400,000","17,600,000","13,300,000","34,100,000","32,400,000","30,200,000","29,300,000","32,900,000","19,700,000","25,700,000","23,000,000","21,400,000","35,800,000","21,600,000","19,600,000","22,900,000",,,"27,400,000","18,100,000","23,300,000","24,500,000","28,100,000","27,800,000","29,800,000","20,700,000","15,300,000","19,200,000","11,400,000","20,700,000","10,500,000","16,300,000","15,000,000","11,400,000","12,000,000","11,500,000","6,200,000","14,200,000","11,000,000","15,600,000",,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"103,501,000","1,176,000","45,075,000","16,790,000","40,460,000","2,376,000","13,029,000","6,421,000","-545,000","42,474,000","22,387,000","12,313,000","9,500,000","17,935,000","36,530,000","1,798,000","937,000","4,023,000","16,339,000","300,000","36,780,000","1,564,000","2,735,000","12,659,000","-859,000","-298,000","121,000","1,076,000","8,577,000","-1,443,000","-895,000","314,000","-1,881,000","-2,488,000","3,077,000","-2,099,000","1,861,000","-3,094,000","-144,000","62,000","7,000","-1,209,000","2,110,000","-3,180,000","-1,937,000",,,,"11,766,000",,"116,938,000","85,355,000","70,866,000",,"78,882,000","76,966,000","94,204,000",,"60,180,000","83,498,000","138,830,000",,"72,019,000","95,973,000","96,836,000",,"67,693,000","37,222,000","59,845,000",,"28,902,000","6,830,000","64,167,000","-9,774,000","-2,600,000","62,435,000","55,058,000","-2,301,000","57,307,000","59,619,000","92,317,000","103,197,000","68,607,000","50,918,000","165,900,000","54,500,000","58,500,000","60,500,000","100,300,000","105,000,000","85,900,000","86,700,000","95,700,000","92,500,000","79,600,000","69,200,000","64,100,000","113,900,000","65,600,000","58,500,000","68,300,000",,,"80,900,000","54,400,000","70,900,000","56,400,000","82,600,000","79,300,000","82,700,000","63,700,000","48,000,000","59,200,000","39,100,000","63,300,000","31,500,000","50,900,000","50,900,000","34,200,000","37,100,000","36,400,000","26,100,000","43,300,000","37,200,000","41,800,000",,,,,,,,,,,,,,
