name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"3,302,870,741","5,843,849,247","4,144,421,754","5,972,848,272","5,117,954,488","3,696,701,397","2,465,616,722","2,080,267,575","910,476,976","512,975,377","601,080,638","274,064,749","389,008,265","566,058,658","941,745,450","681,349,366"
PeRatio,"7.262","12.051","10.257","19.457","20.128","18.874","17.484","17.674","12.244",,,,,"17.708","23.979","27.404"
ForwardPeRatio,"9.225","11.403","8.496","15.723","16.502","16.077","16.807","17.483","15.083","11.236","33.445",,,,,
PegRatio,,,"1.214","1.573","1.651","2.01","2.1","2.69","2.322","1.665","5.283",,,,,
PsRatio,"3.16","5.816","4.631","7.635","7.601","6.942","6.179","6.218","2.856","3.66","1.991","0.881","1.404","2.876","7.688","6.882"
PbRatio,"1.101","1.999","1.666","2.784","2.756","2.443","2.86","3.036","1.472","1.044","1.275","0.612","1.051","1.129","2.396","2.86"
