name,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987
TotalAssets,"1,216,462,000","1,054,346,000","786,375,000","550,414,000","423,931,000","338,367,000","205,407,000","169,999,000","153,911,000","131,588,000","129,570,000","135,958,000","118,031,000","136,183,000","78,537,000","61,061,000","59,161,000","68,337,000","89,524,000","118,013,000","121,788,000","32,981,621","38,615,204","18,546,590","16,209,429","14,700,000","15,400,000","22,400,000","25,800,000","29,900,000","27,700,000","12,500,000","14,700,000","3,700,000"
	CurrentAssets,"635,863,000","677,197,000","494,271,000","326,958,000","288,392,000","220,139,000","117,966,000","116,605,000","110,539,000","84,737,000","82,668,000","88,489,000","71,503,000","96,382,000","46,443,000","55,224,000","36,979,000","63,583,000","83,720,000","106,966,000","117,147,000","27,849,726","34,289,969","16,171,815","14,999,523","7,700,000","7,100,000","12,000,000","20,000,000","24,000,000","26,600,000","12,200,000","14,400,000","3,400,000"
		CashCashEquivalentsAndShortTermInvestments,"443,116,000","491,698,000","362,249,000","229,948,000","212,053,000","131,958,000","76,579,000","76,707,000","77,223,000","60,312,000","58,265,000","57,179,000","38,299,000","75,125,000","30,835,000","41,505,000","27,325,000","54,449,000","71,321,000","92,498,000","106,384,000","18,181,241","26,397,792","9,361,360","10,647,442","600,000","500,000","700,000","4,700,000","8,100,000","24,600,000","10,400,000","13,300,000","2,400,000"
			CashAndCashEquivalents,"192,341,000","121,021,000","42,975,000","39,040,000","48,231,000","22,401,000","20,916,000","9,451,000","5,990,000","5,831,000","4,788,000","1,785,000","2,042,000","69,646,000","7,832,000","7,618,000","6,893,000","44,572,000","45,667,000","90,462,000","101,917,000","9,279,210","2,683,151","1,616,696","2,938,332","600,000","500,000","700,000","4,700,000","8,100,000","24,600,000","10,400,000","13,300,000","2,400,000"
			OtherShortTermInvestments,"250,775,000","370,677,000","319,274,000","190,908,000","163,822,000","109,557,000","55,663,000","67,256,000","71,233,000","54,481,000","53,477,000","55,394,000","36,257,000","5,479,000","23,003,000","33,887,000","20,432,000","9,877,000","25,654,000","2,036,000","4,467,000","8,902,031","23,714,641","7,744,664","7,709,110",,,,,,,,,
		Receivables,"84,650,000","90,809,000","70,010,000","54,055,000","42,821,000","31,828,000","24,357,000","22,946,000","20,458,000","15,376,000","13,516,000","15,724,000","14,071,000","10,932,000","8,880,000","8,635,000","5,972,000","5,394,000","7,341,000","10,028,000","6,691,000","6,437,225","5,356,348","4,816,500","2,606,289","1,800,000","1,700,000","800,000","600,000","700,000","700,000","800,000","500,000","200,000"
			AccountsReceivable,"84,650,000","90,809,000","70,010,000","54,055,000","42,821,000","31,828,000","24,357,000","22,946,000","20,458,000","15,376,000","13,516,000","15,724,000","14,071,000","10,932,000","8,880,000","8,635,000","5,972,000","5,394,000","7,341,000","10,028,000","6,691,000","6,437,225","5,356,348","4,816,500","2,606,289",,,,,,,,,
				GrossAccountsReceivable,,"91,849,000","70,330,000","54,337,000","42,945,000","32,005,000","24,542,000","23,082,000","20,688,000","15,650,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,040,000","-320,000","-282,000","-124,000","-177,000","-185,000","-136,000","-230,000","-274,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"90,088,000","80,942,000","50,204,000","34,931,000","26,740,000","16,774,000","13,948,000","14,930,000","11,142,000","7,505,000","9,211,000","14,777,000","17,428,000","8,567,000","4,868,000","3,877,000","2,695,000","2,856,000","4,233,000","3,674,000","3,546,000","2,895,857","2,327,442","1,820,783","1,653,512","1,400,000","2,200,000","1,500,000","900,000","1,200,000","1,100,000","900,000","600,000","400,000"
			RawMaterials,,"24,468,000","16,481,000","9,784,000","7,993,000","7,417,000","6,414,000","6,267,000","3,586,000","2,784,000","2,759,000","4,635,000","7,419,000","3,755,000","1,764,000","1,016,000","690,000","1,407,000","2,170,000","1,418,000","1,490,000","1,403,253","1,320,600",,"799,548",,,,,,,,,
			WorkInProcess,,"35,195,000","23,179,000","16,504,000","13,147,000","6,466,000","6,261,000","5,296,000","4,098,000","3,689,000","3,344,000","2,509,000","4,748,000","1,771,000","659,000","871,000","450,000","794,000","709,000","737,000","713,000","636,125","483,723",,"428,287",,,,,,,,,
