name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalExpenses,"2,271,911,000","1,696,577,000","12,832,000","562,502,000","559,297,000","593,814,000","598,113,000","577,060,000","571,628,000","555,130,000","538,041,000","495,128,000","499,196,000","530,155,000","491,835,000","460,266,000","462,980,000","493,523,000","496,691,000","489,198,000","504,556,000","552,091,000","552,631,000","542,370,000","536,608,000","535,933,000","529,787,000","494,310,000","498,654,000","532,864,000","456,797,000","425,494,000","431,698,000","366,870,000","361,007,000","337,735,000","322,087,000","284,608,000","274,696,000","254,096,000","240,227,000","237,556,000","246,692,000","217,914,000","215,106,000","168,827,000","277,382,000","252,687,000","279,886,000","923,939,000","216,872,000","194,413,000","182,817,000","726,624,000","209,427,000","167,749,000","156,133,000","516,333,000","179,248,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"247,002,000","143,024,000","53,112,000","50,866,000","89,431,000","-155,846,000","57,737,000","49,894,000","136,473,000","100,916,000","103,796,000","62,997,000","102,314,000","90,544,000","74,018,000","54,527,000","115,455,000","-408,472,000","6,213,000","64,097,000","113,121,000","35,925,000","65,980,000","118,172,000","151,357,000","113,921,000","126,009,000","74,442,000","113,830,000","86,623,000","111,918,000","32,006,000","95,929,000","104,383,000","70,331,000","41,263,000","94,448,000","121,795,000","63,922,000","18,614,000","36,726,000","70,443,000","43,139,000","55,162,000","71,615,000","18,386,000","30,343,000","30,431,000","39,499,000","35,525,000","46,822,000","30,907,000","48,566,000","41,496,000","37,240,000","22,864,000","32,239,000","17,653,000","27,675,000","15,111,000","22,560,000"
NormalizedIncome,"335,203,184","147,680,609.129","58,534,440","52,457,225.269","94,868,150.318","-4,857,180","59,887,240.125","46,770,667.156","129,365,817.307","105,516,464.833","100,688,582.445","65,237,886.961","100,695,546.414","90,544,000","74,018,000","54,527,000","115,455,000","-408,472,000","6,213,000","64,097,000","113,121,000","35,925,000","65,980,000","118,172,000","151,357,000","142,757,050.703","126,009,000","74,442,000","113,830,000","86,623,000","117,207,550.292","75,559,588.837","91,714,225.289","115,621,377.849","103,059,557.446","68,307,020.543","85,835,759.088","146,301,950","70,591,254.802","36,293,879.396","54,722,640.126","49,439,663.403","66,433,333.362","29,035,371.587","58,272,006.446","33,303,506.321","60,938,480.086","34,526,963.463","39,879,468.775","68,628,736.17","48,911,294.296","28,796,186.928","49,572,611.03","40,246,148.265","36,574,140.058","22,184,236.871","33,046,196.006","20,048,943.593","27,675,000","15,111,000","22,560,000"
InterestIncome,"24,405,000","18,284,000","80,000","6,041,000","5,954,000","6,115,000","6,228,000","6,038,000","5,248,000","5,443,000","4,801,000","4,249,000","3,446,000","3,479,000","3,506,000","3,238,000","2,777,000","8,155,000","5,728,000","5,789,000","6,275,000","6,379,000","4,348,000","3,586,000","3,736,000","3,963,000","3,127,000","2,841,000","2,706,000","3,427,000","3,235,000","2,741,000","2,286,000","2,152,000","1,795,000","1,575,000","1,252,000","1,129,000","1,185,000","1,149,000","1,296,000","1,643,000","2,217,000","2,444,000","2,881,000",,"2,903,000","2,596,000","3,289,000",,,,,,,,,,,,
InterestExpense,"51,286,000","38,590,000","-877,000","13,573,000","14,010,000","12,791,000","8,954,000","9,181,000","8,564,000","8,725,000","8,639,000","8,938,000","8,921,000","8,893,000","9,683,000","9,147,000","9,301,000","8,922,000","8,271,000","8,372,000","7,590,000","7,940,000","7,603,000","6,876,000","7,094,000","7,447,000","7,513,000","7,560,000","7,660,000","8,129,000","8,124,000","8,583,000","7,959,000","8,811,000","8,144,000","7,801,000","7,924,000","7,655,000","7,772,000","7,482,000","7,072,000","6,840,000","7,949,000","8,520,000","8,936,000",,"9,994,000","9,331,000","10,980,000",,,,,,,,,,,,
NetInterestIncome,"-33,027,000","-26,452,000","957,000","-7,532,000","-8,056,000","-6,676,000","-2,726,000","-3,143,000","-3,316,000","-3,282,000","-3,838,000","-4,689,000","-5,475,000","-5,414,000","-6,177,000","-5,909,000","-6,524,000","-767,000","-2,543,000","-2,583,000","-1,315,000","-1,561,000","-3,255,000","-3,290,000","-3,358,000","-3,484,000","-4,386,000","-4,719,000","-4,954,000","-4,702,000","-4,889,000","-5,842,000","-5,673,000","-6,659,000","-6,349,000","-6,226,000","-6,672,000","-6,526,000","-6,587,000","-6,333,000","-5,776,000","-5,197,000","-5,732,000","-6,076,000","-6,055,000",,"-7,091,000","-6,735,000","-7,691,000",,,,,,,,,,,,
EBIT,"344,725,000","215,720,000","44,690,000","84,315,000","112,042,000","-138,968,000","77,989,000","66,418,000","156,862,000","119,853,000","126,851,000","84,337,000","122,205,000","107,808,000","96,355,000","69,446,000","136,230,000","-393,051,000","18,684,000","79,603,000","135,637,000","43,349,000","79,251,000","138,884,000","180,801,000","130,557,000","161,320,000","89,914,000","136,136,000","104,974,000","131,075,000","44,379,000","118,710,000","125,265,000","82,849,000","58,864,000","111,713,000","128,890,000","80,864,000","29,521,000","50,729,000","84,969,000","54,256,000","66,797,000","86,192,000","74,927,000","42,082,000","43,269,000","16,000,000","-639,353,000","47,762,000","40,881,000","59,933,000","-489,273,000","21,191,000","23,716,000","35,593,000","-336,688,000","-1,301,000","137,374,000","113,608,000"
EBITDA,"626,805,000"
ReconciledCostOfRevenue,"1,658,433,000","1,237,720,000","7,888,000","412,825,000","405,630,000","430,872,000","410,622,000","400,183,000","385,729,000","373,235,000","360,176,000","323,232,000","327,126,000","392,432,000","360,935,000","332,936,000","331,832,000","350,069,000","362,290,000","365,170,000","375,876,000","414,511,000","421,152,000","411,354,000","411,928,000","400,517,000","397,235,000","373,723,000","387,102,000","574,748,000","297,881,000","276,308,000","268,984,000","281,670,000","227,332,000","213,763,000","162,103,000","209,050,000","164,820,000","155,818,000","115,759,000","88,073,000","145,630,000","104,090,000","103,985,000","-6,969,000","184,156,000","161,198,000","188,489,000","261,400,000","142,284,000","116,783,000","109,474,000","175,887,000","137,710,000","105,148,000","95,979,000","118,703,000","114,297,000",,
ReconciledDepreciation,"282,080,000","70,469,000","2,327,000","70,549,000","68,187,000","66,478,000","44,435,000","43,261,000","41,909,000","42,094,000","41,847,000","40,572,000","39,832,000","54,550,000","35,525,000","34,815,000","34,388,000","34,083,000","35,485,000","33,855,000","31,464,000","31,512,000","28,070,000","27,744,000","27,821,000","27,082,000","26,576,000","26,866,000","24,806,000","24,446,000","23,031,000","21,214,000","20,526,000","19,727,000","19,350,000","18,564,000","17,817,000","23,579,000","13,553,000","13,203,000","12,627,000","11,259,000","11,926,000","11,966,000","11,928,000","11,326,000","11,132,000","10,433,000","10,000,000","9,822,000","9,056,000","8,455,000","7,995,000","3,879,000","6,497,000","5,502,000","5,417,000","5,013,000","4,948,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"247,002,000","143,024,000","53,112,000","50,866,000","89,431,000","-155,846,000","57,737,000","49,894,000","136,473,000","100,916,000","103,796,000","62,997,000","102,314,000","90,544,000","74,018,000","54,527,000","115,455,000","-408,472,000","6,213,000","64,097,000","113,121,000","35,925,000","65,980,000","118,172,000","151,357,000","113,921,000","126,009,000","74,442,000","113,830,000","86,623,000","111,918,000","32,006,000","95,929,000","104,383,000","70,331,000","41,263,000","94,448,000","121,795,000","63,922,000","18,614,000","36,726,000","70,443,000","43,139,000","55,162,000","71,615,000","18,386,000","30,343,000","30,431,000","39,499,000","35,525,000","46,822,000","30,907,000","48,566,000","41,496,000","37,240,000","22,864,000","32,239,000","17,653,000","27,675,000","15,111,000","22,560,000"
TotalUnusualItemsExcludingGoodwill,"-104,752,000","-5,767,000","-7,428,000","-2,213,000","-5,960,000","-206,834,000","-2,571,000","3,583,000","7,723,000","-5,066,000","3,539,000","-2,682,000","1,792,000",,,,,,,,,,,,"0","-31,162,000",,,,,"-5,811,000","-48,711,000","4,866,000","-12,538,000","-34,764,000","-33,467,000","9,464,000","-37,703,000","-7,626,000","-20,933,000","-21,393,000","23,295,000","-25,005,000","27,602,000","14,394,000","-21,500,000","-32,355,000","-4,568,000","-420,000","-37,817,000","-2,261,000","2,373,000","-1,097,000","1,355,000","719,000","732,000","-909,000","-2,577,000",,,
TotalUnusualItems,"-104,752,000","-5,767,000","-7,428,000","-2,213,000","-5,960,000","-206,834,000","-2,571,000","3,583,000","7,723,000","-5,066,000","3,539,000","-2,682,000","1,792,000",,,,,,,,,,,,"0","-31,162,000",,,,,"-5,811,000","-48,711,000","4,866,000","-12,538,000","-34,764,000","-33,467,000","9,464,000","-37,703,000","-7,626,000","-20,933,000","-21,393,000","23,295,000","-25,005,000","27,602,000","14,394,000","-21,500,000","-32,355,000","-4,568,000","-420,000","-37,817,000","-2,261,000","2,373,000","-1,097,000","1,355,000","719,000","732,000","-909,000","-2,577,000",,,
NormalizedEBITDA,"731,557,000","221,487,000","52,118,000","86,528,000","118,002,000","67,866,000","80,560,000","62,835,000","149,139,000","124,919,000","123,312,000","87,019,000","120,413,000","107,808,000","96,355,000","69,446,000","136,230,000","-393,051,000","18,684,000","79,603,000","135,637,000","43,349,000","79,251,000","138,884,000","180,801,000","161,719,000","161,320,000","89,914,000","136,136,000","104,974,000","159,917,000","114,304,000","134,370,000","157,530,000","136,963,000","110,895,000","120,066,000","190,172,000","102,043,000","63,657,000","84,749,000","72,933,000","91,187,000","51,161,000","83,726,000","107,753,000","85,569,000","58,270,000","26,420,000","-591,714,000","59,079,000","46,963,000","69,025,000","-486,749,000","26,969,000","28,486,000","41,919,000","-329,098,000","3,647,000","137,374,000","113,608,000"
TaxRateForCalcs,"0.158","0.193","0.27","0.281","0.088","0.27","0.164","0.128","0.08","0.092","0.122","0.164","0.097","0.085","0.146","0.096","0.09","0.4","0.4","0.1","0.117","0.35","0.079","0.105","0.129","0.075","0.181","0.096","0.114","0.106","0.09","0.106","0.134","0.104","0.059","0.192","0.09","0.35","0.125","0.155","0.159","0.098","0.068","0.053","0.073","0.306","0.054","0.103","0.094","0.125","0.076","0.11","0.082","0.078","0.074","0.071","0.112","0.07","0.112","0.4","0.4"
TaxEffectOfUnusualItems,"-16,550,816","-1,110,390.871","-2,005,560","-621,774.731","-522,849.682","-55,845,180","-420,759.875","459,667.156","615,817.307","-465,535.167","431,582.445","-441,113.039","173,546.414","0","0","0","0","0","0","0","0","0","0","0","0","-2,325,949.297","0","0","0","0","-521,449.708","-5,157,411.163","651,225.289","-1,299,622.151","-2,035,442.554","-6,422,979.457","851,759.088","-13,196,050","-956,745.198","-3,253,120.604","-3,396,359.874","2,291,663.403","-1,710,666.638","1,475,371.587","1,051,006.446","-6,582,493.679","-1,759,519.914","-472,036.537","-39,531.225","-4,713,263.83","-171,705.704","262,186.928","-90,388.97","105,148.265","53,140.058","52,236.871","-101,803.994","-181,056.407","0","0","0"
