name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
		TradeandOtherPayablesNonCurrent,"43,287,000","17,263,000","15,800,000",,"0","0","0","3,624,000","3,590,000","3,557,000",
		OtherNonCurrentLiabilities,,,,"15,800,000","2,000",,,,,,
TotalEquityGrossMinorityInterest,"8,014,948,000","7,604,914,000","7,217,512,000","6,885,623,000","6,574,376,000","6,281,530,000","5,969,069,000","4,476,722,000","870,391,000","678,431,000","626,862,000"
	StockholdersEquity,"7,992,564,000","7,581,313,000","7,194,576,000","6,863,766,000","6,550,570,000","6,257,675,000","5,945,681,000","4,453,484,000","866,895,000","677,896,000","626,862,000"
		CapitalStock,"26,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","524,577,000","524,577,000","524,577,000"
			CommonStock,"26,000","26,000","26,000","26,000","26,000","26,000","26,000","25,000","524,577,000","524,577,000","524,577,000"
		RetainedEarnings,"2,274,864,000",,,,,,,"148,378,000",,"147,042,000",
		TreasuryStock,"41,267,000","39,532,000","39,532,000","39,532,000","39,532,000",,,,,,
		GainsLossesNotAffectingRetainedEarnings,"5,758,941,000","7,620,819,000","7,234,082,000","6,903,272,000","6,590,076,000","6,257,649,000","5,945,655,000","4,305,081,000","342,318,000","6,277,000","102,285,000"
			OtherEquityAdjustments,"5,758,941,000","7,620,819,000","7,234,082,000","6,903,272,000","6,590,076,000","6,257,649,000","5,945,655,000","4,305,081,000","342,318,000","6,277,000","102,285,000"
		OtherEquityInterest,,"-22,637,000",,,"-7,325,000","-6,885,000","-7,177,000","-6,701,000","55,000",,
	MinorityInterest,"22,384,000","23,601,000","22,936,000","21,857,000","23,806,000","23,855,000","23,388,000","23,238,000","3,496,000","535,000","0"
TotalCapitalization,"7,992,564,000","7,581,313,000","7,194,576,000","6,863,766,000","6,550,570,000","6,257,675,000","5,945,681,000","4,453,484,000","866,895,000","677,896,000","626,862,000"
CommonStockEquity,"7,992,564,000","7,581,313,000","7,194,576,000","6,863,766,000","6,550,570,000","6,257,675,000","5,945,681,000","4,453,484,000","866,895,000","677,896,000","626,862,000"
NetTangibleAssets,"7,403,011,000","7,068,738,000","6,768,635,000","6,488,584,000","6,244,956,000","6,025,279,000","5,741,238,000","4,262,846,000","708,027,000","551,968,000","540,754,000"
WorkingCapital,"7,655,333,000","7,298,143,000","6,997,589,000","6,615,304,000","6,331,306,000","6,043,897,000","5,727,232,000","4,276,343,000","708,986,000","564,897,000","551,589,000"
InvestedCapital,"7,992,564,000","7,581,313,000","7,194,576,000","6,863,766,000","6,550,570,000","6,257,675,000","5,945,681,000","4,453,484,000","866,895,000","677,896,000","832,066,000"
TangibleBookValue,"7,403,011,000","7,068,738,000","6,768,635,000","6,488,584,000","6,244,956,000","6,025,279,000","5,741,238,000","4,262,846,000","708,027,000","551,968,000","540,754,000"
TotalDebt,,,,,,,,,,,"205,204,000"
NetDebt,,,,,,,,,,,"125,235,000"
ShareIssued,"328,855,412","328,828,656","328,394,033","328,391,567","327,788,874","327,770,021","326,684,418","315,037,976","262,288,607","262,288,607","262,288,607"
OrdinarySharesNumber,"328,336,770","328,828,656","327,890,391","327,887,925","327,285,232","327,770,021","326,684,418","315,037,976","262,288,607","262,288,607","262,288,607"
TreasurySharesNumber,"518,642",,"503,642","503,642","503,642",,,,,,
