name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"1,394,996,000","1,191,816,000","1,063,695,000","907,174,000","784,912,000","796,670,000","766,560,000","750,200,000","712,259,000","659,845,000","576,470,000","616,840,000","560,651,000","561,515,000","495,439,000","354,638,000","348,071,000","315,164,000","274,003,000","242,817,000","147,700,000","142,800,000","109,500,000","48,400,000","39,500,000"
	CurrentAssets,"974,746,000","866,536,000","778,935,000","640,322,000","542,048,000","569,509,000","565,317,000","551,465,000","522,788,000","498,088,000","418,221,000","449,620,000","413,411,000","415,079,000","338,561,000","214,309,000","228,490,000","192,164,000","182,121,000","181,380,000","98,700,000","103,100,000","89,400,000","33,000,000","28,200,000"
		CashCashEquivalentsAndShortTermInvestments,"402,070,000","387,554,000","356,220,000","287,885,000","279,413,000","305,087,000","272,095,000","281,448,000","268,195,000","278,196,000","233,122,000","252,415,000","210,673,000","234,033,000","195,380,000","109,690,000","128,717,000","86,513,000","100,961,000","108,686,000","56,200,000","73,200,000","66,600,000","13,400,000","6,500,000"
			CashAndCashEquivalents,"367,342,000","326,773,000","354,260,000","286,034,000","269,538,000","276,456,000","225,755,000","264,544,000","211,208,000","234,829,000","227,085,000","252,190,000","135,793,000","148,416,000","137,407,000","81,740,000","104,728,000","71,799,000","53,000,000","69,733,000","25,500,000","23,500,000","40,600,000","13,400,000","6,500,000"
				CashFinancial,"36,521,000",,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"330,821,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"34,728,000","60,781,000","1,960,000","1,851,000","9,875,000","28,631,000","46,340,000","16,904,000","56,987,000","43,367,000","6,037,000","225,000","74,880,000","85,617,000","57,973,000","27,950,000","23,989,000","14,714,000","47,961,000","38,953,000","30,700,000","49,700,000","26,000,000",,
		Receivables,"469,470,000","400,623,000","343,805,000","275,233,000","200,665,000","175,116,000","210,418,000","190,386,000","173,835,000","143,915,000","125,284,000","125,093,000","138,752,000","125,916,000","98,411,000","67,210,000","61,744,000","82,475,000","76,654,000","65,215,000","34,200,000","27,500,000","21,100,000","16,900,000","14,800,000"
			AccountsReceivable,"12,731,000","10,015,000","12,292,000","13,107,000","7,691,000","12,010,000","7,453,000","6,931,000","12,425,000","142,107,000","122,592,000","121,081,000","128,617,000","122,723,000","98,411,000","67,210,000","61,744,000","82,475,000","75,960,000","65,215,000","34,200,000","26,100,000","21,100,000","16,900,000",
				GrossAccountsReceivable,"13,631,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-900,000",,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,"694,000",,,,,,
			TaxesReceivable,"3,691,000","0","9,824,000","4,949,000",,"0","409,000","0","2,902,000","1,808,000","2,692,000",,,,,,,,,,,,,,
			OtherReceivables,"453,048,000","390,608,000","321,689,000","257,177,000","192,974,000","163,106,000","202,556,000","183,455,000","158,508,000",,,"4,012,000","10,135,000","3,193,000",,,,,,,,"1,400,000",,,
		PrepaidAssets,"10,418,000","8,411,000","10,782,000","15,041,000","7,417,000","21,301,000","10,638,000","15,620,000","21,300,000","24,978,000","14,484,000","28,911,000","22,395,000","10,660,000","9,218,000","14,428,000","22,554,000","22,535,000","3,739,000","6,785,000","8,300,000","2,500,000","1,600,000","2,700,000",
		RestrictedCash,"49,295,000","42,227,000","41,137,000","42,637,000","37,418,000","44,040,000","51,928,000","47,149,000","44,737,000","41,204,000","36,436,000","36,466,000","35,318,000","37,405,000","27,580,000","18,511,000","4,584,000",,,,,,,,
		CurrentDeferredAssets,,,,,,"6,316,000","8,185,000","7,211,000","3,233,000","1,267,000","2,578,000",,,"2,492,000","3,308,000",,"3,423,000","641,000","767,000","694,000",,,"200,000",,
			CurrentDeferredTaxesAssets,,,,,,"6,316,000","8,185,000","7,211,000","3,233,000","1,267,000","2,578,000",,,"2,492,000","3,308,000",,"3,423,000","641,000","767,000","694,000",,,"200,000",,
		OtherCurrentAssets,"43,493,000","27,721,000","26,991,000","19,526,000","17,135,000","17,649,000","12,053,000","9,651,000","11,488,000","8,528,000","6,317,000","6,735,000","6,273,000","4,573,000","4,664,000","4,470,000","7,468,000",,,,,"-100,000","-100,000",,"6,900,000"
	TotalNonCurrentAssets,"420,250,000","325,280,000","284,760,000","266,852,000","242,864,000","227,161,000","201,243,000","198,735,000","189,471,000","161,757,000","158,249,000","167,220,000","147,240,000","146,436,000","156,878,000","140,329,000","119,581,000","123,000,000","91,882,000","61,437,000","49,000,000","39,700,000","20,100,000","15,400,000","11,300,000"
		NetPPE,"204,592,000","117,213,000","95,659,000","80,261,000","61,759,000","84,345,000","86,415,000","93,942,000","92,944,000","76,027,000","81,174,000","89,339,000","77,941,000","81,120,000","83,620,000","69,057,000","78,769,000","92,377,000","71,894,000","52,367,000","44,400,000","31,000,000","16,700,000","11,600,000","9,100,000"
			GrossPPE,"460,187,000","350,808,000","310,349,000","283,115,000","251,822,000","280,686,000","268,175,000","262,300,000","251,952,000","230,097,000","226,327,000","223,491,000","205,595,000","197,631,000","188,927,000","163,449,000","160,993,000","154,794,000","113,299,000","78,016,000","58,700,000","39,600,000","21,900,000","15,000,000","11,100,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
				LandAndImprovements,"6,215,000","6,215,000","6,215,000","5,214,000","5,214,000","5,214,000","4,115,000","4,115,000","3,653,000","3,260,000","3,260,000","3,260,000","2,920,000","2,920,000","2,920,000","2,920,000","2,920,000","2,920,000","2,920,000","2,920,000","2,900,000","2,900,000","800,000","800,000",
				BuildingsAndImprovements,"119,635,000","112,308,000","95,615,000","90,151,000","70,273,000","70,471,000","67,939,000","68,583,000","67,496,000","64,953,000","64,692,000","63,016,000","61,620,000","60,120,000","58,264,000","57,005,000","55,465,000","53,899,000","18,274,000","14,242,000","11,200,000","9,900,000","7,600,000","6,600,000",
				MachineryFurnitureEquipment,"256,566,000","232,285,000","208,519,000","187,750,000","176,335,000","205,001,000","196,121,000","189,602,000","148,104,000","134,402,000","133,003,000","134,053,000","119,431,000","114,003,000","109,308,000","103,524,000","83,909,000","81,155,000","20,666,000","18,756,000","13,900,000","25,500,000","12,600,000","6,900,000",
				OtherProperties,"56,886,000",,,,,,,,"32,699,000","27,482,000","25,372,000","23,162,000","21,624,000","20,588,000","18,435,000",,"18,699,000","16,820,000","57,167,000","42,098,000","30,700,000","1,300,000","900,000","700,000",
				ConstructionInProgress,"20,885,000",,,,,,,,,,,,,,,,,,"14,272,000",,,,,,
			AccumulatedDepreciation,"-255,595,000","-233,595,000","-214,690,000","-202,854,000","-190,063,000","-196,341,000","-181,760,000","-168,358,000","-159,008,000","-154,070,000","-145,153,000","-134,152,000","-127,654,000","-116,511,000","-105,307,000","-94,392,000","-82,224,000","-62,417,000","-41,405,000","-25,649,000","-14,300,000","-8,600,000","-5,200,000","-3,400,000","-2,000,000"
		GoodwillAndOtherIntangibleAssets,"12,714,000","12,726,000","12,762,000","13,088,000","13,588,000","14,457,000","18,434,000","23,775,000","28,433,000","21,251,000","8,487,000","8,595,000","4,785,000","4,922,000",,,,,,,,"3,000,000","800,000","700,000","600,000"
			Goodwill,,,"12,700,000","12,686,000","12,686,000","12,686,000","14,440,000","17,208,000",,,,"8,595,000","4,785,000",,,,,,,,,,,,
			OtherIntangibleAssets,,,"62,000","402,000","902,000","1,771,000","3,994,000","6,567,000",,,,,,"4,922,000",,,,,,,,"3,000,000","800,000","700,000","600,000"
		NonCurrentDeferredAssets,"3,956,000","8,816,000","4,283,000","14,025,000","16,976,000",,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"3,956,000","8,816,000","4,283,000","14,025,000","16,976,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"193,013,000","181,674,000","14,300,000","13,700,000","12,700,000","12,700,000","12,700,000","12,000,000","9,000,000","9,000,000","9,000,000",,,,,,,,,,,,,,
		DefinedPensionBenefit,,,"154,215,000","143,938,000","136,462,000","113,934,000","81,878,000","64,201,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,975,000","4,851,000","3,541,000","1,840,000","1,379,000","1,725,000","1,816,000","4,817,000","59,094,000","55,479,000","59,588,000","69,286,000","64,514,000","60,394,000","73,258,000","71,272,000","40,812,000","30,623,000","19,988,000","9,070,000","4,600,000","5,700,000","2,600,000","3,100,000","1,600,000"
TotalLiabilitiesNetMinorityInterest,"1,390,917,000","1,114,140,000","997,374,000","846,649,000","612,457,000","592,574,000","513,288,000","509,295,000","467,052,000","419,450,000","353,310,000","408,361,000","361,976,000","333,070,000","313,010,000","228,109,000","225,437,000","198,815,000","151,068,000","137,307,000","67,200,000","55,900,000","45,700,000","35,100,000","28,800,000"
	CurrentLiabilities,"869,045,000","772,332,000","726,481,000","600,958,000","487,711,000","496,451,000","436,687,000","435,759,000","396,226,000","353,609,000","290,594,000","351,207,000","316,231,000","286,678,000","245,326,000","166,809,000","172,458,000","150,926,000","145,512,000","130,201,000","62,900,000","50,700,000","42,800,000","28,400,000","23,500,000"
		PayablesAndAccruedExpenses,"816,177,000","726,514,000","683,507,000","556,727,000","448,658,000","450,859,000","383,757,000","386,275,000","265,909,000","353,609,000","290,594,000","211,396,000","200,607,000","169,169,000","142,333,000","82,997,000","97,768,000","91,674,000","4,332,000","1,496,000","2,800,000","2,600,000","1,400,000","600,000","1,500,000"
			Payables,"281,813,000","271,788,000","309,694,000","251,955,000","213,745,000","185,046,000","168,282,000","186,248,000","173,737,000","148,405,000","129,454,000","3,007,000","5,236,000","3,802,000","4,979,000","2,380,000","4,319,000","3,069,000","4,332,000","1,496,000","2,800,000","2,600,000","1,400,000","600,000","1,500,000"
				AccountsPayable,"4,565,000","10,622,000","6,447,000","4,189,000","5,381,000","4,674,000","2,678,000","3,660,000","5,085,000","3,309,000","1,857,000","3,007,000","5,236,000","3,802,000","4,979,000","2,380,000","4,319,000","3,069,000","4,332,000","1,496,000","2,800,000","2,600,000","1,400,000","600,000","1,500,000"
				TotalTaxPayable,"277,248,000","261,166,000","303,247,000","247,766,000","208,364,000","180,372,000","165,604,000","182,588,000","168,652,000",,"0",,,,,,,,,,,,,,
					IncomeTaxPayable,,"0",,"0","2,971,000","4,031,000","0","4,054,000",,,"0",,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,"145,096,000","127,597,000",,,,,,,,,,,,,,
			CurrentAccruedExpenses,"534,364,000","454,726,000","373,813,000","304,772,000","234,913,000","265,813,000","215,475,000","200,027,000","92,172,000","205,204,000","161,140,000","208,389,000","195,371,000","165,367,000","137,354,000","80,617,000","93,449,000","88,605,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"52,868,000","45,818,000","42,974,000","44,231,000","39,053,000","45,592,000","52,930,000","49,484,000","130,317,000",,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,"537,000","629,000","583,000","1,700,000","1,649,000","1,860,000","2,024,000","13,500,000",,,,,"500,000","100,000"
			CurrentDebt,,,,,,,,,,,,"537,000","629,000","583,000","1,700,000","1,649,000","1,860,000","2,024,000","13,500,000",,,,,"500,000","100,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,"348,000",,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,"1,676,000",,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,"0","1,956,000","1,066,000",,,"231,000",,,,,"100,000","100,000",,"900,000",
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,"0","1,956,000","1,066,000",,,"231,000",,,,,"100,000","100,000",,"900,000",
		OtherCurrentLiabilities,,,,,,,,,,,,"137,318,000","113,929,000","116,926,000","101,293,000","81,932,000","72,830,000","57,228,000","127,680,000","128,705,000","60,000,000","48,000,000","41,400,000","26,400,000","21,900,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"521,872,000","341,808,000","270,893,000","245,691,000","124,746,000","96,123,000","76,601,000","73,536,000","70,826,000","65,841,000","62,716,000","57,154,000","45,745,000","46,392,000","67,684,000","61,300,000","52,979,000","47,889,000","5,556,000","7,106,000","4,300,000","5,200,000","2,900,000","6,700,000","5,300,000"
		LongTermDebtAndCapitalLeaseObligation,"328,263,000","144,400,000","104,400,000","104,400,000",,,,,,,,,"537,000","1,166,000","33,190,000","34,890,000","40,502,000","42,493,000",,,,,,"4,100,000","4,600,000"
			LongTermDebt,"269,400,000","144,400,000","104,400,000","104,400,000",,,,,,,,,,"1,166,000","33,190,000","34,890,000","40,502,000","42,493,000",,,,,,"4,100,000","4,600,000"
			LongTermCapitalLeaseObligation,"58,863,000",,,,,,,,,,,,"537,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,"4,075,000","7,696,000","9,000,000","10,772,000","8,850,000","10,702,000","10,565,000","6,092,000","5,207,000","1,802,000","3,498,000","5,060,000","5,396,000","5,556,000","7,106,000","4,300,000","2,700,000","300,000",,"100,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,"4,075,000","7,696,000","9,000,000","10,772,000","8,850,000","10,702,000","10,565,000","6,092,000","5,207,000","1,802,000","3,498,000","5,060,000","5,396,000","5,556,000","7,106,000","4,300,000","2,700,000","300,000",,"100,000"
		NonCurrentAccruedExpenses,"0","9,996,000",,,,,,,"60,054,000","56,991,000","52,014,000",,,,,,,,,,,,,,
		EmployeeBenefits,"193,609,000","187,412,000","166,493,000","141,291,000","124,746,000","92,048,000","68,905,000","64,536,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,"46,589,000","39,116,000","40,019,000","32,692,000","22,912,000","7,417,000",,,,,"2,500,000","2,600,000","2,600,000","600,000"
TotalEquityGrossMinorityInterest,"4,079,000","77,676,000","66,321,000","60,525,000","172,455,000","204,096,000","253,272,000","240,905,000","245,207,000","240,395,000","223,160,000","208,479,000","198,675,000","228,445,000","182,429,000","126,529,000","122,634,000","116,349,000","122,935,000","105,510,000","80,500,000","86,900,000","63,800,000","13,300,000","10,700,000"
