name,ttm,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003
MarketCap,"15,406,292,086","18,388,801,003","18,475,005,101","16,033,540,365","15,614,696,866","15,146,962,895","13,546,329,515","16,707,642,914","16,656,108,383","18,004,459,482","14,652,302,896","11,903,985,724","11,769,626,737","11,142,779,053","9,703,802,002","10,483,669,798","9,706,161,509","8,747,261,084","10,511,951,918","10,437,503,555","9,315,407,838","9,992,428,100","9,401,520,764","7,776,819,520","8,159,423,357","8,730,046,203","6,761,323,482","5,955,649,717","7,325,389,165","7,147,380,131","6,922,504,881","5,982,863,937","4,986,292,852","4,276,786,202","3,332,016,130","2,641,652,363","3,431,972,077","3,651,193,876","2,747,703,030","2,351,544,567","3,105,606,298","2,929,329,962","2,246,590,438","2,674,388,788","1,260,119,399","797,860,314","828,362,016","1,811,115,517","2,432,177,961","2,761,902,933","2,340,745,679","4,301,478,189","6,795,411,835","7,344,734,400","7,718,012,799","6,599,734,049","7,021,160,999","8,816,799,199","8,443,640,399","9,093,427,199","8,243,071,119","8,678,094,399","6,522,602,499","6,627,633,599","6,685,914,799","7,319,702,169","7,358,314,319","5,101,911,499","4,675,750,349"
EnterpriseValue,"23,413,314,086","26,512,769,003","27,708,311,101","25,696,441,365","24,953,238,866","23,701,401,895","23,064,884,515","26,797,645,914","27,162,414,383","23,268,663,482","20,617,436,896","18,206,169,724","17,749,348,737","16,035,220,053","15,246,508,002","16,332,709,798","15,508,975,509","14,201,147,084","16,517,966,918","16,303,601,555","14,908,668,838","14,728,216,100","14,365,593,764","12,543,809,520","12,750,643,357","12,839,005,203","11,495,521,482","10,196,940,717","11,171,225,165","10,874,162,131","10,649,286,881","9,761,826,937","8,484,913,852","7,681,781,202","6,706,846,130","5,823,274,363","6,346,639,077","6,448,313,876","5,505,702,030","4,999,435,567","5,528,406,298","4,450,800,962","3,768,061,438","4,001,737,788","2,734,370,399","2,251,327,314","2,421,808,016","3,438,833,517","3,829,526,961","4,159,251,933","4,382,424,679","7,173,973,189","9,839,055,835","10,307,254,400","10,702,427,799","10,122,651,049","10,845,917,999","11,829,941,199","10,126,855,399","11,781,482,199","10,503,352,119","10,171,893,399","7,221,144,499","8,239,432,599","8,139,313,799","7,670,643,169","8,280,797,319","6,419,390,499","6,441,662,349"
PeRatio,"6.124","8.329","7.695","6.808","6.993","7.072","8.17","10.956","11.035","13.42","15.085","12.582","12.408","10.003","8.918","10.158","10.195","9.743","12.53","13.562","13.064","14.386","15.382","14.297","15.388","16.847","15.056","14.169","9.389","9.588","9.781","9.546","8.913","44.571","29.271","22.54","27.745","23.783","24.314","17.344",,,,,,,,,,,,,,"18.071","13.225","4.952","4.82","6.457","6.559","8.324","8.626","9.26","7.325","8.267","8.902","10.114","10.658","7.966","8.743"
ForwardPeRatio,"7.911","7.837","7.862","6.752","7.342","6.761","5.277","6.024","8.097","8.688","10.684","9.074","10.101","9.363","8.071","9.033","9.506","7.899","10.225","11.025","10.707","11.351","11.947","10.183","10.638","12.674","12.27","10.03","13.351","13.351","20.284","19.608","15.528","14.684","18.657","11.82","13.21","13.316","20.325","14.085","14.859",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.677","0.585","0.972","0.899","0.662","0.656","0.2","0.207","0.268","0.285","0.63","0.66","0.747","0.686","0.535","0.609","0.631","0.524","0.506","0.546","0.566","1.439","0.664","0.643","0.659","0.779","0.348","0.302","0.287","0.287","0.436","0.422","0.86","1.008","4.148","2.628","1.258","1.269","3.389","1.341","1.415",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.53","0.684","0.697","0.608","0.599","0.577","0.553","0.719","0.752","0.851","0.994","0.845","0.88","0.828","0.747","0.859","0.859","0.821","1.051","1.136","1.094","1.182","1.21","1.074","1.237","1.379","1.245","1.193","1.568","1.589","1.621","1.477","1.294","1.147","0.886","0.73","0.985","1.03","0.762","0.678","0.88","0.774","0.569","0.561","0.278","0.172","0.149","0.266","0.283","0.321","0.227","0.345","0.474","0.464","0.483","0.398","0.442","0.619","0.636","0.767","0.765","0.838","0.659","0.713","0.766","0.853","0.856","0.614","0.66"
PbRatio,"0.747","0.936","0.969","0.849","0.861","0.853","0.799","1.025","1.044","1.877","1.63","1.382","1.417","1.312","1.214","1.414","1.378","1.281","1.639","1.747","1.597","1.712","1.693","1.481","1.654","1.776","1.632","1.406","1.705","1.68","1.677","1.509","1.285","1.301","0.982","0.789","1.076","1.162","0.887","0.782","1.086","0.987","0.726","0.904","0.511","0.304","0.241","0.512","0.661","0.75","0.612","0.844","1.217","1.272","1.354","1.113","1.218","1.587","1.608","1.927","1.932","2.085","1.609","1.797","2.039","2.243","2.459","2.04","2.004"
EnterprisesValueRevenueRatio,"1.023","5.885","3.974","4.387","4.486","6.127","3.571","4.724","4.976","7.806","5.446","5.582","5.441","6.86","4.515","5.763","5.648","7.123","5.608","6.543","6.231","8.958","5.56","6.228","7.011","9.419","5.997","6.365","7.833","10.985","7.889","8.876","9.122","10.598","7.04","7.1","8.302","11.555","6.401","6.06","6.788","7.748","4.124","5.552","3.066","3.796","1.895","3.108","3.395","3.913","2.013","3.063","3.421","3.692","2.509","2.42","2.369","3.65","2.013","3.368","3.581","4.225","2.034","2.998","3.474","4.118","2.82","2.831","3.037"
EnterprisesValueEBITDARatio,"8.826","58.939","30.463","38.285","40.103","69.48","21.053","44.074","63.603","99.232","64.501","46.375","50.582","80.188","31.956","46.194","45.387","66.695","36.914","48.665","50.67","77.919","36.413","44.603","57.249","87.695","37.545","46.448","57.346","126.909","78.489","109.473","105.054","197.313","156.158","110.172","121.695","103.726","93.079","82.664","97.82","1,763.392","-8.88","-54.259","-62.667","-22.737","-18.049","-44.773","-39.299","-42.117","-2.919","-10.484","-29.808","-192.875","-43.547","31.145","21.597","31.925","11.782","21.393","25.367","33.874","12.98","22.762","26.301","35.612","19.384","20.607","20.399"
