name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"34,057,000,000","33,266,000,000","32,753,000,000","28,216,000,000","25,638,000,000","22,859,000,000","19,960,000,000","18,790,000,000","18,380,000,000","17,443,951,000","15,638,000,000","14,214,196,000"
	OperatingRevenue,"34,057,000,000","33,266,000,000","32,753,000,000","28,216,000,000","25,638,000,000","22,859,000,000","19,960,000,000","18,790,000,000","18,380,000,000","17,443,951,000","15,638,000,000","14,214,196,000"
CostOfRevenue,"7,687,000,000","7,439,000,000","7,718,000,000","7,040,000,000","5,833,000,000","4,500,000,000","4,426,000,000","4,581,000,000","4,508,000,000","4,639,393,000","4,293,000,000","4,056,390,000"
GrossProfit,"26,370,000,000","25,827,000,000","25,035,000,000","21,176,000,000","19,805,000,000","18,359,000,000","15,534,000,000","14,209,000,000","13,872,000,000","12,804,558,000","11,345,000,000","10,157,806,000"
OperatingExpense,"12,564,000,000","12,459,000,000","18,228,000,000","11,257,000,000","10,221,000,000","10,672,000,000","11,771,000,000","8,207,000,000","7,767,000,000","8,511,326,000","6,315,000,000","5,056,012,000"
	SellingGeneralAndAdministration,"6,957,000,000","6,942,000,000","7,399,000,000","6,275,000,000","5,855,000,000","6,387,000,000","7,724,000,000","5,352,000,000","4,989,000,000","5,893,820,000","3,820,000,000","3,348,572,000"
	ResearchAndDevelopment,"6,497,000,000","6,407,000,000","10,329,000,000","4,982,000,000","4,366,000,000","4,285,000,000","3,297,000,000","2,855,000,000","2,778,000,000","2,617,506,000","2,495,000,000","1,707,440,000"
	OtherOperatingExpenses,,"-890,000,000","500,000,000",,,,"750,000,000",,,,,
OperatingIncome,"13,806,000,000","13,368,000,000","6,807,000,000","9,919,000,000","9,584,000,000","7,687,000,000","3,763,000,000","6,002,000,000","6,105,000,000","4,293,232,000","5,030,000,000","5,101,794,000"
NetNonOperatingInterestIncomeExpense,"-1,612,000,000","-1,509,000,000","-1,144,000,000","-1,004,000,000","-965,000,000","-686,000,000","-391,000,000","-278,000,000","-84,000,000",,"28,000,000",
	InterestIncomeNonOperating,,"275,000,000","204,000,000","146,000,000","82,000,000","33,000,000","38,000,000","21,000,000","20,000,000",,"28,000,000",
	InterestExpenseNonOperating,"1,825,000,000","1,784,000,000","1,348,000,000","1,150,000,000","1,047,000,000","719,000,000","429,000,000","299,000,000","104,000,000",,"0",
	TotalOtherFinanceCost,,"1,509,000,000","1,144,000,000","1,004,000,000","965,000,000","686,000,000","391,000,000","278,000,000",,,,
OtherIncomeExpense,"-3,214,000,000","-3,433,000,000","-466,000,000","-1,188,000,000","-735,000,000","-356,000,000","-1,003,000,000","-392,000,000","-296,000,000","-624,705,000","-222,000,000","848,523,000"
	GainOnSaleOfSecurity,"-41,000,000","-42,000,000","-24,000,000","-348,000,000","-303,000,000","-193,000,000","-678,000,000","-55,000,000","-17,000,000","30,137,000","30,000,000","-18,958,000"
	SpecialIncomeCharges,"-230,000,000","-385,000,000","-424,000,000","-327,000,000","-200,000,000","-150,000,000","-352,000,000","-338,000,000","-288,000,000","-654,842,000","-313,000,000","867,481,000"
		OtherSpecialCharges,,"385,000,000","424,000,000","327,000,000","200,000,000","150,000,000","352,000,000","338,000,000","288,000,000",,"313,000,000",
	OtherNonOperatingIncomeExpenses,"-2,943,000,000","-3,006,000,000","-18,000,000","-513,000,000","-232,000,000","-13,000,000","27,000,000","1,000,000","9,000,000",,"61,000,000",
PretaxIncome,"8,980,000,000","8,426,000,000","5,197,000,000","7,727,000,000","7,884,000,000","6,645,000,000","2,369,000,000","5,332,000,000","5,725,000,000","3,668,527,000","4,836,000,000","5,950,317,000"
TaxProvision,"544,000,000","544,000,000","-490,000,000","2,418,000,000","1,931,000,000","1,501,000,000","595,000,000","1,204,000,000","450,000,000","235,399,000","658,000,000","1,313,802,000"
NetIncomeCommonStockholders,"8,408,000,000","7,842,000,000","5,657,000,000","5,283,000,000","5,923,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
	NetIncome,"8,436,000,000","7,882,000,000","5,687,000,000","5,309,000,000","5,953,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
		NetIncomeIncludingNoncontrollingInterests,"8,436,000,000","7,882,000,000","5,687,000,000","5,309,000,000","5,953,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
			NetIncomeContinuousOperations,"8,436,000,000","7,882,000,000","5,687,000,000","5,309,000,000","5,953,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
	OtherunderPreferredStockDividend,,"40,000,000","30,000,000","26,000,000","30,000,000",,,,,,,
DilutedNIAvailtoComStockholders,"8,408,000,000","7,842,000,000","5,657,000,000","5,283,000,000","5,923,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
BasicEPS,,,"3.846","3.335","3.738","3.195","1.115","2.601","3.35","2.173","2.644","2.935"
DilutedEPS,,,"3.66","3.3","3.63","3.13","1.1","2.56","3.35","2.173","2.644","2.935"
BasicAverageShares,,,"1,478,824,398","1,592,131,025","1,592,512,724","1,609,892,935","1,591,389,331","1,587,360,562","1,577,000,000","1,580,000,000","1,580,000,000","1,580,000,000"
DilutedAverageShares,,,"1,546,000,000","1,603,000,000","1,631,000,000","1,637,000,000","1,610,000,000","1,604,000,000","1,577,000,000","1,580,000,000","1,580,000,000","1,580,000,000"
TotalOperatingIncomeAsReported,"13,576,000,000","12,983,000,000","6,383,000,000","9,592,000,000","9,384,000,000","7,537,000,000","3,411,000,000","5,664,000,000","5,817,000,000","3,620,732,000","4,717,000,000","4,931,794,000"
TotalExpenses,"20,251,000,000","19,898,000,000","25,946,000,000","18,297,000,000","16,054,000,000","15,172,000,000","16,197,000,000","12,788,000,000","12,275,000,000","13,150,719,000","10,608,000,000","9,112,402,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"8,436,000,000","7,882,000,000","5,687,000,000","5,309,000,000","5,953,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
NormalizedIncome,"8,690,583,073.497","8,281,245,000","6,014,040,000","5,774,750,000","6,335,280,000","5,408,110,000","2,546,500,000","4,432,182,000","5,555,905,000","4,017,747,447.326","4,422,512,000","3,975,341,886.476"
InterestIncome,,"275,000,000","204,000,000","146,000,000","82,000,000","33,000,000","38,000,000","21,000,000","20,000,000",,"28,000,000",
InterestExpense,"1,825,000,000","1,784,000,000","1,348,000,000","1,150,000,000","1,047,000,000","719,000,000","429,000,000","299,000,000","104,000,000",,"0",
NetInterestIncome,"-1,612,000,000","-1,509,000,000","-1,144,000,000","-1,004,000,000","-965,000,000","-686,000,000","-391,000,000","-278,000,000","-84,000,000",,"28,000,000",
EBIT,"10,805,000,000","10,210,000,000","6,545,000,000","8,877,000,000","8,931,000,000","7,364,000,000","2,798,000,000","5,631,000,000","5,829,000,000","4,293,232,000","4,836,000,000","5,101,794,000"
EBITDA,"10,805,000,000"
ReconciledCostOfRevenue,"7,687,000,000","7,439,000,000","7,718,000,000","7,040,000,000","5,833,000,000","4,500,000,000","4,426,000,000","4,581,000,000","4,508,000,000","4,639,393,000","4,293,000,000","4,056,390,000"
ReconciledDepreciation,,"2,017,000,000","1,765,000,000","1,501,000,000","1,189,000,000","836,000,000","786,000,000","897,000,000","1,150,000,000","1,272,194,000","1,184,000,000","697,492,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"8,436,000,000","7,882,000,000","5,687,000,000","5,309,000,000","5,953,000,000","5,144,000,000","1,774,000,000","4,128,000,000","5,275,000,000","3,433,128,000","4,178,000,000","4,636,515,000"
TotalUnusualItemsExcludingGoodwill,"-271,000,000","-427,000,000","-448,000,000","-675,000,000","-503,000,000","-343,000,000","-1,030,000,000","-393,000,000","-305,000,000","-624,705,000","-283,000,000","848,523,000"
TotalUnusualItems,"-271,000,000","-427,000,000","-448,000,000","-675,000,000","-503,000,000","-343,000,000","-1,030,000,000","-393,000,000","-305,000,000","-624,705,000","-283,000,000","848,523,000"
