name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,03/31/2002,09/30/2001,03/31/2001,09/30/2000,03/31/2000
TotalAssets,"12,842,958,000,000","12,511,073,000,000","12,404,945,000,000","12,174,917,000,000","12,121,792,000,000","11,778,544,000,000","11,371,902,000,000","11,425,982,000,000","11,551,918,000,000","11,426,036,000,000","11,317,946,000,000","11,231,895,000,000","11,142,540,000,000","10,782,692,000,000","10,762,882,000,000","10,996,906,000,000","11,064,619,000,000","11,080,559,000,000","11,252,045,000,000","11,443,628,000,000","11,379,485,000,000","11,215,063,000,000","8,980,708,000,000","9,069,392,000,000","8,673,628,000,000","8,429,989,000,000","8,218,930,000,000","8,439,710,000,000","8,241,801,000,000","8,186,534,000,000","8,177,457,000,000","8,354,874,000,000","8,194,598,000,000","8,255,173,000,000","8,420,141,000,000","8,581,582,000,000","8,529,358,000,000","8,643,758,000,000","8,704,169,000,000","7,739,800,000,000","7,958,356,000,000","7,918,537,000,000","8,139,440,000,000","8,369,736,000,000","8,578,045,000,000","9,103,952,614,320","8,986,937,212,410","8,951,939,504,360","8,924,779,403,500","8,831,019,688,480","8,717,901,127,650","8,191,222,107,360","7,797,987,998,710","7,642,344,542,190","7,178,538,647,900","7,256,826,852,300","6,688,674,384,870","6,348,689,471,740","6,201,985,353,120","6,060,050,617,180","5,782,680,219,600","5,731,044,330,960","5,647,308,422,520","5,619,683,359,200","5,665,308,527,690","5,697,814,322,840","5,921,317,412,640","5,821,152,594,460","6,027,912,933,550","6,005,110,828,500","6,333,948,952,240","6,005,519,468,040","5,691,081,700,560","5,389,583,548,800.24","5,170,642,835,398.6"
TotalLiabilitiesNetMinorityInterest,"9,763,251,000,000","9,483,357,000,000","9,458,982,000,000","9,221,716,000,000","9,238,442,000,000","8,848,645,000,000","8,536,952,000,000","8,627,108,000,000","8,745,522,000,000","8,678,194,000,000","8,659,163,000,000","8,584,270,000,000","8,565,232,000,000","8,258,296,000,000","8,276,498,000,000","8,524,087,000,000","8,622,861,000,000","8,660,292,000,000","8,899,656,000,000","9,125,557,000,000","9,076,841,000,000","8,990,038,000,000","6,874,006,000,000","6,974,214,000,000","6,720,785,000,000","6,595,543,000,000","6,482,974,000,000","6,752,137,000,000","6,718,470,000,000","6,693,416,000,000","6,711,659,000,000","6,881,369,000,000","6,764,117,000,000","6,853,677,000,000","7,016,711,000,000","7,206,652,000,000","7,190,348,000,000","7,341,881,000,000","7,414,402,000,000","6,423,339,000,000","6,662,714,000,000","6,636,045,000,000","6,946,474,000,000","7,158,743,000,000","7,423,643,000,000","7,785,631,101,240","7,693,394,294,610","7,649,017,958,080","7,641,779,494,010","7,530,111,467,780","7,428,043,410,480","6,960,235,404,000","6,623,534,129,730","6,570,865,388,010","6,162,734,716,900","6,266,713,842,900","5,789,504,705,860","5,525,246,825,560","5,435,305,760,160","5,333,762,456,400","5,151,241,664,800","5,111,147,777,400","5,052,963,659,120","5,056,192,921,450","5,114,209,310,900","5,155,441,453,720","5,394,970,103,040","5,325,075,204,360","5,521,083,153,900","5,509,126,396,140","5,832,746,134,150","5,550,099,713,680","5,221,575,026,850","4,960,622,567,716.56","4,758,590,952,310.4"
TotalEquityGrossMinorityInterest,"3,079,707,000,000","3,027,716,000,000","2,945,963,000,000","2,953,201,000,000","2,883,350,000,000","2,929,899,000,000","2,834,950,000,000","2,798,874,000,000","2,806,396,000,000","2,747,842,000,000","2,658,783,000,000","2,647,625,000,000","2,577,308,000,000","2,524,396,000,000","2,486,384,000,000","2,472,819,000,000","2,441,758,000,000","2,420,267,000,000","2,352,389,000,000","2,318,071,000,000","2,302,644,000,000","2,225,025,000,000","2,106,702,000,000","2,095,178,000,000","1,952,843,000,000","1,834,446,000,000","1,735,956,000,000","1,687,573,000,000","1,523,331,000,000","1,493,118,000,000","1,465,798,000,000","1,473,505,000,000","1,430,481,000,000","1,401,496,000,000","1,403,430,000,000","1,374,930,000,000","1,339,010,000,000","1,301,877,000,000","1,289,767,000,000","1,316,461,000,000","1,295,642,000,000","1,282,492,000,000","1,192,966,000,000","1,210,993,000,000","1,154,402,000,000","1,318,321,513,080","1,293,542,917,800","1,302,921,546,280","1,282,999,909,490","1,300,908,220,700","1,289,857,717,170","1,230,986,703,360","1,174,453,868,980","1,071,479,154,180","1,015,803,931,000","990,113,009,400","899,169,679,010","823,442,646,180","766,679,592,960","726,288,160,780","631,438,554,800","619,896,553,560","594,344,763,400","563,490,437,750","551,099,216,790","542,372,869,120","526,347,309,600","496,077,390,100","506,829,779,650","495,984,432,360","501,202,818,090","455,419,754,360","469,506,673,710","428,960,981,083.68","412,051,883,088.2"
	StockholdersEquity,"3,008,410,000,000","2,962,073,000,000","2,887,070,000,000","2,897,074,000,000","2,817,498,000,000","2,803,969,000,000","2,712,205,000,000","2,682,424,000,000","2,667,906,000,000","2,610,740,000,000","2,525,334,000,000","2,507,698,000,000","2,437,009,000,000","2,364,960,000,000","2,326,969,000,000","2,310,431,000,000","2,273,448,000,000","2,249,232,000,000","2,186,679,000,000","2,152,198,000,000","2,106,393,000,000","2,036,578,000,000","1,943,506,000,000","1,918,740,000,000","1,842,343,000,000","1,759,626,000,000","1,690,216,000,000","1,643,596,000,000","1,479,499,000,000","1,415,999,000,000","1,389,372,000,000","1,396,137,000,000","1,357,579,000,000","1,330,274,000,000","1,327,983,000,000","1,319,341,000,000","1,295,765,000,000","1,279,800,000,000","1,266,795,000,000","1,298,684,000,000","1,276,577,000,000","1,265,438,000,000","1,175,444,000,000","1,167,530,000,000","1,154,402,000,000","1,272,862,150,560","1,249,256,596,230","1,261,840,680,200","1,240,415,802,380","1,260,262,015,040","1,246,258,974,510","1,191,870,357,120","1,137,194,183,090","1,035,479,909,630","980,416,849,300","955,508,489,100","899,169,679,010","823,442,646,180","766,679,592,960","726,288,160,780","631,438,554,800","619,896,553,560","594,344,763,400","563,490,437,750","551,099,216,790","542,372,869,120","526,347,309,600","496,077,390,100","506,829,779,650","495,984,432,360","501,202,818,090","455,419,754,360","469,506,673,710","428,960,981,083.68","412,051,883,088.2"
		CapitalStock,"221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","220,961,000,000","220,724,000,000","220,563,000,000","220,524,000,000","220,524,000,000","220,504,000,000","220,469,000,000","220,469,000,000","220,469,000,000","220,469,000,000","220,458,000,000","220,456,000,000","220,056,000,000","220,051,000,000","220,051,000,000","220,051,000,000","219,546,000,000","214,988,000,000","207,576,000,000","199,401,000,000","194,039,000,000","144,086,000,000",,,,,,"144,005,000,000","143,995,000,000","143,953,000,000","143,946,000,000","143,946,000,000","143,939,000,000","143,899,000,000","143,899,000,000","102,218,000,000","102,216,000,000","102,216,000,000","104,588,323,560","101,954,121,600","101,605,345,960","99,921,763,140",,"101,237,758,380","98,497,787,520","90,946,964,920","89,821,065,910","88,639,486,200","88,629,944,850","82,558,729,230","76,704,868,240","74,094,613,440","73,025,577,660","51,918,737,200","52,382,524,320","52,093,530,040","52,022,521,450","52,010,725,850","52,185,547,440","52,095,808,800","51,082,404,260","52,143,959,050","51,472,378,530","51,701,908,310","42,053,450,560","42,625,102,260","41,860,490,781.6","40,354,191,612.6"
			CommonStock,"221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","221,111,000,000","220,961,000,000","220,724,000,000","220,563,000,000","220,524,000,000","220,524,000,000","220,504,000,000","220,469,000,000","220,469,000,000","220,469,000,000","220,469,000,000","220,458,000,000","220,456,000,000","220,056,000,000","220,051,000,000","220,051,000,000","220,051,000,000","219,546,000,000","214,988,000,000","207,576,000,000","199,401,000,000","194,039,000,000","144,086,000,000",,,,,,"144,005,000,000","143,995,000,000","143,953,000,000","143,946,000,000","143,946,000,000","143,939,000,000","143,899,000,000","143,899,000,000","102,218,000,000","102,216,000,000","102,216,000,000","104,588,323,560","101,954,121,600","101,605,345,960","99,921,763,140",,"101,237,758,380","98,497,787,520","90,946,964,920","89,821,065,910","88,639,486,200","88,629,944,850","82,558,729,230","76,704,868,240","74,094,613,440","73,025,577,660","51,918,737,200","52,382,524,320","52,093,530,040","52,022,521,450","52,010,725,850","52,185,547,440","52,095,808,800","51,082,404,260","52,143,959,050","51,472,378,530","51,701,908,310","42,053,450,560","42,625,102,260","41,860,490,781.6","40,354,191,612.6"
		AdditionalPaidInCapital,"258,271,000,000","258,178,000,000","257,911,000,000","257,625,000,000","257,625,000,000","267,033,000,000","267,613,000,000","267,291,000,000","267,319,000,000","267,634,000,000","268,749,000,000","268,138,000,000","268,881,000,000","257,765,000,000","257,667,000,000","257,629,000,000","255,782,000,000","255,615,000,000","255,913,000,000","255,595,000,000","254,810,000,000","255,827,000,000","256,051,000,000","255,449,000,000","250,724,000,000","243,032,000,000","234,820,000,000","229,600,000,000","179,527,000,000","323,436,000,000","323,312,000,000","323,249,000,000","323,217,000,000","323,152,000,000","179,193,000,000","179,137,000,000","179,154,000,000","179,040,000,000","178,936,000,000","178,661,000,000","178,925,000,000","178,766,000,000","136,642,000,000","136,313,000,000","136,629,000,000","139,345,132,200","135,514,019,960","134,509,923,160","131,887,785,800","224,472,689,450","122,421,328,260","119,116,343,520","112,255,219,790","110,240,309,540","107,879,064,600","106,991,527,050","100,865,743,580","94,859,866,640","92,174,586,480","90,933,465,280","69,567,003,600","70,320,237,480","70,038,065,440","69,954,132,050","69,919,573,720","70,138,267,820","69,940,120,320","68,660,414,040","70,079,580,500","69,359,942,700","69,644,729,960","60,212,895,120","60,911,018,910","59,952,207,142.08","57,388,202,807.6"
		RetainedEarnings,"2,696,080,000,000","2,655,773,000,000","2,565,833,000,000","2,555,585,000,000","2,470,128,000,000","2,427,424,000,000","2,352,321,000,000","2,315,283,000,000","2,261,107,000,000","2,205,281,000,000","2,129,022,000,000","2,077,474,000,000","2,020,060,000,000","1,975,249,000,000","1,909,869,000,000","1,864,241,000,000","1,813,704,000,000","1,788,470,000,000","1,706,168,000,000","1,672,585,000,000","1,623,764,000,000","1,579,309,000,000","1,505,807,000,000","1,467,602,000,000","1,401,743,000,000","1,363,969,000,000","1,334,055,000,000","1,305,044,000,000","1,282,645,000,000","1,252,467,000,000","1,227,373,000,000","1,217,851,000,000","1,201,783,000,000","1,178,318,000,000","1,156,559,000,000","1,141,559,000,000","1,124,573,000,000","1,108,073,000,000","1,090,413,000,000","1,104,779,000,000","1,094,495,000,000","1,087,035,000,000","1,072,850,000,000","1,071,919,000,000","1,073,233,000,000","1,140,934,629,960","1,087,829,237,030","1,078,273,023,760","1,013,077,025,840","998,358,074,050","958,802,857,650","922,297,464,960","875,781,179,210","819,720,502,950","769,812,178,600","737,052,741,900","695,548,435,530","652,558,723,740","608,618,478,960","571,872,842,380","538,272,125,200","524,485,527,120","504,404,576,880","480,608,865,500","474,638,087,860","459,522,737,180","441,077,847,840","421,282,368,620","434,255,841,200","418,593,338,400","399,128,099,370","380,153,635,460","367,736,089,320","344,574,241,140.24","317,745,884,001.4"
		TreasuryStock,"89,146,000,000","75,861,000,000","75,904,000,000","75,904,000,000","75,903,000,000","75,903,000,000","75,545,000,000","75,545,000,000","76,025,000,000","76,024,000,000","76,277,000,000","37,168,000,000","29,446,000,000","26,837,000,000","25,602,000,000","25,686,000,000","26,084,000,000","26,083,000,000","26,412,000,000","26,411,000,000","26,515,000,000","27,282,000,000","23,860,000,000","23,859,000,000","23,853,000,000","23,848,000,000","48,779,000,000","48,824,000,000","48,889,000,000","48,889,000,000","48,907,000,000","48,907,000,000","49,003,000,000","49,003,000,000","49,171,000,000","49,170,000,000","49,219,000,000","49,219,000,000","49,237,000,000","49,236,000,000","49,560,000,000","49,560,000,000","50,484,000,000","50,534,000,000","62,701,000,000","64,109,357,400","62,659,303,900","33,303,420,560","32,971,946,450","2,985,314,540","3,079,007,250","3,181,148,640","3,571,215,900","3,776,969,920","4,237,288,100","4,825,800,450","5,669,268,960","7,375,468,100","7,542,565,440","7,720,765,920","7,592,858,800","8,143,501,680","8,047,852,240","8,236,030,450","8,364,611,580","8,251,560,920","8,383,233,600","8,140,152,180","8,195,747,550","8,152,835,370","8,107,497,190","8,243,432,070","8,449,354,590","8,395,129,914.48","3,971,742,631.4"
		GainsLossesNotAffectingRetainedEarnings,"-77,906,000,000","-97,128,000,000","-81,881,000,000","-61,343,000,000","-55,463,000,000","-35,696,000,000","-53,295,000,000","-45,566,000,000","-5,219,000,000","-6,714,000,000","-16,684,000,000","-21,270,000,000","-42,990,000,000","-61,686,000,000","-35,434,000,000","-6,222,000,000","9,577,000,000","10,772,000,000","30,554,000,000","30,373,000,000","34,283,000,000","8,673,000,000","-14,543,000,000","2,000,000","-1,259,000,000","-31,103,000,000","-29,281,000,000","-36,263,000,000","-77,870,000,000","-111,015,000,000","-112,406,000,000","-96,056,000,000","-118,418,000,000","-122,193,000,000","-102,603,000,000","-96,180,000,000","-102,696,000,000","-102,040,000,000","-97,263,000,000","-79,459,000,000","-91,182,000,000","-94,702,000,000","-85,782,000,000","-92,384,000,000","-94,975,000,000","-47,896,577,760","-13,381,478,460","-19,244,192,120","28,501,174,050","40,416,566,080","66,876,037,470","55,139,909,760","61,782,035,070","19,475,001,150","18,323,408,000","27,660,075,750","25,866,039,630","6,694,655,660","-665,520,480","-1,822,958,620","-20,726,452,400","-19,368,328,320","-24,034,801,960","-30,859,050,800","-37,104,559,060","-31,222,122,400","-28,383,233,760","-36,807,644,640","-41,453,853,550","-35,288,391,900","-13,423,888,790","-18,756,794,710","6,683,817,810","-9,030,828,065.76","535,347,298"
