name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,03/31/2002,09/30/2001,03/31/2001,09/30/2000,03/31/2000
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-53,830,667,040",,,"-28,724,712,670","-27,097,470,440","-11,207,586,390",,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,934,089,280",,,"57,225,886,720","67,514,036,520","78,083,623,860",,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,094,640","-108,754,760",,,,,,,,"2,259,466,430",,,,
	MinorityInterest,"71,297,000,000","65,643,000,000","58,893,000,000","56,127,000,000","65,852,000,000","125,930,000,000","122,745,000,000","116,450,000,000","138,490,000,000","137,102,000,000","133,449,000,000","139,927,000,000","140,299,000,000","159,436,000,000","159,415,000,000","162,388,000,000","168,310,000,000","171,035,000,000","165,710,000,000","165,873,000,000","196,251,000,000","188,447,000,000","163,196,000,000","176,438,000,000","110,500,000,000","74,820,000,000","45,740,000,000","43,977,000,000","43,832,000,000","77,119,000,000","76,426,000,000","77,368,000,000","72,902,000,000","71,222,000,000","75,447,000,000","55,589,000,000","43,245,000,000","22,077,000,000","22,972,000,000","17,777,000,000","19,065,000,000","17,054,000,000","17,522,000,000","43,463,000,000",,"45,459,362,520","44,286,321,570","41,080,866,080","42,584,107,110","40,646,205,660","43,598,742,660","39,116,346,240","37,259,685,890","35,999,244,550","35,387,081,700","34,604,520,300",,,,,,,,,,,,,,,,,,,
TotalCapitalization,"7,127,589,000,000","7,032,875,000,000","6,999,347,000,000","7,083,296,000,000","6,788,042,000,000","6,665,006,000,000","6,474,823,000,000","6,508,928,000,000","6,558,912,000,000","6,478,291,000,000","6,406,776,000,000","6,362,682,000,000","6,313,552,000,000","6,170,058,000,000","6,220,688,000,000","6,251,337,000,000","6,338,948,000,000","6,309,929,000,000","6,319,504,000,000","6,285,143,000,000","6,092,246,000,000","5,886,525,000,000","5,728,519,000,000","5,777,614,000,000","5,680,827,000,000","5,577,142,000,000","5,598,733,000,000","5,705,130,000,000","5,626,078,000,000","5,566,381,000,000","5,491,649,000,000","5,663,617,000,000","5,530,102,000,000","5,603,534,000,000","5,783,102,000,000","5,850,609,000,000","5,877,115,000,000","6,020,172,000,000","6,051,929,000,000","5,134,954,000,000","5,209,304,000,000","5,245,963,000,000","5,410,406,000,000","5,621,375,000,000","5,736,538,000,000","6,230,793,744,000","5,728,016,196,350","5,702,662,361,280","5,498,714,744,070","5,514,564,874,120","5,299,340,958,120","5,047,422,508,800","4,863,281,812,620","4,616,283,454,410","4,330,393,916,900","4,197,975,581,700","4,038,763,585,150","3,791,217,540,880","3,686,650,698,960","3,583,936,646,920","3,342,396,965,000","3,296,027,281,320","3,206,199,079,560","3,223,728,273,100","3,262,627,470,640","3,276,427,223,140","3,367,185,655,680","3,299,828,936,620","3,245,516,029,800","3,237,040,694,220","3,303,871,559,820","3,061,180,578,690","2,841,253,118,100","2,566,522,236,365.28","2,292,677,824,645.8"
CommonStockEquity,"3,008,410,000,000","2,962,073,000,000","2,887,070,000,000","2,897,074,000,000","2,817,498,000,000","2,803,969,000,000","2,712,205,000,000","2,682,424,000,000","2,667,906,000,000","2,610,740,000,000","2,525,334,000,000","2,507,698,000,000","2,437,009,000,000","2,364,960,000,000","2,326,969,000,000","2,310,431,000,000","2,273,448,000,000","2,249,232,000,000","2,186,679,000,000","2,152,198,000,000","2,106,393,000,000","2,036,578,000,000","1,943,506,000,000","1,918,740,000,000","1,842,343,000,000","1,759,626,000,000","1,690,216,000,000","1,643,596,000,000","1,479,499,000,000","1,415,999,000,000","1,389,372,000,000","1,396,137,000,000","1,357,579,000,000","1,330,274,000,000","1,327,983,000,000","1,319,341,000,000","1,295,765,000,000","1,279,800,000,000","1,266,795,000,000","1,298,684,000,000","1,276,577,000,000","1,265,438,000,000","1,175,444,000,000","1,167,530,000,000","1,154,402,000,000","1,272,862,150,560","1,249,256,596,230","1,261,840,680,200","1,240,415,802,380","1,260,262,015,040","1,246,258,974,510","1,191,870,357,120","1,137,194,183,090","1,035,479,909,630","980,416,849,300","955,508,489,100","899,169,679,010","823,442,646,180","766,679,592,960","726,288,160,780","631,438,554,800","619,896,553,560","594,344,763,400","563,490,437,750","551,099,216,790","542,372,869,120","526,347,309,600","496,077,390,100","506,829,779,650","495,984,432,360","501,202,818,090","455,419,754,360","469,506,673,710","428,960,981,083.68","412,051,883,088.2"
NetTangibleAssets,"3,008,410,000,000","2,962,073,000,000","2,887,070,000,000","2,897,074,000,000","2,817,498,000,000","2,803,969,000,000","2,712,205,000,000","2,682,424,000,000","2,667,906,000,000","2,610,740,000,000","2,525,334,000,000","2,507,698,000,000","2,437,009,000,000","2,364,960,000,000","2,326,969,000,000","2,310,431,000,000","2,273,448,000,000","2,249,232,000,000","2,186,679,000,000","2,152,198,000,000","2,106,393,000,000","2,036,578,000,000","1,943,506,000,000","1,918,740,000,000","1,842,343,000,000","1,759,626,000,000","1,690,216,000,000","1,643,596,000,000","1,479,499,000,000","1,415,999,000,000","1,389,372,000,000","1,396,137,000,000","1,357,579,000,000","1,330,274,000,000","1,327,983,000,000","1,319,341,000,000","1,295,765,000,000","1,279,800,000,000","1,266,795,000,000","1,298,684,000,000","1,276,577,000,000","1,265,438,000,000","1,175,444,000,000","1,167,530,000,000","1,154,402,000,000","1,272,862,150,560","1,249,256,596,230","1,261,840,680,200","1,240,415,802,380","1,260,262,015,040","1,246,258,974,510","1,191,870,357,120","1,137,194,183,090","1,035,479,909,630","980,416,849,300","955,508,489,100","899,169,679,010","823,442,646,180","766,679,592,960","726,288,160,780","631,438,554,800","619,896,553,560","594,344,763,400","563,490,437,750","551,099,216,790","542,372,869,120","526,347,309,600","496,077,390,100","506,829,779,650","495,984,432,360","501,202,818,090","455,419,754,360","469,506,673,710","428,960,981,083.68","412,051,883,088.2"
InvestedCapital,"7,511,721,000,000","7,307,688,000,000","7,336,063,000,000","7,392,845,000,000","7,436,809,000,000","6,989,470,000,000","6,713,000,000,000","6,815,682,000,000","6,917,482,000,000","6,813,956,000,000","6,782,671,000,000","6,646,149,000,000","6,609,841,000,000","6,378,874,000,000","6,463,197,000,000","6,600,961,000,000","6,616,215,000,000","6,620,479,000,000","6,602,045,000,000","6,569,928,000,000","6,400,307,000,000","6,236,822,000,000","6,063,043,000,000","6,087,205,000,000","6,001,764,000,000","5,879,661,000,000","5,899,359,000,000","6,125,856,000,000","5,956,773,000,000","5,922,414,000,000","5,966,557,000,000","6,121,590,000,000","5,997,223,000,000","5,997,276,000,000","6,216,715,000,000","6,329,242,000,000","6,360,320,000,000","6,563,604,000,000","6,667,393,000,000","5,708,519,000,000","5,944,338,000,000","5,950,131,000,000","6,227,902,000,000","6,419,542,000,000","6,687,745,000,000","7,541,909,577,240","7,113,742,632,430","7,026,423,473,120","7,445,512,585,650","7,298,979,230,510","7,164,357,229,590","6,219,499,052,160","5,975,358,443,880","5,885,345,347,530","5,497,709,527,800","5,537,076,355,350","5,050,609,984,740","4,748,666,769,000","4,664,522,124,240","4,530,373,869,280","4,315,001,134,800","4,219,434,343,440","4,173,898,934,040","4,126,772,523,200","4,201,394,262,580","4,245,874,123,660","4,487,065,904,160","4,399,457,320,240","4,633,923,176,350","4,623,874,495,890","4,944,111,278,210","4,659,092,229,940","4,431,245,098,260","4,272,412,224,092.4","4,144,241,292,426.6"
TangibleBookValue,"3,008,410,000,000","2,962,073,000,000","2,887,070,000,000","2,897,074,000,000","2,817,498,000,000","2,803,969,000,000","2,712,205,000,000","2,682,424,000,000","2,667,906,000,000","2,610,740,000,000","2,525,334,000,000","2,507,698,000,000","2,437,009,000,000","2,364,960,000,000","2,326,969,000,000","2,310,431,000,000","2,273,448,000,000","2,249,232,000,000","2,186,679,000,000","2,152,198,000,000","2,106,393,000,000","2,036,578,000,000","1,943,506,000,000","1,918,740,000,000","1,842,343,000,000","1,759,626,000,000","1,690,216,000,000","1,643,596,000,000","1,479,499,000,000","1,415,999,000,000","1,389,372,000,000","1,396,137,000,000","1,357,579,000,000","1,330,274,000,000","1,327,983,000,000","1,319,341,000,000","1,295,765,000,000","1,279,800,000,000","1,266,795,000,000","1,298,684,000,000","1,276,577,000,000","1,265,438,000,000","1,175,444,000,000","1,167,530,000,000","1,154,402,000,000","1,272,862,150,560","1,249,256,596,230","1,261,840,680,200","1,240,415,802,380","1,260,262,015,040","1,246,258,974,510","1,191,870,357,120","1,137,194,183,090","1,035,479,909,630","980,416,849,300","955,508,489,100","899,169,679,010","823,442,646,180","766,679,592,960","726,288,160,780","631,438,554,800","619,896,553,560","594,344,763,400","563,490,437,750","551,099,216,790","542,372,869,120","526,347,309,600","496,077,390,100","506,829,779,650","495,984,432,360","501,202,818,090","455,419,754,360","469,506,673,710","428,960,981,083.68","412,051,883,088.2"
TotalDebt,"4,503,311,000,000","4,345,615,000,000","4,448,993,000,000","4,495,771,000,000","4,619,311,000,000","4,185,501,000,000","4,000,795,000,000","4,133,258,000,000","4,249,576,000,000","4,203,216,000,000","4,257,337,000,000","4,138,451,000,000","4,172,832,000,000","4,013,914,000,000","4,136,228,000,000","4,290,530,000,000","4,342,767,000,000","4,371,247,000,000","4,415,366,000,000","4,417,730,000,000","4,293,914,000,000","4,200,244,000,000","4,119,537,000,000","4,168,465,000,000","4,159,421,000,000","4,120,035,000,000","4,209,143,000,000","4,482,260,000,000","4,477,274,000,000","4,506,415,000,000","4,577,185,000,000","4,725,453,000,000","4,639,644,000,000","4,667,002,000,000","4,888,732,000,000","5,009,901,000,000","5,064,555,000,000","5,283,804,000,000","5,400,598,000,000","4,409,835,000,000","4,667,761,000,000","4,684,693,000,000","5,052,458,000,000","5,252,012,000,000","5,533,343,000,000","6,269,047,426,680","5,864,486,036,200","5,764,582,792,920","6,205,096,783,270","6,038,717,215,470","5,918,098,255,080","5,027,628,695,040","4,838,164,260,790","4,849,865,437,900","4,517,292,678,500","4,581,567,866,250","4,151,440,305,730","3,925,224,122,820","3,897,842,531,280","3,804,085,708,500","3,683,562,580,000","3,599,537,789,880","3,579,554,170,640","3,563,282,085,450","3,650,295,045,790","3,703,501,254,540","3,960,718,594,560","3,903,379,930,140","4,127,093,396,700","4,127,890,063,530","4,442,908,460,120","4,203,672,475,580","3,961,738,424,550","3,843,451,243,008.72","3,732,189,409,338.4"
NetDebt,"3,600,999,000,000","3,364,050,000,000","3,423,114,000,000","3,334,739,000,000","3,403,404,000,000","3,044,600,000,000","2,771,949,000,000","2,812,017,000,000","3,016,702,000,000","3,017,255,000,000","3,065,112,000,000","3,098,581,000,000","3,231,506,000,000","3,052,084,000,000","3,294,057,000,000","3,560,110,000,000","3,533,167,000,000","3,422,126,000,000","3,528,034,000,000","3,590,212,000,000","3,509,706,000,000","3,360,041,000,000","3,268,560,000,000","3,333,656,000,000","3,449,113,000,000","3,410,814,000,000","3,472,661,000,000","3,647,608,000,000","3,789,372,000,000","3,778,405,000,000","3,947,407,000,000","3,914,491,000,000","3,969,730,000,000","3,955,133,000,000","4,192,353,000,000","4,272,626,000,000","4,454,216,000,000","4,531,477,000,000","4,787,999,000,000","3,770,200,000,000","3,986,207,000,000","4,087,623,000,000","4,629,202,000,000","4,791,363,000,000","5,143,918,000,000","5,941,930,755,120","5,624,681,446,020","5,445,009,550,720","5,959,427,839,890","5,783,817,281,670","5,727,569,286,450","4,811,899,689,120","4,710,552,812,630","4,705,278,308,150","4,367,956,903,300","4,329,566,920,800","4,010,299,130,580","3,741,404,764,020","3,742,332,579,120","3,650,206,554,400","3,603,734,956,400","3,476,504,886,120","3,437,411,699,320","3,410,550,634,700","3,490,509,516,890","3,534,232,748,100","3,793,293,443,520","3,701,291,804,280","3,962,346,993,050","3,917,376,553,230","4,088,039,320,820","3,993,644,162,840","3,794,769,089,070","3,689,322,501,141.36","3,467,290,832,215"
