name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"2,009,606,674","4,064,452,117","3,466,295,053","3,233,588,302","2,204,640,359","3,416,801,817","3,361,229,945","3,771,072,501","4,236,486,929","1,621,521,617","1,311,761,195","592,218,565","344,588,500","2,148,363,797"
EnterpriseValue,"2,566,606,674","4,562,452,117","3,932,295,053","3,550,588,302","2,608,340,359","3,078,701,817","3,243,429,945","3,560,372,501","3,340,486,929","1,314,892,617","1,588,761,195","1,046,590,565","831,536,500","2,618,697,340"
PeRatio,"5.288","9.168","7.463","79.234",,"20.077","17.128","8.721","11.268","5.835","94.875","8.575","2.105",
ForwardPeRatio,"11.325",,,,,,,"8.203","8.052","5.305","17.153",,,
PsRatio,"0.316","0.622","0.44","0.562","0.496","0.545","0.346","0.447","0.498","0.321","0.323","0.189","0.069","0.724"
PbRatio,"1.443","2.844","2.798","4.245","2.465","3.186","3.04","2.955","2.778","1.501","1.902","0.906","0.595","4.844"
EnterprisesValueRevenueRatio,"0.403","0.717","0.552","0.593","0.545","0.567","0.356","0.396","0.39","0.261","0.389","0.334","0.166","0.883"
EnterprisesValueEBITDARatio,"2.917","5.185","4.825","10.955","9.802","5.176","5.392","3.96","3.96","1.791","9.623","4.558","3.57","9.508"
