name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"5,628,900,000","5,581,300,000","7,791,200,000","7,719,400,000","7,138,100,000","6,439,746,000","5,302,940,000","4,319,063,000","3,641,390,000","3,173,287,000","2,791,421,000","1,964,341,000","2,025,267,000","2,291,189,000","1,998,742,000","1,552,437,000","1,257,438,000","1,049,144,000","871,451,000","777,351,000","678,195,000","583,082,000","410,913,000"
	OperatingRevenue,"4,982,600,000","4,944,000,000","7,114,900,000","6,784,100,000","5,937,800,000","5,214,544,000","4,079,777,000","3,575,037,000","2,875,739,000","3,173,287,000","2,791,421,000","1,964,341,000","2,025,267,000","2,291,189,000","1,912,552,000","1,552,437,000","1,227,487,000","728,827,000","641,824,000","592,422,000","503,301,000","583,082,000","410,913,000"
CostOfRevenue,"2,546,500,000","2,687,800,000","4,220,900,000","4,269,900,000","4,276,800,000","3,814,500,000","3,218,774,000","2,549,159,000","2,106,612,000","1,811,882,000","1,545,380,000","1,354,138,000","1,342,039,000","1,631,029,000","1,434,620,000","1,124,590,000","916,201,000","787,167,000","668,231,000","603,493,000","547,985,000","466,856,000",
GrossProfit,"3,082,400,000","2,893,500,000","3,570,300,000","3,449,500,000","2,861,300,000","2,625,246,000","2,084,166,000","1,769,904,000","1,534,778,000","1,361,405,000","1,246,041,000","610,203,000","683,228,000","660,160,000","564,122,000","427,847,000","341,237,000","261,977,000","203,220,000","173,858,000","130,210,000","116,226,000",
OperatingExpense,"1,896,000,000","1,514,200,000","1,676,000,000","1,804,000,000","1,595,800,000","1,298,823,000","985,699,000","670,992,000","560,414,000","548,725,000","616,821,000","225,109,000","219,674,000","303,536,000","-2,908,548,000","194,239,000","169,138,000","128,588,000","122,572,000","119,635,000","108,345,000","113,771,000","405,429,000"
	SellingGeneralAndAdministration,"136,200,000","150,600,000","172,700,000","166,300,000","143,200,000","138,483,000","141,468,000","109,115,000","108,059,000","95,256,000","85,773,000","99,823,000","82,804,000","80,898,000","91,815,000","91,532,000","77,740,000","54,027,000","56,097,000","45,431,000","32,201,000","35,971,000","17,589,000"
		GeneralAndAdministrativeExpense,"136,200,000","150,600,000","172,700,000","166,300,000","143,200,000","138,483,000","141,468,000","109,115,000","108,059,000",,,,,,,,,,,,,,
			OtherGandA,"136,200,000","150,600,000","172,700,000","166,300,000","143,200,000","138,483,000","141,468,000","109,115,000","108,059,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"168,500,000","176,100,000","487,300,000","497,600,000","512,100,000","492,140,000","313,082,000","216,119,000","166,876,000","153,153,000","143,226,000","125,286,000","135,818,000","166,632,000","125,040,000","99,707,000","91,398,000","74,561,000","66,475,000","74,204,000","76,144,000",,
		DepreciationAndAmortizationInIncomeStatement,"168,500,000","176,100,000","487,300,000","497,600,000","512,100,000","492,140,000","313,082,000","216,119,000","166,876,000","153,153,000","143,226,000","125,286,000","135,818,000","166,632,000","125,040,000","99,707,000","91,398,000","74,561,000","66,475,000","74,204,000","76,144,000",,
			DepreciationIncomeStatement,"76,700,000","79,900,000","196,100,000","183,100,000","167,100,000","142,051,000","109,655,000","84,291,000","73,802,000","70,427,000","67,806,000","62,196,000","68,527,000","84,338,000","65,443,000","58,565,000","62,586,000","53,948,000","41,768,000","30,698,000","26,265,000",,
			Amortization,"91,800,000","96,200,000","291,200,000","314,500,000","345,000,000","350,089,000","203,427,000","131,828,000","93,074,000","82,726,000","75,420,000","63,090,000","67,291,000","82,294,000","59,597,000","41,142,000","28,812,000","20,613,000","24,707,000","43,506,000","49,879,000",,
				AmortizationOfIntangiblesIncomeStatement,"91,800,000","96,200,000","291,200,000","314,500,000","345,000,000","350,089,000","203,427,000","131,828,000","93,074,000","82,726,000","75,420,000","63,090,000","67,291,000","82,294,000","59,597,000","41,142,000","28,812,000","20,613,000","24,707,000","43,506,000","49,879,000",,
	ProvisionForDoubtfulAccounts,,,,,,,,,,"300,316,000","387,822,000",,,,,,,,,,,,
	OtherOperatingExpenses,"1,591,300,000","1,187,500,000","1,016,000,000","1,140,100,000","940,500,000","668,200,000","531,149,000","345,758,000","285,479,000",,,,"1,052,000","56,006,000","-3,125,403,000","3,000,000",,,,,,"77,800,000","387,840,000"
OperatingIncome,"1,186,400,000","1,379,300,000","1,894,300,000","1,645,500,000","1,265,500,000","1,326,423,000","1,098,467,000","1,098,912,000","974,364,000","812,680,000","629,220,000","385,094,000","463,554,000","356,624,000","3,472,670,000","233,608,000","172,099,000","133,389,000","80,648,000","54,223,000","21,865,000","2,455,000","5,484,000"
NetNonOperatingInterestIncomeExpense,"-563,700,000","-569,000,000","-670,600,000","-564,400,000","-428,500,000","-330,184,000","-260,526,000","-305,500,000","-291,460,000","-298,585,000","-318,330,000","-144,811,000",,,,,,,,,,,
	InterestExpenseNonOperating,"357,700,000","355,600,000","450,400,000","407,800,000","302,900,000","233,075,000","169,423,000","210,174,000","198,652,000","298,585,000","318,330,000","144,811,000",,,,,,,,,,,
	TotalOtherFinanceCost,"206,000,000","213,400,000","220,200,000","156,600,000","125,600,000","97,109,000","91,103,000","95,326,000","92,808,000",,,,,,,,,,,,,,
OtherIncomeExpense,,"-71,900,000",,,,"-64,563,000",,,,,,"22,663,000","-4,105,000","-68,355,000","86,190,000",,"29,143,000","313,191,000","217,610,000","164,798,000","172,417,000",,
