name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"13,942,700,000","10,904,500,000","10,540,600,000","8,861,100,000","8,022,700,000","7,228,200,000","6,415,500,000","5,378,990,000","4,502,299,000","4,069,832,000","3,796,007,000","3,963,161,000","4,668,553,000","4,469,802,000","3,594,173,000","3,532,801,000","3,137,181,000","2,690,314,000","1,946,576,000","1,762,695,000","1,279,337,000","1,184,200,000","975,700,000","523,000,000","236,000,000"
	CurrentAssets,"5,334,100,000","5,095,200,000","5,026,500,000","4,421,500,000","4,408,100,000","3,867,700,000","3,346,600,000","2,773,083,000","2,192,600,000","2,008,443,000","1,743,464,000","2,006,510,000","2,301,609,000","2,286,689,000","1,879,645,000","1,764,136,000","1,588,665,000","1,328,748,000","921,516,000","951,616,000","679,332,000","590,700,000","533,300,000","302,300,000","141,600,000"
		CashCashEquivalentsAndShortTermInvestments,"28,100,000","39,400,000","45,700,000","24,000,000","62,400,000","36,300,000","49,800,000","43,753,000","29,116,000","16,621,000","13,769,000","20,109,000","10,895,000","13,147,000","9,424,000","11,061,000","13,845,000","8,069,000","5,416,000","7,413,000","19,847,000","38,500,000","96,000,000","69,600,000","5,200,000"
			CashAndCashEquivalents,"28,100,000","39,400,000","45,700,000","24,000,000","62,400,000","36,300,000","49,800,000","43,753,000","29,116,000","16,621,000","13,769,000","20,109,000","10,895,000","13,147,000","9,424,000","11,061,000","13,845,000","8,069,000","5,416,000","7,413,000","19,847,000","38,500,000","96,000,000","69,600,000","5,200,000"
		Receivables,"960,300,000","929,100,000","954,900,000","879,000,000","782,300,000","701,400,000","606,200,000","552,868,000","444,673,000","397,255,000","322,598,000","294,567,000","449,278,000","469,516,000","412,861,000","382,098,000","347,802,000","319,625,000","258,266,000","190,792,000","140,473,000","125,500,000","92,600,000","52,000,000","27,300,000"
			AccountsReceivable,"960,300,000","929,100,000","954,900,000","879,000,000","782,300,000","701,400,000","606,200,000","552,868,000","444,673,000","397,255,000","322,598,000","294,567,000","449,278,000","469,516,000","412,861,000","382,098,000","347,802,000","319,625,000","258,266,000",,,,,,
				GrossAccountsReceivable,"966,000,000","934,500,000","960,400,000","883,500,000","786,500,000","704,900,000","609,600,000","555,787,000","446,929,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,700,000","-5,400,000","-5,500,000","-4,500,000","-4,200,000","-3,500,000","-3,400,000","-2,919,000","-2,256,000",,,,,,,,,,,,,,,,
		Inventory,"4,260,700,000","4,040,100,000","3,944,100,000","3,408,200,000","3,463,500,000","2,819,200,000","2,538,300,000","1,991,167,000","1,605,280,000","1,524,226,000","1,306,532,000","1,593,267,000","1,688,286,000","1,519,506,000","1,224,443,000","1,326,553,000","1,183,868,000","973,185,000","641,400,000","737,942,000","508,289,000","410,300,000","324,300,000","168,900,000","101,600,000"
			RawMaterials,"227,000,000","233,600,000","258,200,000","194,100,000","203,500,000","386,800,000","224,100,000","85,333,000","81,575,000","80,276,000","78,934,000","82,066,000","83,886,000","78,611,000",,,,,,,,,,,
