name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"4,966,530,664","5,525,562,011","6,019,926,602","5,442,915,265","3,973,296,216","3,657,160,318","3,974,833,835","4,024,601,484","3,171,498,988","3,124,307,495","2,958,628,839","2,278,483,889","1,929,139,969","2,646,580,604","2,176,035,710","2,540,798,556","2,151,267,054","2,401,821,914","1,659,413,970","1,916,546,084","2,458,942,956","1,914,297,750","1,124,209,011","947,041,444","691,473,462","434,158,920"
EnterpriseValue,"4,432,887,664","5,140,523,011","5,537,517,602","5,072,498,265","3,645,367,216","3,270,865,318","3,527,079,835","3,680,487,484","2,836,336,988","2,788,424,495","2,607,966,839","1,989,822,889","1,693,519,969","2,357,903,604","1,952,708,710","2,360,108,556","1,924,659,054","2,207,148,914","1,505,535,970","1,766,035,084","2,312,488,956","1,790,697,750","1,077,909,011","921,241,444","671,973,462","442,758,920"
PeRatio,"18.461","35.283","82.509","51.395","46","34.566","34.544","58.218","35.356","28.833","27.275","133.863","22.766","25.25","32.047","45.786","46.186","74.242","55.068","55.088","47.625","43.466","31.023","29","27.585",
ForwardPeRatio,,,"25.907","34.13",,"21.231",,"33.333","23.256","22.321","23.81",,,,,,,,,,,,,,,
PegRatio,,,,,,"1.063",,"2.224","1.552","1.595","1.702",,,,,,,,,,,,,,,
PsRatio,"3.721","4.189","4.471","4.292","3.211","3.019","3.266","3.411","2.775","3.143","3.407","3.396","2.361","3.648","3.469","4.736","4.352","5.832","4.441","5.216","6.658","6.058","4.244","4.052","3.501",
PbRatio,"3.88","4.755","5.03","4.685","3.596","3.451","3.656","4.06","3.377","3.788","3.974","3.482","2.903","4.003","3.87","5.248","4.422","5.465","4.294","5.234","8.169","7.531","5.505","5.853","5.445","4.714"
EnterprisesValueRevenueRatio,"3.28","3.799","4.074","3.934","2.968","2.669","2.836","3.139","2.48","2.723","2.987","2.941","2.064","3.185","2.957","4.127","3.744","5.182","3.853","4.584","5.638","5.433","3.931","3.824","3.348","2.687"
EnterprisesValueEBITDARatio,"20.991","23.234","22.737","23.218","18.877","15.538","16.375","22.269","15.55","17.148","15.693","23.438","12.75","17.001","16.019","22.106","21.8","33.892","24.639","27.067","24.93","23.562","16.686","15.721","14.451","13.217"
