name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"39,824,496,000","35,408,629,000","34,527,512,000","32,990,836,000","31,475,934,000","30,075,113,000","21,199,091,000","21,283,652,000","20,881,493,000","20,806,659,000","18,466,063,000","16,745,662,000","16,212,107,000","15,729,697,000","14,639,392,000","13,258,740,000","12,559,908,000","12,231,890,000","11,864,991,000","10,691,617,000","9,717,100,000","9,605,800,000","8,951,100,000","8,055,600,000","7,384,000,000","6,333,300,000","6,101,000,000","5,413,800,000","5,465,900,000","4,824,700,000"
	CashCashEquivalentsAndFederalFundsSold,"376,719,000","327,440,000","336,150,000","539,741,000","534,086,000","604,182,000","533,599,000","639,730,000","590,801,000","858,568,000","1,203,502,000","767,991,000","1,059,997,000","1,359,581,000","1,258,940,000","1,063,426,000","1,084,573,000","1,435,227,000","1,260,896,000","1,187,312,000","1,065,000,000","735,700,000","588,600,000","593,000,000","489,000,000","462,500,000","412,900,000","476,300,000","404,500,000","499,900,000"
		CashAndCashEquivalents,"376,719,000","327,440,000","336,150,000","539,741,000","534,086,000","604,182,000","533,599,000","639,730,000","590,801,000","858,568,000","1,203,502,000","593,375,000","793,788,000","1,010,984,000","777,928,000","679,683,000","790,168,000","811,657,000","758,987,000","755,930,000","591,600,000","503,000,000","506,800,000","437,000,000","448,600,000","455,700,000","392,900,000","366,300,000","402,600,000","388,900,000"
			CashFinancial,"376,719,000","327,440,000","336,150,000","539,741,000","534,086,000","604,182,000","533,599,000","639,730,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,"398,390,000","723,260,000",,,,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,,,,,,,,,"590,801,000","460,178,000","480,242,000","593,375,000","793,788,000","1,010,984,000","777,928,000","679,683,000","790,168,000","811,657,000","758,987,000","755,930,000","591,600,000","503,000,000","506,800,000","437,000,000","448,600,000","455,700,000","392,900,000","366,300,000","402,600,000","388,900,000"
		MoneyMarketInvestments,,,,,,,,,,,,"174,616,000","266,209,000","348,597,000","481,012,000","383,743,000","294,405,000","623,570,000","501,909,000","431,382,000","473,400,000","232,700,000","81,800,000","156,000,000","40,400,000","6,800,000","20,000,000","110,000,000","1,900,000","111,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,"174,616,000","266,209,000","348,597,000","481,012,000","383,743,000","294,405,000","623,570,000","501,909,000","431,382,000","473,400,000","232,700,000","81,800,000","156,000,000","40,400,000","6,800,000","20,000,000","110,000,000","1,900,000","111,000,000"
	CustomerAcceptances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,400,000","51,400,000"
	OtherRealEstateOwned,"46,591,000","48,030,000","51,097,000","61,231,000","65,559,000","93,436,000","83,979,000","146,090,000","198,998,000","165,590,000","134,381,000",,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"8,280,847,000","7,631,768,000","8,568,183,000","8,879,272,000","8,924,680,000","8,897,354,000","6,247,934,000","5,670,750,000","4,493,220,000","4,512,608,000","2,932,765,000","3,271,650,000","3,236,835,000","3,221,048,000","2,929,516,000","2,125,524,000","2,469,447,000","2,539,236,000","2,791,296,000","1,816,720,000","1,371,900,000","2,160,300,000","2,483,300,000","2,138,800,000","1,983,100,000","1,459,000,000","1,814,800,000","1,488,700,000","1,686,700,000","1,441,300,000"
		AvailableForSaleSecurities,"82,333,000","92,599,000","7,180,180,000","7,006,580,000","6,861,293,000","7,171,917,000","5,387,703,000","5,226,228,000","4,056,423,000","4,510,076,000","2,932,765,000","3,271,650,000","3,236,835,000","3,221,048,000","2,929,516,000","2,125,524,000","2,469,447,000","2,539,236,000","2,791,296,000","1,816,720,000","1,371,900,000","2,160,300,000","2,483,300,000","2,138,800,000","1,983,100,000","1,459,000,000","1,814,800,000","1,488,700,000","1,686,700,000","1,441,300,000"
		HeldToMaturitySecurities,"30,996,000","2,184,653,000","76,000","98,000","255,000","518,000","907,000","1,342,000","1,822,000","2,532,000",,,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"8,167,518,000","5,354,516,000","8,568,107,000","8,879,174,000","8,924,425,000","8,896,836,000","6,247,027,000","5,669,408,000","434,975,000",,,,,,,,,,,,,,,,,,,,,
	NetLoan,"28,724,224,000","25,345,069,000","23,426,111,000","21,593,484,000","20,093,540,000","18,628,695,000","12,947,601,000","13,152,665,000","13,766,184,000","13,349,197,000","12,713,118,000","11,561,716,000","10,826,930,000","10,107,547,000","9,514,147,000","9,223,555,000","8,207,241,000","7,507,730,000","7,089,090,000","7,007,037,000","6,652,300,000","6,099,500,000","5,361,400,000","4,849,100,000","4,502,200,000","4,076,100,000","3,514,900,000","3,149,500,000","3,070,100,000","2,621,400,000"
		GrossLoan,"28,949,365,000","25,568,781,000","23,648,004,000","21,812,279,000","20,299,756,000","18,833,161,000","13,180,995,000","13,471,683,000","14,036,328,000","13,576,962,000","12,885,400,000","11,719,285,000","10,963,904,000","10,239,551,000","9,642,994,000","9,354,387,000","8,326,598,000","7,620,263,000","7,196,177,000","7,109,692,000","6,751,000,000","6,195,600,000","5,445,800,000","4,930,500,000","4,580,700,000","4,148,100,000","3,584,900,000","3,207,900,000","3,123,800,000","2,665,900,000"
			LoansHeldForSale,"67,869,000","45,505,000","51,179,000","74,401,000","59,766,000","63,696,000","47,271,000","86,333,000","92,539,000","88,933,000","67,381,000",,,,,,,,,,,,,,,,,,,
			CommercialLoan,"4,713,885,000","4,235,154,000","3,935,441,000","3,747,581,000","3,431,758,000","2,945,016,000","1,656,377,000","2,182,486,000","7,866,572,000",,,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,"1,780,404,000","1,713,781,000","1,563,363,000","1,447,910,000","1,222,094,000","1,120,468,000","387,303,000","416,606,000","3,643,640,000",,,,,,,,,,,,,,,,,,,,,
			MortgageLoan,"21,828,491,000","18,967,765,000","18,098,021,000","16,542,387,000","15,586,138,000","14,703,981,000","11,090,044,000","8,977,023,000","2,433,577,000",,,,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,"558,716,000","606,576,000","23,596,825,000","21,737,878,000","20,239,990,000","18,769,465,000","13,133,724,000","1,809,235,000",,"13,488,029,000","12,818,019,000","11,719,285,000","10,963,904,000","10,239,551,000","9,642,994,000","9,354,387,000","8,326,598,000","7,620,263,000","7,196,177,000","7,109,692,000","6,751,000,000","6,195,600,000","5,445,800,000","4,930,500,000","4,580,700,000","4,148,100,000","3,584,900,000","3,207,900,000","3,123,800,000","2,665,900,000"
		AllowanceForLoansAndLeaseLosses,"225,141,000","223,712,000","221,893,000","218,795,000","206,216,000","204,466,000","233,394,000","319,018,000","270,144,000","227,765,000","172,282,000","157,569,000","136,974,000","132,004,000","128,847,000","130,832,000","119,357,000","112,533,000","107,087,000","102,655,000","98,700,000","96,100,000","84,400,000","81,400,000","78,500,000","72,000,000","70,000,000","58,400,000","53,700,000","44,500,000"
	Receivables,"123,154,000","109,903,000","95,249,000","79,839,000","70,036,000","57,254,000","48,390,000","47,666,000","581,727,000","623,261,000","249,842,000",,,,,,,,,,,,,,,,,,,
		AccountsReceivable,,,,,,,,,"539,511,000",,,,,,,,,,,,,,,,,,,,,
		OtherReceivables,"123,154,000","109,903,000","95,249,000","79,839,000","70,036,000","57,254,000","48,390,000","47,666,000","42,216,000",,,,,,,,,,,,,,,,,,,,,
	NetPPE,"1,244,396,000","1,204,179,000","1,138,431,000","1,133,044,000","1,135,829,000","1,125,081,000","876,522,000","882,768,000","854,476,000","842,745,000","837,082,000","798,909,000","757,694,000","702,926,000","639,469,000","568,365,000","539,616,000","507,267,000","483,084,000","444,731,000","397,400,000","367,100,000","278,500,000","229,500,000","208,200,000","188,800,000","184,900,000","156,300,000","163,100,000","145,000,000"
		GrossPPE,"2,159,367,000","2,096,239,000","1,938,756,000","1,859,822,000","1,810,954,000","1,785,582,000","1,474,118,000","1,432,662,000","1,350,929,000","1,327,819,000","1,277,544,000",,,,,,,,,,,,,,,,,,,
			LandAndImprovements,"335,093,000","306,734,000","290,990,000","285,612,000","279,932,000","295,090,000","204,259,000","202,168,000","193,663,000","189,811,000","183,319,000",,,,,,,,,,,,,,,,,,,
			BuildingsAndImprovements,"1,228,588,000","1,228,582,000","1,158,699,000","1,130,650,000","1,089,644,000","1,045,718,000","875,511,000","840,149,000",,,,,,,,,,,,,,,,,,,,,,
			MachineryFurnitureEquipment,"595,686,000","560,923,000","489,067,000","443,560,000","441,378,000","444,774,000","394,348,000","390,345,000","353,664,000","371,138,000","353,828,000",,,,,,,,,,,,,,,,,,,
			Leases,,,,,,,,,"803,602,000","766,870,000","740,397,000",,,,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-914,971,000","-892,060,000","-800,325,000","-726,778,000","-675,125,000","-660,501,000","-597,596,000","-549,894,000","-496,453,000","-485,074,000","-440,462,000",,,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"417,674,000","308,645,000","223,697,000","228,641,000","230,759,000","246,383,000","103,872,000","106,181,000","109,657,000","112,522,000","108,986,000","106,435,000","108,483,000","110,625,000","113,053,000","114,672,000",,,,,,,,,,,,,,
		Goodwill,"349,398,000","236,347,000","150,601,000","150,601,000","139,773,000","139,773,000","102,625,000","102,625,000","102,625,000","102,625,000","102,625,000",,,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"68,276,000","72,298,000","73,096,000","78,040,000","90,986,000","106,610,000","1,247,000","3,556,000","7,032,000","9,897,000","6,361,000",,,,,,,,,,,,,,,,,,,
	OtherAssets,"610,891,000","433,595,000","688,594,000","475,584,000","421,445,000","422,728,000","357,194,000","637,802,000","286,430,000","342,168,000","286,387,000","238,961,000","222,168,000","227,970,000","184,267,000","163,198,000","259,031,000","242,430,000","240,625,000","235,817,000","230,500,000","243,200,000","239,300,000","245,200,000","201,500,000","146,900,000","173,500,000","143,000,000","89,100,000","65,700,000"
TotalLiabilitiesNetMinorityInterest,"36,238,312,000","31,919,675,000","31,193,448,000","29,978,409,000","28,603,825,000","27,387,519,000","19,122,416,000","19,419,645,000","19,020,365,000","19,073,697,000","16,906,948,000","15,302,287,000","14,770,899,000","14,418,878,000","13,458,333,000","12,172,430,000","11,530,603,000","11,264,599,000","10,979,948,000","9,880,889,000","8,988,300,000","8,945,100,000","8,349,500,000","7,440,100,000","6,863,200,000","5,883,900,000","5,711,900,000","5,080,000,000","5,182,700,000","4,568,700,000"
	TotalDeposits,"34,431,236,000","30,672,460,000","29,266,275,000","28,161,343,000","26,930,755,000","25,678,577,000","17,874,066,000","18,086,025,000","17,577,274,000","17,635,266,000","15,337,567,000","13,713,763,000","12,928,544,000","12,743,324,000","12,173,858,000","11,350,798,000","10,711,332,000","10,439,620,000","9,961,605,000","8,971,868,000","8,173,600,000","8,112,400,000","7,579,600,000","6,954,100,000","6,388,000,000","5,517,600,000","5,358,200,000","4,816,600,000","4,824,500,000","4,281,600,000"
		InterestBearingDepositsLiabilities,"21,504,440,000","18,789,790,000","18,028,900,000","18,030,794,000","17,656,285,000","17,591,793,000","12,632,249,000","13,200,325,000","13,245,568,000","13,658,900,000","12,122,153,000","11,060,865,000","10,409,288,000","10,060,327,000","9,557,681,000","8,907,739,000","8,532,435,000","8,582,044,000","8,311,504,000","7,597,988,000","6,830,200,000","6,815,700,000","6,448,100,000","5,866,600,000","5,444,600,000","4,659,100,000","4,574,200,000","4,084,900,000","4,197,100,000","3,632,600,000"
			CustomerAccounts,"21,504,440,000","18,789,790,000","18,028,900,000","18,030,794,000","17,656,285,000","17,591,793,000","12,632,249,000","13,200,325,000","13,245,568,000","13,658,900,000","12,122,153,000","11,060,865,000","10,409,288,000","10,060,327,000","9,557,681,000","8,907,739,000","8,532,435,000","8,582,044,000","8,311,504,000","7,597,988,000","6,830,200,000","6,815,700,000","6,448,100,000","5,866,600,000","5,444,600,000","4,659,100,000","4,574,200,000","4,084,900,000","4,197,100,000","3,632,600,000"
		NonInterestBearingDeposits,"12,926,796,000","11,882,670,000","11,237,375,000","10,130,549,000","9,274,470,000","8,086,784,000","5,241,817,000","4,885,700,000","4,331,706,000","3,976,366,000","3,215,414,000","2,652,898,000","2,519,256,000","2,682,997,000","2,616,177,000","2,443,059,000","2,178,897,000","1,857,576,000","1,650,101,000","1,373,880,000","1,343,400,000","1,296,700,000","1,131,500,000","1,087,500,000","943,400,000","858,500,000","784,000,000","731,700,000","627,400,000","649,000,000"
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"442,956,000","543,936,000","588,722,000","593,323,000","594,733,000","296,977,000","99,511,000","114,458,000",,,,,,,,,,,,,,,,,,,,,,
		FederalFundsPurchased,,"0","2,551,000","2,551,000","2,551,000","2,551,000","2,551,000","2,551,000",,,,,,,,,,,,,,,,,,,,,,
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"442,956,000","543,936,000","586,171,000","590,772,000","592,182,000","294,426,000","96,960,000","111,907,000",,,,,,,,,,,,,,,,,,,,,,
	PayablesAndAccruedExpenses,"112,395,000","105,618,000","101,342,000","97,008,000","126,453,000","116,535,000","109,378,000","101,641,000",,,,,,,,,,,,,,,,,,,,,,
		Payables,"112,395,000","105,618,000","101,342,000","97,008,000","126,453,000","116,535,000","109,378,000","101,641,000",,,,,,,,,,,,,,,,,,,,,,
			OtherPayable,"112,395,000","105,618,000","101,342,000","97,008,000","126,453,000","116,535,000","109,378,000","101,641,000",,,,,,,,,,,,,,,,,,,,,,
	CurrentDebtAndCapitalLeaseObligation,,"28,351,000","90,085,000","10,164,000",,"490,258,000","411,907,000","454,047,000","615,222,000","546,597,000","642,405,000","647,028,000","1,305,287,000","1,150,847,000","779,028,000","447,686,000","430,191,000","462,627,000","611,390,000","632,372,000","568,300,000","568,100,000","593,800,000","392,000,000","376,500,000","290,900,000","236,500,000","190,300,000","272,000,000","182,200,000"
		CurrentDebt,,"28,351,000","90,085,000","10,164,000",,"490,258,000","411,907,000","454,047,000","615,222,000","546,597,000","642,405,000","647,028,000","1,305,287,000","1,150,847,000","779,028,000","447,686,000","430,191,000","462,627,000","611,390,000","632,372,000","568,300,000","568,100,000","593,800,000","392,000,000","376,500,000","290,900,000","236,500,000","190,300,000","272,000,000","182,200,000"
			CurrentNotesPayable,,,,"0",,"410,258,000","411,907,000","399,047,000",,,,,,,,,,,,,,,,,,,,,,
			OtherCurrentBorrowings,,"28,351,000","90,085,000","10,164,000",,"80,000,000",,"55,000,000","615,222,000","546,597,000","642,405,000","647,028,000","1,305,287,000","1,150,847,000","779,028,000","447,686,000","430,191,000","462,627,000","611,390,000","632,372,000","568,300,000","568,100,000","593,800,000","392,000,000","376,500,000","290,900,000","236,500,000","190,300,000","272,000,000","182,200,000"
	LongTermDebtAndCapitalLeaseObligation,"883,915,000","319,867,000","885,240,000","832,942,000","704,155,000","551,269,000","510,769,000","444,921,000","687,599,000","809,949,000","797,366,000","733,132,000","404,392,000","401,198,000","408,987,000","285,943,000","289,277,000","253,409,000","284,009,000","154,332,000","155,700,000","158,800,000","10,900,000","6,900,000","23,000,000","34,500,000","60,300,000","17,500,000","19,000,000","30,600,000"
		LongTermDebt,"883,915,000","306,707,000","877,445,000","827,241,000","694,929,000","548,119,000","504,254,000","434,901,000","687,599,000","809,949,000","797,366,000","733,132,000","404,392,000","401,198,000","408,987,000","285,943,000","289,277,000","253,409,000","284,009,000","154,332,000","155,700,000","158,800,000","10,900,000","6,900,000","23,000,000","34,500,000","60,300,000","17,500,000","19,000,000","30,600,000"
			AdvanceFromFederalHomeLoanBanks,"572,185,000","165,205,000","745,221,000","660,237,000","520,252,000","170,268,000","250,283,000","180,299,000",,,,,,,,,,,,,,,,,,,,,,
		LongTermCapitalLeaseObligation,,"13,160,000","7,795,000","5,701,000","9,226,000","3,150,000","6,515,000","10,020,000",,,,,,,,,,,,,,,,,,,,,,
	OtherLiabilities,"367,810,000","249,443,000","261,784,000","283,629,000","247,729,000","253,903,000","116,785,000","218,553,000","140,270,000","81,885,000","129,610,000","208,364,000","132,676,000","123,509,000","96,460,000","88,003,000","99,803,000","108,943,000","122,944,000","122,317,000","90,700,000","105,800,000","165,200,000","87,100,000","75,700,000","40,900,000","56,900,000","55,600,000","67,200,000","74,300,000"
TotalEquityGrossMinorityInterest,"3,586,184,000","3,488,954,000","3,334,064,000","3,012,427,000","2,872,109,000","2,687,594,000","2,076,675,000","1,864,007,000","1,861,128,000","1,732,962,000","1,559,115,000","1,443,375,000","1,441,208,000","1,310,819,000","1,181,059,000","1,086,310,000","1,029,305,000","967,291,000","885,043,000","810,728,000","728,800,000","660,700,000","601,600,000","615,500,000","520,800,000","449,400,000","389,100,000","333,800,000","283,200,000","256,000,000"
	StockholdersEquity,"3,586,184,000","3,488,954,000","3,334,064,000","3,012,427,000","2,872,109,000","2,687,594,000","2,076,675,000","1,864,007,000","1,861,128,000","1,732,962,000","1,559,115,000","1,443,375,000","1,441,208,000","1,310,819,000","1,181,059,000","1,086,310,000","1,029,305,000","967,291,000","885,043,000","810,728,000","728,800,000","660,700,000","601,600,000","615,500,000","520,800,000","449,400,000","389,100,000","333,800,000","283,200,000","256,000,000"
		CapitalStock,"10,629,000","11,628,000","12,010,000","12,010,000","12,010,000","12,010,000","9,619,000","9,621,000","10,284,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,437,000","10,472,000","10,483,000","10,522,000","10,600,000",,,,,,,,,
			PreferredStock,"0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"10,629,000","11,628,000","12,010,000","12,010,000","12,010,000","12,010,000","9,619,000","9,621,000","10,284,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,435,000","10,437,000","10,472,000","10,483,000","10,522,000","10,600,000",,,,,,,,,
		RetainedEarnings,"3,658,197,000","3,218,551,000","2,785,430,000","2,476,691,000","2,265,621,000","2,069,647,000","1,948,558,000","1,792,726,000","1,773,652,000","1,615,290,000","1,429,863,000","1,326,054,000","1,246,473,000","1,148,372,000","1,029,005,000","927,621,000","864,470,000","804,397,000","723,122,000","650,148,000","567,800,000","497,300,000","437,800,000","453,600,000","403,200,000","356,600,000","317,600,000","268,700,000","223,000,000","198,500,000"
