name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
MarketCap,"3,018,610,281","2,326,192,118","2,257,427,903","2,289,211,474","1,947,284,994","1,459,305,162","1,180,177,962","1,352,626,770","1,156,034,716","1,081,633,562","946,350,225","905,219,081","782,342,458","671,837,372","713,145,725","461,311,554"
EnterpriseValue,"2,990,131,281","2,242,528,118","2,182,331,903","2,211,080,474","1,844,410,994","1,384,216,162","1,115,433,962","1,272,956,770","1,099,375,716","999,886,562","849,666,225","811,789,081","706,786,458","621,085,372","636,611,725","468,758,554"
PeRatio,"61.099","36.549","44.588","45.916","43.981","43.955","34.086","50.283","45.339","44.25","37.815","30.552","28.772","25.839","29.839","21.101"
ForwardPeRatio,"54.348","38.023","36.9","38.911","37.313","29.851","24.691","29.674","28.902","31.153","27.248","27.855","27.397","25","26.596",
PsRatio,"9.011","7.049","7.954","8.588","8.219","6.694","5.563","6.773","6.086","5.908","6.062","5.977","5.495","4.984","4.636","3.239"
PbRatio,"7.521","5.731","5.788","7.435","6.763","5.529","4.576","5.467","4.842","4.541","4.085","4.016","3.614","3.196","3.398","3.553"
EnterprisesValueRevenueRatio,"8.882","26.847","20.754","28.229","25.415","18.426","22.635","20.253","19.149","19.02","19.555","16.133","14.733","13.792","18.611","13.444"
