name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"4,389,000,000","1,088,000,000","1,149,000,000","1,097,000,000","1,055,000,000","1,065,000,000","1,011,000,000","1,019,000,000","1,061,000,000","1,042,000,000","1,069,000,000","1,037,000,000","1,048,000,000","1,043,000,000","1,119,000,000","1,099,000,000","1,100,000,000","1,056,000,000","1,676,500,000","1,640,700,000","1,704,000,000","1,709,000,000","1,859,000,000","1,674,000,000","1,447,000,000","1,405,000,000","1,365,000,000","1,290,000,000","1,258,000,000","1,246,000,000","1,266,000,000","1,199,000,000","1,181,016,000","1,168,316,000","1,177,383,000","1,150,689,000","1,120,107,000","1,081,418,000","1,068,935,000","1,017,733,000","928,550,000","905,031,000","923,682,000","856,198,000","814,312,000","846,074,000","900,060,000","869,108,000","842,509,000","800,703,000","768,203,000","686,360,000","613,350,000","562,701,000","489,765,000","402,503,000","361,631,000","322,201,000","292,166,000","261,231,000","261,381,000","268,891,000","255,686,000","235,872,000","309,984,000","213,859,000","201,855,000","156,668,000","143,862,000","144,719,000","155,279,000","155,826,000","149,015,000","145,066,000","125,900,000","175,020,000","173,856,000","169,794,000","160,024,000","147,226,000","137,091,000","126,499,000","150,601,000","149,000,000","131,400,000","118,900,000","130,200,000","108,600,000","108,300,000","100,800,000","97,000,000","95,400,000","84,800,000","70,200,000","68,600,000","55,400,000","48,100,000","43,500,000","41,900,000","34,000,000","29,100,000","26,400,000","23,500,000","23,500,000","18,400,000","16,000,000","15,300,000","15,300,000","15,300,000","15,300,000"
	OperatingRevenue,"4,389,000,000","1,088,000,000","1,149,000,000","1,097,000,000","1,055,000,000","1,065,000,000","1,011,000,000","1,019,000,000","1,061,000,000","1,042,000,000","1,069,000,000","1,037,000,000","1,048,000,000","1,043,000,000","1,119,000,000","1,099,000,000","1,100,000,000","1,056,000,000","1,676,500,000","1,640,700,000","1,704,000,000","1,709,000,000","1,859,000,000","1,674,000,000","1,447,000,000","1,405,000,000","1,365,000,000","1,290,000,000","1,258,000,000","1,246,000,000","1,266,000,000","1,199,000,000","1,181,016,000","1,168,316,000","1,177,383,000","1,150,689,000","1,120,107,000","1,081,418,000","1,068,935,000","1,017,733,000","928,550,000","905,031,000","923,682,000","856,198,000","814,312,000","846,074,000","900,060,000","869,108,000","842,509,000","800,703,000","768,203,000","686,360,000","613,350,000","562,701,000","489,765,000","402,503,000","361,631,000","322,201,000","292,166,000","261,231,000","261,381,000","268,891,000","255,686,000","235,872,000","309,984,000","213,859,000","201,855,000","156,668,000","143,862,000","144,719,000","155,279,000","155,826,000","149,015,000","145,066,000","125,900,000","175,020,000","173,856,000","169,794,000","160,024,000","147,226,000","137,091,000","126,499,000","150,601,000","149,000,000","131,400,000","118,900,000","130,200,000","108,600,000","108,300,000","100,800,000","97,000,000","95,400,000","84,800,000","70,200,000","68,600,000","55,400,000","48,100,000","43,500,000","41,900,000","34,000,000","29,100,000","26,400,000","23,500,000","23,500,000","18,400,000","16,000,000","15,300,000","15,300,000","15,300,000","15,300,000"
CostOfRevenue,"1,215,000,000","305,000,000","310,000,000","302,000,000","298,000,000","300,000,000","282,000,000","288,000,000","327,000,000","307,000,000","325,000,000","304,000,000","310,000,000","300,000,000","330,000,000","320,000,000","323,000,000","306,000,000","490,400,000","435,100,000","717,000,000","710,000,000","1,367,000,000","449,000,000","537,000,000","518,000,000","578,000,000","509,000,000","486,000,000","468,000,000","909,000,000","281,000,000","433,325,000","421,271,000","405,557,000","398,973,000","391,578,000","364,769,000","355,649,000","339,906,000","318,144,000","188,867,000","336,933,000","304,923,000","169,600,000","193,341,000","328,181,000","329,130,000","310,031,000","202,571,000","491,597,000","173,440,000","235,838,000","150,678,000","311,998,000","109,773,000","136,845,000","125,554,000","135,975,000","76,982,000","116,098,000","73,359,000","209,629,000","65,216,000","155,594,000","56,074,000","150,431,000","36,900,000","34,125,000","36,546,000","40,809,000","40,410,000","43,280,000","40,208,000","34,695,000","50,704,000","51,182,000","48,672,000","43,369,000","40,885,000","39,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"3,175,000,000","783,000,000","840,000,000","795,000,000","757,000,000","765,000,000","728,000,000","730,000,000","734,000,000","736,000,000","744,000,000","733,000,000","738,000,000","743,000,000","790,000,000","779,000,000","777,000,000","750,000,000","1,186,100,000","1,205,600,000","987,000,000","999,000,000","492,000,000","1,225,000,000","910,000,000","887,000,000","787,000,000","781,000,000","772,000,000","778,000,000","357,000,000","918,000,000","747,691,000","747,045,000","771,826,000","751,716,000","728,529,000","716,649,000","713,286,000","677,827,000","610,406,000","716,164,000","586,749,000","551,275,000","644,712,000","652,733,000","571,879,000","539,978,000","532,478,000","598,132,000","276,606,000","512,920,000","377,512,000","412,023,000","177,767,000","292,730,000","224,786,000","196,647,000","156,191,000","184,249,000","145,283,000","195,532,000","46,057,000","170,656,000","154,390,000","157,785,000","51,424,000","119,768,000","109,737,000","108,173,000","114,470,000","115,416,000","105,735,000","104,858,000","91,205,000","124,316,000","122,674,000","121,122,000","116,655,000","106,341,000","97,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"2,770,000,000","694,000,000","725,000,000","663,000,000","692,000,000","646,000,000","727,000,000","563,000,000","591,000,000","614,000,000","628,000,000","608,000,000","646,000,000","622,000,000","733,000,000","672,000,000","680,000,000","645,000,000","1,072,000,000","978,600,000","764,000,000","772,000,000","269,000,000","986,000,000","686,000,000","651,000,000","640,000,000","585,000,000","572,000,000","540,000,000","92,000,000","655,000,000","469,573,000","451,615,000","438,945,000","430,920,000","435,815,000","406,019,000","431,857,000","411,565,000","354,474,000","475,508,000","361,911,000","334,654,000","434,405,000","439,784,000","325,334,000","332,203,000","328,972,000","390,854,000","122,699,000","318,832,000","217,515,000","257,089,000","56,566,000","180,174,000","125,349,000","109,479,000","-11,880,000","126,048,000","86,721,000","156,628,000","-12,834,000","101,799,000","68,855,000","95,718,000","10,893,000","75,001,000","69,417,000","73,489,000","172,652,000","93,107,000","83,593,000","82,399,000","122,003,000","95,706,000","97,617,000","91,936,000","69,708,000","200,488,000","87,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,"717,000,000","721,000,000",,,"622,000,000","604,000,000","592,000,000","547,000,000","533,000,000","503,000,000","585,000,000","450,000,000","451,913,000","434,877,000","432,992,000","425,182,000","410,022,000","387,942,000","433,031,000","378,775,000","332,216,000","309,506,000","342,701,000","319,421,000","287,564,000","293,523,000","263,896,000","332,203,000","326,793,000","279,427,000","372,923,000","231,940,000","205,605,000","178,799,000","216,058,000","117,916,000","130,099,000","110,893,000","85,562,000","75,078,000","86,721,000","69,720,000","74,777,000","59,598,000","106,301,000","58,309,000","69,081,000","42,735,000","41,450,000","42,602,000","63,617,000","44,327,000","41,395,000","41,191,000","39,524,000","53,617,000","60,154,000","53,039,000","27,040,000","58,483,000","50,611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,"406,000,000","407,000,000",,,"310,000,000","308,000,000","301,000,000","282,000,000","259,000,000","257,000,000","333,000,000","218,000,000","232,671,000","224,150,000","222,624,000","219,031,000","204,186,000","193,582,000","223,034,000","185,799,000","164,735,000","142,269,000","167,715,000","157,708,000","130,745,000","130,274,000","263,896,000","332,203,000","326,793,000","279,427,000","372,923,000","231,940,000","205,605,000","178,799,000","216,058,000","117,916,000","130,099,000","110,893,000","85,562,000","75,078,000","86,721,000","69,720,000","74,777,000","59,598,000","106,301,000","58,309,000","69,081,000","42,735,000","41,450,000","42,602,000","63,617,000","44,327,000","41,395,000","41,191,000","39,524,000","53,617,000","60,154,000","53,039,000","27,040,000","58,483,000","50,611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,"406,000,000","407,000,000",,,"310,000,000","308,000,000","301,000,000","282,000,000","259,000,000","257,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,"311,000,000","314,000,000",,,"312,000,000","296,000,000","291,000,000","265,000,000","274,000,000","246,000,000","252,000,000","232,000,000","219,242,000","210,727,000","210,368,000","206,151,000","205,836,000","194,360,000","209,997,000","192,976,000","167,481,000","167,237,000","174,986,000","161,713,000","156,819,000","163,249,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"1,137,000,000","296,000,000","303,000,000","270,000,000","271,000,000","263,000,000","210,000,000","203,000,000","210,000,000","207,000,000","213,000,000","216,000,000","224,000,000","219,000,000","241,000,000","235,000,000","236,000,000","217,000,000","320,800,000","323,100,000",,,,"309,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"1,137,000,000","296,000,000","303,000,000","270,000,000","271,000,000","263,000,000","210,000,000","203,000,000","210,000,000","207,000,000","213,000,000","216,000,000","224,000,000","219,000,000","241,000,000","235,000,000","236,000,000","217,000,000","320,800,000","323,100,000",,,,"309,000,000",,,,,,,,"206,000,000",,,,,,,,,,"166,002,000",,,"144,256,000","146,694,000",,,,"110,514,000",,"86,820,000",,"78,162,000",,"63,968,000",,,"51,334,000","50,970,000",,"57,266,000",,"40,101,000",,"37,004,000",,"32,266,000","27,885,000","30,503,000","33,403,000","37,380,000","33,414,000","35,121,000","34,140,000","42,089,000","38,048,000","38,897,000","-69,203,000","142,005,000","37,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"849,000,000","223,000,000","219,000,000","201,000,000","209,000,000","202,000,000","-372,000,000","172,000,000","36,000,000","171,000,000","181,000,000","177,000,000","184,000,000","179,000,000",,,,"182,000,000","264,700,000","260,400,000",,,,,,,,,,,,"206,000,000",,,,,,,,,,"166,002,000",,,"144,256,000","146,694,000",,,,"110,514,000",,"86,820,000",,"78,162,000",,"63,968,000",,,"51,334,000","50,970,000",,"57,266,000",,"40,101,000",,"37,004,000",,"32,266,000","27,885,000","30,503,000","33,403,000","37,380,000","33,414,000","35,121,000","34,140,000","42,089,000","38,048,000","38,897,000","-69,203,000","142,005,000","37,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"288,000,000","73,000,000","84,000,000","69,000,000","62,000,000","61,000,000","582,000,000","31,000,000","174,000,000","36,000,000","32,000,000","39,000,000","40,000,000","40,000,000",,,,"35,000,000","56,100,000","62,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"288,000,000","73,000,000","84,000,000","69,000,000","62,000,000","61,000,000","582,000,000","31,000,000","174,000,000","36,000,000","32,000,000","39,000,000","40,000,000","40,000,000",,,,"35,000,000","56,100,000","62,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"734,000,000","398,000,000","-477,000,000","393,000,000","421,000,000","383,000,000","-556,000,000","360,000,000","381,000,000","407,000,000","-631,000,000","392,000,000","422,000,000","403,000,000","-654,000,000","437,000,000","444,000,000","428,000,000","-928,800,000","655,500,000","47,000,000","51,000,000","-1,632,000,000","677,000,000","64,000,000","47,000,000","48,000,000","38,000,000","39,000,000","37,000,000",,,"17,660,000","16,738,000","49,653,000","5,738,000","25,793,000","18,077,000","-1,174,000","32,790,000","22,258,000",,"19,210,000","15,233,000",,,,,"2,179,000","913,000",,"72,000","11,910,000","128,000","5,308,000","-1,710,000","-4,750,000","-1,414,000",,,,"29,642,000","31,586,000","2,100,000","-37,446,000","405,000","32,466,000",,"82,000","384,000","75,632,000","11,400,000","8,784,000","6,087,000",,,"-585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"405,000,000","89,000,000","115,000,000","132,000,000","65,000,000","119,000,000","1,000,000","167,000,000","143,000,000","122,000,000","116,000,000","125,000,000","92,000,000","121,000,000","57,000,000","107,000,000","97,000,000","105,000,000","114,100,000","227,000,000","223,000,000","227,000,000","223,000,000","239,000,000","224,000,000","236,000,000","147,000,000","196,000,000","200,000,000","238,000,000","265,000,000","263,000,000","278,118,000","295,430,000","332,881,000","320,796,000","292,714,000","310,630,000","281,429,000","266,262,000","255,932,000","240,656,000","224,838,000","216,621,000","210,307,000","212,949,000","246,545,000","207,775,000","203,506,000","207,278,000","153,907,000","194,088,000","159,997,000","154,934,000","121,201,000","112,556,000","99,437,000","87,168,000","168,071,000","58,201,000","58,562,000","38,904,000","58,891,000","68,857,000","85,535,000","62,067,000","40,531,000","44,767,000","40,320,000","34,684,000","-58,182,000","22,309,000","22,142,000","22,459,000","-30,798,000","28,610,000","25,057,000","29,186,000","46,947,000","-94,147,000","10,238,000","126,499,000","-395,729,000","149,000,000","131,400,000","118,900,000","-270,000,000","108,600,000","108,300,000","100,800,000","-203,800,000","95,400,000","84,800,000","70,200,000","-113,600,000","55,400,000","48,100,000","43,500,000","-91,000,000","34,000,000","29,100,000","26,400,000","-58,500,000","23,500,000","18,400,000","16,000,000","-36,700,000","15,300,000","15,300,000","15,300,000"
NetNonOperatingInterestIncomeExpense,"-548,000,000","-141,000,000","-151,000,000","-129,000,000","-128,000,000","-136,000,000","-92,000,000","-93,000,000","-83,000,000","-82,000,000","-82,000,000","-112,000,000","-104,000,000","-94,000,000","-107,000,000","-90,000,000","-95,000,000","-81,000,000","-102,900,000","-107,200,000","-89,000,000","-121,000,000","-111,000,000","-101,000,000","-89,000,000","-103,000,000","-67,000,000","-67,000,000","-56,000,000","-63,000,000","-57,000,000","-54,000,000","-52,432,000","-42,915,000","-45,110,000","-43,020,000","-39,180,000","-44,637,000","-56,809,000","-58,398,000","-44,009,000","-40,846,000","-42,222,000","-41,245,000","-41,332,000","-40,026,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"22,000,000","6,000,000","5,000,000","7,000,000","4,000,000","4,000,000","8,000,000","5,000,000","5,000,000","3,000,000","5,000,000","2,000,000","4,000,000","5,000,000","7,000,000","8,000,000","3,000,000","4,000,000","5,500,000","4,300,000","8,000,000","4,000,000",,,"7,000,000","1,000,000","6,000,000","4,000,000","10,000,000","3,000,000","6,000,000","2,000,000","2,547,000","3,621,000",,"4,764,000","2,800,000","4,422,000","6,220,000","3,404,000","2,816,000","2,308,000","3,531,000","1,684,000","3,400,000","3,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"518,000,000","136,000,000","139,000,000","124,000,000","120,000,000","114,000,000","91,000,000","82,000,000","77,000,000","85,000,000","75,000,000","114,000,000","108,000,000","99,000,000","114,000,000","98,000,000","98,000,000","85,000,000","108,400,000","111,500,000","97,000,000","125,000,000","133,000,000","101,000,000","96,000,000","104,000,000","73,000,000","71,000,000","66,000,000","66,000,000","63,000,000","56,000,000","54,979,000","46,536,000",,"47,784,000","41,980,000","49,059,000","63,029,000","61,802,000","46,825,000","43,154,000","45,753,000","42,929,000","44,732,000","43,247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"52,000,000","11,000,000","17,000,000","12,000,000","12,000,000","26,000,000","9,000,000","16,000,000","11,000,000",,"12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"159,000,000","-113,000,000","307,000,000","-98,000,000","60,000,000","59,000,000","29,000,000","-3,000,000","-28,000,000","46,000,000","35,000,000","31,000,000","-9,000,000","34,000,000","-80,000,000","35,000,000","79,000,000","43,000,000","-275,900,000","-57,100,000","-106,000,000","-85,000,000","37,000,000","108,000,000","175,000,000","2,197,000,000","-39,000,000","-110,000,000","-28,000,000","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"-148,000,000","-80,000,000","1,000,000","-44,000,000","-26,000,000","11,000,000","-47,000,000","-15,000,000","-8,000,000",,"-1,000,000","2,000,000","-20,000,000","13,000,000","-41,000,000","5,000,000","27,000,000","27,000,000","-17,700,000","-45,300,000","-93,000,000","-62,000,000",,,"159,000,000","-49,000,000","-49,000,000","-105,000,000","-19,000,000","42,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"300,000,000","-34,000,000","307,000,000","-60,000,000","85,000,000","47,000,000","9,000,000","12,000,000","-21,000,000","19,000,000","-5,000,000","28,000,000","10,000,000","24,000,000","-39,000,000","29,000,000","51,000,000","25,000,000","135,400,000","-10,800,000","-12,000,000","-13,000,000","29,000,000","22,000,000","16,000,000","-12,000,000","11,000,000","-5,000,000","-9,000,000","-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,"-391,000,000",,,"0",,,,"2,250,000,000","0",,,,"10,000,000","1,000,000",,,,,,,,,,"-2,550,000",,,"-1,378,000","-1,029,000",,,,,,,,,,"-8,297,000",,,,"-5,958,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,"0",,,"0",,,,"-2,250,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,297,000",,,,"5,958,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,550,000",,,"1,378,000","1,029,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"15,000,000","1,000,000","7,000,000","6,000,000","1,000,000","1,000,000","65,000,000",,"1,000,000","27,000,000","63,000,000","1,000,000","1,000,000","-3,000,000","0","1,000,000","1,000,000","-9,000,000","-2,600,000","-1,000,000","-1,000,000","-10,000,000","-2,441,000,000","86,000,000",,"8,000,000",,,,,"18,000,000","-31,000,000","68,515,000","-52,354,000","15,221,000","-30,865,000","-4,067,000","15,421,000","2,879,000","1,057,278,000","-34,722,000","4,877,000","-4,046,000","9,161,000","-7,223,000","-1,446,000","-97,114,000","-28,571,000","-1,703,000","9,446,000","10,541,000","25,000","-12,214,000","416,000","684,000","112,000","-6,908,000","6,688,000","24,315,000","-6,750,000",,"-39,014,000","-25,599,000","-12,197,000","36,390,000","-357,000","-14,220,000","-10,704,000","164,745,000","42,788,000","-126,846,000","-50,425,000","9,369,000","-2,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"10,000,000","-167,000,000","272,000,000","-94,000,000","-3,000,000","44,000,000","-62,000,000","71,000,000","32,000,000","87,000,000","68,000,000","44,000,000","-19,000,000","61,000,000","-130,000,000","52,000,000","82,000,000","67,000,000","-264,700,000","62,700,000","28,000,000","21,000,000","151,000,000","246,000,000","310,000,000","2,330,000,000","41,000,000","19,000,000","116,000,000","211,000,000","224,000,000","179,000,000","294,201,000","200,161,000","293,401,000","246,911,000","249,467,000","281,414,000","225,682,000","1,265,142,000","177,201,000","202,138,000","180,899,000","184,537,000","160,374,000","172,787,000","170,955,000","174,067,000","172,255,000","186,931,000","107,050,000","169,154,000","133,862,000","129,376,000","154,620,000","79,506,000","56,688,000","61,577,000","34,414,000","13,512,000","19,383,000","1,226,000","36,660,000","34,708,000","45,359,000","31,432,000","15,392,000","1,506,000","188,861,000","36,424,000","-139,784,000","-66,514,000","-6,450,000","-20,223,000","218,755,000","-155,209,000","-898,000","-192,484,000","-34,152,000","470,384,000","-63,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"86,000,000","-16,000,000","30,000,000","48,000,000","24,000,000","19,000,000","45,000,000","1,000,000","37,000,000","33,000,000","33,000,000","43,000,000","40,000,000","42,000,000","69,000,000","27,000,000","50,000,000","34,000,000","122,500,000","38,500,000","91,000,000","39,000,000","88,000,000","30,000,000","67,000,000","71,000,000","-2,000,000","54,000,000","62,000,000","68,000,000","156,000,000","61,000,000","84,895,000","91,319,000","8,672,000","-166,497,000","57,496,000","81,982,000","52,154,000","59,777,000","54,993,000","60,171,000","44,195,000","50,992,000","51,492,000","42,782,000","140,205,000","30,553,000","64,742,000","41,870,000","-35,184,000","34,637,000","39,891,000","47,733,000","41,438,000","26,733,000","22,193,000","26,824,000","20,780,000","17,840,000","14,711,000","11,968,000","8,139,000","17,256,000","24,124,000","16,702,000","23,268,000","10,749,000","8,154,000","10,198,000","3,185,000","5,844,000","7,588,000","6,117,000","5,767,000","-9,388,000","6,040,000","5,798,000","8,078,000","7,137,000","5,310,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"14,000,000","-122,000,000","219,000,000","-130,000,000","46,000,000","14,000,000","-94,000,000","68,000,000","-1,000,000","17,000,000","69,000,000","20,000,000","-28,000,000","24,000,000","-143,000,000","24,000,000","44,000,000","43,000,000","-426,200,000","12,400,000","-99,000,000","-46,000,000","48,000,000","165,000,000","186,000,000","2,280,000,000","55,000,000","-37,000,000","66,000,000","145,000,000","87,000,000","114,000,000","212,212,000","94,606,000","231,283,000","287,923,000","175,172,000","230,137,000","157,161,000","1,205,248,000","134,290,000","155,534,000","454,211,000","142,691,000","114,266,000","139,620,000","-159,972,000","161,295,000","131,938,000","158,105,000","112,746,000","137,631,000","91,683,000","345,200,000","49,895,000","51,791,000","33,854,000","33,407,000","15,896,000","533,000","4,672,000","-11,263,000","25,923,000","12,802,000","21,235,000","14,730,000","-10,233,000","-13,205,000","176,035,000","26,226,000","-165,463,000","-72,358,000","-14,038,000","-26,340,000","212,988,000","-145,821,000","-6,938,000","-198,282,000","-38,662,000","463,247,000","-68,750,000","-447,000","101,011,000","-47,000,000","-44,800,000","-33,900,000","125,200,000","-27,100,000","-16,300,000","-27,700,000","-35,900,000","-29,900,000","-24,100,000","-21,100,000","-26,200,000","27,900,000","-12,000,000","-7,800,000","-11,900,000","-7,900,000","-4,200,000","-5,900,000","8,000,000","8,100,000","-3,300,000","23,600,000","8,200,000","8,200,000","8,200,000","8,000,000"
	NetIncome,"14,000,000","-122,000,000","219,000,000","-130,000,000","46,000,000","14,000,000","-94,000,000","68,000,000","-1,000,000","17,000,000","69,000,000","20,000,000","-28,000,000","24,000,000","-143,000,000","24,000,000","44,000,000","43,000,000","-426,200,000","12,400,000","-99,000,000","-46,000,000","48,000,000","165,000,000","186,000,000","2,280,000,000","55,000,000","-37,000,000","66,000,000","145,000,000","87,000,000","114,000,000","212,212,000","94,606,000","231,283,000","287,923,000","175,172,000","230,137,000","157,161,000","1,205,248,000","134,290,000","155,534,000","454,211,000","142,691,000","114,266,000","139,620,000","-159,972,000","161,295,000","131,938,000","158,105,000","112,746,000","137,631,000","91,683,000","345,200,000","49,895,000","51,791,000","33,854,000","33,407,000","15,896,000","533,000","4,672,000","-11,263,000","25,923,000","12,802,000","21,235,000","14,730,000","-10,233,000","-13,205,000","176,035,000","26,226,000","-165,463,000","-72,358,000","-14,038,000","-26,340,000","212,988,000","-145,821,000","-6,938,000","-198,282,000","-38,662,000","463,247,000","-68,750,000","-447,000","101,011,000","-47,000,000","-44,800,000","-33,900,000","125,200,000","-27,100,000","-16,300,000","-27,700,000","-35,900,000","-29,900,000","-24,100,000","-21,100,000","-26,200,000","27,900,000","-12,000,000","-7,800,000","-11,900,000","-7,900,000","-4,200,000","-5,900,000","8,000,000","8,100,000","-3,300,000","23,600,000","8,200,000","8,200,000","8,200,000","8,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-20,000,000","-151,000,000","238,000,000","-146,000,000","37,000,000","25,000,000","-112,000,000","71,000,000","-7,000,000","22,000,000","81,000,000","11,000,000","-48,000,000","24,000,000","-199,000,000","29,000,000","39,000,000","41,000,000","-387,200,000","24,200,000","-63,000,000","-18,000,000","62,000,000","216,000,000","243,000,000","2,259,000,000","43,000,000","-35,000,000","54,000,000","143,000,000","68,000,000","118,000,000","209,306,000","108,842,000","284,729,000","413,408,000","191,971,000","238,897,000","176,470,000","1,207,895,000","125,493,000","145,067,000","446,320,000","129,996,000","102,341,000","130,005,000","8,353,000","143,514,000","107,513,000","145,061,000","142,234,000","134,284,000","96,624,000","337,842,000","38,705,000","52,011,000","34,495,000","34,772,000","14,309,000","-4,328,000","4,672,000","-10,742,000","28,521,000","17,452,000","27,820,000","19,772,000","-7,876,000","-9,243,000","180,707,000","29,930,000","-148,489,000","-69,941,000","-12,023,000","-25,252,000","217,320,000","-146,715,000","-9,761,000","-198,093,000","-39,841,000","458,471,000","-66,540,000","-447,000","103,404,000","-47,000,000","-44,800,000","-33,900,000","125,200,000","-27,100,000","-16,300,000","-27,700,000","-35,900,000","-29,900,000","-24,100,000","-21,100,000","-26,200,000","27,900,000","-12,000,000","-7,800,000","-11,900,000","-7,900,000","-4,200,000","-5,900,000","8,000,000","8,100,000","-3,300,000","23,600,000","9,200,000","8,200,000","8,200,000","8,000,000"
