name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
		OtherSpecialCharges,"241,000,000","3,000,000","11,000,000","1,000,000","226,000,000","4,000,000","-880,000,000","28,000,000","5,000,000","3,000,000","2,000,000","31,000,000","39,000,000","179,000,000","-22,000,000","-49,000,000","31,000,000","16,000,000","-33,000,000","2,000,000","1,000,000","3,000,000","4,000,000","3,000,000","3,000,000","5,000,000","9,000,000",,,,"456,000,000","177,000,000",,"347,000,000","-248,000,000","-80,000,000",,,,,,,"-166,000,000","-392,000,000",,"47,901,172",,,,"11,315,709",,,,,,,,,,,,,,"15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,000,000","-9,500,000",,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,000,000",,"-3,000,000",,"-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-14,000,000","13,000,000","-23,000,000","1,000,000","-5,000,000","7,000,000","-888,000,000","889,000,000","-4,000,000","0","11,000,000","12,000,000","1,000,000","11,000,000","9,000,000","3,000,000","36,000,000","14,000,000","38,000,000","0","1,000,000","35,000,000","-1,000,000","-1,000,000","1,000,000","-1,000,000","-20,000,000","-13,000,000","0","0","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"14,000,000","0",,"26,000,000",,,,,,,,,,,,,,,,,"-1,000,000","-1,000,000",,,"-3,000,000","-1,000,000",,"-1,000,000",,"-27,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-1,831,000,000","-380,000,000","-2,365,000,000","544,000,000","370,000,000","983,000,000","706,000,000","1,619,000,000","1,012,000,000","1,173,000,000","1,176,000,000","962,000,000","913,000,000","925,000,000","1,100,000,000","348,000,000","59,000,000","121,000,000","-691,000,000","-2,922,000,000","158,000,000","135,000,000","167,000,000","236,000,000","151,000,000","170,000,000","377,000,000","420,000,000","314,000,000","532,000,000","222,000,000","377,000,000","429,000,000","457,000,000","970,000,000","1,309,000,000","1,149,000,000","738,000,000","710,000,000","578,000,000","486,000,000","1,141,000,000","689,000,000","842,000,000","726,000,000","381,948,821","-579,569,974","630,189,483","810,095,665","534,924,390","374,138,310","788,035,377","731,137,088","598,477,860","1,226,165,690","815,915,949","886,781,930","681,000,000","670,000,000","545,000,000","386,000,000","319,000,000","355,000,000","209,000,000","190,000,000","145,000,000","154,000,000","32,000,000","9,000,000","15,000,000","18,000,000","7,000,000","13,000,000","-7,000,000","3,000,000","-129,000,000","48,000,000","113,000,000","79,906,000","25,235,000","10,900,000","10,000,000","21,700,000","11,400,000","-3,800,000","100,000","-87,400,000","7,600,000","6,600,000","2,900,000","-315,800,000","19,200,000","21,000,000","20,800,000","4,400,000","320,600,000","28,200,000","29,000,000","35,500,000","33,000,000","27,600,000","30,400,000","31,300,000","28,700,000","23,100,000","20,700,000","21,600,000","20,900,000","12,600,000","13,100,000"
TaxProvision,"-288,000,000","-69,000,000","-510,000,000","171,000,000","120,000,000","339,000,000","261,000,000","329,000,000","368,000,000","407,000,000","408,000,000","355,000,000","330,000,000","345,000,000","395,000,000","119,000,000","47,000,000","26,000,000","-222,000,000","-767,000,000","90,000,000","63,000,000","32,000,000","151,000,000","66,000,000","93,000,000","134,000,000","144,000,000","152,000,000","203,000,000","66,000,000","186,000,000","147,000,000","216,000,000","311,000,000","470,000,000","366,000,000","251,000,000","309,000,000","222,000,000","198,000,000","203,000,000","199,000,000","180,000,000","175,000,000","141,182,403","-77,489,450","233,127,528","328,719,723","173,850,427","25,363,499","293,153,135","250,797,024","208,717,712","374,546,061","320,777,914","286,670,385","233,000,000","160,000,000","140,000,000","161,000,000","114,000,000","93,000,000","89,000,000","74,000,000","49,000,000","47,000,000","13,000,000","-3,000,000","4,000,000","3,000,000","2,000,000","5,000,000","-5,000,000","-3,000,000","-24,000,000","25,000,000","58,000,000","37,522,000","633,000","-200,000","3,000,000","-12,000,000","-700,000","-1,500,000","-1,700,000","-32,000,000","5,500,000","3,500,000","1,800,000","-93,500,000","2,900,000","5,900,000","5,600,000","2,500,000","108,200,000","8,500,000","8,200,000","8,100,000","10,400,000","9,500,000","8,900,000","5,400,000","10,300,000","10,100,000","8,900,000","8,000,000","11,000,000","9,600,000","10,400,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000","-1,000,000","-2,000,000","-1,000,000","-48,000,000","-60,000,000","-17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-1,547,000,000","-312,000,000","-1,835,000,000","369,000,000","231,000,000","630,000,000","433,000,000","1,281,000,000","634,000,000","759,000,000","760,000,000","600,000,000","577,000,000","572,000,000","697,000,000","234,000,000","15,000,000","94,000,000","-459,000,000","-2,146,000,000","63,000,000","68,000,000","129,000,000","84,000,000","80,000,000","69,000,000","232,000,000","267,000,000","143,000,000","319,000,000","145,000,000","180,000,000","268,000,000","218,000,000","637,000,000","814,000,000","756,000,000","461,000,000","361,000,000","331,000,000","260,000,000","908,000,000","411,000,000","609,000,000","570,000,000","242,026,976","-606,400,881","423,674,686","496,641,563","344,614,752","279,271,674","489,913,545","485,653,560","359,778,598","865,379,467","504,079,580","613,496,933","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","285,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
	NetIncome,"-1,547,000,000","-312,000,000","-1,835,000,000","369,000,000","231,000,000","630,000,000","433,000,000","1,281,000,000","634,000,000","759,000,000","760,000,000","600,000,000","577,000,000","572,000,000","697,000,000","234,000,000","15,000,000","94,000,000","-459,000,000","-2,146,000,000","63,000,000","68,000,000","129,000,000","84,000,000","80,000,000","69,000,000","232,000,000","267,000,000","143,000,000","319,000,000","145,000,000","180,000,000","268,000,000","218,000,000","637,000,000","814,000,000","756,000,000","461,000,000","361,000,000","331,000,000","260,000,000","908,000,000","411,000,000","609,000,000","570,000,000","242,026,976","-606,400,881","423,674,686","496,641,563","344,614,752","279,271,674","489,913,545","485,653,560","359,778,598","865,379,467","504,079,580","613,496,933","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","285,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
		NetIncomeIncludingNoncontrollingInterests,"-1,543,000,000","-311,000,000","-1,855,000,000","373,000,000","250,000,000","644,000,000","445,000,000","1,290,000,000","644,000,000","766,000,000","768,000,000","607,000,000","583,000,000","580,000,000","705,000,000","229,000,000","12,000,000","95,000,000","-469,000,000","-2,155,000,000","68,000,000","72,000,000","135,000,000","85,000,000","85,000,000","77,000,000","243,000,000","276,000,000","162,000,000","329,000,000","156,000,000","191,000,000","282,000,000","241,000,000","659,000,000","839,000,000","783,000,000","487,000,000","397,000,000","355,000,000","286,000,000","937,000,000","482,000,000","628,000,000","583,000,000","253,371,990","-605,803,742","447,093,890","528,190,515","371,360,972","325,949,596","489,913,545","494,155,154","367,850,554","897,998,293","504,079,580","613,496,933","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","294,000,000","120,000,000","116,000,000","97,000,000","107,000,000","19,000,000","12,000,000","11,000,000","14,000,000","5,000,000","8,000,000","2,000,000","7,000,000","-104,000,000","29,000,000","97,000,000","83,483,000","24,367,000","11,800,000","8,500,000","36,800,000","12,300,000","-1,300,000","2,600,000","-54,700,000","2,500,000","3,500,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","2,900,000","2,800,000"
			NetIncomeContinuousOperations,"-1,543,000,000","-311,000,000","-1,855,000,000","373,000,000","250,000,000","644,000,000","445,000,000","1,290,000,000","644,000,000","766,000,000","768,000,000","607,000,000","583,000,000","580,000,000","705,000,000","229,000,000","12,000,000","95,000,000","-469,000,000","-2,155,000,000","68,000,000","72,000,000","135,000,000","85,000,000","85,000,000","77,000,000","243,000,000","276,000,000","162,000,000","329,000,000","156,000,000","191,000,000","282,000,000","241,000,000","659,000,000","839,000,000","783,000,000","487,000,000","397,000,000","355,000,000","286,000,000","937,000,000","416,000,000","583,000,000","534,000,000","229,421,404","-600,962,267","432,190,760","503,765,520","342,557,350","295,144,265","494,882,242","480,340,064","389,760,148","851,619,628","495,138,035","600,111,545","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","262,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-5,000,000","26,000,000","49,000,000","12,605,572","-5,438,614","-8,516,074","-7,123,957","2,057,402","-15,872,592","-4,968,697","5,313,496","-29,981,550","13,759,838","8,941,545","13,385,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-4,000,000","-1,000,000","20,000,000","-4,000,000","-19,000,000","-14,000,000","-12,000,000","-9,000,000","-10,000,000","-7,000,000","-8,000,000","-7,000,000","-6,000,000","-8,000,000","-8,000,000","5,000,000","3,000,000","-1,000,000","10,000,000","9,000,000","-5,000,000","-4,000,000","-6,000,000","-1,000,000","-5,000,000","-8,000,000","-11,000,000","-9,000,000","-19,000,000","-10,000,000","-11,000,000","-11,000,000","-14,000,000","-23,000,000","-22,000,000","-25,000,000","-27,000,000","-26,000,000","-36,000,000","-24,000,000","-26,000,000","-29,000,000","-26,000,000","-19,000,000","-13,000,000","-11,345,014","-597,139","-23,419,204","-31,548,952","-26,746,220",,,"-8,501,594","-8,071,956",,,,,,,,,,,,"-1,000,000",,,,,,,,,"-1,000,000","-1,000,000","-6,000,000","-42,000,000","-41,099,000","235,000","-700,000","-1,500,000","-3,100,000","-200,000","-1,000,000","-800,000","-700,000","-400,000","-400,000",,,,,,,,,,,,,,,,,,,,"100,000","-100,000"
DilutedNIAvailtoComStockholders,"-1,547,000,000","-312,000,000","-1,835,000,000","369,000,000","231,000,000","630,000,000","433,000,000","1,281,000,000","634,000,000","759,000,000","760,000,000","600,000,000","577,000,000","572,000,000","697,000,000","234,000,000","15,000,000","94,000,000","-459,000,000","-2,146,000,000","63,000,000","68,000,000","129,000,000","84,000,000","80,000,000","69,000,000","232,000,000","267,000,000","143,000,000","319,000,000","145,000,000","180,000,000","268,000,000","218,000,000","637,000,000","814,000,000","756,000,000","461,000,000","361,000,000","331,000,000","260,000,000","908,000,000","411,000,000","609,000,000","570,000,000","242,026,976","-606,400,881","423,674,686","496,641,563","344,614,752","279,271,674","489,913,545","485,653,560","359,778,598","865,379,467","504,079,580","613,496,933","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","285,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
BasicEPS,,"-0.57","-1.62","0.66","0.41","1.11","0.75","2.23","1.1","1.32","1.32","1.04","1","0.99","1.21","0.41","0.03","0.16","-0.8","-3.73","0.11","0.12","0.23","0.14","0.14","0.12","0.4","0.46","0.25","0.55","0.25","0.31","0.46","0.37",,"1.38","1.28","0.78",,"0.56","0.44","1.54",,"1.07","1.17","0.5",,"0.95","1.12","0.778",,"1.16","1.141","1.671",,"1.168","2.95","1.095",,"1","0.555","0.505",,"0.31","0.3","0.255",,"0.05","0.03","0.03",,"0.01","0.02","0.005",,"-0.31","0.105","0.255",,"0.11","0.05","0.03",,"0.055","-0.015","0.01",,"0.01","0.015","0.005",,"0.085","0.08","0.08",,"1.105","0.1","0.11",,"0.12","0.1","0.12",,"0.1","0.075","0.065",,"0.06","0.02","0.015"
DilutedEPS,,"-0.57","-1.62","0.66","0.41","1.1","0.75","2.2","1.09","1.3","1.3","1.02","0.98","0.97","1.19","0.4","0.03","0.16","-0.8","-3.73","0.11","0.12","0.23","0.14","0.14","0.12","0.4","0.46","0.25","0.55","0.25","0.31","0.46","0.37",,"1.37","1.28","0.78",,"0.56","0.44","1.53",,"1.06","1.17","0.5",,"0.95","1.12","0.768",,"1.15","1.131","1.661",,"1.158","2.83","1.03",,"0.94","0.52","0.475",,"0.285","0.28","0.235",,"0.05","0.03","0.03",,"0.01","0.02","0.005",,"-0.31","0.105","0.23",,"0.11","0.05","0.03",,"0.055","-0.015","0.01",,"0.01","0.015","0.005",,"0.085","0.08","0.08",,"1.105","0.1","0.11",,"0.12","0.1","0.12",,"0.1","0.075","0.065",,"0.06","0.02","0.015"
BasicAverageShares,,"544,400,000","551,700,000","556,700,000","563,200,000","567,700,000","573,300,000","574,700,000","573,900,000","573,700,000","577,000,000","578,000,000","577,700,000","577,200,000","576,600,000","576,400,000","576,300,000","576,300,000","576,200,000","576,200,000","576,200,000","576,200,000","576,100,000","576,100,000","576,200,000","576,300,000","576,200,000","576,200,000","578,700,000","582,100,000","584,100,000","586,000,000","585,900,000","586,000,000",,"590,800,000","590,800,000","590,700,000",,"589,500,000","589,400,000","589,200,000",,"572,000,000","487,100,000","484,053,952",,"447,000,000","442,300,000","442,000,000",,"425,303,600","425,300,000","430,800,000",,"430,800,000","207,600,000","409,132,420",,"405,000,000","405,405,405","405,940,594",,"387,096,774","386,666,667","376,470,588",,"380,000,000","400,000,000","366,666,667",,"400,000,000","400,000,000","400,000,000",,"338,709,677","219,047,619","215,686,275",,"223,654,545","222,000,000","233,333,333",,"220,000,000","153,333,333","180,000,000",,"210,000,000","206,666,667","220,000,000",,"191,764,706","188,750,000","190,000,000",,"192,217,195","197,000,000","189,090,909",,"188,333,333","181,000,000","179,166,667",,"184,000,000","173,333,333","181,538,462",,"165,000,000","150,000,000","180,000,000"
DilutedAverageShares,,"544,400,000","551,700,000","561,900,000","569,600,000","574,400,000","580,100,000","582,300,000","582,600,000","583,846,154","584,615,385","588,235,294","588,775,510","589,690,722","576,900,000","585,000,000","576,300,000","576,300,000","576,200,000","576,200,000","576,200,000","576,200,000","576,100,000","576,100,000","576,200,000","576,300,000","576,200,000","576,200,000","578,700,000","582,100,000","584,100,000","586,000,000","586,000,000","586,000,000",,"594,160,584","590,800,000","590,800,000",,"589,500,000","589,400,000","589,400,000",,"588,700,000","487,100,000","484,053,952",,"447,000,000","442,300,000","442,200,000",,"439,016,660","425,300,000","430,800,000",,"431,000,000","215,300,000","434,951,456",,"430,851,064","432,692,308","431,578,947",,"421,052,632","414,285,714","408,510,638",,"380,000,000","400,000,000","366,666,667",,"400,000,000","400,000,000","400,000,000",,"338,709,677","219,047,619","239,130,435",,"223,654,545","222,000,000","233,333,333",,"220,000,000","153,333,333","180,000,000",,"210,000,000","206,666,667","220,000,000",,"191,764,706","188,750,000","190,000,000",,"192,217,195","197,000,000","189,090,909",,"188,333,333","181,000,000","179,166,667",,"184,000,000","173,333,333","181,538,462",,"165,000,000","150,000,000","180,000,000"
TotalOperatingIncomeAsReported,"-1,463,000,000","-351,000,000","-2,326,000,000","601,000,000","613,000,000","962,000,000","804,000,000","1,682,000,000","1,074,000,000","1,224,000,000","1,239,000,000","977,000,000","972,000,000","1,145,000,000","1,158,000,000","303,000,000","146,000,000","118,000,000","-590,000,000","-2,802,000,000","238,000,000","236,000,000","254,000,000","330,000,000","212,000,000","252,000,000","407,000,000","500,000,000","437,000,000","633,000,000","611,000,000","677,000,000","556,000,000","941,000,000","1,024,000,000","1,363,000,000","1,237,000,000","832,000,000",,"779,000,000",,,,"449,000,000","403,000,000","636,581,369","-244,249,556","491,803,279","879,299,817","614,134,348","873,851,869","727,417,271","764,080,765","620,387,454","1,477,896,890","751,089,751","799,776,910","531,000,000","580,000,000","431,000,000","316,000,000","231,000,000","130,000,000","241,000,000","196,000,000","93,000,000","-104,000,000","45,000,000","16,000,000","27,000,000","-46,000,000","40,000,000","21,000,000","10,000,000","-171,000,000","56,000,000","62,000,000","154,000,000","141,154,000","9,589,000","8,000,000","16,500,000","-29,700,000","5,800,000","4,000,000","8,000,000","-84,600,000","19,800,000","13,100,000","10,500,000","-313,500,000","11,400,000","17,300,000","16,900,000","4,400,000","319,200,000","21,700,000","25,000,000","30,200,000","31,700,000","29,200,000","24,900,000","20,300,000","27,500,000","23,900,000","21,700,000","23,000,000","26,800,000","18,900,000","20,600,000"
TotalExpenses,"9,392,000,000","2,099,000,000","2,455,000,000","2,474,000,000","2,364,000,000","2,192,000,000","2,430,000,000","2,427,000,000","1,942,000,000","1,872,000,000","2,143,000,000","2,148,000,000","1,845,000,000","1,824,000,000","2,111,000,000","1,995,000,000","1,669,000,000","1,625,000,000","2,048,000,000","2,038,000,000","1,786,000,000","1,820,000,000","2,003,000,000","1,942,000,000","1,797,000,000","1,834,000,000","1,938,000,000","2,033,000,000","1,748,000,000","1,726,000,000","2,217,000,000","1,828,000,000","2,005,000,000","1,606,000,000","2,030,000,000","2,015,000,000","1,655,000,000","1,534,000,000","1,721,000,000","1,609,000,000","1,402,000,000","1,382,000,000","1,409,000,000","1,507,000,000","1,140,000,000","1,046,262,448","2,250,279,258","1,177,347,243","990,230,002","953,605,597","889,218,166","1,111,994,435","797,024,442","711,485,239","792,542,830","812,562,870","688,232,013","685,000,000","692,000,000","648,000,000","614,000,000","627,000,000","552,000,000","673,000,000","639,000,000","566,000,000","653,000,000","545,000,000","486,000,000","547,000,000","671,000,000","500,000,000","500,000,000","491,000,000","529,000,000","542,000,000","520,000,000","518,000,000","575,040,000","167,031,000","142,900,000","152,200,000","158,700,000","143,300,000","133,400,000","155,600,000","165,300,000","165,700,000","157,900,000","153,700,000","158,800,000","182,100,000","141,400,000","152,000,000","151,000,000","158,500,000","157,600,000","149,500,000","158,000,000","151,000,000","149,100,000","124,700,000","125,600,000","110,800,000","108,900,000","103,600,000","114,900,000","107,500,000","85,600,000","71,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-1,547,000,000","-312,000,000","-1,835,000,000","369,000,000","231,000,000","630,000,000","433,000,000","1,281,000,000","634,000,000","759,000,000","760,000,000","600,000,000","577,000,000","572,000,000","697,000,000","234,000,000","15,000,000","94,000,000","-459,000,000","-2,146,000,000","63,000,000","68,000,000","129,000,000","84,000,000","80,000,000","69,000,000","232,000,000","267,000,000","143,000,000","319,000,000","145,000,000","180,000,000","268,000,000","218,000,000","637,000,000","814,000,000","756,000,000","461,000,000","361,000,000","331,000,000","260,000,000","908,000,000","297,000,000","609,000,000","570,000,000","242,026,976","-606,400,881","423,674,686","496,641,563","344,614,752","279,271,674","489,913,545","485,653,560","359,778,598","865,379,467","504,079,580","613,496,933","448,000,000","510,000,000","405,000,000","225,000,000","205,000,000","285,000,000","120,000,000","116,000,000","96,000,000","107,000,000","19,000,000","12,000,000","11,000,000","15,000,000","5,000,000","8,000,000","2,000,000","6,000,000","-105,000,000","23,000,000","55,000,000","42,384,000","24,602,000","11,100,000","7,000,000","33,700,000","12,100,000","-2,300,000","1,800,000","-55,400,000","2,100,000","3,100,000","1,100,000","-222,300,000","16,300,000","15,100,000","15,200,000","1,900,000","212,400,000","19,700,000","20,800,000","27,400,000","22,600,000","18,100,000","21,500,000","25,900,000","18,400,000","13,000,000","11,800,000","13,600,000","9,900,000","3,000,000","2,700,000"
NormalizedIncome,"1,430,290,551.611","219,973,684.211","125,103,594.08","360,772,058.824","498,567,567.568","566,451,678.535","461,364,022.663","575,045,707.227","656,909,090.909","781,202,898.551","665,306,122.449","600,630,977.131","592,963,855.422","627,805,405.405","865,559,090.909","161,614,942.529","-25,425,000","-2,570,247.934","20,859,623.734","17,020,000","57,855,000","70,400,000","143,550,898.204","93,000,000","82,250,000","87,750,000","229,421,750.663","267,657,142.857","158,750,000","320,236,842.105","242,675,675.676","318,000,000","273,258,741.259","480,500,000","528,298,969.072","764,647,058.824","677,631,853.786","453,081,300.813","70,120,000","455,415,224.913","317,600,000","263,484,662.577","203,146,589.26","274,800,475.059","275,858,126.722","275,508,704.775","-29,075,563.254","416,764,366.492","487,980,867.51","352,278,572.418","467,407,521.323","501,746,939.017","476,849,220.695","395,017,028.79","862,122,666.765","482,929,152.221","563,878,395.445","369,057,268.722","472,701,492.537","363,385,321.101","213,600,000","185,078,369.906","244,287,323.944","167,400,000","109,284,210.526","92,689,655.172","70,870,129.87","14,800,000","9,000,000","12,466,666.667","16,666,666.667","1,428,571.429","6,153,846.154","1,400,000","-9,000,000","27,674,418.605","17,600,000","41,800,000","43,455,000","-3,889,914.008","2,160,000","2,590,000","19,420,000","1,780,000","-5,023,684.211","-780,000","-1,838,215.103","2,400,000","340,000","-820,000","-1,900,601.647","-254,687.5","5,464,761.905","5,115,384.615","5,380,000","5,300,062.383","9,780,141.844","12,264,827.586","16,825,915.493","15,614,545.455","13,509,420.29","13,932,565.789","12,163,897.764","14,617,421.603","12,520,000","11,800,000","13,600,000","12,540,000","6,120,000","6,420,000"
InterestIncome,,"5,000,000","7,000,000","9,000,000","20,000,000","12,000,000",,"10,000,000","7,000,000","6,000,000","6,000,000","7,000,000","1,000,000","3,000,000","3,000,000","3,000,000","2,000,000","8,000,000","1,000,000","3,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","10,000,000","1,000,000","1,000,000","1,000,000","44,000,000","27,000,000","33,000,000","31,000,000","35,000,000","27,000,000","26,000,000","25,000,000","1,000,000","1,000,000",,,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"66,000,000","6,000,000","6,000,000","16,000,000","38,000,000","28,000,000","21,000,000","39,000,000","11,000,000","4,000,000","-3,000,000","7,000,000","19,000,000","41,000,000","45,000,000","59,000,000","53,000,000","63,000,000","56,000,000","58,000,000","54,000,000","57,000,000","57,000,000","57,000,000","53,000,000","50,000,000","55,000,000","64,000,000","68,000,000","66,000,000","-62,000,000","143,000,000","151,000,000","165,000,000","169,000,000","160,000,000","135,000,000","131,000,000","140,000,000","132,000,000","142,000,000","161,000,000","209,000,000","175,000,000","164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-144,000,000","-18,000,000","-65,000,000","-27,000,000","-34,000,000","-28,000,000","-66,000,000","-48,000,000","-24,000,000","-13,000,000","-34,000,000","-19,000,000","-38,000,000","-57,000,000","-82,000,000","-72,000,000","-69,000,000","-76,000,000","-70,000,000","-62,000,000","-62,000,000","-63,000,000","-66,000,000","-60,000,000","-57,000,000","-51,000,000","-65,000,000","-68,000,000","-68,000,000","-69,000,000","-41,000,000","-116,000,000","-118,000,000","-134,000,000","-134,000,000","-133,000,000","-109,000,000","-106,000,000","-139,000,000","-131,000,000","-142,000,000","-161,000,000","-208,000,000","-174,000,000","-164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
