name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"2,516,605,000","605,540,000","649,059,000","656,958,000","605,048,000","582,646,000","619,785,000","627,884,000","578,515,000","407,621,000","449,361,000","454,863,000","405,689,000","385,848,000","424,455,000","429,174,000","377,957,000","-2,917,767,000","1,303,000,000","1,560,000,000","1,577,000,000","1,587,000,000","1,392,000,000","1,571,000,000","1,461,000,000","1,648,000,000","1,540,000,000","1,387,000,000","1,535,000,000","1,241,000,000","1,460,000,000","1,160,000,000","1,520,000,000","1,418,000,000","796,000,000","1,245,000,000","1,365,000,000","1,401,000,000","1,357,000,000","916,000,000","1,216,000,000","236,190,000","300,471,000","289,799,000","253,472,000","228,702,000","264,436,000","298,330,000","271,359,000","371,016,000","291,451,000","301,745,000","275,412,000","361,904,000","291,815,000","297,564,000","281,720,000","261,314,000","287,551,000","299,915,000","276,171,000","267,822,000","291,083,000","298,326,000","265,911,000","216,285,000","286,772,000","286,819,000","258,912,000","199,080,000","263,160,000","265,556,000","235,591,000","178,710,000","216,157,000","227,314,000","196,451,000","183,975,000","202,452,000","203,445,000","183,738,000","168,783,000","185,800,000","187,200,000","169,300,000","159,753,034","173,600,000","175,200,000","159,500,000","149,196,575","164,000,000","162,500,000","150,700,000","141,200,273","152,800,000","151,400,000","141,500,000","200,900,000","120,800,000","138,500,000","133,700,000","119,300,000","131,500,000","131,300,000","122,100,000","115,900,000","115,900,000","115,800,000","115,800,000"
	OperatingRevenue,"2,516,605,000","605,540,000","649,059,000","656,958,000","605,048,000","582,646,000","619,785,000","627,884,000","578,515,000","407,621,000","449,361,000","454,863,000","405,689,000","385,848,000","424,455,000","429,174,000","377,957,000","-2,917,767,000","1,303,000,000","1,560,000,000","1,577,000,000","1,587,000,000","1,392,000,000","1,571,000,000","1,461,000,000","1,648,000,000","1,540,000,000","1,387,000,000","1,535,000,000","1,241,000,000","1,460,000,000","1,160,000,000","1,520,000,000","1,418,000,000","796,000,000","1,245,000,000","1,365,000,000","1,401,000,000","1,357,000,000","916,000,000","1,216,000,000","236,190,000","300,471,000","289,799,000","253,472,000","228,702,000","264,436,000","298,330,000","271,359,000","371,016,000","291,451,000","301,745,000","275,412,000","361,904,000","291,815,000","297,564,000","281,720,000","261,314,000","287,551,000","299,915,000","276,171,000","267,822,000","291,083,000","298,326,000","265,911,000","216,285,000","286,772,000","286,819,000","258,912,000","199,080,000","263,160,000","265,556,000","235,591,000","178,710,000","216,157,000","227,314,000","196,451,000","183,975,000","202,452,000","203,445,000","183,738,000","168,783,000","185,800,000","187,200,000","169,300,000","159,753,034","173,600,000","175,200,000","159,500,000","149,196,575","164,000,000","162,500,000","150,700,000","141,200,273","152,800,000","151,400,000","141,500,000","200,900,000","120,800,000","138,500,000","133,700,000","119,300,000","131,500,000","131,300,000","122,100,000","115,900,000","115,900,000","115,800,000","115,800,000"
NetNonOperatingInterestIncomeExpense,"-856,000","-24,000","-111,000","-272,000","-449,000","-596,000","-709,000","-602,000","-553,000","-438,000","-377,000","-257,000","-166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"609,637,000","157,578,000","149,885,000","153,002,000","149,172,000","155,074,000","147,244,000","153,587,000","153,108,000","7,368,000","7,278,000","7,245,000","7,258,000","7,444,000","7,267,000","7,219,000","7,270,000","6,997,000","7,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,000,000","49,000,000","46,000,000","9,000,000","9,000,000","9,000,000","9,000,000","8,000,000","-729,751,000","244,547,000","254,016,000","225,683,000","-683,919,000","242,460,000","249,394,000","232,340,000","-634,970,000","223,888,000","233,263,000","207,570,000","-639,888,000","227,455,000","229,768,000","211,910,000","191,651,000","217,123,000","220,619,000","202,558,000","186,523,000","222,567,000","228,664,000","197,723,000","145,539,000","222,091,000","222,005,000","198,818,000","142,820,000","211,169,000","216,790,000","184,448,000","158,043,000","174,495,000","179,019,000","151,422,000","137,697,000","155,298,000","153,382,000","123,136,000","80,428,000","156,400,000","146,800,000","130,200,000","46,443,704","145,200,000","137,900,000","123,100,000","106,731,721","128,500,000","127,800,000","117,200,000","101,107,306","120,600,000","120,500,000","110,900,000","102,100,000","115,300,000","133,600,000","107,300,000","173,400,000","108,300,000","109,000,000","100,200,000",,,,
PretaxIncome,"396,705,000","75,650,000","119,502,000","106,038,000","95,515,000","82,642,000","104,471,000","100,986,000","83,221,000","64,641,000","88,865,000","89,235,000","72,954,000","70,123,000","86,581,000","93,163,000","70,224,000","-265,751,000","40,000,000","295,000,000","197,000,000","377,000,000","150,000,000","147,000,000","156,000,000","470,000,000","398,000,000","263,000,000","436,000,000","165,000,000","270,000,000","-70,000,000","534,000,000","425,000,000","-305,000,000","-174,000,000","412,000,000","417,000,000","405,000,000","-51,000,000","228,000,000","39,936,000","51,102,000","45,725,000","15,312,000","-3,581,000","19,643,000","62,163,000","44,481,000","52,131,000","76,522,000","100,832,000","79,683,000","60,349,000","79,572,000","84,940,000","73,938,000","62,938,000","78,415,000","112,317,000","85,786,000","83,616,000","86,168,000","83,870,000","72,692,000","67,019,000","81,353,000","79,408,000","67,273,000","47,965,000","69,899,000","71,572,000","65,966,000","9,520,000","51,449,000","70,049,000","51,858,000","47,969,000","60,661,000","62,378,000","52,930,000","208,755,000","0","0","0","196,357,457","0","0","0","174,919,624","0","0","0","152,047,791","0","0","0","0","0","0","0","0","0","0","0",,,,
TaxProvision,"79,884,000","16,063,000","25,333,000","18,284,000","20,204,000","20,328,000","24,025,000","21,280,000","17,463,000","32,588,000","30,322,000","30,708,000","25,078,000","24,337,000","29,205,000","31,854,000","24,329,000","-74,429,000","7,000,000","98,000,000","61,000,000","124,000,000","42,000,000","44,000,000","47,000,000","156,000,000","131,000,000","86,000,000","146,000,000","46,000,000","86,000,000","-32,000,000","180,000,000","144,000,000","-125,000,000","-67,000,000","138,000,000","163,000,000","130,000,000","-20,000,000","66,000,000","14,869,000","16,440,000","14,855,000","2,623,000","-685,000","6,011,000","20,288,000","14,251,000","19,370,000","23,669,000","31,505,000","24,592,000","16,542,000","27,421,000","30,015,000","25,077,000","19,492,000","25,930,000","37,581,000","28,729,000","23,275,000","29,141,000","28,289,000","24,435,000","26,130,000","27,124,000","26,522,000","22,460,000","15,639,000","23,737,000","23,746,000","21,764,000","3,604,000","17,019,000","22,920,000","17,073,000","15,472,000","19,469,000","19,860,000","16,745,000","13,449,000","18,400,000","18,700,000","15,100,000","14,105,963","16,100,000","16,800,000","14,800,000","13,038,434","15,900,000","14,300,000","13,100,000","11,615,432","13,600,000","13,200,000","8,400,000","10,000,000","13,200,000","11,700,000","9,600,000","8,500,000","9,400,000","8,700,000","6,800,000",,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-126,000","5,024,000","1,864,000",,,,,,"-160,000","643,000","1,159,000","1,270,000","1,712,000","634,000","1,330,000","605,000","714,000","520,000","1,432,000","714,000","979,000","1,539,000","1,374,000","1,315,000","2,241,000","2,008,000","1,572,000","1,087,000",,,,,,,,,,,,,,"56,800,000","57,900,000","48,500,000",,"51,800,000","52,200,000","46,500,000",,"48,000,000","44,700,000","41,300,000",,"42,800,000","39,700,000","31,900,000","33,100,000","40,500,000","34,800,000","29,700,000","26,400,000","30,500,000","29,700,000","18,500,000",,,,
NetIncomeCommonStockholders,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","29,678,000","50,000,000","56,000,000","39,000,000","26,000,000","47,000,000","49,000,000","46,000,000","36,000,000","46,000,000","44,000,000","37,000,000","30,000,000","51,000,000","43,000,000","36,000,000","26,000,000","47,000,000","52,000,000","44,000,000","12,000,000","54,000,000","49,000,000","47,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","15,100,000","15,100,000","15,100,000","15,100,000"
	NetIncome,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","29,678,000","50,000,000","56,000,000","39,000,000","26,000,000","47,000,000","49,000,000","46,000,000","36,000,000","46,000,000","44,000,000","37,000,000","30,000,000","51,000,000","43,000,000","36,000,000","26,000,000","47,000,000","52,000,000","44,000,000","12,000,000","54,000,000","49,000,000","47,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","15,100,000","15,100,000","15,100,000","15,100,000"
		NetIncomeIncludingNoncontrollingInterests,"316,821,000","59,587,000","94,169,000","87,754,000","75,311,000","62,314,000","80,446,000","79,706,000","65,758,000","32,053,000","58,543,000","58,527,000","47,876,000","45,786,000","57,376,000","61,309,000","45,895,000","-191,322,000","33,000,000","197,000,000","136,000,000","253,000,000","108,000,000","103,000,000","109,000,000","314,000,000","267,000,000","177,000,000","290,000,000","119,000,000","184,000,000","-38,000,000","354,000,000","281,000,000","-180,000,000","-107,000,000","274,000,000","254,000,000","275,000,000","-31,000,000","162,000,000","24,941,000","39,686,000","32,734,000","11,129,000","-6,302,000","4,248,000","41,315,000","29,977,000","32,601,000","53,496,000","70,486,000","56,361,000","45,519,000","52,785,000","56,255,000","49,466,000","44,160,000","53,005,000","76,168,000","57,771,000","61,320,000","58,566,000","56,955,000","49,572,000","43,130,000","56,237,000","54,458,000","45,900,000","33,937,000","46,162,000","47,826,000","44,202,000","5,916,000","34,430,000","47,129,000","34,785,000","32,497,000","41,192,000","42,518,000","36,185,000","32,006,000","38,400,000","39,200,000","33,400,000","31,651,494","35,700,000","35,400,000","31,700,000","27,781,190","32,100,000","30,400,000","28,200,000","25,932,359","29,200,000","26,500,000","23,500,000","23,100,000","27,300,000","23,100,000","20,100,000","17,900,000","21,100,000","21,000,000","11,700,000","15,100,000","15,100,000","15,100,000","15,100,000"
