name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalAssets,"3,452,430,000","2,756,741,000","3,110,000,000","3,299,945,000","2,568,806,000","2,233,296,000","2,605,038,000","3,140,949,000","2,561,300,000","1,716,561,000","2,132,248,000","2,694,108,000","2,577,631,000","2,082,178,000","2,163,542,000","2,857,775,000","2,874,046,000","2,289,897,000","3,632,691,000","4,515,420,000","4,378,941,000","3,091,290,000","3,890,819,000","4,693,529,000","3,515,287,000","3,274,513,000","3,762,888,000","4,537,779,000","3,932,496,000","3,896,730,000","3,594,277,000","4,649,567,000","4,852,789,000","3,976,513,000","4,308,052,000","5,207,961,000","4,307,782,000","4,424,164,000","5,234,318,000","7,410,129,000","4,967,359,000","4,545,762,000","5,359,722,000","7,301,892,000","5,424,747,000","4,903,482,000","5,623,425,000","11,575,211,000","7,106,771,000","6,868,070,000","7,499,493,000","9,359,978,000","6,206,891,000","5,636,268,000","5,989,135,000","7,672,341,000","5,297,179,000","5,017,181,000","5,539,283,000","6,141,121,000","4,896,858,000","4,614,762,000","5,380,026,000","5,788,187,000","4,461,376,000","4,405,195,000","4,603,905,000","4,249,236,000","3,979,024,000","3,925,722,000","4,230,791,000","5,066,468,000","4,199,631,000","4,034,839,000","4,121,624,000","5,542,523,000","5,308,500,000","5,375,701,000","5,699,350,000","5,921,370,000","2,273,515,000","2,322,518,000","1,910,176,000","2,075,499,000","2,569,110,000","2,527,346,000","2,904,083,000","2,466,519,000","1,888,522,000","1,876,362,000","1,906,258,000","1,718,812,000","1,455,788,000","1,561,830,000","1,417,561,000","1,028,606,000","852,488,000","940,329,000","1,078,038,000","877,991,000","901,064,000","917,434,000","1,074,700,000","1,131,700,000","745,700,000","798,600,000","1,005,800,000","1,041,300,000","707,500,000","724,200,000","962,700,000","714,200,000","694,700,000","704,900,000","1,035,800,000","675,400,000","574,600,000","615,600,000","941,500,000","564,000,000","554,600,000","539,700,000","826,400,000","676,500,000","628,700,000","481,600,000"
	CurrentAssets,"1,301,962,000","601,412,000","946,705,000","1,993,359,000","1,234,652,000","891,002,000","1,282,123,000","1,891,713,000","1,284,141,000","444,616,000","833,940,000","1,346,039,000","1,202,834,000","703,474,000","608,373,000","1,222,298,000","1,220,659,000","726,708,000","2,111,359,000","2,951,301,000","2,778,319,000","1,457,381,000","2,292,161,000","3,114,006,000","1,504,711,000","1,195,654,000","1,704,932,000","2,462,343,000","1,736,549,000","1,706,953,000","1,417,599,000","2,500,994,000","2,519,666,000","1,685,404,000","1,667,825,000","2,477,731,000","1,735,566,000","1,838,480,000","2,649,036,000","4,724,742,000","2,300,986,000","1,828,146,000","2,571,080,000","4,413,089,000","2,659,549,000","1,801,291,000","2,381,580,000","8,131,347,000","3,981,033,000","2,888,591,000","3,454,292,000","5,507,279,000","2,768,573,000","2,388,701,000","2,823,947,000","4,832,752,000","2,705,919,000","2,590,413,000","3,070,634,000","3,621,186,000","2,483,040,000","2,205,221,000","2,961,299,000","3,698,170,000","2,396,504,000","2,523,555,000","2,747,361,000","2,362,235,000","1,979,779,000","1,938,152,000","2,245,143,000","3,143,670,000","2,300,477,000","2,214,338,000","2,271,206,000","3,599,830,000","3,434,177,000","3,511,665,000","3,863,543,000","4,078,535,000","1,108,949,000","1,498,312,000","1,087,422,000","1,270,762,000","1,967,036,000","1,772,927,000","2,143,277,000","2,029,579,000","1,460,358,000","1,445,155,000","1,269,998,000","1,047,741,000","792,172,000","864,715,000","1,262,910,000","493,907,000","386,862,000","502,009,000","635,508,000","465,422,000","512,029,000","539,486,000","699,800,000","768,200,000","419,300,000","367,300,000","589,900,000","628,700,000","310,200,000","319,200,000","568,000,000","314,300,000","305,000,000","319,400,000","648,000,000","318,500,000","254,800,000","316,500,000","642,200,000","297,000,000","295,800,000","292,600,000","595,500,000","440,100,000","414,100,000","288,900,000"
		CashCashEquivalentsAndShortTermInvestments,"192,340,000","245,312,000","607,668,000","1,572,150,000","203,226,000","600,799,000","979,116,000","1,544,944,000","187,366,000","180,997,000","551,566,000","1,011,331,000","221,172,000","232,510,000","307,994,000","897,934,000","190,656,000","362,797,000","1,705,742,000","2,446,815,000","1,688,979,000","1,008,670,000","1,833,263,000","2,608,802,000","437,404,000","790,772,000","1,163,876,000","1,747,584,000","418,385,000","1,260,901,000","939,871,000","1,944,334,000","1,218,984,000","572,611,000","1,012,709,000","1,677,844,000","959,746,000","1,098,610,000","1,804,045,000","1,727,677,000","1,432,243,000","1,006,303,000","1,654,663,000","1,269,203,000","693,626,000","355,998,000","726,845,000","1,410,009,000","386,915,000","437,671,000","921,838,000","1,082,666,000","518,559,000","467,287,000","694,358,000","1,460,180,000","506,626,000","709,886,000","1,100,213,000","576,146,000","575,796,000","317,100,000","1,071,676,000","741,369,000","261,330,000","674,679,000","899,212,000","455,283,000","282,628,000","402,499,000","464,515,000","560,041,000","636,593,000","429,702,000","326,237,000","431,896,000","302,761,000","284,154,000","442,270,000","281,564,000","212,013,000","543,022,000","250,121,000","279,922,000","456,694,000","835,867,000","1,247,014,000","1,139,256,000","216,209,000","324,189,000","680,213,000","269,921,000","301,037,000","444,871,000","418,626,000","97,422,000","69,204,000","206,540,000","353,487,000","169,748,000","313,115,000","371,627,000","41,300,000","36,000,000","39,800,000","41,800,000","43,400,000","30,100,000","55,600,000","24,200,000","13,500,000","17,000,000","34,000,000","22,100,000","36,700,000","44,800,000","30,000,000","35,600,000","43,200,000","38,700,000","26,100,000","18,300,000","34,800,000","210,900,000","210,200,000","155,900,000"
			CashAndCashEquivalents,"192,340,000","245,312,000","607,668,000","1,572,150,000","203,226,000","600,799,000","979,116,000","1,544,944,000","187,366,000","180,997,000","551,566,000","1,011,331,000","221,172,000","232,510,000","306,871,000","896,801,000","189,511,000","360,681,000","1,299,382,000","2,007,190,000","1,321,134,000","627,490,000","1,429,489,000","2,185,307,000","437,404,000","790,772,000","1,163,876,000","1,747,584,000","418,385,000","1,260,901,000","939,871,000","1,944,334,000","1,218,984,000","572,611,000","1,012,709,000","1,677,844,000","959,746,000","1,098,610,000","1,804,045,000","1,727,677,000","1,432,243,000","1,006,303,000","1,654,663,000","1,269,203,000","693,626,000","355,998,000","726,845,000","1,410,009,000","386,915,000","437,671,000","921,838,000","1,082,666,000","442,273,000","390,068,000","694,358,000","1,460,180,000","392,490,000","632,801,000","1,100,213,000","576,146,000","575,796,000","317,100,000","1,071,676,000","671,089,000","261,330,000","674,679,000","875,353,000","436,918,000","260,915,000","377,992,000","436,145,000","538,308,000","599,002,000","251,850,000","271,813,000","380,918,000","247,679,000","219,718,000","379,901,000","248,490,000","168,182,000","500,667,000","193,240,000","188,340,000","307,941,000","696,210,000","900,856,000","107,557,000","216,103,000","303,920,000","595,851,000","199,539,000","211,514,000","151,155,000","58,414,000","60,681,000","29,304,000","38,637,000","90,248,000","59,998,000","34,191,000","32,054,000","41,300,000","36,000,000","39,800,000","41,800,000","43,400,000","30,100,000","55,600,000","24,200,000","13,500,000","17,000,000","34,000,000","22,100,000","36,700,000","44,800,000","30,000,000","35,600,000","43,200,000","38,700,000","26,100,000","18,300,000","34,800,000","210,900,000","210,200,000","155,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,"1,123,000","1,133,000","1,145,000","2,116,000","406,360,000","439,625,000","367,845,000","381,180,000","403,774,000","423,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,286,000","77,219,000",,,"114,136,000","77,085,000",,,,,,"70,280,000",,,"23,859,000","18,365,000","21,713,000","24,507,000","28,370,000","21,733,000","37,591,000","177,852,000","54,424,000","50,978,000","55,082,000","64,436,000","62,369,000","33,074,000","43,831,000","42,355,000","56,881,000","91,582,000","148,753,000","139,657,000","346,158,000","1,031,699,000","106,000","20,269,000","84,362,000","70,382,000","89,523,000","293,716,000","360,212,000","36,741,000","39,900,000","167,903,000","263,239,000","109,750,000","278,924,000","339,573,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"819,946,000","74,710,000","76,128,000","138,965,000","794,703,000","80,031,000","86,352,000","159,084,000","864,393,000","77,750,000","91,004,000","162,775,000","825,897,000","104,764,000","103,425,000","153,116,000","829,774,000","94,760,000","103,194,000","167,964,000","777,453,000","107,705,000","122,315,000","191,618,000","677,221,000","131,701,000","121,309,000","206,835,000","949,160,000","124,511,000","116,357,000","193,858,000","1,035,902,000","128,062,000","329,388,000","492,290,000","416,333,000","376,929,000","517,986,000","2,566,830,000","461,485,000","379,177,000","512,814,000","2,642,951,000","537,751,000","785,083,000","991,770,000","3,125,384,000","901,359,000","827,870,000","966,777,000","2,801,720,000","826,557,000","808,004,000","999,765,000","2,380,375,000","1,270,808,000","989,715,000","1,009,014,000","2,084,322,000","978,111,000","987,414,000","972,986,000","1,738,408,000","925,515,000","848,489,000","920,234,000","1,011,446,000","924,956,000","990,591,000","1,212,883,000","2,152,437,000","1,248,470,000","1,540,170,000","1,684,027,000","2,985,785,000","2,994,863,000","3,080,982,000","3,292,101,000","3,633,850,000","727,738,000","853,352,000","743,301,000","896,363,000","1,357,029,000","813,697,000","793,237,000","779,169,000","645,566,000","518,739,000","525,777,000","680,087,000","416,970,000","357,040,000","214,548,000","344,899,000","258,827,000","258,327,000","260,198,000","263,802,000","163,375,000","141,459,000","165,900,000","636,100,000","68,400,000","141,100,000","228,700,000","530,600,000","112,100,000","108,200,000","271,900,000","212,300,000","96,800,000","99,100,000","392,400,000","219,200,000","85,900,000","82,800,000","369,000,000","180,300,000","83,300,000","79,000,000","315,800,000","208,400,000","187,900,000","116,200,000"
			AccountsReceivable,"63,746,000","9,064,000","9,229,000","21,242,000","63,303,000","15,688,000","18,019,000","84,772,000","370,546,000","49,864,000","58,323,000","121,646,000","330,189,000","55,281,000","75,372,000","125,079,000","747,290,000","67,876,000","67,534,000","121,658,000","679,713,000","68,457,000","66,891,000","124,986,000","564,183,000","76,502,000","73,987,000","138,687,000","831,721,000","64,079,000","64,181,000","134,261,000","1,035,902,000",,"329,388,000","281,847,000",,,,,,,,"2,642,951,000","537,751,000","785,083,000","991,770,000","3,125,384,000","901,359,000","827,870,000","966,777,000","2,801,720,000","826,557,000","808,004,000","496,577,000","1,810,945,000","577,506,000","585,214,000","590,226,000","623,225,000","610,039,000","626,215,000","625,076,000","1,738,408,000","925,515,000","848,489,000","920,234,000","1,011,446,000","924,956,000","990,591,000","1,212,883,000","2,152,437,000","1,248,470,000","1,540,170,000","1,684,027,000","2,985,785,000","2,994,863,000","3,080,982,000","3,292,101,000","3,633,850,000","727,738,000","853,352,000","743,301,000","896,363,000","1,357,029,000","813,697,000","793,237,000","779,169,000","645,566,000","518,739,000","525,777,000","680,087,000","416,970,000","357,040,000","214,548,000","344,899,000","258,827,000","258,327,000","260,198,000","263,802,000","163,375,000","141,459,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,041,000",,"396,970,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-64,139,000",,"-67,582,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"36,372,000","23,554,000","12,301,000","22,427,000","28,941,000","26,964,000","28,250,000","30,596,000","41,062,000","37,953,000","37,838,000","39,911,000","62,603,000","48,772,000","47,905,000","50,000,000","63,093,000","55,970,000","56,277,000","56,603,000","71,420,000","62,568,000","62,195,000","63,716,000","104,841,000","70,390,000","64,041,000","65,413,000","110,560,000","69,110,000","60,459,000","61,252,000",,,,"62,181,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
