name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"5,346,809,374","7,375,492,753","5,658,604,106","7,545,728,906","8,202,521,883","7,806,748,944","6,338,006,029","5,080,231,462","3,369,407,176","2,769,851,681","2,069,857,852","1,295,763,868","1,011,177,500","1,002,331,530","924,215,031","824,651,603","948,633,400"
PeRatio,"9.218","12.385","12.225","19.278","20.689","22.39","22.098","23.978","18.246","18.458","20.35","24.538","81.971","37.088","29.425","65.279","28.139"
ForwardPeRatio,"10.01","12.531","9.009","13.831","16.103","18.051","18.904","19.881","16.556","16.34","18.382",,,,,,
PegRatio,,,,"0.953","1.679",,"1.261","1.531","1.656","1.166","1.345",,,,,,
PsRatio,"4.04","5.562","4.29","5.954","6.878","8.199","7.745","7.885","5.768","5.435","5.359","4.155","3.806","48.035","6.866","7.55","9.325"
PbRatio,"1.121","1.542","1.335","1.919","2.303","2.767","2.639","2.886","2.042","2.029","2.191","1.612","1.717","2.354","2.452","2.373","2.799"
