name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalRevenue,"20,756,000,000","20,740,000,000","18,955,000,000","16,974,000,000","18,300,000,000","18,377,000,000","18,614,000,000","24,661,000,000","26,412,000,000","21,859,000,000","22,383,000,000","24,701,000,000","9,219,000,000","25,916,000,000","26,500,000,000","27,083,000,000","22,693,000,000","18,733,000,000","15,907,000,000","15,147,000,000","14,703,000,000","13,528,000,000","15,022,000,000","13,305,000,000","12,473,000,000","12,150,000,000"
	TotalPremiumsEarned,"17,374,000,000","16,923,000,000","15,869,000,000","14,141,000,000","13,811,000,000","13,577,000,000","13,336,000,000","13,226,000,000","13,631,000,000","14,088,000,000","14,055,000,000","14,424,000,000","15,503,000,000","15,619,000,000","15,023,000,000","14,359,000,000","13,566,000,000","11,891,000,000","10,301,000,000","9,409,000,000","8,941,000,000","10,867,000,000","11,616,000,000","10,323,000,000","10,076,000,000","9,628,000,000"
	NetInvestmentIncome,"1,937,000,000","1,948,000,000","1,779,000,000","1,595,000,000","2,905,000,000","2,928,000,000","3,095,000,000","9,350,000,000","8,453,000,000","2,913,000,000","3,618,000,000","7,219,000,000","-6,005,000,000","5,359,000,000","6,515,000,000","8,231,000,000","5,162,000,000","3,233,000,000","2,953,000,000","2,850,000,000","2,674,000,000","2,627,000,000","3,102,000,000","2,655,000,000","2,523,000,000",
	NetRealizedGainLossOnInvestments,"4,000,000","398,000,000","-111,000,000","173,000,000","-212,000,000","-54,000,000","75,000,000","-995,000,000","-362,000,000","-174,000,000","-554,000,000","-2,010,000,000",,"-994,000,000","-251,000,000","17,000,000","276,000,000","293,000,000","-400,000,000","-236,000,000","145,000,000","34,000,000","304,000,000","327,000,000","-126,000,000",
	FeeRevenueAndOtherIncome,"1,441,000,000","1,471,000,000","1,418,000,000","1,065,000,000","1,796,000,000","1,926,000,000","2,108,000,000","3,080,000,000","4,690,000,000","5,032,000,000","5,264,000,000","5,068,000,000","-279,000,000","5,932,000,000","5,213,000,000","4,476,000,000","3,689,000,000","3,316,000,000","3,053,000,000","3,124,000,000","2,943,000,000",,,,,"2,522,000,000"
		FeesAndCommissions,"1,307,000,000","1,301,000,000","1,313,000,000","980,000,000","1,710,000,000","1,839,000,000","1,996,000,000","2,805,000,000","4,432,000,000","4,750,000,000","4,784,000,000","4,576,000,000","5,135,000,000",,,,,,,,,,,,,
		OtherIncomeExpense,"134,000,000","170,000,000","105,000,000","85,000,000","86,000,000","87,000,000","112,000,000","275,000,000","258,000,000","282,000,000","480,000,000","492,000,000","-5,414,000,000","5,932,000,000","5,213,000,000","4,476,000,000","3,689,000,000","3,316,000,000","3,053,000,000","3,124,000,000","2,943,000,000",,,,,"2,522,000,000"
TotalExpenses,"18,627,000,000","18,180,000,000","17,202,000,000","16,251,000,000","17,496,000,000","16,399,000,000","16,915,000,000","24,598,000,000","26,939,000,000","21,629,000,000","20,119,000,000","26,429,000,000","13,810,000,000","21,911,000,000","22,898,000,000","24,098,000,000","20,170,000,000","19,283,000,000","14,839,000,000","14,793,000,000","13,285,000,000","12,293,000,000","13,547,000,000","11,602,000,000","12,791,000,000",
	LossAdjustmentExpense,"16,502,000,000","16,143,000,000","15,446,000,000","14,549,000,000","15,634,000,000","14,519,000,000","14,810,000,000","22,862,000,000","23,584,000,000","13,266,000,000","13,799,000,000","17,019,000,000","6,707,000,000","14,064,000,000","15,042,000,000","16,776,000,000","13,640,000,000","13,548,000,000","9,524,000,000","9,764,000,000","8,419,000,000","7,902,000,000","8,613,000,000","7,977,000,000","8,942,000,000",
		NetPolicyholderBenefitsAndClaims,"16,502,000,000","16,143,000,000","15,446,000,000","14,549,000,000","15,634,000,000","14,519,000,000","14,810,000,000","22,862,000,000","23,584,000,000","13,266,000,000","13,799,000,000","17,019,000,000","6,707,000,000","14,064,000,000","15,042,000,000","16,776,000,000","13,640,000,000","13,548,000,000","9,524,000,000","9,764,000,000","8,419,000,000","7,902,000,000","8,613,000,000","7,977,000,000","8,942,000,000",
	PolicyAcquisitionExpense,"1,704,000,000","1,622,000,000","1,384,000,000","1,372,000,000","1,523,000,000","1,502,000,000","1,729,000,000","2,701,000,000","1,988,000,000",,,,,"2,989,000,000","3,558,000,000","3,169,000,000","2,828,000,000","2,411,000,000","2,241,000,000","2,214,000,000","2,213,000,000","2,011,000,000","2,020,000,000","1,888,000,000","1,678,000,000",
	SellingGeneralAndAdministration,,,,,,,,,,"4,398,000,000","4,663,000,000","3,749,000,000",,,,,,,,,,,,,,
	DepreciationAndAmortizationInIncomeStatement,"72,000,000","66,000,000","68,000,000","14,000,000",,,,,,,,,,,,,,"0","0","60,000,000",,,,,,
		Amortization,"72,000,000","66,000,000","68,000,000","14,000,000",,,,,,,,,,,,,,"0","0","60,000,000",,,,,,
	NetNonOperatingInterestIncomeExpense,"-259,000,000","-259,000,000","-298,000,000","-316,000,000","-339,000,000","-357,000,000","-376,000,000","-397,000,000","-457,000,000","-508,000,000","-508,000,000","-476,000,000","-343,000,000","-263,000,000","-277,000,000","-252,000,000","-251,000,000",,,,,,,,,
		InterestExpenseNonOperating,"259,000,000","259,000,000","298,000,000","316,000,000","339,000,000","357,000,000","376,000,000","397,000,000","457,000,000","508,000,000","508,000,000","476,000,000","343,000,000","263,000,000","277,000,000","252,000,000","251,000,000",,,,,,,,,
	SpecialIncomeCharges,,"-90,000,000","-6,000,000",,"0","-21,000,000","0","1,362,000,000","-910,000,000","-30,000,000","-153,000,000","-32,000,000","-745,000,000",,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,"199,000,000",,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,"0","0","30,000,000","153,000,000","32,000,000","745,000,000",,,,,,,,,,,,,
		OtherSpecialCharges,,"90,000,000","6,000,000",,,"21,000,000",,"-1,362,000,000","910,000,000",,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,"3,427,000,000","996,000,000","5,153,000,000","12,722,000,000","4,595,000,000","4,021,000,000","3,901,000,000","3,451,000,000","3,324,000,000","3,074,000,000","2,755,000,000","2,653,000,000","2,380,000,000","2,914,000,000","1,737,000,000","2,171,000,000",
PretaxIncome,"2,129,000,000","2,560,000,000","1,753,000,000","723,000,000","804,000,000","1,978,000,000","1,699,000,000","63,000,000","-527,000,000","230,000,000","2,264,000,000","-1,728,000,000","-4,591,000,000","4,005,000,000","3,602,000,000","2,985,000,000","2,523,000,000","-550,000,000","1,068,000,000","354,000,000","1,418,000,000","1,235,000,000","1,475,000,000","1,703,000,000","-318,000,000","0"
TaxProvision,"401,000,000","475,000,000","268,000,000","985,000,000","-92,000,000","305,000,000","350,000,000","-247,000,000","-494,000,000","-346,000,000","584,000,000","-841,000,000","-1,842,000,000","1,056,000,000","857,000,000","711,000,000","385,000,000","-459,000,000","68,000,000","-195,000,000","390,000,000","287,000,000","388,000,000","334,000,000","-219,000,000","180,000,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,"-54,000,000","-86,000,000","-72,000,000","-37,000,000",,"742,000,000"
NetIncomeCommonStockholders,"1,707,000,000","2,064,000,000","1,801,000,000","-3,131,000,000","896,000,000","1,682,000,000","798,000,000","166,000,000","-80,000,000","620,000,000","1,165,000,000","-1,014,000,000","-2,749,000,000","2,949,000,000","2,745,000,000","2,274,000,000","2,115,000,000","-91,000,000","1,000,000,000","507,000,000","974,000,000","862,000,000","1,015,000,000","1,332,000,000","-99,000,000","559,000,000"
