name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalRevenue,"1,490,068,000","1,459,173,000","1,316,789,000","1,147,404,000","1,038,874,000","907,652,000","807,434,000","767,946,000","733,965,000","613,101,000","607,996,000","629,523,000","343,161,000","341,638,000","340,118,000","310,316,000","243,276,000","193,084,000","158,800,000","102,812,000","79,306,000","57,542,000","44,900,000","31,700,000","22,400,000","9,700,029.6"
	NetInterestIncome,"1,054,376,000","1,054,919,000","964,903,000","832,076,000","722,193,000","641,529,000","598,575,000","550,627,000","519,516,000","461,377,000","415,836,000","311,876,000","244,567,000","261,550,000","248,886,000","216,759,000","157,824,000","120,492,000","98,128,000","74,014,000","61,000,000","47,734,000","36,800,000","26,800,000","14,900,000","9,700,029.6"
		InterestIncome,"1,395,239,000","1,385,142,000","1,170,810,000","946,468,000","812,457,000","718,464,000","671,267,000","630,709,000","627,021,000","605,793,000","593,107,000","527,614,000","514,723,000","611,557,000","557,945,000","407,036,000","261,746,000","203,991,000","182,233,000","166,455,000","148,184,000","109,331,000","88,000,000","65,100,000","39,100,000","9,700,029.6"
			InterestIncomeFromLoansAndLease,"1,246,280,000","1,240,472,000","1,060,240,000","868,881,000","741,001,000","651,831,000","613,024,000","588,435,000","583,872,000","552,938,000","547,896,000","465,777,000","443,849,000","525,610,000","456,384,000","335,391,000","218,298,000","174,478,000","158,314,000","149,057,000","130,910,000","97,270,000","75,400,000","56,100,000","30,600,000",
				InterestIncomeFromLoans,"1,246,280,000","1,240,472,000","1,060,240,000","868,881,000","741,001,000","651,831,000","613,024,000","588,435,000","583,872,000","552,938,000","547,896,000","465,777,000","443,849,000","525,610,000","456,384,000","335,391,000","218,298,000","174,478,000","158,314,000","149,057,000","130,910,000","97,270,000","75,400,000","56,100,000","30,600,000",
			InterestIncomeFromSecurities,"118,233,000","113,501,000","92,756,000","67,710,000","66,400,000","64,346,000","55,950,000","39,823,000","40,712,000","46,263,000","37,298,000","57,477,000","68,203,000","79,457,000","93,449,000","66,623,000","41,021,000","26,019,000","19,962,000","11,756,000","15,621,000","10,321,000","8,000,000","3,800,000","4,300,000",
			InterestIncomeFromDeposits,"29,271,000","29,803,000","17,090,000","9,252,000","4,236,000","1,486,000","1,472,000","1,644,000","1,552,000","3,419,000","5,170,000","3,574,000","340,000","841,000","651,000","279,000","80,000","127,000","45,000","10,000","26,000","204,000","2,300,000","1,800,000","1,600,000",
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"786,000","700,000","1,000","2,000","4,000","4,000","25,000","27,000","38,000","2,413,000","157,000","271,000","1,333,000","3,774,000","5,393,000","3,485,000","934,000","2,037,000","1,774,000","5,632,000","1,627,000","1,536,000","2,300,000","3,500,000","2,500,000",
			OtherInterestIncome,"669,000","666,000","723,000","623,000","816,000","797,000","796,000","780,000","847,000","760,000","2,586,000","515,000","998,000","1,875,000","2,068,000","1,258,000","1,413,000","1,330,000","2,138,000",,,,,"-100,000","100,000",
		InterestExpense,"340,863,000","330,223,000","205,907,000","114,392,000","90,264,000","76,935,000","72,692,000","80,082,000","107,505,000","144,416,000","177,271,000","215,738,000","270,156,000","350,007,000","309,059,000","190,277,000","103,922,000","83,499,000","84,105,000","92,441,000","87,184,000","61,597,000","51,200,000","38,300,000","24,200,000",
			InterestExpenseForDeposit,"285,351,000","278,892,000","166,553,000","83,326,000","58,409,000","48,863,000","48,411,000","53,191,000","68,305,000","87,938,000","123,779,000","171,259,000","219,437,000","294,914,000","265,729,000","156,252,000","83,135,000","67,963,000","70,061,000","83,503,000","78,670,000","56,026,000","49,100,000","37,400,000","22,800,000",
			InterestExpenseForShortTermDebt,,,,,,,,,,"11,023,000","5,943,000","7,064,000",,,,,,,"9,113,000","3,787,000","4,371,000","2,633,000","1,400,000","1,000,000","1,400,000",
			InterestExpenseForLongTermDebtAndCapitalSecurities,"55,512,000","51,331,000","39,354,000","31,066,000","31,855,000","28,072,000","24,281,000","26,891,000","39,200,000","56,478,000","53,492,000","19,413,000","50,719,000","55,093,000","43,330,000","34,025,000","20,787,000","15,536,000","4,931,000","5,151,000","4,143,000","2,938,000","700,000",,,
			InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,"18,002,000",,,,,,,,,,,,,,
			OtherInterestExpense,,,,,,,,,,,,"392,650,000",,,,,,,,,,,,"100,000",,
	NonInterestIncome,"435,692,000","404,254,000","351,886,000","315,328,000","316,681,000","266,123,000","208,859,000","217,319,000","214,449,000","151,724,000","192,160,000","317,647,000","98,594,000","80,088,000","91,232,000","93,557,000","85,452,000","72,592,000","60,672,000","28,798,000","18,306,000","9,808,000","8,100,000","4,900,000","7,500,000","0"
		TotalPremiumsEarned,"2,072,000","4,947,000","4,982,000","3,524,000","3,594,000","4,622,000","2,700,000","3,446,000","2,920,000",,,,,,,,,,,,,,,,,
		FeesAndCommissions,"346,725,000","308,498,000","279,264,000","241,519,000","258,713,000","239,476,000","196,107,000","200,979,000","198,619,000","73,050,000","52,609,000","41,394,000","68,705,000","42,355,000","42,023,000","47,425,000","46,877,000","47,666,000","40,609,000","12,331,000","6,818,000","5,939,000","7,600,000","3,800,000","1,000,000",
			FeesandCommissionIncome,"349,790,000","311,416,000","283,528,000","245,697,000","263,874,000","244,950,000","202,488,000","206,057,000","202,759,000","73,050,000","52,609,000","41,394,000","68,705,000","42,355,000","42,023,000","47,425,000","46,877,000","47,666,000","40,609,000","12,331,000","6,818,000","5,939,000","7,600,000","3,800,000","1,000,000",
				ServiceChargeOnDepositorAccounts,"230,227,000","197,560,000","178,019,000","152,150,000","164,362,000","146,647,000","118,817,000","130,613,000","130,222,000","14,963,000","13,433,000","13,037,000","10,296,000","8,386,000","7,146,000","5,983,000","4,100,000","3,525,000","3,121,000","2,504,000","1,936,000","1,562,000","1,100,000","700,000","500,000",
				TrustFeesbyCommissions,"99,078,000","97,114,000","90,963,000","81,766,000","76,018,000","73,452,000","71,343,000","63,042,000","52,680,000","44,517,000","36,941,000","28,357,000","29,385,000","31,341,000","31,720,000","30,008,000","31,656,000","28,871,000","25,229,000","1,996,000","1,971,000","1,171,000","800,000","600,000","500,000",
