name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"1,883,817,713","4,569,188,026","3,321,232,283","5,647,112,069","3,819,350,180","2,024,759,254","4,558,960,159","7,060,630,047","4,379,426,941","2,597,904,489","2,565,042,893","2,361,000,950","1,309,659,210","1,613,174,799","1,993,350,000","1,168,781,250"
EnterpriseValue,"2,392,667,713","5,240,214,026","3,758,937,283","6,011,334,069","4,270,596,180","2,675,624,254","4,807,734,159","7,186,978,047","4,934,427,941","3,203,845,489","3,151,980,893","2,854,453,950","1,828,862,210","2,147,683,799","2,411,615,000","1,474,270,250"
PeRatio,"7.332","34.203","20.497","15.833",,"10.139","9.889","20.659","13.531","8.823","12.207","9.958","11.106","10.099","18.188","17.063"
ForwardPeRatio,"9.158","10.707",,"14.389","12.285","10.04","12.739","13.351","9.747",,,,,,,
PegRatio,,,,,"1.228","1.004","2.546","1.335","0.975",,,,,,,
PsRatio,"0.668","1.692","2.471","2.32","1.792","0.898","1.716","3.029","1.963","1.724","1.834","1.909","1.022","1.591","2.516","2.923"
PbRatio,"0.931","2.322","1.484","2.765","2.155","0.96","2.154","3.882","2.85","2.062","2.472","2.728","2.071","3.034","6.089","5.099"
EnterprisesValueRevenueRatio,"0.884","1.936","1.404","2.378","1.922","1.189","1.777","2.755","2.194","1.75","2.228","2.278","1.419","2.091","2.833","2.423"
EnterprisesValueEBITDARatio,"3.817","8.36","11.463","9.734","7.505","-110.691","8.854","10.953","10.084","7.055","8.93","8.413","8.345","-4.716","-5.94","-4.954"
