name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"3,605,625,001","5,248,128,000","4,939,371,000","4,590,697,459","3,871,864,458","3,497,620,000","3,130,948,000","2,609,327,000","1,716,182,000","1,568,230,545","2,097,728,000","2,110,425,000","2,195,005,872","2,377,424,826","2,493,680,000","2,243,049,000","1,746,556,000","1,630,810,000","534,290,000","2,356,695,000","3,820,750,000","3,014,875,000","3,391,475,000","2,996,280,000","1,678,350,000","1,352,700,000"
EnterpriseValue,"4,169,225,001","5,758,328,000","5,599,071,000","5,150,297,459","4,353,864,458","3,925,320,000","3,524,748,000","2,945,827,000","2,000,782,000","1,547,130,545","2,413,228,000","2,227,825,000","2,309,505,872","2,613,924,826","2,610,580,000","2,319,449,000","1,768,856,000","1,749,810,000","343,990,000","2,289,295,000","3,768,650,000","2,817,175,000","3,261,975,000","3,016,280,000","1,740,450,000","1,352,700,000"
PeRatio,"14.443","17.388","16.997","37.398","16.08","10.675","12.447","21.174","37.98","37.516","13.782","12.073","26.362","10.044","11.349","30.713","9.656","18.877",,,"18.88","8.957","17.38","13.073","9.227",
ForwardPeRatio,"12.077","15.106",,,,,,"16.42","8.757","8.977","11.377",,,,,,,,,,,,,,,
PegRatio,,,,,,,,"0.234","0.125","0.599","0.758",,,,,,,,,,,,,,,
PsRatio,"0.8","1.193","0.933","0.908","0.809","0.715","0.639","0.565","0.382","0.439","0.686","0.801","0.829","0.861","0.979","0.736","0.567","0.502","0.161","0.714","1.277","0.982","1.017","0.806","0.513",
PbRatio,"1.318","1.7","1.656","1.546","1.267","1.216","1.13","1.026","0.661","0.635","0.853","0.895","1.163","1.034","1.306","1.201","0.747","0.735","0.258","0.986","1.621","1.346","1.379","1.258","0.973",
EnterprisesValueRevenueRatio,"0.882","1.177","1.246","0.993","0.88","0.78","0.696","0.615","0.436","0.394","0.766","0.786","0.862","0.938","0.987","0.884","0.569","0.536","0.104","0.691","1.22","0.896","0.95","0.888","0.531","0.418"
