name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"972,183,000,000","958,489,000,000","939,997,330,842.119","917,744,056,850.081","953,845,453,441.787","1,074,479,940,940.303","1,137,908,887,060.971","1,379,360,506,512.143","1,507,998,172,332.083","1,409,197,111,527.146","1,295,205,797,101.449","1,879,482,000,000","2,005,096,000,000","1,966,337,000,000","1,568,056,000,000","1,520,191,000,000","1,117,809,000,000","855,248,000,000","756,365,000,000","673,847,000,000","616,330,000,000"
	CashCashEquivalentsAndFederalFundsSold,"108,361,000,000","109,682,000,000","184,881,273,804.269","184,902,141,693.332","174,383,877,625.349","189,258,011,993.973","213,654,546,069.163","239,403,665,202.484","357,160,314,103.858","199,905,857,181.064","239,293,719,806.763","246,272,000,000","354,016,000,000","377,229,000,000","258,267,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","181,159,000,000","156,656,000,000"
		CashAndCashEquivalents,"108,361,000,000","109,682,000,000","105,586,752,764.118","119,879,861,015.685","105,696,855,651.329","120,071,195,250.953","110,481,481,064.149","95,971,125,302.604","130,294,658,321.733","47,148,435,410.538","126,550,724,637.681","30,540,000,000","16,581,000,000","44,242,000,000","258,267,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","61,080,000,000","65,739,000,000"
			CashFinancial,"107,068,000,000","108,370,000,000","90,109,743,452.864","105,776,290,218.095","92,373,841,609","105,248,627,165.438","91,134,348,203.32","72,715,820,836.665",,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,"43,181,842,331.764","28,819,470,446.643","20,192,270,531.401",,,,,,,,,,
			CashAndDueFromBanks,"107,068,000,000",,"14,104,446,201.07","12,912,977,758.583","12,087,734,207.438","13,484,623,241.609","19,347,132,860.829","23,255,304,465.939","87,112,815,989.969","18,328,964,963.894","106,358,454,106.28","30,540,000,000","16,581,000,000","44,242,000,000","258,267,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","61,080,000,000","65,739,000,000"
			InterestBearingDepositsAssets,"1,293,000,000","1,312,000,000","1,372,563,110.185","1,190,593,039.006","1,235,279,834.891","1,337,944,843.906",,,,,,,,,,,,,,,
		MoneyMarketInvestments,,,"79,294,521,040.15","65,022,280,677.647","68,687,021,974.02","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","226,865,655,782.125","152,757,421,770.527","112,742,995,169.082","215,732,000,000","337,435,000,000","332,987,000,000",,,,,,"120,079,000,000","90,917,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,"79,294,521,040.15","65,022,280,677.647","68,687,021,974.02","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","226,865,655,782.125","152,757,421,770.527","112,742,995,169.082","215,732,000,000","337,435,000,000","332,987,000,000",,,,,,"120,079,000,000","90,917,000,000"
				SecurityAgreeToBeResell,,,"79,294,521,040.15","65,022,280,677.647","68,687,021,974.02","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","226,865,655,782.125","152,757,421,770.527","112,742,995,169.082",,,,,,,,,,
	SecurityBorrowed,,,"12,722,643,698.221","14,831,864,313.618","25,883,209,906.519","24,334,819,938.715","30,982,455,744.983","40,937,222,727.323",,"66,813,586,520.46",,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,"94,000,000",,,,,,,
	SecuritiesAndInvestments,"234,200,000,000","216,290,000,000","215,158,763,563.942","185,888,576,981.214","197,817,773,461.212","206,015,189,668.598","219,218,677,814.461","267,842,394,102.376","267,096,664,506.051","333,872,158,331.105","234,293,719,806.763","297,786,000,000","689,356,000,000","728,154,000,000","504,589,000,000","468,314,000,000","376,564,000,000","275,033,000,000","257,927,000,000","167,107,000,000","140,675,000,000"
		TradingSecurities,"127,514,000,000","104,370,000,000","134,183,699,658.142","94,791,032,763.393","125,485,613,694.306","139,716,634,810.837","138,424,960,843.747","176,206,855,002.136","192,888,034,088.132","244,787,376,303.825","224,403,864,734.3","291,053,000,000","683,228,000,000","720,821,000,000","497,802,000,000","463,890,000,000","372,419,000,000","268,957,000,000","240,124,000,000","156,942,000,000","136,255,000,000"
		AvailableForSaleSecurities,"100,341,000,000","105,253,000,000","62,669,773,840.2","66,593,706,444.711","9,057,707,094.007","8,493,876,601.64","13,721,027,189.651","18,919,718,263.575","74,208,630,417.92","89,084,782,027.28","9,889,855,072.464","6,733,000,000","6,128,000,000","7,333,000,000","6,787,000,000","4,424,000,000","4,145,000,000","6,076,000,000","17,803,000,000","10,165,000,000","4,420,000,000"
		HeldToMaturitySecurities,,,"9,409,808,128.612","9,117,410,337.449",,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"6,345,000,000","6,667,000,000","8,895,481,936.987","15,386,427,435.661","63,274,452,672.899","57,804,678,256.121","67,072,689,781.063","72,715,820,836.665",,,,,,,,,,,,,
	LongTermEquityInvestment,"1,051,000,000","1,099,000,000","1,045,077,970.208","945,211,126.597","965,157,217.434","937,471,557.295","948,764,465.278","939,851,683.079","844,765,112.795","845,145,760.899","840,579,710.145",,,,,,,,,,
	DerivativeAssets,"121,841,000,000","126,210,000,000","121,371,741,830.837","155,484,776,506.154","169,393,185,221.157","259,880,869,310.195","277,006,546,700.17","457,908,227,536.121","43,908,659,108.056","40,728,537,041.99",,,,,,,,,,,
	NetLoan,"342,110,000,000","337,220,000,000","328,002,545,965.979","300,743,997,958.423","315,310,995,103.395","318,041,523,821.082","321,403,540,401.366","297,656,943,181.694","283,292,777,523.935","281,227,066,060.444","296,452,173,913.043","496,951,000,000","536,394,000,000","256,423,000,000","205,473,000,000","203,641,000,000","171,384,000,000","153,254,000,000","136,720,000,000","151,704,000,000","147,467,000,000"
		GrossLoan,"342,110,000,000","337,220,000,000","328,678,048,229.63","301,328,988,437.604","316,008,053,093.764","318,744,374,665.008","322,199,060,249.924","298,430,294,333.505","284,169,420,565.514","282,389,943,835.25","299,010,628,019.324","499,660,000,000","537,304,000,000","257,429,000,000","206,825,000,000","205,722,000,000","174,351,000,000","156,738,000,000","136,720,000,000","157,658,000,000","155,235,000,000"
			CommercialLoan,,,,,,,,,"22,577,011,762.956",,,,,,,,,,,,
			ConsumerLoan,"329,663,000,000","320,352,000,000",,,,,,,"127,944,192,372.674","129,556,565,926.718",,,,,,,,,,,
			MortgageLoan,,,"167,487,603,814.843","158,970,181,190.004","165,024,685,362.794","166,609,022,784.503","180,384,689,059.912","169,188,638,529.537","133,648,216,429.884","152,833,377,908.532",,,,,,,,,,,
			OtherLoanAssets,"12,447,000,000","16,868,000,000","161,190,444,414.787","142,358,807,247.6","150,983,367,730.97","152,135,351,880.505","141,814,371,190.012","129,241,655,803.968",,,"299,010,628,019.324","499,660,000,000","537,304,000,000","257,429,000,000","206,825,000,000","205,722,000,000","174,351,000,000","156,738,000,000",,"157,658,000,000","155,235,000,000"
		AllowanceForLoansAndLeaseLosses,,,"675,502,263.651","584,990,479.182","697,057,990.369","702,850,843.927","795,519,848.558","773,351,151.811","876,643,041.579","1,162,877,774.806","2,558,454,106.28","2,709,000,000","910,000,000","1,006,000,000","1,352,000,000","2,081,000,000","2,967,000,000","3,484,000,000",,"5,954,000,000","7,768,000,000"
	Receivables,"129,741,000,000","136,125,000,000","46,504,943,075.075","38,391,472,487.78","38,334,142,689.491","46,871,555,272.393","46,149,165,605.598","49,065,077,608.965","43,908,659,108.056","5,847,552,821.61",,"4,764,000,000","5,756,000,000","6,690,000,000",,,,,,,
		AccountsReceivable,"86,508,000,000","95,349,000,000","592,347,729.676","516,283,543.707","467,403,180.77","458,117,168.775","487,903,816.467",,"43,908,659,108.056",,,,,,,,,,,,
		OtherReceivables,"43,233,000,000","40,776,000,000","45,912,595,345.399","37,875,188,944.073","37,866,739,508.721","46,413,438,103.617","45,661,261,789.131","49,065,077,608.965",,"5,847,552,821.61",,,,,,,,,,,
	PrepaidAssets,"927,000,000","990,000,000","1,039,944,974.284","991,342,926.13","1,045,081,137.955","1,038,601,175.126","1,109,896,672.564",,"6,723,055,180.695","5,847,552,821.61","5,619,323,671.498",,,,,,,,,,
	NetPPE,"12,803,000,000","9,349,000,000","9,063,844,203.308","8,176,125,321.45","7,784,994,536.846","6,925,356,229.079","6,757,411,518.136","6,467,231,161.889","6,044,055,297.58","5,848,622,626.371","6,001,932,367.15","6,255,000,000","6,383,000,000","5,672,000,000","7,172,000,000","7,655,000,000","6,177,000,000","5,698,000,000","5,247,000,000","5,521,000,000","5,463,000,000"
		GrossPPE,"24,432,000,000","19,967,000,000","19,537,209,087.456","17,822,579,062.052","18,055,724,171.422","17,639,027,942.113","18,184,276,651.605","17,995,202,155.744",,"18,359,989,301.952",,,,,,,,,,,
			Properties,"11,395,000,000","7,679,000,000","7,928,425,504.83","7,589,171,786.969","7,954,959,329.853","7,843,613,158.986","8,980,585,259.22","9,099,473,113.45",,"9,971,650,173.843",,,,,,,,,,,
			MachineryFurnitureEquipment,"9,019,000,000","8,009,000,000","7,180,034,699.052","5,724,269,252.665","5,595,686,131.682","5,344,700,302.378","5,286,939,276.821","5,066,216,823.126",,"748,863,332.442",,,,,,,,,,,
			ConstructionInProgress,"1,014,000,000","1,157,000,000","1,050,210,966.132","1,104,218,605.838","1,284,852,899.518","1,356,148,175.116","900,312,123.227","897,131,152.03",,"227,868,414.014",,,,,,,,,,,
			Leases,"3,004,000,000","3,122,000,000","3,378,537,917.441","3,404,919,416.58","3,220,225,810.368","3,094,566,305.634","3,016,439,992.338","2,932,381,067.137",,"3,029,687,082.108",,,,,,,,,,,
			OtherProperties,,,,,,,,,,"4,381,920,299.545",,,,,,,,,,,
		AccumulatedDepreciation,"-11,629,000,000","-10,618,000,000","-10,473,364,884.148","-9,646,453,740.602","-10,270,729,634.576","-10,713,671,713.035","-11,426,865,133.469","-11,527,970,993.855",,"-12,511,366,675.582",,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"6,469,000,000","6,647,000,000","6,568,181,584.864","6,434,895,271","6,644,814,050.423","6,861,644,569.845","7,090,943,919.231","7,077,367,977.128","10,301,883,985.591","10,507,622,358.919","10,635,748,792.271","12,064,000,000","12,827,000,000","12,121,000,000","10,264,000,000","10,646,000,000","9,298,000,000","9,917,000,000","11,518,000,000","12,105,000,000","2,225,000,000"
