name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"5,302,316,373","6,734,696,000","6,468,392,000","7,360,798,222","9,617,736,559"
EnterpriseValue,"2,529,316,373","3,890,696,000","3,734,392,000","3,752,798,222","7,057,736,559"
PeRatio,"2.393","5.586","4.805","7.466","11.95"
ForwardPeRatio,"5.531","6.333","5.214","9.579",
PsRatio,"0.315","0.647","0.856","1.746","2.35"
PbRatio,"0.396","0.617","0.866","1.192","1.36"
EnterprisesValueRevenueRatio,"0.156","0.239","0.571","0.43","1.718"
