name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019
MarketCap,"4,707,392,005","7,232,964,837","7,033,812,726","8,255,886,036","8,148,368,373"
PeRatio,"3.012","4.813","4.852","5.178",
ForwardPeRatio,"3.872","4.708","5.015","5.147",
PsRatio,"0.727","1.14","1.167","1.348",
PbRatio,"0.276","0.405","0.465","0.512",
