name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalAssets,"323,969,000,000","256,281,000,000","192,720,000,000","159,826,000,000","139,514,000,000","129,480,000,000","112,745,000,000","108,644,000,000","91,030,000,000","78,131,000,000","61,902,000,000","53,611,000,000","55,597,000,000","40,708,000,000","26,058,000,000","20,010,000,000","16,315,000,000","14,474,417,775.406","13,774,872,719.507","7,737,032,120.04","7,468,891,054.525","7,111,668,589.069","7,372,741,535.989"
	CurrentAssets,"42,517,000,000","37,544,000,000","27,206,000,000","22,055,000,000","17,335,000,000","21,220,000,000","17,562,000,000","16,748,000,000","27,984,000,000","19,850,000,000","16,073,000,000","12,290,000,000","11,149,000,000","9,595,000,000","7,865,000,000","2,924,000,000","4,862,000,000","3,020,043,932.898","1,764,855,571.05","3,701,493,779.26","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"10,383,000,000","11,772,000,000","7,707,000,000","7,528,000,000","3,968,000,000","4,394,000,000","4,605,000,000","3,224,000,000","15,201,000,000","6,132,000,000","5,672,000,000","2,919,000,000","2,913,000,000","1,979,000,000","1,546,000,000","1,400,000,000","2,385,000,000","913,710,743.119","380,968,823.101","1,812,241,753.251",,,
			CashAndCashEquivalents,"6,778,000,000","8,390,000,000","5,139,000,000","4,299,000,000","2,774,000,000","3,160,000,000","3,663,000,000","2,844,000,000","2,027,000,000","1,713,000,000","1,375,000,000","1,242,000,000","1,561,000,000","1,204,000,000","951,000,000","404,000,000","382,000,000","333,894,297.819","380,968,823.101","231,030,819.607",,,
			OtherShortTermInvestments,"3,605,000,000","3,382,000,000","2,568,000,000","3,229,000,000","1,194,000,000","1,234,000,000","942,000,000","380,000,000","13,174,000,000","4,419,000,000","4,297,000,000","1,677,000,000","1,352,000,000","775,000,000","595,000,000","996,000,000","2,003,000,000","579,816,445.3",,"1,581,210,933.645",,,
		Receivables,"11,129,000,000","9,167,000,000","7,209,000,000","4,294,000,000","3,384,000,000","3,110,000,000","4,299,000,000","4,372,000,000","4,149,000,000","7,869,000,000","10,401,000,000","9,371,000,000","3,801,000,000","5,951,000,000","4,148,000,000","1,524,000,000","1,623,000,000","2,106,333,189.778","1,382,886,830.237","1,889,252,026.009",,,
			AccountsReceivable,"11,129,000,000","9,167,000,000","7,209,000,000","4,294,000,000","3,384,000,000","3,110,000,000","4,299,000,000","4,372,000,000","4,149,000,000","7,869,000,000","8,605,000,000","7,310,000,000","2,892,000,000","5,951,000,000","4,148,000,000","1,524,000,000","1,623,000,000","1,352,571,811.143","1,382,886,830.237","1,889,252,026.009",,,
			LoansReceivable,,,,,,,,,,,"1,796,000,000","2,061,000,000","909,000,000",,,,,"753,761,378.636",,,,,
		Inventory,"10,272,000,000","6,989,000,000","6,311,000,000","5,349,000,000","5,281,000,000","5,620,000,000","6,291,000,000","6,579,000,000","6,060,000,000","5,849,000,000",,,,,,,,,,,,,
			FinishedGoods,"8,602,000,000","6,989,000,000","6,311,000,000","5,349,000,000","5,281,000,000","5,620,000,000","5,769,000,000","5,853,000,000",,,,,,,,,,,,,,,
