name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
		GoodwillAndOtherIntangibleAssets,"1,137,000,000","1,263,000,000","1,109,000,000","1,104,000,000","1,112,000,000","1,201,000,000","1,099,000,000","1,106,000,000","1,098,000,000","1,163,000,000","1,085,000,000","1,100,000,000","1,110,000,000","1,188,000,000","1,104,000,000","1,099,000,000","1,101,000,000","1,206,000,000","1,111,000,000","1,749,000,000","1,756,000,000","1,791,000,000","1,692,000,000","1,669,000,000","1,686,000,000","1,753,000,000","1,653,000,000","1,662,000,000","1,646,000,000","1,637,000,000","1,632,000,000","1,648,000,000","1,639,000,000","1,647,000,000","1,661,000,000","1,624,000,000","1,627,000,000","1,637,000,000","1,652,000,000","1,668,000,000","1,647,000,000","1,662,000,000","1,671,000,000","1,711,000,000","1,753,435,018","1,724,137,931","748,350,011","717,484,226","751,980,249","663,422,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"1,137,000,000","1,101,000,000","1,109,000,000","1,104,000,000","1,112,000,000","1,121,000,000","1,099,000,000","1,106,000,000","1,098,000,000","1,087,000,000","1,085,000,000","1,100,000,000","1,110,000,000","1,114,000,000","1,104,000,000","1,099,000,000","1,101,000,000","1,127,000,000","1,111,000,000","1,749,000,000","1,756,000,000","1,710,000,000","1,692,000,000","1,669,000,000","1,686,000,000","1,668,000,000","1,653,000,000","1,662,000,000","1,646,000,000","1,637,000,000","1,632,000,000","1,648,000,000","1,639,000,000","1,647,000,000","1,661,000,000","1,624,000,000","1,627,000,000","1,637,000,000","1,652,000,000","1,668,000,000","1,647,000,000","1,662,000,000","1,671,000,000","1,711,000,000","1,753,435,018","1,724,137,931","748,350,011","717,484,226","751,980,249","663,422,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"162,000,000",,,,"80,000,000",,,,"76,000,000",,,,"74,000,000",,,,"79,000,000",,,,"81,000,000",,,,"85,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"2,257,000,000","1,262,000,000","2,089,000,000","2,007,000,000","2,155,000,000","1,238,000,000","1,957,000,000","2,038,000,000","2,024,000,000","1,099,000,000","1,914,000,000","2,018,000,000","2,025,000,000","1,175,000,000","1,967,000,000","1,839,000,000","1,804,000,000","1,137,000,000","856,000,000","981,000,000","973,000,000","302,000,000","838,000,000","835,000,000","807,000,000","284,000,000","2,135,000,000","1,856,000,000","1,826,000,000","1,496,000,000","1,814,000,000","1,978,000,000","2,115,000,000","1,853,000,000","952,000,000","1,035,000,000","1,003,000,000","1,371,000,000","1,325,000,000","1,328,000,000","1,348,000,000","1,252,000,000","1,256,000,000","1,272,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"1,180,000,000","1,079,000,000","1,090,000,000","1,058,000,000","1,064,000,000","1,071,000,000","1,005,000,000","1,009,000,000","979,000,000","943,000,000","918,000,000","950,000,000","958,000,000","1,012,000,000","981,000,000","966,000,000","896,000,000","939,000,000","43,000,000","38,000,000","35,000,000","32,000,000","31,000,000","24,000,000","24,000,000","24,000,000","1,043,000,000","973,000,000","898,000,000","828,000,000",,,,"715,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"715,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"1,077,000,000","183,000,000","999,000,000","949,000,000","1,091,000,000","167,000,000","952,000,000","1,029,000,000","1,045,000,000","156,000,000","996,000,000","1,068,000,000","1,067,000,000","163,000,000","986,000,000","873,000,000","908,000,000","198,000,000","813,000,000","943,000,000","938,000,000","270,000,000","807,000,000","811,000,000","783,000,000","260,000,000","1,092,000,000","883,000,000","928,000,000","668,000,000",,,,"1,138,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"1,077,000,000","183,000,000","999,000,000","949,000,000","1,091,000,000","167,000,000","952,000,000","1,029,000,000","1,045,000,000","156,000,000","996,000,000","1,068,000,000","1,067,000,000","163,000,000","986,000,000","873,000,000","908,000,000","198,000,000","813,000,000","943,000,000","938,000,000","270,000,000","807,000,000","811,000,000","783,000,000","260,000,000","1,092,000,000","883,000,000","928,000,000","668,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"0",,,,"73,000,000",,,,"120,000,000",,,,"139,000,000",,,,,,,,,,,,"0",,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,"268,000,000",,,,"220,000,000",,,,"209,000,000",,,,"241,000,000",,,,"299,000,000",,,,"219,000,000",,,,"204,000,000",,,,"196,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"211,000,000","211,000,000","160,000,000","160,000,000","160,000,000","160,000,000","133,000,000","133,000,000","154,000,000","154,000,000","112,000,000","112,000,000","112,000,000","112,000,000","107,000,000","107,000,000","107,000,000","90,000,000","335,000,000","347,000,000","363,000,000","361,000,000","378,000,000","413,000,000","422,000,000","164,000,000","71,000,000","176,000,000","155,000,000","229,000,000","194,000,000","189,000,000","185,000,000","180,000,000","375,000,000","252,000,000","300,000,000",,,,,,,,"383,209,379","356,969,403",,"45,796,865","69,951,651","69,520,310","219,616,417","79,702,444","96,863,469","102,516,309",,,,,,,,"137,000,000",,,,"130,000,000",,,,"139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"211,000,000","211,000,000","160,000,000","160,000,000","160,000,000","160,000,000","133,000,000","133,000,000","154,000,000","154,000,000","112,000,000","112,000,000","112,000,000","112,000,000","107,000,000","107,000,000","107,000,000","90,000,000","335,000,000","347,000,000","363,000,000","361,000,000","378,000,000","413,000,000","422,000,000","164,000,000","71,000,000","176,000,000","155,000,000","229,000,000","194,000,000","189,000,000","185,000,000","180,000,000","375,000,000","252,000,000","300,000,000",,,,,,,,"383,209,379","356,969,403",,"45,796,865","69,951,651","69,520,310","219,616,417","79,702,444","96,863,469","102,516,309",,,,,,,,"137,000,000",,,,"130,000,000",,,,"139,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,,"360,000,000",,,,"254,000,000",,,,"339,000,000",,,,"283,000,000",,,,"272,000,000",,,,"233,000,000",,,,"111,000,000",,,,"5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,"136,000,000",,,,"113,000,000",,,,"151,000,000",,,,"134,000,000",,,,"88,000,000","866,000,000",,,"91,000,000",,,,"86,000,000",,,,"101,000,000",,,,,"543,000,000","473,000,000","477,000,000","1,009,000,000","903,000,000","874,000,000","825,000,000","857,000,000","722,000,000","740,000,000","1,734,526,661","1,444,876,153","2,309,985,097","2,302,055,771","2,166,443,781","2,028,006,753","1,896,054,854","1,014,877,789","908,671,586","610,438,024","622,555,047","1,052,983,826","1,015,000,000","1,010,000,000","912,000,000","711,000,000","758,000,000","623,000,000","753,000,000","800,000,000","750,000,000","589,000,000","683,000,000","685,000,000","772,000,000","471,000,000","625,000,000","616,000,000","821,000,000","811,000,000","743,000,000","781,000,000","471,000,000","623,000,000","1,326,326,000","1,206,800,000","1,174,400,000","1,165,700,000","1,038,600,000","1,022,400,000","1,000,400,000","961,200,000","1,029,200,000","1,032,900,000","1,053,600,000","1,064,300,000","1,190,100,000","1,153,700,000","1,179,700,000","1,132,600,000","1,173,900,000","875,100,000","868,100,000","855,300,000","848,700,000","823,100,000","709,900,000","680,300,000","653,800,000","645,000,000","633,300,000","363,900,000","326,200,000","343,800,000","350,900,000"
TotalLiabilitiesNetMinorityInterest,"16,689,000,000","17,276,000,000","17,601,000,000","17,260,000,000","18,087,000,000","16,608,000,000","15,907,000,000","17,261,000,000","17,076,000,000","17,533,000,000","16,343,000,000","16,274,000,000","16,641,000,000","18,028,000,000","17,640,000,000","17,333,000,000","17,187,000,000","18,051,000,000","17,595,000,000","18,201,000,000","18,540,000,000","18,003,000,000","17,563,000,000","17,513,000,000","17,398,000,000","17,372,000,000","16,213,000,000","16,539,000,000","16,165,000,000","16,640,000,000","16,706,000,000","16,214,000,000","15,832,000,000","16,326,000,000","15,933,000,000","13,007,000,000","12,786,000,000","13,033,000,000","13,480,000,000","12,951,000,000","12,943,000,000","15,292,000,000","15,790,000,000","18,393,000,000","20,603,806,883","20,529,383,196","6,017,670,853","5,674,740,485","5,541,610,946","5,762,240,541","5,953,492,995","4,057,385,760","4,184,732,473","4,897,483,691","4,106,404,381","4,169,548,243","4,088,000,000","4,426,000,000","4,093,000,000","2,906,000,000","2,849,000,000","2,838,000,000","3,032,000,000","3,043,000,000","2,961,000,000","2,738,000,000","2,790,000,000","2,407,000,000","2,614,000,000","2,408,000,000","2,380,000,000","2,294,000,000","2,532,000,000","2,562,000,000","2,683,000,000","2,531,000,000","2,453,000,000","2,400,000,000","1,171,298,000","1,057,300,000","1,014,500,000","1,008,600,000","1,015,900,000","995,500,000","1,023,200,000","1,035,600,000","1,047,500,000","1,032,800,000","1,013,300,000","1,015,200,000","1,102,100,000","1,189,900,000","1,031,600,000","1,050,500,000","1,103,800,000","738,200,000","724,300,000","725,400,000","731,400,000","764,900,000","765,800,000","768,000,000","765,500,000","616,700,000","616,400,000","492,900,000","495,000,000","509,700,000","497,100,000"
	CurrentLiabilities,"2,603,000,000","2,776,000,000","2,599,000,000","2,324,000,000","2,301,000,000","2,516,000,000","2,189,000,000","2,317,000,000","2,368,000,000","2,641,000,000","2,149,000,000","2,047,000,000","1,973,000,000","2,200,000,000","1,853,000,000","1,520,000,000","1,804,000,000","1,726,000,000","1,892,000,000","1,966,000,000","1,971,000,000","2,409,000,000","1,597,000,000","1,806,000,000","1,526,000,000","2,163,000,000","1,384,000,000","1,575,000,000","1,290,000,000","1,820,000,000","1,468,000,000","1,941,000,000","1,690,000,000","2,122,000,000","1,869,000,000","1,583,000,000","1,510,000,000","1,740,000,000","1,732,000,000","1,262,000,000","1,412,000,000","2,373,000,000","2,182,000,000","1,831,000,000","9,446,615,404","9,277,561,923","949,542,261","1,027,885,203","903,199,259","1,349,687,159","1,736,062,804","908,607,864","923,662,362","1,688,024,231","1,131,105,398","1,030,674,847","838,000,000","1,115,000,000","834,000,000","664,000,000","654,000,000","460,000,000","436,000,000","396,000,000","382,000,000","392,000,000","410,000,000","321,000,000","312,000,000","320,000,000","284,000,000","338,000,000","373,000,000","435,000,000","507,000,000","411,000,000","437,000,000","436,000,000","222,996,000","117,800,000","98,300,000","101,700,000","89,300,000","89,800,000","100,400,000","108,100,000","101,600,000","104,000,000","101,400,000","105,500,000","102,300,000","183,200,000","101,500,000","109,700,000","104,200,000","102,000,000","92,900,000","102,600,000","107,800,000","85,400,000","84,200,000","87,800,000","79,700,000","72,300,000","81,700,000","81,900,000","82,600,000","65,200,000","57,300,000"
		PayablesAndAccruedExpenses,"2,242,000,000","1,940,000,000","2,447,000,000","2,162,000,000","2,169,000,000","1,684,000,000","2,157,000,000","2,288,000,000","2,340,000,000","1,692,000,000","2,096,000,000","1,965,000,000","1,890,000,000","1,475,000,000","1,691,000,000","1,456,000,000","1,391,000,000","1,236,000,000","1,453,000,000","1,547,000,000","1,509,000,000","1,553,000,000","1,517,000,000","1,725,000,000","1,457,000,000","1,720,000,000","1,338,000,000","1,536,000,000","1,259,000,000","1,417,000,000","1,403,000,000","1,598,000,000","1,345,000,000","1,464,000,000","1,501,000,000","1,521,000,000","1,297,000,000","1,675,000,000","1,409,000,000","1,201,000,000","1,230,000,000","1,252,000,000","1,320,000,000","1,061,000,000","1,018,530,190","738,222,438","949,542,261","775,493,588","871,309,536","527,361,208","982,808,308","555,791,711","619,234,317","763,047,530","533,139,600","449,525,934","432,000,000","442,000,000","531,000,000","440,000,000","434,000,000","422,000,000","386,000,000","339,000,000","322,000,000","334,000,000","335,000,000","296,000,000","291,000,000","294,000,000","270,000,000","271,000,000","292,000,000","310,000,000","388,000,000","359,000,000","390,000,000","391,000,000","117,952,000","106,900,000","91,300,000","94,100,000","85,400,000","85,900,000","96,500,000","104,200,000","101,000,000","103,400,000","100,700,000","103,300,000","100,400,000","90,600,000","89,100,000","91,700,000","87,900,000","83,000,000","78,200,000","79,400,000","82,100,000",,,"70,000,000",,,,"52,300,000",,,
			Payables,"2,242,000,000","1,412,000,000","2,447,000,000","2,162,000,000","2,169,000,000","1,381,000,000","2,157,000,000","2,288,000,000","2,340,000,000","1,423,000,000","2,096,000,000","1,965,000,000","1,890,000,000","1,185,000,000","1,691,000,000","1,456,000,000","1,391,000,000","835,000,000","1,453,000,000","1,547,000,000","1,509,000,000","1,111,000,000","1,517,000,000","1,725,000,000","1,457,000,000","1,210,000,000","1,338,000,000","1,536,000,000","1,259,000,000","1,109,000,000","1,403,000,000","1,598,000,000","1,345,000,000","1,115,000,000","1,501,000,000","1,521,000,000","1,297,000,000","1,675,000,000",,"1,201,000,000",,,,,"1,018,530,190","670,228,266","949,542,261","775,493,588","871,309,536","505,511,968","982,808,308","555,791,711","619,234,317","414,725,070","533,139,600","449,525,934","432,000,000","442,000,000","531,000,000","440,000,000","434,000,000","422,000,000","386,000,000","339,000,000","322,000,000","334,000,000","335,000,000","296,000,000","291,000,000","294,000,000","270,000,000","271,000,000","292,000,000","310,000,000","388,000,000","359,000,000","390,000,000","391,000,000","117,952,000","106,900,000","91,300,000","94,100,000","85,400,000","85,900,000","96,500,000","104,200,000","101,000,000","103,400,000","100,700,000","103,300,000","100,400,000","90,600,000","89,100,000","91,700,000","87,900,000","83,000,000","78,200,000","79,400,000","82,100,000",,,"70,000,000",,,,"52,300,000",,,
				AccountsPayable,"2,177,000,000","1,323,000,000","2,327,000,000","2,090,000,000","2,046,000,000","1,230,000,000","2,025,000,000","2,144,000,000","2,056,000,000","1,150,000,000","1,829,000,000","1,787,000,000","1,598,000,000","986,000,000","1,583,000,000","1,438,000,000","1,368,000,000","810,000,000","1,443,000,000","1,451,000,000","1,452,000,000","793,000,000","1,465,000,000","1,461,000,000","1,454,000,000","890,000,000","1,279,000,000","1,216,000,000","1,192,000,000","792,000,000","1,366,000,000","1,324,000,000","1,223,000,000","787,000,000","1,343,000,000","1,240,000,000","1,297,000,000","1,498,000,000",,"1,083,000,000",,,,,"1,018,530,190","670,228,266","949,542,261","775,493,588","871,309,536","505,511,967","982,808,308","555,791,711","619,234,317","414,725,070","533,139,600","449,525,934","432,000,000","442,000,000","531,000,000","440,000,000","434,000,000","422,000,000","386,000,000","339,000,000","322,000,000","334,000,000","335,000,000","296,000,000","291,000,000","294,000,000","270,000,000","271,000,000","292,000,000","310,000,000","388,000,000","359,000,000","390,000,000","391,000,000","117,952,000","106,900,000","91,300,000","94,100,000","85,400,000","85,900,000","96,500,000","104,200,000","101,000,000","103,400,000","100,700,000","103,300,000","100,400,000","90,600,000","89,100,000","91,700,000","87,900,000","83,000,000","78,200,000","79,400,000","82,100,000",,,"70,000,000",,,,"52,300,000",,,
				TotalTaxPayable,"65,000,000","89,000,000","120,000,000","72,000,000","123,000,000","151,000,000","132,000,000","144,000,000","284,000,000","273,000,000","267,000,000","178,000,000","292,000,000","199,000,000","108,000,000","18,000,000","23,000,000","25,000,000","10,000,000","10,000,000","57,000,000","59,000,000","52,000,000","5,000,000","3,000,000","61,000,000","59,000,000","61,000,000","67,000,000","55,000,000","37,000,000","40,000,000","122,000,000","93,000,000","158,000,000","104,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"65,000,000","89,000,000","120,000,000","72,000,000","123,000,000","151,000,000","132,000,000","144,000,000","284,000,000","273,000,000","267,000,000","178,000,000","292,000,000","199,000,000","108,000,000","18,000,000","23,000,000","25,000,000","10,000,000","10,000,000","57,000,000","59,000,000","52,000,000","5,000,000","3,000,000","61,000,000","59,000,000","61,000,000","67,000,000","55,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,"0","0","86,000,000","0","259,000,000","0","259,000,000","0","259,000,000","0","259,000,000","0","262,000,000","0","234,000,000","0","235,000,000","0","177,000,000","0","177,000,000",,"118,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,"528,000,000",,,,"303,000,000",,,,"269,000,000",,,,"290,000,000",,,,"401,000,000",,,,"442,000,000",,,,"510,000,000",,,,"308,000,000",,,,"349,000,000",,,,,,,,,,,,"67,994,172",,,,"21,849,240",,,,"348,322,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,"96,000,000",,,,"102,000,000",,,,"120,000,000",,,,"148,000,000",,,,"179,000,000",,,,"155,000,000",,,,"144,000,000",,,,"134,000,000",,,,"132,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,"125,000,000",,,,"155,000,000",,,,"133,000,000",,,,"71,000,000",,,,"58,000,000",,,,"73,000,000",,,,"76,000,000",,,,"45,000,000",,,,"59,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"361,000,000","189,000,000","152,000,000","162,000,000","132,000,000","32,000,000","32,000,000","29,000,000","28,000,000","55,000,000","53,000,000","82,000,000","83,000,000","99,000,000","162,000,000","64,000,000","413,000,000","28,000,000","439,000,000","419,000,000","462,000,000","428,000,000","80,000,000","81,000,000","69,000,000","59,000,000","46,000,000","39,000,000","31,000,000","35,000,000","65,000,000","343,000,000","345,000,000","359,000,000","368,000,000","62,000,000","63,000,000","65,000,000","323,000,000","61,000,000","182,000,000","1,121,000,000","862,000,000","770,000,000","8,428,085,214","7,771,976,688",,"31,548,952","31,889,723","30,787,566","30,805,923","7,438,895","6,918,819","104,846,226","183,301,665","33,463,469","38,000,000","213,000,000","212,000,000","224,000,000","220,000,000","38,000,000","50,000,000","57,000,000","60,000,000","58,000,000","75,000,000","25,000,000","21,000,000","26,000,000","14,000,000","67,000,000","81,000,000","125,000,000","119,000,000","52,000,000","47,000,000","45,000,000","105,044,000","10,800,000","7,100,000","7,600,000","3,800,000","3,900,000","3,800,000","3,900,000","700,000","700,000","700,000","2,300,000","1,900,000","92,600,000","12,400,000","18,000,000","16,300,000","19,000,000","14,700,000","23,200,000","21,300,000",,,"17,500,000",,,,"12,000,000",,,
			CurrentDebt,"198,000,000","29,000,000","30,000,000",,,,"32,000,000","29,000,000","28,000,000","28,000,000","53,000,000","82,000,000","83,000,000","99,000,000","162,000,000","64,000,000","413,000,000","28,000,000","439,000,000","419,000,000","462,000,000","428,000,000","80,000,000","81,000,000","69,000,000","59,000,000","46,000,000","39,000,000","31,000,000","35,000,000","65,000,000","343,000,000","345,000,000","359,000,000","368,000,000","62,000,000","63,000,000","65,000,000","323,000,000","61,000,000","182,000,000","1,121,000,000","862,000,000","770,000,000",,,,,,,,,,,,,,,"212,000,000",,,,"50,000,000",,,,,,,,"14,000,000","55,000,000","81,000,000",,,,,,"95,000,000",,"7,100,000","7,600,000",,,,,,,,,,"86,300,000",,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"198,000,000","29,000,000","30,000,000",,,,,,,"28,000,000",,,,,,,,"28,000,000",,,,,,,,"59,000,000",,,,"35,000,000",,,,"359,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000,000",,,,,,,"95,000,000",,,,,,,,,,,,,"86,300,000",,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"163,000,000","160,000,000","122,000,000","133,000,000","132,000,000","32,000,000",,,,"27,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,428,085,214","7,771,976,688",,"31,548,952","31,889,723","30,787,566","30,805,923","7,438,895","6,918,819","104,846,226","183,301,665","33,463,469","38,000,000","213,000,000",,"224,000,000","220,000,000","38,000,000",,"57,000,000","60,000,000","58,000,000","75,000,000","25,000,000","21,000,000","26,000,000",,"12,000,000",,"125,000,000","119,000,000","52,000,000","47,000,000","45,000,000","10,044,000","10,800,000",,,"3,800,000","3,900,000","3,800,000","3,900,000","700,000","700,000","700,000","2,300,000","1,900,000","6,300,000","12,400,000","18,000,000","16,300,000","19,000,000","14,700,000","23,200,000","21,300,000",,,"17,500,000",,,,"12,000,000",,,
		CurrentDeferredLiabilities,,"46,000,000",,,,"67,000,000",,,,"42,000,000",,,,"50,000,000",,,,"62,000,000",,,,"18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,438,077","42,730,796","93,517,535","87,638,376","160,764,212","175,477,814","198,549,916","150,000,000","118,000,000","91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,438,077","42,730,796","93,517,535","87,638,376","160,764,212","175,477,814","198,549,916","150,000,000","118,000,000","91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,"46,000,000",,,,"67,000,000",,,,"19,000,000",,,,"18,000,000",,,,"31,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,"476,000,000",,,,"578,000,000",,,,"719,000,000",,,,"505,000,000",,,,"342,000,000",,,,"337,000,000",,,,"308,000,000",,,,"323,000,000",,,,"87,000,000",,,"150,000,000",,,,,,,,,"767,362,797",,"220,842,663",,"710,100,308","679,717,777","251,859,723","209,870,850","659,366,263","239,186,319","349,135,528","218,000,000","342,000,000",,,,,,,,,,,,,,,,,,,,,,"100,000","-100,000",,"100,000",,"100,000",,"-100,000","-100,000",,"-100,000",,,,,,,,,"4,400,000",,,"300,000",,,,"17,600,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"14,086,000,000","14,500,000,000","15,002,000,000","14,936,000,000","15,786,000,000","14,092,000,000","13,718,000,000","14,944,000,000","14,708,000,000","14,892,000,000","14,194,000,000","14,227,000,000","14,668,000,000","15,828,000,000","15,787,000,000","15,813,000,000","15,383,000,000","16,325,000,000","15,703,000,000","16,235,000,000","16,569,000,000","15,594,000,000","15,966,000,000","15,707,000,000","15,872,000,000","15,209,000,000","14,829,000,000","14,964,000,000","14,875,000,000","14,820,000,000","15,238,000,000","14,273,000,000","14,142,000,000","14,204,000,000","14,064,000,000","11,424,000,000","11,276,000,000","11,293,000,000","11,748,000,000","11,689,000,000","11,531,000,000","12,919,000,000","13,608,000,000","16,562,000,000","11,157,191,479","11,251,821,273","5,068,128,592","4,646,855,282","4,638,411,686","4,412,553,382","4,217,430,190","3,148,777,896","3,261,070,111","3,209,459,459","2,975,298,983","3,138,873,397","3,250,000,000","3,311,000,000","3,259,000,000","2,242,000,000","2,195,000,000","2,378,000,000","2,596,000,000","2,647,000,000","2,579,000,000","2,346,000,000","2,380,000,000","2,086,000,000","2,302,000,000","2,088,000,000","2,096,000,000","1,956,000,000","2,159,000,000","2,127,000,000","2,176,000,000","2,120,000,000","2,016,000,000","1,964,000,000","948,302,000","939,500,000","916,200,000","906,900,000","926,600,000","905,700,000","922,800,000","927,500,000","945,900,000","928,800,000","911,900,000","909,700,000","999,800,000","1,006,700,000","930,100,000","940,800,000","999,600,000","636,200,000","631,400,000","622,800,000","623,600,000","679,500,000","681,600,000","680,200,000","685,800,000","544,400,000","534,700,000","411,000,000","412,400,000","444,500,000","439,800,000"
		LongTermProvisions,"1,710,000,000","2,345,000,000","2,379,000,000","2,389,000,000","2,242,000,000","1,653,000,000",,,,"1,905,000,000",,,,"1,236,000,000",,,,"438,000,000",,,,"858,000,000",,,,"1,079,000,000",,,,"1,399,000,000",,,,"1,430,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
