name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
		LongTermDebtAndCapitalLeaseObligation,"6,115,000,000","5,557,000,000","5,682,000,000","5,597,000,000","6,520,000,000","5,487,000,000","5,203,000,000","6,590,000,000","6,475,000,000","6,314,000,000","6,069,000,000","6,303,000,000","6,801,000,000","8,244,000,000","8,542,000,000","8,940,000,000","8,640,000,000","9,606,000,000","9,245,000,000","8,653,000,000","8,744,000,000","8,013,000,000","8,049,000,000","7,667,000,000","7,965,000,000","7,664,000,000","7,423,000,000","7,569,000,000","7,313,000,000","7,160,000,000","7,541,000,000","6,678,000,000","6,543,000,000","6,676,000,000","6,879,000,000","4,700,000,000",,"4,883,000,000","5,620,000,000","5,617,000,000","5,611,000,000","6,883,000,000","7,631,000,000","10,471,000,000","4,849,363,419","5,101,991,258","1,538,215,882","1,508,243,436","1,521,448,411","1,491,707,220","1,498,559,078","1,365,568,544","1,480,627,306","1,508,620,690","1,447,412,541","1,676,519,799","1,736,000,000","1,756,000,000","1,737,000,000","408,000,000","403,000,000","627,000,000","917,000,000","1,010,000,000","990,000,000","1,045,000,000","1,230,000,000","934,000,000","1,090,000,000","933,000,000","1,001,000,000","863,000,000","1,291,000,000","1,253,000,000","1,066,000,000","1,012,000,000","905,000,000","1,123,000,000","716,971,000","697,900,000","684,900,000","672,900,000","685,700,000","689,800,000","702,800,000","700,400,000","700,800,000","683,000,000","665,700,000","664,300,000","652,000,000","650,900,000","598,100,000","599,300,000","646,100,000","399,000,000","407,700,000","400,900,000","416,400,000","471,700,000","474,700,000","475,800,000","319,400,000","372,600,000","347,800,000","242,000,000","218,900,000","237,600,000","231,200,000"
			LongTermDebt,"5,573,000,000","5,045,000,000","5,119,000,000","5,058,000,000","5,978,000,000","5,181,000,000","5,203,000,000","6,590,000,000","6,475,000,000","6,028,000,000","6,069,000,000","6,303,000,000","6,801,000,000","8,244,000,000","8,542,000,000","8,940,000,000","8,640,000,000","9,606,000,000","9,245,000,000","8,653,000,000","8,744,000,000","8,013,000,000","8,049,000,000","7,667,000,000","7,965,000,000","7,664,000,000","7,423,000,000","7,569,000,000","7,313,000,000","7,160,000,000","7,541,000,000","6,678,000,000","6,543,000,000","6,676,000,000","6,879,000,000","4,700,000,000",,"4,883,000,000","5,620,000,000","5,617,000,000","5,611,000,000","6,883,000,000","7,631,000,000","10,471,000,000","4,849,363,419","5,101,991,258","1,538,215,882","1,508,243,436","1,521,448,411","1,491,707,220","1,498,559,078","1,365,568,544","1,480,627,306","1,508,620,690","1,447,412,541","1,676,519,799","1,736,000,000","1,756,000,000","1,737,000,000","408,000,000","403,000,000","627,000,000","917,000,000","1,010,000,000","990,000,000","1,045,000,000","1,230,000,000","934,000,000","1,090,000,000","933,000,000","1,001,000,000","863,000,000","1,291,000,000","1,253,000,000","1,066,000,000","1,012,000,000","905,000,000","1,123,000,000","716,971,000","697,900,000","684,900,000","672,900,000","685,700,000","689,800,000","702,800,000","700,400,000","700,800,000","683,000,000","665,700,000","664,300,000","652,000,000","650,900,000","598,100,000","599,300,000","646,100,000","399,000,000","407,700,000","400,900,000","416,400,000","471,700,000","474,700,000","475,800,000","319,400,000","372,600,000","347,800,000","242,000,000","218,900,000","237,600,000","231,200,000"
			LongTermCapitalLeaseObligation,"542,000,000","512,000,000","563,000,000","539,000,000","542,000,000","306,000,000",,,,"286,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"5,780,000,000","5,902,000,000","6,433,000,000","6,448,000,000","6,502,000,000","6,331,000,000","6,128,000,000","5,999,000,000","5,820,000,000","6,049,000,000","5,847,000,000","5,801,000,000","5,724,000,000","5,619,000,000","5,431,000,000","5,443,000,000","5,514,000,000","5,613,000,000","5,262,000,000","6,153,000,000","6,124,000,000","6,091,000,000","6,129,000,000","6,149,000,000","6,169,000,000","5,908,000,000","5,772,000,000","5,736,000,000","5,643,000,000","5,447,000,000","5,412,000,000","5,422,000,000","5,421,000,000","5,342,000,000","5,359,000,000","5,051,000,000","4,928,000,000","5,223,000,000","5,113,000,000","5,074,000,000","4,927,000,000","5,007,000,000","4,845,000,000","4,923,000,000","5,106,517,081","4,964,788,732","2,598,467,107","2,204,355,791","2,121,180,948","1,925,712,583","1,780,781,079","986,184,910","942,112,546","879,543,336","867,329,831","800,892,359","847,000,000","907,000,000","908,000,000","973,000,000","927,000,000","895,000,000","794,000,000","725,000,000","672,000,000","669,000,000","559,000,000","551,000,000","551,000,000","556,000,000","487,000,000","499,000,000","502,000,000","509,000,000","528,000,000","527,000,000","527,000,000","494,000,000","142,827,000","153,000,000","144,200,000","148,100,000","166,700,000","140,700,000","145,200,000","151,100,000","175,800,000","176,900,000","182,800,000","185,400,000","287,000,000","301,200,000","277,400,000","289,200,000","304,100,000","201,900,000","189,600,000","189,700,000","184,200,000","184,700,000","184,800,000","183,700,000","175,900,000","171,800,000","169,400,000","169,000,000","172,300,000","183,500,000","183,400,000"
			NonCurrentDeferredTaxesLiabilities,"5,780,000,000","5,902,000,000","6,433,000,000","6,448,000,000","6,502,000,000","6,331,000,000","6,128,000,000","5,999,000,000","5,820,000,000","5,398,000,000","5,192,000,000","5,114,000,000","5,013,000,000","4,896,000,000","4,716,000,000","4,730,000,000","4,787,000,000","4,828,000,000","5,262,000,000","6,153,000,000","6,124,000,000","6,091,000,000","6,129,000,000","6,149,000,000","6,169,000,000","5,908,000,000","5,772,000,000","5,736,000,000","5,643,000,000","5,447,000,000","5,412,000,000","5,422,000,000","5,421,000,000","5,342,000,000","5,359,000,000","5,051,000,000","4,928,000,000","5,223,000,000","5,113,000,000","5,074,000,000","4,927,000,000","5,007,000,000","4,845,000,000","4,923,000,000","5,106,517,081","4,964,788,732","2,598,467,107","2,204,355,791","2,121,180,948","1,925,712,583","1,780,781,079","986,184,910","942,112,546","879,543,336","867,329,831","800,892,359","847,000,000","907,000,000","908,000,000","973,000,000","927,000,000","895,000,000","794,000,000","725,000,000","672,000,000","669,000,000","559,000,000","551,000,000","551,000,000","556,000,000","487,000,000","499,000,000","502,000,000","509,000,000","528,000,000","527,000,000","527,000,000","494,000,000","142,827,000","153,000,000","144,200,000","148,100,000","166,700,000","140,700,000","145,200,000","151,100,000","175,800,000","176,900,000","182,800,000","185,400,000","287,000,000","301,200,000","277,400,000","289,200,000","304,100,000","201,900,000","189,600,000","189,700,000","184,200,000","184,700,000","184,800,000","183,700,000","175,900,000","171,800,000","169,400,000","169,000,000","172,300,000","183,500,000","183,400,000"
		TradeandOtherPayablesNonCurrent,,"140,000,000",,,,"58,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"481,000,000","505,000,000","508,000,000","502,000,000","522,000,000","482,000,000","519,000,000","540,000,000","549,000,000","552,000,000","648,000,000","685,000,000","654,000,000","643,000,000","718,000,000","671,000,000","624,000,000","591,000,000","591,000,000","577,000,000","620,000,000","572,000,000","551,000,000","537,000,000","517,000,000","479,000,000","547,000,000","568,000,000","659,000,000","743,000,000","820,000,000","767,000,000","683,000,000","691,000,000","760,000,000","566,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"481,000,000","505,000,000","508,000,000","502,000,000","522,000,000","482,000,000","519,000,000","540,000,000","549,000,000","552,000,000","648,000,000","685,000,000","654,000,000","643,000,000","718,000,000","671,000,000","624,000,000","591,000,000","591,000,000","577,000,000","620,000,000","572,000,000","551,000,000","537,000,000","517,000,000","479,000,000","547,000,000","568,000,000","659,000,000","743,000,000","820,000,000","767,000,000","683,000,000","691,000,000","760,000,000","566,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,"31,000,000",,,,"39,000,000",,,,"43,000,000",,,,"21,000,000",,,,"12,000,000",,,,"5,000,000",,,,"5,000,000",,,,"7,000,000",,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,"20,000,000",,,,"42,000,000","1,868,000,000","1,815,000,000","1,864,000,000","29,000,000","1,630,000,000","1,438,000,000","1,489,000,000","65,000,000","1,096,000,000","759,000,000","605,000,000","65,000,000","605,000,000","852,000,000","1,081,000,000","55,000,000","1,237,000,000","1,354,000,000","1,221,000,000","74,000,000","1,087,000,000","1,091,000,000","1,260,000,000","64,000,000","1,465,000,000","1,406,000,000","1,495,000,000","62,000,000","1,066,000,000","1,107,000,000","6,348,000,000","1,187,000,000","1,015,000,000","998,000,000","993,000,000","1,029,000,000","1,132,000,000","1,168,000,000","1,201,310,979","1,185,041,283","931,445,603","934,256,055","995,782,327","995,133,579","938,090,033","797,024,442","838,330,259","821,295,433","660,556,611","661,461,239","667,000,000","648,000,000","614,000,000","861,000,000","865,000,000","856,000,000","885,000,000","912,000,000","917,000,000","632,000,000","591,000,000","601,000,000","661,000,000","599,000,000","608,000,000","594,000,000","366,000,000","365,000,000","582,000,000","581,000,000","584,000,000","347,000,000","88,504,000","88,600,000","87,100,000","85,900,000","74,200,000","75,200,000","74,800,000","76,000,000","69,300,000","68,900,000","63,400,000","60,000,000","60,800,000","54,600,000","54,600,000","52,300,000","49,400,000","35,300,000","34,100,000","32,200,000","23,000,000","23,100,000","22,100,000","20,700,000","190,500,000",,"17,500,000",,"21,200,000","23,400,000","25,200,000"
TotalEquityGrossMinorityInterest,"22,085,000,000","22,074,000,000","24,216,000,000","23,955,000,000","24,019,000,000","23,018,000,000","22,466,000,000","21,373,000,000","20,818,000,000","19,525,000,000","19,125,000,000","18,624,000,000","18,210,000,000","17,601,000,000","16,812,000,000","16,578,000,000","16,628,000,000","16,637,000,000","17,059,000,000","19,047,000,000","19,026,000,000","18,836,000,000","18,884,000,000","18,750,000,000","18,983,000,000","18,811,000,000","18,706,000,000","18,432,000,000","18,618,000,000","17,977,000,000","18,053,000,000","18,140,000,000","18,206,000,000","17,893,000,000","17,707,000,000","16,858,000,000","16,340,000,000","16,176,000,000","15,932,000,000","15,619,000,000","15,474,000,000","14,581,000,000","14,121,000,000","11,830,000,000","11,366,443,968","11,004,128,217","9,157,973,175","8,511,093,018","8,264,581,833","7,811,103,386","7,987,677,631","6,537,725,823","6,944,188,192","6,549,394,222","5,789,650,162","5,284,997,211","4,840,000,000","4,383,000,000","3,949,000,000","3,612,000,000","3,444,000,000","3,221,000,000","2,822,000,000","2,750,000,000","2,627,000,000","2,529,000,000","2,448,000,000","2,437,000,000","2,499,000,000","2,550,000,000","2,560,000,000","2,515,000,000","2,573,000,000","2,591,000,000","2,595,000,000","2,779,000,000","2,809,000,000","2,702,000,000","1,672,873,000","1,662,300,000","1,658,900,000","1,653,500,000","1,605,400,000","1,586,200,000","1,309,300,000","1,304,100,000","1,369,200,000","1,373,300,000","1,345,000,000","1,343,900,000","1,573,400,000","1,557,000,000","1,551,300,000","1,529,600,000","1,512,300,000","1,299,300,000","1,288,000,000","1,264,200,000","1,246,200,000","1,090,600,000","1,054,300,000","1,032,600,000","1,015,300,000","996,700,000","992,500,000","976,200,000","848,100,000","865,700,000","871,200,000"
	StockholdersEquity,"21,223,000,000","21,304,000,000","23,402,000,000","23,136,000,000","23,204,000,000","22,884,000,000","22,339,000,000","21,245,000,000","20,678,000,000","19,383,000,000","18,985,000,000","18,476,000,000","18,039,000,000","17,442,000,000","16,649,000,000","16,362,000,000","16,407,000,000","16,407,000,000","16,825,000,000","18,797,000,000","18,774,000,000","18,606,000,000","18,662,000,000","18,534,000,000","18,759,000,000","18,597,000,000","18,506,000,000","18,228,000,000","18,424,000,000","17,801,000,000","17,880,000,000","17,949,000,000","18,022,000,000","17,721,000,000","17,540,000,000","16,715,000,000","16,216,000,000","16,052,000,000","15,824,000,000","15,518,000,000","15,376,000,000","14,490,000,000","14,040,000,000","11,740,000,000","11,261,817,723","10,899,708,596","9,082,393,017","8,434,764,909","8,162,740,459","7,718,740,689","7,901,222,300","6,478,214,665","6,893,450,185","6,549,394,222","5,789,650,162","5,284,997,211","4,840,000,000","4,383,000,000","3,949,000,000","3,612,000,000","3,444,000,000","3,221,000,000","2,822,000,000","2,750,000,000","2,627,000,000","2,505,000,000","2,423,000,000","2,412,000,000","2,471,000,000","2,520,000,000","2,529,000,000","2,486,000,000","2,542,000,000","2,560,000,000","2,531,000,000","1,714,000,000","1,727,000,000","1,695,000,000","1,632,477,000","1,621,600,000","1,618,600,000","1,613,100,000","1,567,600,000","1,553,000,000","1,276,500,000","1,274,900,000","1,340,500,000","1,338,400,000","1,345,000,000","1,343,900,000","1,573,400,000","1,557,000,000","1,551,300,000","1,529,600,000","1,512,300,000","1,299,300,000","1,288,000,000","1,264,200,000","1,246,200,000","1,090,600,000","1,054,300,000","1,032,600,000","1,015,300,000","996,700,000","992,500,000","976,200,000","848,100,000","838,100,000","843,500,000"
		CapitalStock,"6,139,000,000","6,329,000,000","6,410,000,000","6,484,000,000","6,542,000,000","6,601,000,000",,"6,648,000,000",,"6,609,000,000","6,663,000,000","6,655,000,000","6,654,000,000","6,644,000,000","6,635,000,000","6,635,000,000","6,634,000,000","6,634,000,000",,,,"6,509,000,000",,,,"6,510,000,000",,,,"6,706,000,000",,,,"0","6,807,000,000",,,"0","6,767,000,000","6,764,000,000","6,763,000,000","0","6,742,000,000","5,081,000,000","0","0","0","0","0","0","0","0","0","0","2,460,042,472","0","2,163,000,000","2,155,000,000","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"6,139,000,000","6,329,000,000","6,410,000,000","6,484,000,000","6,542,000,000","6,601,000,000",,"6,648,000,000",,"6,609,000,000","6,663,000,000","6,655,000,000","6,654,000,000","6,644,000,000","6,635,000,000","6,635,000,000","6,634,000,000","6,634,000,000",,,,"6,509,000,000",,,,"6,510,000,000",,,,"6,706,000,000",,,,"0","6,807,000,000",,,"0","6,767,000,000","6,764,000,000","6,763,000,000","0","6,742,000,000","5,081,000,000","0","0","0","0","0","0","0","0","0","0","2,460,042,472","0","2,163,000,000","2,155,000,000","0","0","0","0","0","0","0","0","0","0",,"0",,,,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"224,000,000","219,000,000","215,000,000","210,000,000","206,000,000","204,000,000",,"198,000,000",,"202,000,000","202,000,000","199,000,000","194,000,000","193,000,000","189,000,000","184,000,000","178,000,000","173,000,000",,,,"149,000,000",,,,"130,000,000",,,,"113,000,000",,,,"6,847,000,000","93,000,000",,,"6,886,000,000","91,000,000","88,000,000","86,000,000","6,842,000,000","85,000,000","85,000,000","5,164,502,710","5,161,486,158","3,654,460,294","3,362,507,633","3,355,621,850","3,351,872,083","3,347,908,178","2,388,947,928","2,446,955,720","2,468,546,132",,"2,455,103,179",,,"2,149,000,000","2,142,000,000","2,139,000,000","2,124,000,000","1,984,000,000","1,916,000,000","1,908,000,000","1,810,000,000","1,789,000,000","1,786,000,000",,"1,786,000,000",,,,"1,786,000,000",,,,"875,000,000","1,084,859,000","1,098,500,000","1,095,800,000","876,900,000","1,067,700,000","1,060,000,000","780,800,000","729,500,000","781,500,000","781,500,000","781,500,000","729,900,000","779,100,000","779,100,000","778,800,000","720,500,000","747,200,000","746,600,000","745,300,000","714,800,000","742,100,000","609,200,000","581,900,000","554,100,000","581,300,000","581,100,000","580,900,000","548,800,000","453,500,000","453,400,000","453,400,000"
		RetainedEarnings,"14,053,000,000","14,447,000,000","16,357,000,000","16,107,000,000","15,991,000,000","15,495,000,000",,"14,011,000,000",,"12,308,000,000","11,875,000,000","11,288,000,000","10,781,000,000","10,183,000,000","9,429,000,000","9,159,000,000","9,213,000,000","9,174,000,000",,,,"11,723,000,000",,,,"11,853,000,000",,,,"11,017,000,000",,,,"10,858,000,000","10,509,000,000",,,"8,872,000,000","8,688,000,000","8,357,000,000","8,215,000,000","7,307,000,000","6,896,000,000","6,287,000,000","5,716,626,749","5,475,959,203","6,082,605,919","5,659,474,863","5,383,191,030","5,038,236,170","4,978,634,602","4,488,841,658","4,564,114,391","4,225,302,889","3,575,500,168","3,070,831,009","2,675,000,000","2,228,000,000","1,801,000,000","1,396,000,000","1,253,000,000","1,049,000,000","806,000,000","686,000,000","590,000,000","581,000,000","493,000,000","474,000,000","483,000,000","472,000,000",,,,"502,000,000",,,,"572,000,000","547,618,000","523,000,000","522,800,000","515,800,000","499,900,000","493,000,000","495,700,000","493,900,000","559,000,000","556,900,000","563,500,000","562,400,000","794,300,000","777,900,000","772,500,000","757,300,000","765,100,000","552,800,000","542,700,000","521,800,000","504,100,000","481,400,000","472,400,000","450,900,000","434,000,000","415,600,000","411,600,000","399,800,000","394,600,000","384,700,000","390,100,000"
		GainsLossesNotAffectingRetainedEarnings,"807,000,000","309,000,000","420,000,000","335,000,000","465,000,000","584,000,000",,"388,000,000",,"264,000,000","245,000,000","334,000,000","410,000,000","422,000,000","396,000,000","384,000,000","382,000,000","426,000,000",,,,"225,000,000",,,,"104,000,000",,,,"-35,000,000",,,,"16,000,000","131,000,000",,,"294,000,000","278,000,000","309,000,000","312,000,000","341,000,000","317,000,000","287,000,000","381,948,821","263,477,416","-654,673,196","-587,217,586","-576,072,421","-671,367,564","-426,314,220","-400,637,620","-116,466,790","-144,454,800","-244,774,785","-240,936,977","-165,000,000","-168,000,000","-1,000,000","74,000,000","52,000,000","48,000,000","32,000,000","148,000,000","129,000,000","114,000,000","141,000,000","152,000,000","1,988,000,000","262,000,000","2,529,000,000","2,486,000,000","2,542,000,000","272,000,000",,,,"248,000,000",,,,"220,500,000",,,,"51,500,000",,,,"51,700,000",,,,"51,700,000",,,,"27,600,000",,,,"27,600,000",,,,"27,600,000",,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"341,610,992","308,402,137","-654,673,196",,"-576,072,421","-671,367,564","-426,314,220","-461,211,477","-170,664,207","-144,454,800","-244,774,785","-240,936,977","-165,000,000","-168,000,000","-168,000,000","-92,000,000","-112,000,000","-117,000,000","-75,000,000","-20,000,000","-37,000,000","-43,000,000","-16,000,000","-5,000,000",,"105,000,000",,,,"115,000,000",,,,"53,000,000",,,,"23,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,337,829","-44,924,721",,,,,,"60,573,857","54,197,417",,,,,,"167,000,000","166,000,000","164,000,000","165,000,000","107,000,000","168,000,000","166,000,000","157,000,000","157,000,000","157,000,000",,"157,000,000",,,,"157,000,000",,,,"195,000,000",,,,"196,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,260,557","-1,214,181",,"-1",,,"993,740","1,062,699","-1,153,136","1","-1,117,693",,"167,000,000","168,000,000",,,,,,,,,,,,,,,,,,,,,,"100,000",,"-100,000",,,,,,,,"-100,000",,,,"100,000",,"-100,000",,,,,,,,,,,,,
	MinorityInterest,"862,000,000","770,000,000","814,000,000","819,000,000","815,000,000","134,000,000","127,000,000","128,000,000","140,000,000","142,000,000","140,000,000","148,000,000","171,000,000","159,000,000","163,000,000","216,000,000","221,000,000","230,000,000","234,000,000","250,000,000","252,000,000","230,000,000","222,000,000","216,000,000","224,000,000","214,000,000","200,000,000","204,000,000","194,000,000","176,000,000","173,000,000","191,000,000","184,000,000","172,000,000","167,000,000","143,000,000","124,000,000","124,000,000","108,000,000","101,000,000","98,000,000","91,000,000","81,000,000","90,000,000","104,626,245","104,419,621","75,580,158","76,328,109","101,841,374","92,362,697","86,455,331","59,511,158","50,738,007",,,,,,,,,,,,,"24,000,000","25,000,000","25,000,000","28,000,000","30,000,000","31,000,000","29,000,000","31,000,000","31,000,000","64,000,000","1,065,000,000","1,082,000,000","1,007,000,000","40,396,000","40,700,000","40,300,000","40,400,000","37,800,000","33,200,000","32,800,000","29,200,000","28,700,000","34,900,000",,,,,,,,,,,,,,,,,,,,"27,600,000","27,700,000"
TotalCapitalization,"26,796,000,000","26,349,000,000","28,521,000,000","28,194,000,000","29,182,000,000","28,065,000,000","27,542,000,000","27,835,000,000","27,153,000,000","25,411,000,000","25,054,000,000","24,779,000,000","24,840,000,000","25,686,000,000","25,191,000,000","25,302,000,000","25,047,000,000","26,013,000,000","26,070,000,000","27,450,000,000","27,518,000,000","26,619,000,000","26,711,000,000","26,201,000,000","26,724,000,000","26,261,000,000","25,929,000,000","25,797,000,000","25,737,000,000","24,961,000,000","25,421,000,000","24,627,000,000","24,565,000,000","24,397,000,000","24,419,000,000","21,415,000,000","16,216,000,000","20,935,000,000","21,444,000,000","21,135,000,000","20,987,000,000","21,373,000,000","21,671,000,000","22,211,000,000","16,111,181,142","16,001,699,854","10,620,608,899","9,943,008,345","9,684,188,870","9,210,447,909","9,399,781,378","7,843,783,209","8,374,077,491","8,058,014,912","7,237,062,703","6,961,517,010","6,576,000,000","6,139,000,000","5,686,000,000","4,020,000,000","3,847,000,000","3,848,000,000","3,739,000,000","3,760,000,000","3,617,000,000","3,550,000,000","3,653,000,000","3,346,000,000","3,561,000,000","3,453,000,000","3,530,000,000","3,349,000,000","3,833,000,000","3,813,000,000","3,597,000,000","2,726,000,000","2,632,000,000","2,818,000,000","2,349,448,000","2,319,500,000","2,303,500,000","2,286,000,000","2,253,300,000","2,242,800,000","1,979,300,000","1,975,300,000","2,041,300,000","2,021,400,000","2,010,700,000","2,008,200,000","2,225,400,000","2,207,900,000","2,149,400,000","2,128,900,000","2,158,400,000","1,698,300,000","1,695,700,000","1,665,100,000","1,662,600,000","1,562,300,000","1,529,000,000","1,508,400,000","1,334,700,000","1,369,300,000","1,340,300,000","1,218,200,000","1,067,000,000","1,075,700,000","1,074,700,000"
CommonStockEquity,"21,223,000,000","21,304,000,000","23,402,000,000","23,136,000,000","23,204,000,000","22,884,000,000","22,339,000,000","21,245,000,000","20,678,000,000","19,383,000,000","18,985,000,000","18,476,000,000","18,039,000,000","17,442,000,000","16,649,000,000","16,362,000,000","16,407,000,000","16,407,000,000","16,825,000,000","18,797,000,000","18,774,000,000","18,606,000,000","18,662,000,000","18,534,000,000","18,759,000,000","18,597,000,000","18,506,000,000","18,228,000,000","18,424,000,000","17,801,000,000","17,880,000,000","17,949,000,000","18,022,000,000","17,721,000,000","17,540,000,000","16,715,000,000","16,216,000,000","16,052,000,000","15,824,000,000","15,518,000,000","15,376,000,000","14,490,000,000","14,040,000,000","11,740,000,000","11,261,817,723","10,899,708,596","9,082,393,017","8,434,764,909","8,162,740,459","7,718,740,689","7,901,222,300","6,478,214,665","6,893,450,185","6,549,394,222","5,789,650,162","5,284,997,211","4,840,000,000","4,383,000,000","3,949,000,000","3,612,000,000","3,444,000,000","3,221,000,000","2,822,000,000","2,750,000,000","2,627,000,000","2,505,000,000","2,423,000,000","2,412,000,000","2,471,000,000","2,520,000,000","2,529,000,000","2,486,000,000","2,542,000,000","2,560,000,000","2,531,000,000","1,714,000,000","1,727,000,000","1,695,000,000","1,632,477,000","1,621,600,000","1,618,600,000","1,613,100,000","1,567,600,000","1,553,000,000","1,276,500,000","1,274,900,000","1,340,500,000","1,338,400,000","1,345,000,000","1,343,900,000","1,573,400,000","1,557,000,000","1,551,300,000","1,529,600,000","1,512,300,000","1,299,300,000","1,288,000,000","1,264,200,000","1,246,200,000","1,090,600,000","1,054,300,000","1,032,600,000","1,015,300,000","996,700,000","992,500,000","976,200,000","848,100,000","838,100,000","843,500,000"
CapitalLeaseObligations,"705,000,000","672,000,000","685,000,000","672,000,000","674,000,000","338,000,000",,,,"313,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,428,085,214","7,771,976,688",,"31,548,952","31,889,723","30,787,566","30,805,923","7,438,895","6,918,819","104,846,226","183,301,665","33,463,469","38,000,000","213,000,000",,"224,000,000","220,000,000","38,000,000",,"57,000,000","60,000,000","58,000,000","75,000,000","25,000,000","21,000,000","26,000,000",,"12,000,000",,"125,000,000","119,000,000","52,000,000","47,000,000","45,000,000","10,044,000","10,800,000",,,"3,800,000","3,900,000","3,800,000","3,900,000","700,000","700,000","700,000","2,300,000","1,900,000","6,300,000","12,400,000","18,000,000","16,300,000","19,000,000","14,700,000","23,200,000","21,300,000",,,"17,500,000",,,,"12,000,000",,,
