name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014,06/30/2014,12/31/2013,06/30/2013,12/31/2012,06/30/2012,12/31/2011,06/30/2011,12/31/2010,06/30/2010,12/31/2009
TotalAssets,"236,648,000,000","237,335,000,000","232,103,000,000","237,397,000,000","246,126,000,000","251,937,000,000","258,381,000,000","191,129,000,000","134,635,000,000","138,355,000,000","142,550,000,000","149,895,000,000","141,666,000,000","138,663,000,000","122,621,000,000","111,863,000,000","112,427,000,000","117,051,000,000","114,342,000,000","111,495,000,000","112,525,000,000"
	CurrentAssets,"28,814,000,000","20,056,000,000","18,281,000,000","20,443,000,000","23,960,000,000","30,481,000,000","43,061,000,000","74,433,000,000","18,294,000,000","17,613,000,000","18,541,000,000","19,408,000,000","18,690,000,000","15,124,000,000","20,630,000,000","10,857,000,000","12,323,000,000","13,218,000,000","12,597,000,000","11,729,000,000","10,853,000,000"
		CashCashEquivalentsAndShortTermInvestments,"7,330,000,000","8,266,000,000","7,161,000,000","7,974,000,000","11,776,000,000","10,322,000,000","14,238,000,000","62,032,000,000","6,978,000,000","6,784,000,000","8,658,000,000","8,845,000,000","9,962,000,000","6,920,000,000","13,878,000,000","3,793,000,000","5,423,000,000","4,827,000,000","5,152,000,000","4,698,000,000","3,744,000,000"
			CashAndCashEquivalents,"7,238,000,000","8,179,000,000","7,074,000,000","7,970,000,000","10,472,000,000","7,410,000,000","8,579,000,000","6,050,000,000","6,923,000,000","6,453,000,000","8,357,000,000","8,495,000,000","9,839,000,000","6,701,000,000","7,051,000,000","3,673,000,000","5,320,000,000","4,465,000,000","4,511,000,000","4,687,000,000","3,689,000,000"
				CashFinancial,"5,002,000,000","4,896,000,000","4,841,000,000","4,651,000,000","6,576,000,000","4,447,000,000","5,098,000,000","2,857,000,000","2,461,000,000","952,000,000","1,753,000,000","3,487,000,000","2,730,000,000","3,619,000,000","3,310,000,000",,,,,,
				CashEquivalents,"2,236,000,000","3,283,000,000","2,233,000,000","3,319,000,000","3,896,000,000","2,963,000,000","3,481,000,000","3,193,000,000","4,462,000,000","5,501,000,000","6,604,000,000","5,008,000,000","7,109,000,000","3,082,000,000","3,741,000,000",,,,,,
			OtherShortTermInvestments,"92,000,000","87,000,000","87,000,000","4,000,000","1,304,000,000","2,912,000,000","5,659,000,000","55,982,000,000","55,000,000","331,000,000","301,000,000","350,000,000","123,000,000","219,000,000","6,827,000,000","120,000,000","103,000,000","362,000,000","641,000,000","11,000,000","55,000,000"
		Receivables,"6,250,000,000","6,850,000,000","6,503,000,000","7,585,000,000","7,046,000,000","8,036,000,000","7,187,000,000","7,528,000,000","4,673,000,000","7,625,000,000","4,517,000,000","6,856,000,000","4,471,000,000","4,944,000,000","3,367,000,000","4,435,000,000","4,433,000,000","5,665,000,000","5,004,000,000","4,604,000,000","4,689,000,000"
			AccountsReceivable,"4,046,000,000","6,546,000,000","4,412,000,000","6,541,000,000","4,752,000,000","6,216,000,000","4,562,000,000","6,534,000,000","3,241,000,000","7,395,000,000","3,363,000,000","6,441,000,000","2,935,000,000","4,849,000,000","2,736,000,000","4,312,000,000","4,121,000,000","5,407,000,000","4,638,000,000","4,360,000,000","4,099,000,000"
			LoansReceivable,"119,000,000",,"143,000,000",,"166,000,000",,"85,000,000",,"57,000,000",,"52,000,000",,"50,000,000",,"9,000,000",,,,,,
			AccruedInterestReceivable,"21,000,000",,"19,000,000",,"6,000,000",,"10,000,000",,"21,000,000",,"63,000,000",,"38,000,000",,"67,000,000",,,,,,
			TaxesReceivable,"1,448,000,000","304,000,000","835,000,000","1,044,000,000","1,276,000,000","1,820,000,000","1,684,000,000","994,000,000","1,040,000,000","230,000,000","864,000,000","415,000,000","761,000,000","95,000,000","478,000,000","123,000,000","312,000,000","258,000,000","366,000,000","244,000,000","590,000,000"
			OtherReceivables,"616,000,000",,"1,094,000,000",,"846,000,000",,"846,000,000",,"314,000,000",,"175,000,000",,"687,000,000",,"77,000,000",,,,,,
		Inventory,"4,322,000,000","4,658,000,000","4,111,000,000","4,200,000,000","4,018,000,000","4,279,000,000","3,824,000,000","3,282,000,000","2,759,000,000","3,112,000,000","2,888,000,000","3,593,000,000","2,872,000,000","3,219,000,000","2,461,000,000","2,626,000,000","2,466,000,000","2,724,000,000","2,409,000,000","2,350,000,000","2,354,000,000"
			RawMaterials,"2,478,000,000",,"2,387,000,000",,"2,304,000,000",,"2,143,000,000",,"1,539,000,000",,"1,723,000,000",,"1,717,000,000",,"1,508,000,000",,"1,628,000,000",,"1,648,000,000",,"1,556,000,000"
			WorkInProcess,"405,000,000",,"363,000,000",,"387,000,000",,"391,000,000",,"294,000,000",,"315,000,000",,"326,000,000",,"267,000,000",,"214,000,000",,"217,000,000",,"256,000,000"
			FinishedGoods,"1,439,000,000",,"1,361,000,000",,"1,327,000,000",,"1,290,000,000",,"926,000,000",,"850,000,000",,"829,000,000",,"686,000,000",,"624,000,000",,"544,000,000",,"542,000,000"
		PrepaidAssets,"668,000,000",,"452,000,000",,"529,000,000",,"406,000,000",,"568,000,000",,"640,000,000",,"694,000,000",,"492,000,000",,,,,,
		AssetsHeldForSaleCurrent,"10,013,000,000","51,000,000","39,000,000","41,000,000","133,000,000","7,404,000,000","16,439,000,000","47,000,000","48,000,000","92,000,000","101,000,000","114,000,000","84,000,000","41,000,000","34,000,000","3,000,000","1,000,000","2,000,000",,"77,000,000",
		HedgingAssetsCurrent,"230,000,000","231,000,000","16,000,000","643,000,000","458,000,000","440,000,000","971,000,000","1,544,000,000","3,268,000,000",,"1,737,000,000",,"607,000,000",,"398,000,000",,,,,,
		OtherCurrentAssets,"1,000,000",,"-1,000,000",,,,"-4,000,000",,,,,,,,,,,,"32,000,000",,"66,000,000"
	TotalNonCurrentAssets,"207,834,000,000","217,279,000,000","213,822,000,000","216,954,000,000","222,166,000,000","221,456,000,000","215,320,000,000","116,696,000,000","116,341,000,000","120,742,000,000","124,009,000,000","130,487,000,000","122,976,000,000","123,539,000,000","101,991,000,000","101,006,000,000","100,104,000,000","103,833,000,000","101,745,000,000","99,766,000,000","101,672,000,000"
		NetPPE,"27,544,000,000","27,517,000,000","25,910,000,000","25,451,000,000","27,184,000,000","26,372,000,000","27,522,000,000","19,309,000,000","18,952,000,000","19,295,000,000","20,263,000,000","21,550,000,000","20,889,000,000","20,374,000,000","16,461,000,000","15,858,000,000","16,022,000,000","16,615,000,000","15,893,000,000","15,481,000,000","16,461,000,000"
			GrossPPE,"50,786,000,000","50,425,000,000","48,404,000,000","46,761,000,000","48,724,000,000","46,145,000,000","45,655,000,000","37,299,000,000","35,329,000,000","36,582,000,000","37,485,000,000","39,960,000,000","38,107,000,000","37,365,000,000","33,108,000,000","31,731,000,000","31,357,000,000","32,759,000,000","30,296,000,000","28,170,000,000","29,290,000,000"
				Properties,"12,216,000,000","12,270,000,000","12,455,000,000","12,261,000,000","12,742,000,000","12,416,000,000","12,483,000,000","9,714,000,000","9,239,000,000","9,761,000,000","9,988,000,000","10,769,000,000","9,968,000,000","9,897,000,000","8,173,000,000","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,"7,974,000,000","7,849,000,000","7,995,000,000","7,655,000,000","7,442,000,000","7,855,000,000"
				MachineryFurnitureEquipment,"34,381,000,000","34,100,000,000","33,675,000,000","32,430,000,000","33,717,000,000","31,457,000,000","30,611,000,000","25,864,000,000","24,157,000,000","25,263,000,000","25,809,000,000","27,772,000,000","26,074,000,000","25,419,000,000","23,316,000,000","23,757,000,000","22,020,000,000","22,739,000,000","21,325,000,000","19,883,000,000","20,679,000,000"
				OtherProperties,"2,029,000,000","2,055,000,000",,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"2,160,000,000","2,000,000,000","2,274,000,000","2,070,000,000","2,265,000,000","2,272,000,000","2,561,000,000","1,722,000,000","1,933,000,000","1,558,000,000","1,688,000,000","1,419,000,000","2,065,000,000","2,049,000,000","1,619,000,000",,"1,488,000,000","2,025,000,000","1,316,000,000","845,000,000","756,000,000"
			AccumulatedDepreciation,"-23,242,000,000","-22,908,000,000","-22,494,000,000","-21,310,000,000","-21,540,000,000","-19,773,000,000","-18,133,000,000","-17,990,000,000","-16,377,000,000","-17,287,000,000","-17,222,000,000","-18,410,000,000","-17,218,000,000","-16,991,000,000","-16,647,000,000","-15,873,000,000","-15,335,000,000","-16,144,000,000","-14,403,000,000","-12,689,000,000","-12,829,000,000"
		GoodwillAndOtherIntangibleAssets,"170,566,000,000","179,947,000,000","178,142,000,000","182,143,000,000","186,814,000,000","187,607,000,000","181,101,000,000","94,845,000,000","94,738,000,000","98,000,000,000","100,681,000,000","105,843,000,000","99,264,000,000","100,026,000,000","76,137,000,000","75,810,000,000","75,120,000,000","77,412,000,000","75,857,000,000","74,579,000,000","75,290,000,000"
			Goodwill,"128,114,000,000","134,752,000,000","133,311,000,000","136,752,000,000","140,940,000,000","141,691,000,000","136,532,000,000","65,210,000,000","65,061,000,000","68,465,000,000","70,758,000,000","75,231,000,000","69,926,000,000","70,630,000,000","51,766,000,000","51,596,000,000","51,302,000,000","53,778,000,000","52,498,000,000","51,310,000,000","52,125,000,000"
			OtherIntangibleAssets,"42,452,000,000","45,195,000,000","44,831,000,000","45,391,000,000","45,874,000,000","45,916,000,000","44,569,000,000","29,635,000,000","29,677,000,000","29,535,000,000","29,923,000,000","30,612,000,000","29,338,000,000","29,396,000,000","24,371,000,000","24,214,000,000","23,818,000,000","23,634,000,000","23,359,000,000","23,269,000,000","23,165,000,000"
