name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
MarketCap,"2,730,732,263","3,754,313,000","2,861,873,480","3,342,998,458","2,337,703,042","2,383,472,491","1,705,524,340","1,883,114,253","1,074,040,359","412,156,603","296,650,309","259,279,091","202,404,320","246,594,155","400,183,227","279,949,552","131,169,563","131,244,740","224,744,487","520,334,035","640,583,613","210,468,263","256,817,172","178,809,015","152,102,000","158,945,456","75,840,000","48,058,500","48,323,000"
EnterpriseValue,"2,666,732,263","4,763,613,000","3,975,139,480","3,925,018,458","2,979,373,042","3,139,353,491","2,079,331,340","2,195,850,253","1,473,149,359","486,911,603","344,991,309","311,218,091","282,046,320","344,743,155","369,789,227","259,524,552","108,382,563","96,110,740","190,754,487","431,754,035","592,232,613","175,197,263","229,117,172","160,509,015","141,002,000","155,145,456","73,340,000","46,058,500","45,623,000"
PeRatio,"15.148","20.863","16.089","29.927","25.674","30.578","24.404","33.577","25.35","159.714",,"55","10.698","26.962","53.409",,,,"17.75","31.041","36.306","23.16","34.5","35.333","28.641","38.99","26.667","21.875","27.5"
ForwardPeRatio,"17.065","14.62","11.976","20.325","15.823","14.347","11.236","19.608","16.129","15.699","23.31",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,"0.815","0.749","1.307","1.075","1.046","1.552",,,,,,,,,,,,,,,,,,
PsRatio,"0.697","0.989","0.917","1.336","0.991","1.149","1.006","1.127","0.824","0.743","0.678","0.624","0.329","0.442","1.124","1.232","0.676","0.632","0.869","2.719","3.482","2.096","2.938","2.712","1.823","2.66","1.896","1.435","1.514"
PbRatio,"1.951","2.82","2.533","3.624","2.703","3.142","2.652","3.123","2.016","1.734","1.352","1.144","0.926","1.277","4.658","3.746","1.761","1.133","1.118","4.533","7.26","3.317","4.738","4.55","5.511","8.98","6.067","4.904","7.003"
EnterprisesValueRevenueRatio,"0.668","1.214","1.169","1.495","1.221","1.52","1.118","1.345","1.188","0.815","0.788","0.747","0.456","0.608","1.286","1.091","0.56","0.459","0.762","2.218","3.036","1.099","1.727","1.489","1.599","2.502","1.515","1.209","1.395"
EnterprisesValueEBITDARatio,"7.678","12.506","11.194","13.853","11.824","15.703","11.266","15.81","12.539","9.137","30.358","11.441","4.858","6.94","23.75","48.446","-2.675","-29.464","7.863","16.575","20.015","7.769","13.018","12.16","14.688","21.548","12.645","10.711","13.825"
