name,ttm,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987
TotalRevenue,"840,883,000","840,883,000","769,432,000","593,749,000","445,304,000","329,543,000","230,311,000","183,643,000","158,124,000","126,375,000","101,151,000","85,713,000","73,210,000","58,941,000","50,649,000","43,670,000","38,216,000","25,739,000","23,310,000","26,858,000","24,896,000","22,517,000","22,089,604","22,445,436","16,461,930","12,843,610","9,200,000","6,700,000","3,400,000","2,700,000","2,000,000","3,000,000","2,900,000","4,200,000","4,700,000"
	OperatingRevenue,"840,883,000","840,883,000","769,432,000","593,622,000","445,304,000","329,543,000","230,311,000","183,643,000","158,124,000","126,375,000","101,151,000","85,713,000","73,210,000","58,941,000","50,649,000","43,670,000","38,216,000","25,739,000","23,310,000","26,858,000","24,896,000","22,517,000","22,089,604","22,445,436","16,461,930","12,843,610","9,200,000","6,700,000","3,400,000","2,700,000","2,000,000","3,000,000","2,900,000","4,200,000","4,700,000"
CostOfRevenue,"151,305,000","151,305,000","129,567,000","98,581,000","70,627,000","50,419,000","39,945,000","37,322,000","31,596,000","24,507,000","21,977,000","22,529,000","20,437,000","15,065,000","12,012,000","11,685,000","9,366,000","7,591,000","7,501,000","7,915,000","7,375,000","5,882,000","6,772,132","6,502,256","5,360,449","3,921,319","2,900,000","1,900,000","3,000,000","2,000,000","1,300,000","1,000,000","1,100,000","200,000","3,700,000"
GrossProfit,"689,578,000","689,578,000","639,865,000","495,168,000","374,677,000","279,124,000","190,366,000","146,321,000","126,528,000","101,868,000","79,174,000","63,184,000","52,773,000","43,876,000","38,637,000","31,985,000","28,850,000","18,148,000","15,809,000","18,943,000","17,521,000","16,635,000","15,317,472","15,943,180","11,101,481","8,922,291","6,300,000","4,800,000","400,000","700,000","700,000","2,000,000","1,800,000","4,000,000","1,000,000"
OperatingExpense,"440,359,000","440,359,000","415,053,000","338,031,000","284,539,000","214,020,000","161,700,000","137,958,000","109,985,000","100,348,000","90,359,000","88,260,000","82,291,000","80,363,000","66,348,000","62,276,000","32,103,000","28,400,000","35,300,000","43,564,000","35,082,000","28,195,000","23,221,837","16,938,295","10,901,321","8,959,041","7,200,000","7,100,000","4,900,000","7,000,000","9,100,000","5,400,000","5,000,000","5,300,000","1,100,000"
	SellingGeneralAndAdministration,"341,600,000","341,600,000","321,550,000","262,734,000","218,153,000","164,261,000","125,727,000","107,251,000","84,227,000","71,711,000","62,287,000","60,837,000","55,357,000","52,658,000","42,448,000","30,923,000","18,606,000","14,101,000","14,748,000","16,196,000","12,411,000","12,562,000","9,772,292","9,054,095","7,068,403","5,740,830","4,300,000","4,400,000","4,600,000","6,400,000","8,800,000","5,200,000","4,800,000","5,100,000","900,000"
	ResearchAndDevelopment,"98,759,000","98,759,000","93,503,000","75,297,000","66,386,000","49,759,000","35,973,000","30,707,000","25,647,000","27,159,000","26,677,000","25,954,000","25,328,000","24,917,000","22,292,000","30,045,000","13,497,000","14,299,000","20,552,000","27,368,000","22,671,000","15,633,000","13,449,545","9,090,517","3,832,918","3,218,211","2,500,000","2,400,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,"0","0","111,000","1,478,000","1,395,000","1,469,000","1,606,000","1,582,000","1,608,000","1,308,000",,,,,,,,,,,"400,000","300,000","300,000","600,000","300,000","200,000","200,000","200,000","200,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,"0","0","111,000","1,478,000","1,395,000","1,469,000","1,606,000","1,582,000","1,608,000","1,308,000",,,,,,,,,,,"400,000","300,000","300,000","600,000","300,000","200,000","200,000","200,000","200,000"
			Amortization,,,,,,,"0","0","111,000","1,478,000","1,395,000","1,469,000","1,606,000","1,582,000","1,608,000","1,308,000",,,,,,,,,,,,,,,,,,,
