name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"5,182,666,000","1,345,699,000","1,466,436,000","1,105,105,000","1,265,426,000","925,092,000","1,457,853,000","1,036,379,000","980,828,000","752,333,000","1,299,679,000","908,027,000","908,494,000","769,090,000","1,196,967,000","853,417,000","854,316,000","645,329,000","970,144,000","796,288,000","700,973,000","509,415,000","772,405,000","759,038,000","657,789,000","519,200,000","798,419,000","634,441,000","508,865,000","381,512,000","556,693,000","321,455,000","318,147,000","239,426,000"
	OperatingRevenue,"5,182,666,000","1,345,699,000","1,466,436,000","1,105,105,000","1,265,426,000","925,092,000","1,457,853,000","1,036,379,000","980,828,000","752,333,000","1,299,679,000","908,027,000","908,494,000","769,090,000","1,196,967,000","853,417,000","854,316,000","645,329,000","970,144,000","796,288,000","700,973,000","509,415,000","772,405,000","759,038,000","657,789,000","519,200,000","798,419,000","634,441,000","508,865,000","381,512,000","556,693,000","321,455,000","318,147,000","239,426,000"
CostOfRevenue,"4,332,860,000","1,147,943,000","1,259,234,000","894,031,000","1,031,652,000","753,052,000","1,240,472,000","837,380,000","802,117,000","609,231,000","1,045,181,000","736,709,000","737,074,000","627,397,000","973,935,000","674,563,000","694,564,000","526,688,000","782,942,000","646,816,000","564,314,000","414,832,000","612,197,000","605,648,000","518,036,000","406,305,000","613,838,000","500,218,000","403,925,000","299,966,000","425,471,000","247,431,000","256,275,000","195,628,000"
GrossProfit,"849,806,000","197,756,000","207,202,000","211,074,000","233,774,000","172,040,000","217,381,000","198,999,000","178,711,000","143,102,000","254,498,000","171,318,000","171,420,000","141,693,000","223,032,000","178,854,000","159,752,000","118,641,000","187,202,000","149,472,000","136,659,000","94,583,000","160,208,000","153,390,000","139,753,000","112,895,000","184,581,000","134,223,000","104,940,000","81,546,000","131,222,000","74,024,000","61,872,000","43,798,000"
OperatingExpense,"523,241,000","136,853,000","142,472,000","119,099,000","124,817,000","103,883,000","129,342,000","100,520,000","100,065,000","87,016,000","111,435,000","94,850,000","95,410,000","88,745,000","105,385,000","88,221,000","90,892,000","77,265,000","87,016,000","78,746,000","71,226,000","56,924,000","59,473,000","68,758,000","64,281,000","57,538,000","68,160,000","58,973,000","60,172,000","46,286,000","40,266,000","30,001,000","28,567,000","32,409,000"
	SellingGeneralAndAdministration,"523,241,000","136,853,000","142,472,000","119,099,000","124,817,000","103,883,000","129,342,000","100,520,000","100,065,000","87,016,000","111,435,000","94,850,000","95,410,000","88,745,000","105,385,000","88,221,000","90,892,000","77,265,000","87,016,000","78,746,000","71,226,000","56,924,000","59,473,000","68,758,000","64,281,000","57,538,000","68,160,000","58,973,000","60,172,000","46,286,000","48,030,000","32,215,000","28,567,000","32,409,000"
		GeneralAndAdministrativeExpense,"183,923,000","50,526,000","48,861,000","42,334,000","42,202,000","36,454,000","36,693,000","33,016,000","35,461,000","33,318,000","30,381,000","33,374,000","33,894,000","33,128,000","31,129,000","29,944,000","31,710,000","29,424,000","25,064,000","25,264,000","24,204,000","20,704,000","14,879,000","21,572,000","22,330,000","22,372,000","22,550,000","21,944,000","25,905,000","20,344,000","19,353,000","13,123,000","10,206,000","17,633,000"
			OtherGandA,"183,923,000","50,526,000","48,861,000","42,334,000","42,202,000","36,454,000","36,693,000","33,016,000","35,461,000","33,318,000","30,381,000","33,374,000","33,894,000","33,128,000","31,129,000","29,944,000","31,710,000","29,424,000","25,064,000","25,264,000","24,204,000","20,704,000","14,879,000","21,572,000","22,330,000","22,372,000","22,550,000","21,944,000","25,905,000","20,344,000","19,353,000","13,123,000","10,206,000","17,633,000"
		SellingAndMarketingExpense,"339,318,000","86,327,000","93,611,000","76,765,000","82,615,000","67,429,000","92,649,000","67,504,000","64,604,000","53,698,000","81,054,000","61,476,000","61,516,000","55,617,000","74,256,000","58,277,000","59,182,000","47,841,000","61,952,000","53,482,000","47,022,000","36,220,000","44,594,000","47,186,000","41,951,000","35,166,000","45,610,000","37,029,000","34,267,000","25,942,000","28,677,000","19,092,000","18,361,000","14,776,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,214,000",,
OperatingIncome,"326,565,000","60,903,000","64,730,000","91,975,000","108,957,000","68,157,000","88,039,000","98,479,000","78,646,000","56,086,000","143,063,000","76,468,000","76,010,000","52,948,000","117,647,000","90,633,000","68,860,000","41,376,000","100,186,000","70,726,000","65,433,000","37,659,000","100,735,000","84,632,000","75,472,000","55,357,000","116,421,000","75,250,000","44,768,000","35,260,000","90,956,000","44,023,000","33,305,000","11,389,000"
NetNonOperatingInterestIncomeExpense,"2,900,000","560,000","423,000","959,000","958,000","333,000","350,000","670,000","276,000","343,000","263,000","135,000","89,000","90,000","35,000","47,000","15,000","87,000","27,000","33,000","82,000","50,000","-413,000","-322,000","24,000","-449,000","-643,000","1,332,000","-700,000","486,000",,,"1,538,000","63,000"
	InterestIncomeNonOperating,,"560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"-423,000","-959,000","-958,000","-333,000","-350,000","-670,000","-276,000","-343,000","-263,000","-135,000","-89,000","-90,000","-35,000","-47,000","-15,000","-87,000","-27,000","-33,000","-82,000","-50,000","413,000","322,000","-24,000","449,000","643,000","-1,332,000","700,000","-486,000",,,"-1,538,000","-63,000"
OtherIncomeExpense,"-104,040,000","-90,238,000","-11,393,000","-2,513,000","104,000","-418,000","-54,261,000","1,716,000","363,000","2,809,000","475,000","2,372,000","2,307,000","1,436,000","-626,000","-289,000","-1,107,000","-2,472,000","342,000","-2,513,000","-35,555,000","24,515,000","-25,385,000","8,710,000","4,150,000","-517,000","5,762,000","7,725,000","-191,851,000","4,126,000",,,"-16,183,000","4,605,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,"0",,,"29,983,000",,,,,,,,,,,,
	EarningsFromEquityInterest,"9,616,000","2,426,000","1,526,000","2,103,000","3,561,000","2,319,000","3,555,000","2,514,000","4,017,000","3,246,000","1,903,000","2,787,000","3,071,000","1,085,000","2,719,000","1,646,000","2,305,000","782,000","351,000","-120,000","1,225,000","303,000","-17,092,000","11,756,000","8,112,000","2,629,000","16,514,000","9,425,000","8,466,000","3,158,000",,,"4,608,000","3,180,000"
	SpecialIncomeCharges,"-98,748,000","-86,374,000","-4,201,000","-4,227,000","-3,946,000","-4,129,000","-49,428,000",,,,,,,,"0",,"0",,"0","0","-33,317,000",,"-142,000","-21,000","74,000","89,000","-10,799,000","-396,000","-199,776,000","1,710,000",,,"-21,759,000","1,636,000"
		RestructuringAndMergernAcquisition,"92,942,000","86,374,000","4,201,000","617,000","1,750,000","4,129,000","49,428,000",,,,,,,,,,,,,,,,"142,000","21,000","-74,000","-89,000","10,799,000","396,000","189,635,000","-1,710,000",,,"13,906,000","-1,636,000"
		OtherSpecialCharges,,,"0","3,610,000","2,196,000",,,,,,,,,,,,,,"0",,"33,317,000",,,,,,"0",,"10,141,000",,,,"7,853,000",
	OtherNonOperatingIncomeExpenses,"-14,908,000","-6,290,000","-8,718,000","-389,000","489,000","1,392,000","-6,927,000","-798,000","-3,654,000","-437,000","-1,428,000","-415,000","-764,000","351,000","-3,345,000","-1,935,000","-3,412,000","-3,254,000","-9,000","-2,393,000","-3,463,000","-5,771,000","-8,151,000","-3,025,000","-4,036,000","-3,235,000","47,000","-1,304,000","-541,000","-742,000",,,"968,000","-211,000"
PretaxIncome,"225,425,000","-28,775,000","53,760,000","90,421,000","110,019,000","68,072,000","34,128,000","100,865,000","79,285,000","59,238,000","143,801,000","78,975,000","78,406,000","54,474,000","117,056,000","90,391,000","67,768,000","38,991,000","100,555,000","68,246,000","29,960,000","62,224,000","74,937,000","93,020,000","79,646,000","54,391,000","121,540,000","84,307,000","-147,783,000","39,872,000","91,812,000","44,023,000","18,660,000","16,057,000"
