name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TaxProvision,"51,348,000","781,000","-949,000","23,385,000","28,131,000","16,791,000","24,913,000","6,424,000","19,993,000","11,706,000","113,375,000","24,282,000","22,476,000","18,873,000","40,945,000","31,707,000","22,104,000","12,887,000","35,567,000","22,452,000","9,939,000","22,042,000","12,308,000","26,845,000","24,147,000","13,095,000","25,355,000","31,675,000","-69,496,000","15,535,000","-257,207,000","1,586,000","-10,174,000","5,498,000"
NetIncomeCommonStockholders,"172,090,000","-31,431,000","54,658,000","67,012,000","81,851,000","51,131,000","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","17,667,000","12,344,000","5,077,000","25,962,000","27,875,000","17,846,000","14,816,000","10,932,000","25,830,000","14,263,000","5,327,000","24,259,000","349,063,000","42,603,000","28,858,000","10,297,000"
	NetIncome,"172,090,000","-31,431,000","54,658,000","67,012,000","81,851,000","51,131,000","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","17,667,000","12,344,000","5,077,000","25,962,000","27,875,000","17,846,000","14,816,000","10,932,000","25,830,000","14,263,000","5,327,000","24,259,000","349,063,000","42,603,000","28,858,000","10,297,000"
		NetIncomeIncludingNoncontrollingInterests,"174,077,000","-29,556,000","54,709,000","67,036,000","81,888,000","51,281,000","9,215,000","94,441,000","59,292,000","47,532,000","30,426,000","54,693,000","55,930,000","35,601,000","76,111,000","58,684,000","45,664,000","26,104,000","66,385,000","45,794,000","20,021,000","96,844,000","104,531,000","66,175,000","55,499,000","41,296,000","96,185,000","52,632,000","-78,287,000","24,337,000","349,019,000","42,437,000","28,834,000","10,559,000"
			NetIncomeContinuousOperations,"174,077,000","-29,556,000","54,709,000","67,036,000","81,888,000","51,281,000","9,215,000","94,441,000","59,292,000","47,532,000","30,426,000","54,693,000","55,930,000","35,601,000","76,111,000","58,684,000","45,664,000","26,104,000","64,988,000","45,794,000","20,021,000","40,182,000","62,629,000","66,175,000","55,499,000","41,296,000","96,185,000","52,632,000","-78,287,000","24,337,000","349,019,000","42,437,000","28,834,000","10,559,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,"0",,"0","0","1,397,000","0","0","56,662,000","10,844,000",,,,,,,,,,,
		MinorityInterests,"-1,987,000","-1,875,000","-51,000","-24,000","-37,000","-150,000","703,000","-873,000","-614,000","-2,599,000","-7,995,000","-21,817,000","-28,529,000","-24,125,000","-56,830,000","-43,847,000","-33,979,000","-19,291,000","-48,718,000","-33,450,000","-14,944,000","-70,882,000","-76,656,000","-48,329,000","-40,683,000","-30,364,000","-70,355,000","-38,369,000","83,614,000","-78,000","44,000","166,000","24,000","-262,000"
DilutedNIAvailtoComStockholders,"172,090,000","-31,431,000","54,658,000","67,012,000","81,851,000","51,131,000","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","17,667,000","12,344,000","5,077,000","25,962,000","27,875,000","17,846,000","14,816,000","10,932,000","25,830,000","14,263,000","5,327,000","24,259,000","349,063,000","42,603,000","28,858,000","10,297,000"
BasicEPS,,,"0.52","0.64","0.77","0.46","0.08","0.84","0.53","0.42","0.26","0.45","0.46","0.3","0.63","0.49","0.37","0.21","0.54","0.37","0.15","0.79","0.84","0.54","0.45","0.33","0.79","0.43","0.16","0.198",,"0.059","0.04","0.014"
DilutedEPS,,,"0.51","0.63","0.76","0.46","0.08","0.83","0.52","0.41","0.26","0.45","0.46","0.3","0.63","0.49","0.37","0.21","0.54","0.37","0.15","0.79","0.84","0.54","0.45","0.33","0.79","0.43","0.16","0.198",,"0.059","0.04","0.014"
BasicAverageShares,,,"105,835,000","105,472,000","106,238,000","110,512,000","116,933,000","111,396,000","111,347,000","107,195,000","77,696,000","72,471,000","58,977,000","38,554,000","30,442,000","30,427,000","31,574,000","31,923,000","32,986,000","33,122,000","33,076,000","33,067,000","33,060,000","32,956,000","32,875,000","32,858,000","32,858,000","32,858,000","32,806,000","122,308,964",,"723,181,000","723,181,000","723,181,000"
DilutedAverageShares,,,"107,406,000","106,852,000","107,232,000","111,668,000","118,336,000","113,440,000","113,482,000","114,767,000","121,099,000","121,183,000","121,061,000","120,478,000","120,392,000","120,103,000","121,052,000","121,267,000","122,298,000","122,458,000","122,409,000","122,355,000","122,348,000","122,338,000","122,354,000","122,344,000","122,326,000","122,317,000","122,327,000","122,308,964",,"723,181,000","723,181,000","723,181,000"
TotalExpenses,"4,856,101,000","1,284,796,000","1,401,706,000","1,013,130,000","1,156,469,000","856,935,000","1,369,814,000","937,900,000","902,182,000","696,247,000","1,156,616,000","831,559,000","832,484,000","716,142,000","1,079,320,000","762,784,000","785,456,000","603,953,000","869,958,000","725,562,000","635,540,000","471,756,000","671,670,000","674,406,000","582,317,000","463,843,000","681,998,000","559,191,000","464,097,000","346,252,000","465,737,000","277,432,000","284,842,000","228,037,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"172,090,000","-31,431,000","54,658,000","67,012,000","81,851,000","51,131,000","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","17,667,000","12,344,000","5,077,000","25,962,000","27,875,000","17,846,000","14,816,000","10,932,000","25,830,000","14,263,000","5,327,000","24,259,000","349,063,000","42,603,000","28,858,000","10,297,000"
NormalizedIncome,"248,344,876.771","31,622,020","57,724,730","70,144,207","84,786,824","54,240,137","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","16,270,000","12,344,000","26,599,782","-50,069,018","-13,908,322.738","17,860,931","14,764,422","10,864,449","34,376,172.577","14,510,218.76","135,181,400","23,215,253.26","349,063,000","42,603,000","43,001,350","9,221,174.877"
InterestIncome,,"560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"2,900,000","560,000","423,000","959,000","958,000","333,000","350,000","670,000","276,000","343,000","263,000","135,000","89,000","90,000","35,000","47,000","15,000","87,000","27,000","33,000","82,000","50,000","-413,000","-322,000","24,000","-449,000","-643,000","1,332,000","-700,000","486,000",,,"1,538,000","63,000"
EBIT,"326,565,000","60,903,000","64,730,000","91,975,000","108,957,000","68,157,000","88,039,000","98,479,000","78,646,000","56,086,000","143,063,000","76,468,000","76,010,000","52,948,000","117,647,000","90,633,000","68,860,000","41,376,000","100,186,000","70,726,000","65,433,000","37,659,000","100,735,000","84,632,000","75,472,000","55,357,000","116,421,000","75,250,000","44,768,000","35,260,000","90,956,000","44,023,000","33,305,000","11,389,000"
EBITDA,"326,565,000"
ReconciledCostOfRevenue,"4,332,860,000","1,147,943,000","1,259,234,000","894,031,000","1,031,652,000","753,052,000","1,240,472,000","837,380,000","802,117,000","609,231,000","1,045,181,000","736,709,000","737,074,000","627,397,000","973,935,000","674,563,000","694,564,000","526,688,000","782,942,000","646,816,000","564,314,000","414,832,000","612,197,000","605,648,000","518,036,000","406,305,000","613,838,000","500,218,000","403,925,000","299,966,000","425,471,000","247,431,000","256,275,000","195,628,000"
ReconciledDepreciation,,,"9,337,000","7,733,000","6,589,000","7,765,000","8,785,000","6,300,000","6,291,000","5,015,000","959,000","897,000","1,026,000","1,071,000","972,000","1,026,000","896,000","1,078,000","1,180,000","1,075,000","991,000","861,000","132,000","1,333,000","2,238,000","387,000","917,000","-178,000","1,422,000","1,301,000","-225,000","2,130,000","1,029,000","1,436,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"172,090,000","-31,431,000","54,658,000","67,012,000","81,851,000","51,131,000","9,918,000","93,568,000","58,678,000","44,933,000","22,431,000","32,876,000","27,401,000","11,476,000","19,281,000","14,837,000","11,685,000","6,813,000","16,270,000","12,344,000","5,077,000","-30,700,000","-14,027,000","17,846,000","14,816,000","10,932,000","25,830,000","14,263,000","5,327,000","24,259,000","349,063,000","42,603,000","28,858,000","10,297,000"
TotalUnusualItemsExcludingGoodwill,"-98,748,000","-86,374,000","-4,201,000","-4,227,000","-3,946,000","-4,129,000","-49,428,000",,,,,,,,"0",,"0",,"0","0","-33,317,000","29,983,000","-142,000","-21,000","74,000","89,000","-10,799,000","-396,000","-199,776,000","1,710,000",,,"-21,759,000","1,636,000"
TotalUnusualItems,"-98,748,000","-86,374,000","-4,201,000","-4,227,000","-3,946,000","-4,129,000","-49,428,000",,,,,,,,"0",,"0",,"0","0","-33,317,000","29,983,000","-142,000","-21,000","74,000","89,000","-10,799,000","-396,000","-199,776,000","1,710,000",,,"-21,759,000","1,636,000"
NormalizedEBITDA,"425,313,000","147,277,000","78,268,000","103,935,000","119,492,000","80,051,000","96,824,000","104,779,000","84,937,000","61,101,000","144,022,000","77,365,000","77,036,000","54,019,000","118,619,000","91,659,000","69,756,000","42,454,000","101,366,000","71,801,000","99,741,000","8,537,000","101,009,000","85,986,000","77,636,000","55,655,000","128,137,000","75,646,000","245,966,000","34,851,000","90,956,000","46,153,000","56,093,000","11,189,000"
TaxRateForCalcs,"0.228","0.27","0.27","0.259","0.256","0.247","0.27","0.064","0.252","0.198","0.4","0.307","0.287","0.346","0.35","0.351","0.326","0.331","0.354","0.329","0.354","0.354","0.164","0.289","0.303","0.241","0.209","0.376","0.35","0.39","0.35","0.036","0.35","0.342"
TaxEffectOfUnusualItems,"-22,493,123.229","-23,320,980","-1,134,270","-1,094,793","-1,010,176","-1,019,863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-11,794,218","10,613,982","-23,322.738","-6,069","22,422","21,449","-2,252,827.423","-148,781.24","-69,921,600","666,253.26","0","0","-7,615,650","560,174.877"
