name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002
TotalAssets,"2,557,617,000","1,710,160,000","1,485,800,000","1,298,694,000","349,314,328.128","388,602,057.534","373,659,422.605","443,486,767.99","275,491,714.734","221,884,261.983","161,546,609.368","84,512,794.74","90,712,934.04","72,916,447.414","54,377,208.949","37,842,524.972","29,538,312.976","14,885,470.771","8,921,541.709"
	CurrentAssets,"794,630,000","397,912,000","299,618,000","289,886,000","85,921,927.808","88,869,853.045","57,163,589.233","106,414,411.922","53,256,017.773","68,232,998.624","68,724,353.395","31,363,980.4","36,918,606.274","29,370,898.258","14,771,855.928","10,953,564.294","10,346,284.582","3,625,005.233","2,627,266.525"
		CashCashEquivalentsAndShortTermInvestments,"707,206,000","332,227,000","231,596,000","234,898,000","67,541,742.032","66,800,841.643","35,502,596.727","76,057,869.044","30,748,221.674","54,206,167.601","59,313,401.189","21,312,845.835","30,716,739.085","23,975,591.947","8,422,304.251","6,843,623.751","8,680,429.554","2,689,548.417","2,460,937.6"
			CashAndCashEquivalents,"707,206,000","332,227,000","231,596,000","234,898,000","67,541,742.032","66,800,841.643","35,499,858.526","75,878,016.483","25,491,714.734","27,413,677.918","29,203,994.662","1,512,919.546","15,464,139.353","23,720,192.832","8,422,304.251","6,843,623.751","8,541,957.7","2,556,976.095","2,339,784.219"
				CashFinancial,"707,206,000","332,227,000",,,,,"35,499,858.526","51,211,534.281",,,,,,,,,,,
				CashEquivalents,,,,,,,"0","24,666,482.203",,,,,,,,,,,
			OtherShortTermInvestments,,,,,,"0","2,738.201","179,852.56","5,256,506.94","26,792,489.684","30,109,406.527","19,799,926.289","15,252,599.732","255,399.115",,,"138,471.854","132,572.322","121,153.38"
		Receivables,"30,149,000","20,151,000","15,668,000","7,481,000","5,825,508.579","4,987,483.471","4,230,519.984","14,003,794.691","6,852,414.243","2,484,652.418","977,586.671","3,486,583.742","2,063,994.053","1,452,582.468","2,442,483.221","618,485.809","317,032.038","218,512.678","82,926.3"
			AccountsReceivable,"241,000","8,129,000","4,246,000","874,000","5,125,063.955","737,685.149","2,708,993.164","9,956,123.881","6,852,414.243","2,484,652.418","977,586.671","3,486,583.742","2,063,994.053","1,452,582.468","2,442,483.221","618,485.809","317,032.038","218,512.678","82,926.3"
			TaxesReceivable,"27,039,000","11,357,000","10,379,000","5,765,000","553,437.727","1,275,771.16","1,421,126.131","3,964,661.936",,,,,,,,,,,
			OtherReceivables,"2,869,000","665,000","1,043,000","842,000","147,006.896","2,974,027.162","100,400.69","83,008.874",,,,,,,,,,,
		Inventory,"47,686,000","40,089,000","41,432,000","40,926,000","9,943,863.543","12,983,923.953","14,956,051.88","14,801,272.803","14,387,624.075","10,955,484.076","7,842,294.017","6,188,501.906","3,835,391.248","3,703,287.172","3,844,204.922","3,311,276.36","1,113,279.451","406,990.05",
			RawMaterials,"36,745,000","30,596,000","28,618,000","24,916,000","5,744,078.288","6,268,244.609","7,210,595.011","7,557,760.342","6,126,816.542","3,278,745.106","3,795,086.098","1,306,243.665",,,"1,466,203.132",,,,
			WorkInProcess,"10,941,000","9,493,000","12,814,000","16,010,000","4,199,785.255","6,715,679.344","7,745,456.869","7,243,512.461","8,260,807.533","7,676,738.969","4,047,207.92","4,571,348.997","2,649,187.769","2,432,277.512","2,378,001.79","1,715,982.242","524,175.728","354,797.025",
			FinishedGoods,,,,,,,,,,,"0",,"1,186,203.479","1,271,009.66",,,,,
			OtherInventories,,,,,,,,,,,,"310,909.243",,,,"1,595,294.118","589,103.723","52,193.025",
		PrepaidAssets,"9,589,000","5,445,000","10,922,000","6,581,000","2,610,813.654","4,097,603.979","2,474,420.642","1,551,475.384","1,267,757.781","586,694.53","591,071.517","376,048.917","302,481.887","239,436.671","62,863.535","180,178.373","235,543.538","309,954.088","83,402.625"
	TotalNonCurrentAssets,"1,762,987,000","1,312,248,000","1,186,182,000","1,008,808,000","263,392,400.32","299,732,204.489","316,495,833.371","337,072,356.069","222,235,696.961","153,651,263.358","92,822,255.973","53,148,814.34","53,794,327.766","43,545,549.156","39,605,353.02","26,888,960.679","19,192,028.394","11,260,465.538","6,294,275.184"
		NetPPE,"1,496,926,000","1,117,170,000","1,049,309,000","976,044,000","260,417,672.535","292,031,836.063","307,421,436.46","327,631,084.847","202,880,989.748","147,861,305.682","87,599,041.919","49,126,503.33","49,093,007.979","43,373,952.875","37,128,006.264","24,694,228.635","17,532,533.598","9,830,299.753","4,991,280.145"
			GrossPPE,"2,034,512,000","1,516,010,000","1,356,241,000","1,127,189,000","360,078,259.554","388,211,175.888","385,335,110.121","387,129,671.72","246,426,023.684","165,155,222.728","100,473,036.282","58,653,288.939","64,545,285.297","54,006,936.355","41,567,970.47","27,244,441.097","18,887,080.576","10,459,905.943","5,135,129.379"
				MineralProperties,"1,356,203,000","1,068,069,000","980,670,000","828,264,000","336,282,599.14","362,693,257.707","354,111,408.257","340,432,239.066","153,769,643.112","96,020,098.402","64,245,966.995","36,285,483.939",,,"26,833,509.62","16,035,593.785","10,289,796.811","5,663,974.518","1,299,127.058"
				BuildingsAndImprovements,,,,,,,,,"11,046,002.079","7,111,495.08","2,551,101.993","495,725.594",,,"616,488.591","469,178.69","137,875.696",,
				MachineryFurnitureEquipment,"678,309,000","447,941,000","375,571,000","298,925,000","1,057,873.156","1,111,933.533","1,235,841.221","1,239,203.905","59,194,301.205","41,998,647.762","29,132,142.537","21,872,079.407","20,612,262.451","15,798,829.647","14,117,972.26","10,739,668.622","8,459,408.069","4,795,931.425","3,836,002.321"
				OtherProperties,,,,,"20,212,727.626","22,908,991.11","24,520,586.705","20,297,646.106","22,416,077.288","20,024,981.483","4,543,824.757",,"43,933,022.846","38,208,106.708",,,,,
				ConstructionInProgress,,,,,"2,525,059.631","1,496,993.538","5,467,273.939","25,160,582.643",,,,,,,,,,,
