name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"23,483,949,591","24,986,788,950","21,964,746,180","17,834,473,687","11,652,918,411","16,062,214,480","23,042,349,950","36,275,535,300"
EnterpriseValue,"19,950,278,591","21,715,517,950","18,716,033,180","15,348,869,687","9,642,959,411","14,175,134,480","20,920,419,950","36,114,938,300"
PeRatio,"18.59","15.634","21.289",,,,,
ForwardPeRatio,"60.976","30.488","32.258","53.476","28.571","50","181.818",
PegRatio,"66.42","1.908","0.985","5.819","1.633","0.863","4.917",
PsRatio,"6.762","7.461","7.665","7.174","4.485","7.562","19.437","53.579"
PbRatio,"2.67","2.969","3.404","3.713","2.541","3.758","6.537","51.451"
EnterprisesValueRevenueRatio,"5.733","6.277","6.152","6.282","3.812","6.391","14.911","54.317"
EnterprisesValueEBITDARatio,"22.542","21.849","19.066","37.834","157.292","-115.901","-63.261","-68.799"
