name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
TotalRevenue,"2,258,842,000","472,830,000","657,244,000","582,305,000","546,463,000","576,957,000","624,121,000","591,488,000","556,274,000","567,134,000","550,940,000","463,681,000","456,452,000","447,176,000","382,155,000","335,717,000","298,873,000","240,600,000","311,279,000","356,055,000","424,283,000","361,002,000","538,551,000","649,740,000","636,669,000","599,216,000","516,602,000","561,336,000","493,757,000","426,356,000","440,868,000","406,912,000","353,122,000","423,036,000","430,271,000","433,809,000","467,213,000","426,596,000","408,029,000","378,583,000","378,501,000","448,570,000","328,796,000","249,134,000","222,685,000","209,179,000","300,339,000","576,549,000","616,383,000","477,076,000","438,454,000","343,753,000","342,084,000","306,875,000","295,631,000","322,882,000","313,381,000","335,250,000","270,080,000","404,377,000","252,458,000","191,707,000","198,544,000","170,273,000","170,193,000","135,919,000","106,652,000","112,113,000","99,063,000","136,384,000","119,465,000","32,547,000"
	OperatingRevenue,"2,258,842,000","472,830,000","657,244,000","582,305,000","546,463,000","576,957,000","624,121,000","591,488,000","556,274,000","567,134,000","550,940,000","463,681,000","456,452,000","447,176,000","382,155,000","335,717,000","298,873,000","240,600,000","311,279,000","356,055,000","424,283,000","361,002,000","538,551,000","649,740,000","636,669,000","599,216,000","516,602,000","561,336,000","493,757,000","426,356,000","440,868,000","406,912,000","353,122,000","423,036,000","430,271,000","433,809,000","467,213,000","426,596,000","408,029,000","378,583,000","378,501,000","448,570,000","328,796,000","249,134,000","222,685,000","209,179,000","300,339,000","576,549,000","616,383,000","477,076,000","438,454,000","343,753,000","342,084,000","306,875,000","295,631,000","322,882,000","313,381,000","335,250,000","270,080,000","404,377,000","252,458,000","191,707,000","198,544,000","170,273,000","170,193,000","135,919,000","106,652,000","112,113,000","99,063,000","136,384,000","119,465,000","32,547,000"
CostOfRevenue,"1,520,355,000","370,266,000","404,232,000","382,868,000","362,989,000","333,578,000","310,468,000","272,863,000","284,003,000","259,118,000","272,222,000","244,049,000","237,733,000","221,687,000","215,175,000","218,931,000","233,018,000","253,324,000","298,525,000","309,707,000","343,070,000","347,495,000","367,551,000","371,604,000","337,593,000","302,104,000","279,432,000","268,156,000","243,870,000","230,614,000","602,733,000","82,676,000","80,618,000","85,792,000","86,497,000","82,350,000","81,762,000","76,477,000","74,538,000","69,671,000","62,281,000","59,655,000","53,826,000","56,272,000","58,206,000","64,229,000","80,340,000","77,865,000","72,074,000","70,402,000","65,415,000","69,686,000","65,035,000","58,250,000","61,300,000","55,794,000","55,673,000","52,633,000","-103,252,000","103,668,000","17,412,000","12,645,000","2,396,000","11,344,000","9,419,000","9,469,000","9,414,000","42,556,000","8,155,000","6,988,000","37,484,000","6,748,000"
GrossProfit,"738,487,000","102,564,000","253,012,000","199,437,000","183,474,000","243,379,000","313,653,000","318,625,000","272,271,000","308,016,000","278,718,000","219,632,000","218,719,000","225,489,000","166,980,000","116,786,000","65,855,000","-12,724,000","12,754,000","46,348,000","81,213,000","13,507,000","171,000,000","278,136,000","299,076,000","297,112,000","237,170,000","293,180,000","249,887,000","195,742,000","-161,865,000","324,236,000","272,504,000","337,244,000","343,774,000","351,459,000","385,451,000","350,119,000","333,491,000","308,912,000","316,220,000","388,915,000","274,970,000","192,862,000","164,479,000","144,950,000","219,999,000","498,684,000","544,309,000","406,674,000","373,039,000","274,067,000","277,049,000","248,625,000","234,331,000","267,088,000","257,708,000","282,617,000","373,332,000","300,709,000","235,046,000","179,062,000","196,148,000","158,929,000","160,774,000","126,450,000","97,238,000","69,557,000","90,908,000","129,396,000","81,981,000","25,799,000"
OperatingExpense,"282,334,000","63,115,000","78,530,000","65,504,000","75,185,000","79,866,000","64,061,000","67,924,000","58,069,000","61,502,000","66,442,000","53,983,000","44,758,000","47,871,000","44,479,000","44,068,000","44,754,000","35,652,000","48,788,000","47,542,000","47,324,000","45,334,000","58,978,000","58,592,000","56,204,000","61,378,000","-86,666,000","57,758,000","59,399,000","49,641,000","-322,057,000","194,202,000","157,120,000","172,056,000","160,745,000","148,036,000","122,148,000","161,656,000","149,199,000","108,577,000","116,594,000","63,448,000","99,976,000","114,235,000","90,202,000","125,220,000","285,014,000","213,568,000","189,277,000","171,058,000","181,287,000","157,620,000","156,254,000","144,561,000","161,100,000","136,103,000","125,544,000","125,059,000","123,122,000","113,116,000","142,197,000","111,709,000","118,420,000","96,179,000","101,998,000","77,867,000","67,791,000","33,432,000","56,591,000","78,432,000","57,367,000","11,857,000"
	SellingGeneralAndAdministration,"118,347,000","31,903,000","32,743,000","22,296,000","31,405,000","35,797,000","23,275,000","27,585,000","22,834,000","30,051,000","27,798,000","28,077,000","26,055,000","24,322,000","24,203,000","25,882,000","28,914,000","19,425,000","28,962,000","25,150,000","19,042,000","21,093,000","27,763,000","23,843,000","20,119,000","24,436,000","23,870,000","22,350,000","26,343,000","19,182,000","17,305,000","23,043,000","17,318,000","18,681,000","15,509,000","13,985,000","15,234,000","19,477,000","15,825,000","14,515,000","14,810,000","15,823,000","14,344,000","14,999,000","11,616,000","10,019,000","9,321,000","15,168,000","16,327,000","13,859,000","23,070,000","13,722,000","14,556,000","15,321,000","12,523,000","13,069,000","12,086,000","10,885,000","10,826,000","9,643,000","77,015,000","62,729,000","73,193,000","54,395,000","61,700,000","43,164,000","35,657,000","4,629,000","29,557,000","50,144,000","23,127,000","1,699,000"
		GeneralAndAdministrativeExpense,"118,347,000","31,903,000","32,743,000","22,296,000","31,405,000","35,797,000","23,275,000","27,585,000","22,834,000","30,051,000","27,798,000","28,077,000","26,055,000","24,322,000","24,203,000","25,882,000","28,914,000","19,425,000","28,962,000","25,150,000","19,042,000","21,093,000","27,763,000","23,843,000","20,119,000","24,436,000","23,870,000","22,350,000","26,343,000","19,182,000","17,305,000","23,043,000","17,318,000","18,681,000","15,509,000","13,985,000","15,234,000","19,477,000","15,825,000","14,515,000","14,810,000","15,823,000","14,344,000","14,999,000","11,616,000","10,019,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"26,079,000","6,394,000","6,394,000","6,797,000","6,494,000","6,713,000","6,633,000","6,437,000","3,095,000","6,730,000","6,637,000","7,038,000","6,293,000","6,288,000","5,741,000","5,764,000","7,490,000","5,528,000","4,679,000","4,737,000","4,988,000","5,155,000","4,126,000","3,603,000","3,548,000","3,724,000","3,820,000","3,347,000","3,507,000","3,605,000","4,400,000","8,301,000","4,684,000","4,534,000","4,987,000","4,595,000","4,617,000","4,750,000","3,341,000","3,241,000","2,993,000","2,778,000","2,423,000","2,477,000","2,097,000","2,257,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"92,268,000","25,509,000","26,349,000","15,499,000","24,911,000","29,084,000","16,642,000","21,148,000","19,739,000","23,321,000","21,161,000","21,039,000","19,762,000","18,034,000","18,462,000","20,118,000","21,424,000","13,897,000","24,283,000","20,413,000","14,054,000","15,938,000","23,637,000","20,240,000","16,571,000","20,712,000","20,050,000","19,003,000","22,836,000","15,577,000","12,905,000","14,742,000","12,634,000","14,147,000","10,522,000","9,390,000","10,617,000","14,727,000","12,484,000","11,274,000","11,817,000","13,045,000","11,921,000","12,522,000","9,519,000","7,762,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135,987,000","121,237,000","118,262,000","110,907,000","104,681,000","89,847,000","85,026,000","82,661,000","78,705,000","73,146,000","69,710,000","59,908,000","59,240,000","56,885,000","89,666,000","141,787,000","147,241,000","133,011,000","125,365,000","122,286,000","117,443,000","112,217,000","107,937,000","105,143,000","103,957,000","93,827,000","90,628,000","84,849,000","82,055,000","51,166,000","38,085,000","35,031,000","32,048,000","30,834,000","26,338,000","24,098,000","22,672,000","20,887,000","21,117,000","21,086,000","10,158,000"
