name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,241,000","133,011,000","125,365,000","122,286,000","117,443,000","112,217,000","107,937,000","105,143,000","103,957,000","93,827,000","90,628,000","84,849,000","82,055,000","51,166,000","38,085,000","35,031,000","32,048,000","30,834,000","26,338,000","24,098,000","22,672,000","20,887,000","21,117,000","21,086,000","10,158,000"
	OtherTaxes,"146,220,000","30,961,000","43,353,000","30,873,000","41,033,000","33,694,000","38,620,000","28,431,000","27,930,000","30,188,000","26,760,000","24,314,000","17,477,000","21,313,000","18,067,000","15,974,000","14,066,000","13,839,000","17,086,000","19,717,000","25,980,000","21,981,000","29,339,000","33,510,000","32,323,000","33,621,000","28,693,000","31,104,000","27,807,000","25,128,000","14,256,000","24,095,000","23,483,000","25,160,000","27,843,000","30,533,000","34,495,000","33,597,000","32,919,000","28,094,000","28,410,000","32,358,000","25,109,000","19,728,000","15,252,000","15,545,000","21,037,000","39,097,000","39,749,000","30,607,000","26,804,000","22,397,000","23,802,000","20,627,000","22,674,000","22,912,000","21,934,000","23,546,000","27,447,000","21,418,000","13,600,000","10,895,000","10,196,000","9,736,000","9,464,000","8,365,000","8,036,000","6,131,000","6,147,000","7,171,000",,
	OtherOperatingExpenses,"17,767,000","251,000","2,434,000","12,335,000","2,747,000","10,375,000","2,166,000","11,908,000","7,305,000","1,263,000","11,884,000","1,592,000","1,226,000","2,236,000","2,209,000","2,212,000","1,774,000","2,388,000","2,740,000","2,675,000","2,302,000","2,260,000","1,876,000","1,239,000","3,762,000","3,321,000","-139,229,000","4,304,000","5,249,000","5,331,000","21,868,000","11,077,000","-4,918,000","9,953,000","6,486,000","-1,163,000","-17,428,000","23,556,000","17,794,000","-12,737,000","228,000","-54,443,000","615,000","20,268,000","6,449,000","9,990,000","112,869,000","12,062,000","190,000","1,227,000","9,127,000","4,058,000","5,679,000","676,000",,"-3,835,000","-2,303,000",,,,"416,000",,,,,,,,,,,
OperatingIncome,"456,153,000","39,449,000","174,482,000","133,933,000","108,289,000","163,513,000","249,592,000","250,701,000","214,202,000","246,514,000","212,276,000","165,649,000","173,961,000","177,618,000","122,501,000","72,718,000","21,101,000","-48,376,000","-36,034,000","-1,194,000","33,889,000","-31,827,000","112,022,000","219,544,000","242,872,000","235,734,000","323,836,000","235,422,000","190,488,000","146,101,000","160,192,000","130,034,000","115,384,000","165,188,000","183,029,000","203,423,000","263,303,000","188,463,000","184,292,000","200,335,000","199,626,000","325,467,000","174,994,000","78,627,000","74,277,000","19,730,000","-65,015,000","285,116,000","355,032,000","235,616,000","191,752,000","116,447,000","120,795,000","104,064,000","73,231,000","130,985,000","132,164,000","157,558,000","250,210,000","187,593,000","92,849,000","67,353,000","77,728,000","62,750,000","58,776,000","48,583,000","29,447,000","36,125,000","34,317,000","50,964,000","24,614,000","13,942,000"
NetNonOperatingInterestIncomeExpense,"-35,490,000","-9,999,000","-9,300,000","-8,322,000","-7,869,000","-11,663,000","-11,649,000","-11,702,000","-12,045,000","-11,973,000","-11,344,000","-11,465,000","-14,653,000","-14,411,000","-15,422,000","-15,510,000","-15,191,000","-15,901,000","-16,275,000","-14,316,000","-12,727,000","-11,839,000","-11,165,000","-10,874,000","-8,149,000","-6,752,000","-6,052,000","-6,668,000","-6,725,000","-4,011,000","-4,727,000","-3,992,000","-4,560,000","-864,000","-785,000","-2,026,000","-1,988,000","-1,755,000","-1,744,000","-1,800,000","-1,816,000","-2,038,000","-2,455,000","-5,328,000","-5,832,000","-2,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,178,000","5,295,000",,"5,513,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"35,490,000","9,999,000","9,300,000","8,322,000","7,869,000","11,663,000","11,649,000","11,702,000","12,045,000","11,973,000","11,344,000","11,465,000","14,653,000","14,411,000","15,422,000","15,510,000","15,191,000","15,901,000","16,275,000","14,316,000","12,727,000","11,839,000","11,165,000","10,874,000","8,149,000","6,752,000","6,052,000","6,668,000","6,725,000","4,011,000","4,727,000","3,992,000","4,560,000","864,000","785,000","2,026,000","1,988,000","1,755,000","1,744,000","1,800,000","1,816,000","2,038,000","9,633,000","10,623,000","5,832,000","8,267,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,"887,000","894,000",,"910,000","1,966,000",,"1,111,000",,"1,127,000",,"995,000",,"1,003,000",,,"1,020,000","1,026,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,396,878,000","-820,287,000","-549,521,000","-70,005,000","42,935,000","-117,461,000","165,697,000","-46,462,000","-19,094,000","8,726,000","-26,731,000","-11,546,000","-3,429,000","46,071,000","-29,481,000","-76,230,000","-430,419,000","-228,054,000","-952,308,000","-1,176,306,000","-963,433,000","-600,014,000","19,422,000","20,352,000","1,675,000","-8,780,000","6,439,000","-8,561,000","22,418,000","1,013,000","1,395,000","6,159,000","-8,385,000","4,726,000","2,591,000","3,604,000","3,018,000","604,000","8,688,000","5,286,000","-1,851,000","-714,000","-8,311,000","-7,761,000","-7,631,000","-796,037,000","-909,549,000","-1,322,033,000","1,783,000","-1,207,000","19,584,000","-2,799,000","3,685,000","-1,462,000","-3,877,000","20,965,000","2,391,000","16,407,000","31,634,000","-167,956,000","-17,430,000",,"-656,000","-638,000",,"-758,000","-1,566,000","-482,000","39,000","-442,000",,
	GainOnSaleOfSecurity,"265,542,000","226,940,000","-40,901,000","38,735,000","40,768,000","-115,452,000","157,505,000","-54,006,000","-21,699,000","4,159,000","-29,051,000","-16,109,000","22,509,000","43,861,000","-32,699,000","9,758,000","-33,236,000","428,000","9,278,000","1,968,000",,,"12,722,000","9,229,000","-2,454,000","-15,735,000","-1,442,000","-10,824,000","13,660,000","-1,603,000","-416,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-1,666,791,000","-1,048,098,000","-509,814,000","-108,879,000","0","-4,250,000","0","0",,,"-18,000","0","-28,169,000","0","0","-89,816,000","-399,194,000","-230,132,000","-965,348,000","-1,180,649,000","-967,287,000","-603,599,000",,,,,"0","0","0",,"-18,714,000","6,159,000","-8,385,000","4,726,000","-7,731,000","3,604,000","3,018,000","604,000","4,912,000","5,286,000","-1,851,000","-714,000","-8,311,000","-7,761,000","-7,631,000","-796,037,000","-909,549,000","-1,322,033,000","1,783,000","-1,207,000","19,584,000","-2,799,000","3,685,000","-1,462,000","-3,877,000","20,965,000","2,391,000","16,407,000","31,634,000","-167,956,000","-17,430,000",,"-656,000","-638,000",,"-758,000","-1,566,000","-482,000","39,000","-442,000",,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-92,000","31,000","1,335,000","1,402,000",,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"1,048,098,000","509,814,000","108,879,000",,,,,,,"0","0","0","0","0","89,816,000","399,194,000","230,132,000","965,348,000","1,180,649,000","967,287,000","603,599,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","791,137,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0",,,"4,250,000",,,,,"18,000",,"28,169,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-4,912,000","-5,286,000","3,565,000","714,000","8,311,000","7,761,000","7,631,000","4,900,000",,,,,,,,,,,"-2,299,000","-16,438,000","-32,969,000","166,554,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,371,000","871,000","1,194,000","139,000","2,167,000","2,241,000","8,192,000","7,544,000","2,605,000","4,567,000","2,338,000","4,563,000","2,231,000","2,210,000","3,218,000","3,828,000","2,011,000","1,650,000","3,762,000","2,375,000","3,854,000","3,585,000","6,700,000","11,123,000","4,129,000","6,955,000","7,881,000","2,263,000","8,758,000","2,616,000","1,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-976,215,000","-790,837,000","-384,339,000","55,606,000","143,355,000","34,389,000","403,640,000","192,537,000","183,063,000","243,267,000","174,201,000","142,638,000","155,879,000","209,278,000","77,598,000","-19,022,000","-424,509,000","-292,331,000","-1,004,617,000","-1,191,816,000","-942,271,000","-643,680,000","120,279,000","229,022,000","236,398,000","220,202,000","324,223,000","220,193,000","206,181,000","143,103,000","156,860,000","132,201,000","102,439,000","169,050,000","184,835,000","205,001,000","264,333,000","187,312,000","191,236,000","203,821,000","195,959,000","322,715,000","164,228,000","65,538,000","60,814,000","-779,061,000","-1,651,631,000","-367,855,000","355,772,000","233,416,000","202,638,000","115,546,000","124,646,000","101,795,000","89,968,000","148,704,000","131,958,000","173,694,000","265,906,000","100,081,000","82,651,000","67,817,000","77,731,000","62,373,000","58,598,000","47,616,000","28,200,000","35,705,000","34,135,000","50,129,000","24,388,000","13,954,000"
TaxProvision,"-50,998,000","-16,555,000","-83,568,000","15,079,000","34,046,000","8,073,000","87,458,000","44,183,000","42,066,000","56,949,000","-495,000","51,239,000","58,617,000","78,306,000","39,408,000","-6,204,000","-154,219,000","-106,200,000","-374,109,000","-428,532,000","-342,056,000","-228,739,000","44,487,000","84,707,000","87,758,000","81,745,000","117,396,000","81,823,000","76,616,000","53,176,000","57,708,000","47,939,000","38,137,000","62,943,000","67,966,000","76,849,000","97,584,000","69,150,000","73,651,000","75,605,000","71,339,000","118,354,000","59,583,000","26,833,000","22,007,000","-284,961,000","-602,932,000","-135,726,000","126,464,000","83,581,000","72,660,000","42,390,000","45,939,000","37,167,000","31,223,000","54,747,000","49,092,000","63,543,000","97,498,000","36,006,000","30,174,000","24,452,000","29,656,000","23,191,000","22,128,000","17,751,000","9,896,000","13,164,000","13,095,000","18,986,000","8,601,000","4,024,000"
NetIncomeCommonStockholders,"-930,100,000","-774,282,000","-300,796,000","38,569,000","106,443,000","24,602,000","311,705,000","146,285,000","139,105,000","183,652,000","171,623,000","89,827,000","95,619,000","128,717,000","38,190,000","-12,818,000","-270,290,000","-186,131,000","-630,508,000","-763,284,000","-600,215,000","-414,941,000","73,092,000","141,904,000","146,320,000","136,170,000","201,785,000","135,995,000","127,434,000","88,542,000","92,399,000","84,262,000","64,302,000","106,107,000","116,869,000","128,152,000","166,749,000","118,162,000","117,585,000","128,216,000","124,620,000","204,361,000","104,645,000","38,705,000","38,807,000","-494,100,000","-1,048,699,000","-232,129,000","229,308,000","149,835,000","129,978,000","73,156,000","78,707,000","64,628,000","58,745,000","93,957,000","82,866,000","110,151,000","168,408,000","64,075,000","52,477,000","43,365,000","48,075,000","39,182,000","36,470,000","29,865,000","18,304,000","22,541,000","21,040,000","32,748,000","15,787,000","9,930,000"
	NetIncome,"-925,217,000","-774,282,000","-300,771,000","40,527,000","109,309,000","26,316,000","316,182,000","148,354,000","140,997,000","186,318,000","174,696,000","91,399,000","97,262,000","130,972,000","38,190,000","-12,818,000","-270,290,000","-186,131,000","-630,508,000","-763,284,000","-600,215,000","-414,941,000","75,792,000","144,315,000","148,640,000","138,457,000","206,827,000","138,370,000","129,565,000","89,927,000","99,152,000","84,262,000","64,302,000","106,107,000","116,869,000","128,152,000","166,749,000","118,162,000","117,585,000","128,216,000","124,620,000","204,361,000","104,645,000","38,705,000","38,807,000","-494,100,000","-1,048,699,000","-232,129,000","229,308,000","149,835,000","129,978,000","73,156,000","78,707,000","64,628,000","58,745,000","93,957,000","82,866,000","110,151,000","168,408,000","64,075,000","52,477,000","43,365,000","48,075,000","39,182,000","36,470,000","29,865,000","18,304,000","22,541,000","21,040,000","32,748,000","15,787,000","9,930,000"
		NetIncomeIncludingNoncontrollingInterests,"-925,217,000","-774,282,000","-300,771,000","40,527,000","109,309,000","26,316,000","316,182,000","148,354,000","140,997,000","186,318,000","174,696,000","91,399,000","97,262,000","130,972,000","38,190,000","-12,818,000","-270,290,000","-186,131,000","-630,508,000","-763,284,000","-600,215,000","-414,941,000","75,792,000","144,315,000","148,640,000","138,457,000","206,827,000","138,370,000","129,565,000","89,927,000","99,152,000","84,262,000","64,302,000","106,107,000","116,869,000","128,152,000","166,749,000","118,162,000","117,585,000","128,216,000","124,620,000","204,361,000","104,645,000","38,705,000","38,807,000","-494,100,000","-1,048,699,000","-232,129,000","229,308,000","149,835,000","129,978,000","73,156,000","78,707,000","64,628,000","58,745,000","93,957,000","82,866,000","110,151,000","168,408,000","64,075,000","52,477,000","43,365,000","48,075,000","39,182,000","36,470,000","29,865,000","18,304,000","22,541,000","21,040,000","32,748,000","15,787,000","9,930,000"
			NetIncomeContinuousOperations,"-925,217,000","-774,282,000","-300,771,000","40,527,000","109,309,000","26,316,000","316,182,000","148,354,000","140,997,000","186,318,000","174,696,000","91,399,000","97,262,000","130,972,000","38,190,000","-12,818,000","-270,290,000","-186,131,000","-630,508,000","-763,284,000","-600,215,000","-414,941,000","75,792,000","144,315,000","148,640,000","138,457,000","206,827,000","138,370,000","129,565,000","89,927,000","99,152,000","84,262,000","64,302,000","106,107,000","116,869,000","128,152,000","166,749,000","118,162,000","117,585,000","128,216,000","124,620,000","204,361,000","104,645,000","38,705,000","38,807,000","-494,100,000","-1,048,699,000","-232,129,000","229,308,000","149,835,000","129,978,000","73,156,000","78,707,000","64,628,000","58,745,000","93,957,000","82,866,000","110,151,000","168,408,000","64,075,000","52,477,000","43,365,000","48,075,000","39,182,000","36,470,000","29,865,000","18,304,000","22,541,000","21,040,000","31,143,000","15,787,000","9,930,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,605,000",,
	PreferredStockDividends,,,"1,269,000","1,270,000","1,270,000","1,269,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,"-1,244,000","688,000","1,596,000","445,000","4,477,000","2,069,000","1,892,000","2,666,000","3,073,000","1,572,000","1,643,000","2,255,000","0","0","0","0","0","0","0","0","2,700,000","2,411,000","2,320,000","2,287,000","5,042,000","2,375,000","2,131,000","1,385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,"0","0","0","0","1,000","0","0","0","1,000","0","1,000","1,000","0","0","0","0","0","0","0","0","3,000","4,000","4,000","3,000","7,000","4,000","3,000","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-930,100,000","-774,282,000","-300,796,000","38,569,000","106,443,000","24,602,000","311,706,000","146,285,000","139,105,000","183,652,000","171,624,000","89,827,000","95,620,000","128,718,000","38,190,000","-12,818,000","-270,290,000","-186,131,000","-630,508,000","-763,284,000","-600,215,000","-414,941,000","73,095,000","141,908,000","146,324,000","136,173,000","201,792,000","135,999,000","127,437,000","88,544,000","92,420,000","84,262,000","64,302,000","106,107,000","116,869,000","128,152,000","166,749,000","118,162,000","117,585,000","128,216,000","124,620,000","204,361,000","104,645,000","38,705,000","38,807,000","-494,100,000","-1,048,699,000","-232,129,000","229,308,000","149,835,000","129,978,000","73,156,000","78,707,000","64,628,000","58,745,000","93,957,000","82,866,000","110,151,000","168,408,000","64,075,000","52,477,000","43,365,000","48,075,000","39,182,000","36,470,000","29,865,000","18,304,000","22,541,000","21,040,000","32,748,000","15,787,000","9,930,000"
BasicEPS,,"-7.77","-3.87","0.39","1.07","0.26","3.32","1.56","1.48","1.96","1.83","0.96","1.02","1.38","0.4","-0.14","-2.91","-2","-6.78","-8.21","-6.47","-4.84","0.87","1.65","1.71","1.59","2.37","1.59","1.5","1.04","1.14","0.97","0.75","1.24","1.36","1.49","1.95","1.38",,"1.5","1.47","2.42",,"0.46","0.46","-6.05",,"-2.85","2.81","1.84",,"0.9","0.96","0.79",,"1.15","1.01","1.33",,"0.78","1.01","1.04",,"0.94","0.88","0.72",,"0.54","0.51","0.79",,"0.37"
DilutedEPS,,"-7.77","-3.87","0.39","1.07","0.26","3.32","1.56","1.48","1.96","1.83","0.96","1.02","1.38","0.4","-0.14","-2.91","-2","-6.78","-8.21","-6.47","-4.84","0.86","1.65","1.7","1.59","2.37","1.59","1.49","1.04","1.14","0.97","0.74","1.23","1.36","1.49","1.94","1.37",,"1.5","1.46","2.39",,"0.46","0.46","-6.05",,"-2.85","2.68","1.76",,"0.87","0.93","0.77",,"1.11","0.98","1.29",,"0.76","0.98","1",,"0.91","0.85","0.7",,"0.53","0.5","0.78",,"0.37"
BasicAverageShares,,"99,842,000","99,789,000","99,735,000","99,658,000","95,922,000","93,897,000","93,845,000","93,728,000","93,699,000","93,569,000","93,501,000","93,402,000","93,389,000","93,379,000","93,221,000","93,075,000","93,000,000","92,992,000","92,969,000","92,831,000","85,770,000","85,679,000","85,643,000","85,532,000","85,443,000","85,288,000","85,213,000","84,942,000","84,920,000","84,757,000","86,589,000","86,046,000","85,777,000","83,755,000","85,806,000","85,655,000","85,626,000",,"82,806,000","82,352,000","82,023,000",,"84,162,000","81,701,000","83,948,000",,"81,572,000","81,474,000","81,286,000",,"81,568,000","82,282,000","82,222,000",,"82,052,000","82,046,000","82,633,000",,"82,284,000","51,967,000","41,749,000",,"41,511,000","41,379,000","41,305,000",,"41,612,000","41,545,000","41,479,000",,"26,745,000"
