name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"3,983,200,000","3,836,300,000","3,752,200,000","3,629,700,000","3,362,600,000","3,422,800,000","3,368,100,000","3,587,000,000","3,659,200,000","3,637,100,000","6,786,200,000","6,516,900,000","6,544,700,000","6,683,300,000","7,065,600,000","10,391,800,000","10,284,500,000","10,346,000,000","10,429,300,000","10,507,800,000","10,456,900,000","12,188,300,000","12,357,900,000","12,416,400,000","12,144,300,000","12,307,500,000","12,283,700,000","12,611,500,000","12,895,400,000","13,468,800,000","13,280,500,000","13,378,600,000","14,064,000,000","14,581,700,000","14,202,500,000","14,597,400,000","14,534,100,000","14,993,900,000","15,502,700,000","15,822,800,000","15,443,200,000","15,675,800,000","15,551,000,000","15,640,500,000","15,895,800,000","17,764,400,000","18,703,800,000","19,364,800,000","19,105,600,000","19,718,700,000","19,184,300,000","19,278,200,000","19,443,700,000","18,712,100,000","18,728,000,000","19,081,400,000","19,418,100,000","19,795,800,000","19,184,700,000","18,830,200,000","19,015,100,000","18,947,200,000","17,923,900,000","15,496,800,000","14,971,000,000","15,932,600,000","17,522,400,000","16,138,000,000","16,033,600,000","17,069,700,000","16,243,000,000","15,896,500,000","16,492,800,000","15,260,200,000","14,874,700,000","3,588,900,000","3,545,200,000","3,251,000,000","2,989,700,000","2,502,300,000","2,049,100,000","1,905,000,000","1,975,600,000","2,099,400,000","3,280,700,000","3,194,200,000","2,212,300,000","2,252,900,000","2,032,900,000","2,023,200,000","1,692,100,000","1,824,800,000","1,980,600,000","1,879,100,000","1,974,100,000","2,036,000,000","1,871,900,000","1,720,700,000","1,823,300,000","1,677,800,000","1,807,300,000","2,033,800,000","2,544,900,000","2,816,400,000","3,305,000,000","3,399,500,000","3,438,200,000","2,871,900,000","3,128,800,000","3,230,600,000","3,162,600,000","3,259,500,000","2,964,000,000","2,828,000,000","2,839,000,000","3,027,000,000","12,432,000,000","11,272,000,000","11,428,000,000","11,630,000,000","11,720,000,000","11,622,000,000","11,190,000,000","9,602,000,000","9,178,000,000","7,986,000,000"
TotalLiabilitiesNetMinorityInterest,"838,500,000","765,400,000","744,300,000","651,400,000","644,400,000","583,200,000","570,600,000","291,200,000","298,400,000","299,900,000","3,022,100,000","2,759,300,000","2,807,500,000","2,881,900,000","2,966,200,000","6,154,500,000","5,916,500,000","6,139,700,000","5,970,800,000","5,968,000,000","5,917,300,000","7,689,500,000","7,749,300,000","7,888,500,000","7,746,900,000","8,020,300,000","8,093,300,000","8,329,500,000","8,637,200,000","9,090,400,000","8,946,000,000","9,069,100,000","9,396,100,000","10,562,600,000","9,986,700,000","10,388,300,000","10,273,300,000","10,722,300,000","11,342,300,000","11,567,900,000","11,101,700,000","11,428,100,000","11,699,600,000","12,158,200,000","12,400,400,000","13,024,000,000","13,357,800,000","13,931,100,000","13,524,800,000","14,097,300,000","13,721,400,000","14,106,500,000","14,385,200,000","14,593,400,000","14,863,700,000","15,209,200,000","15,584,900,000","15,913,000,000","15,092,900,000","14,917,700,000","15,131,200,000","15,311,300,000","14,410,700,000","12,316,200,000","11,991,800,000","13,138,000,000","14,465,800,000","13,468,800,000","13,444,800,000","14,549,900,000","13,862,600,000","13,657,200,000","14,877,900,000","13,526,400,000","14,087,900,000","2,547,900,000","2,498,700,000","2,220,700,000","2,349,000,000","1,863,200,000","1,434,800,000","1,281,300,000","1,349,500,000","1,428,200,000","2,534,200,000","2,479,800,000","1,456,800,000","1,513,900,000","1,315,300,000","1,260,200,000","978,000,000","1,097,800,000","1,249,600,000","1,126,200,000","1,214,900,000","1,283,300,000","1,128,200,000","967,600,000","993,200,000","939,600,000","1,046,200,000","1,190,600,000","1,554,700,000","1,848,800,000","2,400,000,000","2,262,700,000","2,352,200,000","1,820,800,000","2,140,500,000","2,169,500,000","1,621,200,000","1,756,600,000","1,468,000,000","1,241,000,000","1,305,000,000","1,097,000,000","10,840,000,000","9,562,000,000","9,632,000,000","9,808,000,000","9,785,000,000","9,689,000,000","9,652,000,000","8,091,000,000","7,618,000,000","6,642,000,000"
TotalEquityGrossMinorityInterest,"3,144,700,000","3,070,900,000","3,007,900,000","2,978,300,000","2,718,200,000","2,839,600,000","2,797,500,000","3,295,800,000","3,360,800,000","3,337,200,000","3,764,100,000","3,757,600,000","3,737,200,000","3,801,400,000","4,099,400,000","4,237,300,000","4,368,000,000","4,206,300,000","4,458,500,000","4,539,800,000","4,539,600,000","4,498,800,000","4,608,600,000","4,527,900,000","4,397,400,000","4,287,200,000","4,190,400,000","4,282,000,000","4,258,200,000","4,378,400,000","4,334,500,000","4,309,500,000","4,667,900,000","4,019,100,000","4,215,800,000","4,209,100,000","4,260,800,000","4,271,600,000","4,160,400,000","4,254,900,000","4,341,500,000","4,247,700,000","3,851,400,000","3,482,300,000","3,495,400,000","4,740,400,000","5,346,000,000","5,433,700,000","5,580,800,000","5,621,400,000","5,462,900,000","5,171,700,000","5,058,500,000","4,118,700,000","3,864,300,000","3,872,200,000","3,833,200,000","3,882,800,000","4,091,800,000","3,912,500,000","3,883,900,000","3,635,900,000","3,513,200,000","3,180,600,000","2,979,200,000","2,794,600,000","3,056,600,000","2,669,200,000","2,588,800,000","2,519,800,000","2,380,400,000","2,239,300,000","1,614,900,000","1,733,800,000","786,800,000","1,041,000,000","1,046,500,000","1,030,300,000","640,700,000","639,100,000","614,300,000","623,700,000","626,100,000","671,200,000","746,500,000","714,400,000","755,500,000","739,000,000","717,600,000","763,000,000","714,100,000","727,000,000","731,000,000","752,900,000","759,200,000","752,700,000","743,700,000","753,100,000","830,100,000","738,200,000","761,100,000","843,200,000","990,200,000","967,600,000","905,000,000","1,136,800,000","1,086,000,000","1,051,100,000","988,300,000","1,061,100,000","1,541,400,000","1,502,900,000","1,496,000,000","1,587,000,000","1,534,000,000","1,930,000,000","1,592,000,000","1,710,000,000","1,796,000,000","1,822,000,000","1,935,000,000","1,933,000,000","1,538,000,000","1,511,000,000","1,560,000,000","1,344,000,000"
	StockholdersEquity,"3,261,500,000","3,193,400,000","3,144,300,000","3,122,000,000","2,843,100,000","2,984,000,000","2,940,100,000","3,439,000,000","3,492,500,000","3,468,800,000","3,647,300,000","3,625,200,000","3,603,300,000","3,652,200,000","3,875,200,000","3,785,900,000","3,913,200,000","3,745,500,000","3,974,600,000","4,011,300,000","3,996,600,000","4,010,100,000","4,105,500,000","4,014,500,000","3,905,500,000","3,790,000,000","3,689,200,000","3,758,900,000","3,731,800,000","3,809,300,000","3,742,500,000","3,718,800,000","4,087,700,000","3,444,700,000","3,620,500,000","3,595,200,000","3,653,000,000","3,667,800,000","3,513,600,000","3,598,300,000","3,657,400,000","3,577,300,000","3,204,100,000","2,866,200,000","2,898,800,000","4,061,900,000","4,597,300,000","4,679,200,000","4,713,400,000","4,732,600,000","4,575,300,000","4,542,900,000","4,455,300,000","4,118,700,000","3,864,300,000","3,872,200,000","3,833,200,000","3,882,800,000","4,091,800,000","3,912,500,000","3,883,900,000","3,635,900,000","3,513,200,000","3,180,600,000","2,979,200,000","2,794,600,000","2,869,300,000","2,485,200,000","2,407,900,000","2,341,800,000","2,205,100,000","2,066,600,000","1,444,600,000","1,565,700,000","620,900,000","1,041,000,000","1,046,500,000","1,030,300,000","640,700,000","639,100,000","614,300,000","623,700,000","626,100,000","671,200,000","702,500,000","670,400,000","711,500,000","695,000,000","673,600,000","719,000,000","670,100,000","683,000,000","687,000,000","708,900,000","715,200,000","708,700,000","699,700,000","653,100,000","730,100,000","638,200,000","661,100,000","743,200,000","890,200,000","867,600,000","905,000,000","1,136,800,000","1,086,000,000","1,051,100,000","988,300,000","1,061,100,000","1,541,400,000","1,502,900,000","1,496,000,000","1,587,000,000","1,534,000,000","1,930,000,000","1,592,000,000","1,710,000,000","1,796,000,000","1,822,000,000","1,935,000,000","1,933,000,000","1,538,000,000","1,511,000,000","1,560,000,000","1,344,000,000"
		CapitalStock,"3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,800,000","3,800,000","3,700,000","4,600,000","4,600,000","4,600,000","4,600,000","5,000,000","5,400,000","5,600,000","5,700,000","6,000,000","6,000,000","6,000,000","6,000,000","6,200,000","6,200,000","6,200,000","6,200,000","6,200,000","6,200,000","6,300,000","6,600,000","6,600,000","6,600,000","7,600,000","7,600,000","8,000,000","8,000,000","8,200,000","8,300,000","8,500,000","8,800,000","8,900,000","8,900,000","8,900,000","8,900,000","8,800,000","10,400,000","10,600,000","10,600,000","10,500,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","9,000,000","9,000,000","9,000,000","9,000,000","238,900,000","227,400,000","8,300,000","8,300,000","8,300,000","8,300,000","8,200,000","828,000,000","5,900,000","5,900,000","5,900,000","5,900,000","5,900,000","5,900,000","15,000,000",,,"30,900,000",,,,"31,000,000",,,,"31,900,000",,,,"32,700,000",,,,"108,600,000",,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","230,500,000","219,000,000",,,,,,"822,000,000",,,,,,,,,,,,,,,,,,,,,,"0",,,,"75,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,200,000","3,800,000","3,800,000","3,700,000","4,600,000","4,600,000","4,600,000","4,600,000","5,000,000","5,400,000","5,600,000","5,700,000","6,000,000","6,000,000","6,000,000","6,000,000","6,200,000","6,200,000","6,200,000","6,200,000","6,200,000","6,200,000","6,300,000","6,600,000","6,600,000","6,600,000","7,600,000","7,600,000","8,000,000","8,000,000","8,200,000","8,300,000","8,500,000","8,800,000","8,900,000","8,900,000","8,900,000","8,900,000","8,800,000","10,400,000","10,600,000","10,600,000","10,500,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","10,800,000","9,000,000","9,000,000","9,000,000","9,000,000","8,400,000","8,400,000","8,300,000","8,300,000","8,300,000","8,300,000","8,200,000","6,000,000","5,900,000","5,900,000","5,900,000","5,900,000","5,900,000","5,900,000","15,000,000",,,"30,900,000",,,,"31,000,000",,,,"31,900,000",,,,"32,700,000",,,,"33,600,000",,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"593,100,000","590,000,000","587,300,000","582,600,000","580,800,000","576,300,000","572,600,000","671,500,000","666,800,000","665,600,000","810,500,000","802,500,000","806,100,000","805,200,000","868,100,000","933,500,000","972,600,000","992,300,000","1,025,200,000","1,032,700,000","1,028,700,000","1,030,900,000","1,047,700,000","1,046,700,000","1,044,900,000","1,040,400,000","1,036,200,000","1,031,100,000","1,050,900,000","1,095,600,000","1,102,200,000","1,099,500,000","1,253,700,000","1,262,700,000","1,313,500,000","1,312,600,000","1,350,800,000","1,370,800,000","1,397,600,000","1,423,500,000","1,436,100,000","1,431,600,000","1,427,300,000","1,422,800,000","1,419,400,000","1,676,700,000","1,691,100,000","1,690,600,000","1,680,700,000","1,723,900,000","1,721,100,000","1,716,600,000","1,716,700,000","1,715,900,000","1,715,600,000","1,715,200,000","1,716,400,000","1,718,500,000","1,719,500,000","1,718,500,000","1,719,200,000","1,713,200,000","1,712,300,000","1,420,400,000","1,399,600,000","1,395,600,000","1,395,300,000","1,128,200,000","1,126,200,000","1,102,400,000","1,102,600,000","1,104,900,000","1,098,300,000","1,054,600,000","203,600,000","72,700,000","66,200,000","66,200,000","66,200,000","66,500,000","67,000,000","174,300,000",,,"354,200,000",,,,"355,900,000",,,,"366,500,000",,,,"375,500,000",,,,"338,100,000",,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,672,400,000","2,611,500,000","2,562,800,000","2,542,300,000","2,264,900,000","2,407,300,000","2,366,500,000","2,765,000,000","2,823,200,000","2,800,800,000","2,835,200,000","2,821,800,000","2,797,200,000","2,846,700,000","3,006,600,000","2,959,600,000","3,084,900,000","2,888,300,000","3,069,200,000","3,080,800,000","3,011,400,000","2,961,500,000","2,965,800,000","2,880,800,000","2,802,300,000","2,684,400,000","2,627,200,000","2,601,400,000","2,542,700,000","2,577,400,000","2,576,300,000","2,553,700,000","2,789,700,000","2,004,000,000","2,102,000,000","2,094,200,000","2,175,600,000","2,125,900,000","2,108,700,000","2,148,200,000","2,215,900,000","2,116,200,000","1,956,600,000","1,776,300,000","1,751,900,000","2,495,400,000","2,802,200,000","2,837,600,000","2,718,500,000","2,737,300,000","2,647,500,000","2,566,700,000","2,496,000,000","2,218,200,000","2,077,700,000","1,983,400,000","1,899,800,000","1,888,000,000","1,975,900,000","1,850,700,000","1,695,900,000","1,531,200,000","1,541,300,000","1,372,800,000","1,286,400,000","1,139,900,000","1,192,300,000","1,154,200,000","1,071,900,000","1,050,000,000","995,400,000","1,001,900,000","355,100,000","490,600,000","442,600,000","938,700,000","927,500,000","943,300,000","517,000,000","521,700,000","534,200,000","730,700,000","790,500,000","1,052,200,000","1,063,200,000","1,057,700,000","1,004,000,000","1,001,200,000","1,008,900,000","1,031,200,000","1,018,400,000","1,069,600,000","1,067,100,000","1,121,800,000","1,142,500,000","1,150,600,000","1,124,600,000","1,121,500,000","1,123,800,000","1,077,300,000","1,098,200,000",,,"1,199,100,000",,"1,503,200,000","1,452,200,000","1,416,600,000","1,375,200,000","1,445,700,000","1,712,300,000","1,703,800,000","1,687,000,000","1,736,000,000","1,671,000,000","2,000,000,000","1,381,000,000","1,365,000,000","1,370,000,000","1,314,000,000","1,296,000,000","1,328,000,000","1,281,000,000","1,261,000,000","924,000,000","716,000,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","324,000,000",,,"871,000,000",,,,"871,000,000",,,,"871,000,000",,,,"871,000,000",,,,"878,500,000",,,,,,,,,,,,,,,,,,,,,,,,,
