name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
MarketCap,"5,216,073,227","4,292,230,761","7,401,590,097","6,660,800,300","6,805,755,183","5,873,876,472","5,197,245,282","5,683,098,183","5,841,985,171","5,509,622,664","5,153,464,028","4,640,004,045","3,818,084,001","3,601,913,370","3,139,151,071","2,665,813,275","2,006,770,688","2,207,422,505","3,818,212,461","3,770,327,002","4,426,531,960","4,241,171,604","4,327,795,048","4,602,070,114","4,992,180,666","5,282,905,564","4,794,214,516","3,928,345,901","4,023,315,879","3,431,666,770","2,993,181,058","3,169,911,371","3,729,213,670","4,204,299,322","3,370,958,901","2,738,977,698","3,689,259,425","3,897,595,314","3,898,277,206"
PeRatio,"9.799","8.222","14.347","13.537","14.488","14.361","14.612","17.82","21.279","23.579","24.212","22.422","20.316","18.7","18.056","16.525","12.657","14.253","21.872","21.614","26.415","25.063","26.361","26.618","28.919","30.547","28.689","24.247","25.007","23.533","20.555","20.386","23.451","25.293",,,,,
ForwardPeRatio,"13.021","8.78","12.376","10.438","12.346","10.526","9.931","9.98","13.298","13.387",,,"18.797","17.637","15.625","16.75","14.993","17.452","19.38","14.837","16.42","15.674","15.773","15.898","17.094","16.475","19.121","16.026","16.129","13.947","13.793","13.228","12.707","15.015","14.641","11.765",,,
PegRatio,"1.327","0.895","0.859","0.724",,,,,,,,,,,,,,,,,,"0.905","0.91","0.918","0.987","0.951","1.103","0.924","0.93","0.805","0.796","0.763","0.733","0.867","0.845","0.511",,,
PsRatio,"2.665","2.255","3.949","3.653","3.803","3.463","3.254","3.673","3.951","3.885","3.757","3.462","2.922","2.763","2.506","2.162","1.654","1.848","3.168","3.013","2.274","3.498","1.295","3.94","4.392","4.779","4.47","3.821","2.387","0.993","0.867","0.923","1.099","1.247","0.95","0.791","1.073","1.076","1.076"
PbRatio,"5.158","4.192","7.257","6.498","6.687","6.009","5.306","5.556","5.745","5.681","5.453","5.206","4.387","4.387","3.974","3.536","2.775","3.085","4.039","3.998","4.519","4.365","4.07","4.307","4.726","4.803","4.392","3.311","3.348","3.012","2.626","2.556","3.186","3.112","2.54","2.111","2.92","3.079","3.321"
