name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"3,999,000,000","3,964,000,000","2,176,256,000","1,205,111,000","527,107,000","446,733,000","495,718,000","208,002,000","74,962,000","48,671,712","27,253,174","12,716,011"
	OperatingRevenue,"3,987,000,000","3,951,000,000","2,164,034,000","1,193,347,000","527,107,000","446,733,000","495,718,000","208,002,000","74,962,000","48,671,712","27,253,174","12,716,011"
CostOfRevenue,"2,401,000,000","2,276,000,000","1,032,553,000","537,197,000","294,899,000","333,312,000","258,027,000","100,653,000","46,757,000","4,268,573","2,263,996","705,159"
	ExplorationDevelopmentAndMineralPropertyLeaseExpenses,"508,000,000","490,000,000","204,975,000","126,524,000","82,428,000","82,625,000","55,384,000","21,157,000","16,793,000",,,
	OtherCostofRevenue,"1,893,000,000","1,786,000,000","827,578,000","410,673,000","212,471,000","250,687,000","202,643,000","79,496,000","29,964,000",,,
GrossProfit,"1,598,000,000","1,688,000,000","1,143,703,000","667,914,000","232,208,000","113,421,000","237,691,000","107,349,000","28,205,000","44,403,139","24,989,178","12,010,852"
OperatingExpense,"225,000,000","203,000,000","96,084,000","62,894,000","55,289,000","38,892,000","25,021,000","12,155,000","10,898,000","29,414,919","15,823,185","10,673,066"
	SellingGeneralAndAdministration,"213,000,000","192,000,000","90,667,000","61,503,000","54,225,000","38,059,000","24,554,000","11,954,000","10,800,000","3,603,479","3,051,627","5,062,618"
		GeneralAndAdministrativeExpense,"213,000,000","192,000,000","90,667,000","61,503,000","54,225,000","38,059,000","24,554,000","11,954,000","10,800,000",,,
			SalariesAndWages,,"48,000,000",,,,,,,,,,
			RentAndLandingFees,,"490,000,000","204,975,000","126,524,000","82,428,000","82,625,000","55,384,000","21,157,000","16,793,000",,,
			OtherGandA,"165,000,000","144,000,000","90,667,000","61,503,000","54,225,000","38,059,000","24,554,000","11,954,000","10,800,000",,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"15,402,826","8,145,143","3,215,891"
	OtherOperatingExpenses,"12,000,000","11,000,000","5,417,000","1,391,000","1,064,000","833,000","467,000","201,000","98,000","10,408,614","4,626,415","2,394,557"
OperatingIncome,"1,373,000,000","1,485,000,000","1,047,619,000","605,020,000","176,919,000","74,529,000","212,670,000","95,194,000","17,307,000","14,988,220","9,165,993","1,337,786"
NetNonOperatingInterestIncomeExpense,"-174,000,000","-172,000,000","-87,276,000","-40,554,000","-40,684,000","-41,510,000","-34,514,000","-8,058,000","-3,607,000","-2,516,861","-801,791","24,137"
	InterestIncomeNonOperating,,,,,"-40,684,000",,"1,000","1,000","3,000","11,197","34,474","35,075"
	InterestExpenseNonOperating,,"172,000,000","87,276,000","40,554,000",,"41,510,000","31,394,000","7,041,000","3,610,000","2,528,058","836,265","10,938"
