name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"76,709,121,986","98,843,105,520","80,574,908,851","71,035,129,940","52,879,332,626","39,708,503,831","65,135,610,820","79,718,378,850","81,979,919,130","70,275,621,822","109,375,028,912","82,061,929,935","26,857,789,076","126,722,280,557","65,826,558,990","59,101,600,830","38,529,810,753","35,930,980,283","25,643,242,228","25,226,032,267","23,193,095,606","30,429,984,023","14,544,667,901","16,787,704,101","20,739,060,720","18,593,249,737","16,995,525,162","15,741,031,614","12,555,817,890","10,600,412,051","10,270,494,815"
EnterpriseValue,"82,144,121,986","104,547,105,520","86,165,908,851","78,784,129,940","66,362,332,626","53,523,503,831","81,139,610,820","101,874,378,850","101,183,919,130","80,420,621,822","114,647,028,912","100,830,929,935","65,918,789,076","172,332,280,557","68,822,558,990","62,930,600,830","42,643,810,753","41,348,980,283","31,088,929,592","30,937,032,267","26,223,095,606","34,364,329,985","19,979,738,695","21,490,858,733","23,114,304,751","19,035,693,024","17,579,810,115","16,325,316,567","14,151,377,018","12,041,226,391","11,678,619,501"
PeRatio,"9.389","7.529","8.749","15.427","986.154","18.465","13.48",,,"5.986","9.802","1,790.738","9.424","22.439",,"0.35","0.151","0.308","50.858","19.599","13.515","19.018","16.327","10.889","22.574","19.391","39.875","37.034","36.691","30.433","10.554"
ForwardPeRatio,"8.032","10.417","10.081","12.674","10.395","10.183","11.05","9.381","8.403",,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,"7.586",,,,"1.811","7",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.742","2.412","2.099","2.53","2.145","1.3","1.669","2.078","2.108","1.566","2.498","1.89","0.779","5.524","4.604","4.765","3.841","6.169","39.214","3.094","2.536","3.391","1.609","1.784","3.493","5.186","3.594","3.338","2.697","1.581","1.375"
PbRatio,"1.409","1.875","1.464","1.68","1.41","0.931","1.33","1.759","1.749","1.118","1.875","1.872","1.301","5.116","4.256","4.712","3.244","3.58","3.435","3.515","3.173","2.648","1.373","1.397","2.758","3.471","3.627","3.359","3.013","2.246","2.139"
EnterprisesValueRevenueRatio,"1.903","2.422","2.126","1.968","1.964","1.537","1.702","1.991","1.985","1.328","2.026","2.411","1.215","5.802","3.064","3.306","3.292","4.48","3.682","3.795","2.261","2.967","1.686","1.749","2.98","2.39","4.915","3.466","2.873","1.812","1.566"
EnterprisesValueEBITDARatio,"5.117","6.513","3.802","4.43","5.565","11.464","5.387","11.573","47.084","4.588","4.624","8.254","4.619","13.799","5.779","7.136","8.229","12.456","10.859","9.65","4.928","6.933","4.747","4.186","7.748","6.244","9.232","14.149","11.042","8.229","4.629"
