name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999
MarketCap,"2,610,387,364","5,859,597,474","6,289,999,754","7,090,304,136","5,861,273,770","7,293,644,762","6,711,726,896","5,635,765,853","3,862,675,430","3,192,024,558","3,403,835,513","2,394,469,815","2,745,821,492","4,743,322,568","2,913,116,395","2,292,061,681","837,503,509","830,101,443","607,340,244","339,682,993","467,880,654","238,836,688"
EnterpriseValue,"3,743,624,364","6,793,176,474","7,109,021,754","7,748,132,136","6,491,831,770","7,842,058,762","6,801,634,896","5,640,627,853","4,120,165,430","3,312,222,558","3,145,393,513","2,299,124,815","2,786,468,492","4,782,132,803","2,881,737,261","2,273,406,114","833,425,808","834,280,143","638,977,525","457,612,050","535,246,882","296,789,745"
PeRatio,"20.227","21.093","18.741","19.226","26.155","31.093","20.192","18.212","34.065","13.184","17.233","24.962","19.143","45.269","24.663","26.781","13.912","14.624","14.747","9.111","14.651","12.677"
ForwardPeRatio,"32.895","14.793",,"16.722","14.749","15.974","13.755","14.306","12.723","11.161",,,,,,,,,,,,
PegRatio,,,,,,,"0.846","0.879","0.782","0.558",,,,,,,,,,,,
PsRatio,"1.017","2.092","2.313","2.742","2.565","3.068","2.903","2.685","2.069","1.831","2.613","2.306","2.217","5.086","4.094","3.524","1.572","1.793","1.632","1.02","1.687","0.919"
PbRatio,"1.611","3","3.224","3.422","2.811","3.62","3.488","3.474","2.866","2.371","3.059","2.619","3.38","7.641","5.672","5.456","2.559","3.172","3.571","2.163","3.864","2.492"
EnterprisesValueRevenueRatio,"1.408","2.406","2.444","2.817","2.511","3.247","2.882","2.582","2.115","1.919","2.398","2.214","2.23","4.959","3.723","3.481","1.564","1.79","1.688","1.429","1.751","1.304"
EnterprisesValueEBITDARatio,"12.263","15.485","12.803","13.925","12.846","21.493","14.642","13.111","16.726","10.718","11.755","14.897","11.107","21.155","17.166","17.726","9.09","7.927","8.29","15.541","9.723","8.92"
